name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989
TotalAssets,"381,508,000,000","362,873,000,000","371,758,000,000","333,469,000,000","393,780,000,000","385,303,000,000","374,310,000,000","358,990,000,000","325,266,000,000","247,259,000,000","212,224,000,000","237,512,000,000","197,656,000,000","103,370,000,000","102,074,000,000","94,529,000,000","92,397,000,000","77,564,000,000","81,025,000,000","77,114,000,000","74,756,000,000","63,503,000,000","59,961,000,000","55,765,000,000","53,720,000,000","48,879,000,000","45,546,000,000","40,909,000,000","39,426,000,000","45,389,900,000","48,856,500,000"
	CashCashEquivalentsAndFederalFundsSold,"144,865,000,000","134,795,000,000","137,006,000,000","103,750,000,000","159,259,000,000","143,449,000,000","155,280,000,000","145,340,000,000","135,249,000,000","77,593,000,000","70,931,000,000","99,285,000,000","50,055,000,000","21,126,000,000","14,584,000,000","17,786,000,000","16,958,000,000","11,237,000,000","14,636,000,000","14,252,000,000","15,509,000,000","11,784,000,000","10,715,000,000","7,981,000,000","6,629,000,000","6,914,000,000","4,816,000,000","5,347,000,000","3,832,000,000","5,302,300,000","5,576,100,000"
		CashAndCashEquivalents,"114,683,000,000","88,000,000,000","108,871,000,000","77,949,000,000","134,886,000,000","123,147,000,000","146,119,000,000","138,747,000,000","130,739,000,000","72,424,000,000","67,396,000,000","97,285,000,000","40,947,000,000","16,012,000,000","12,159,000,000","12,078,000,000","12,129,000,000","9,852,000,000","9,841,000,000","8,462,000,000","10,126,000,000","8,503,000,000","7,895,000,000","7,419,000,000","5,693,000,000","3,895,000,000","4,780,000,000","5,317,000,000","2,255,000,000","3,712,600,000","3,530,100,000"
			CashFinancial,"4,830,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CashEquivalents,,,,,,,,,,,,"58,159,000,000","6,635,000,000","2,840,000,000","3,515,000,000","3,886,000,000","3,843,000,000","4,748,000,000","3,222,000,000","3,125,000,000","3,276,000,000","3,999,000,000","5,769,000,000","6,032,000,000","4,711,000,000","2,903,000,000","4,511,000,000","5,084,000,000","1,915,000,000","2,860,000,000","2,685,300,000"
			CashAndDueFromBanks,"109,853,000,000","88,000,000,000","108,871,000,000","77,949,000,000","134,886,000,000","123,147,000,000","146,119,000,000","138,747,000,000","130,739,000,000","72,424,000,000","67,396,000,000","39,126,000,000","34,312,000,000","13,172,000,000","8,644,000,000","8,192,000,000","8,286,000,000","5,104,000,000","6,619,000,000","5,337,000,000","6,850,000,000","4,504,000,000","2,126,000,000","1,387,000,000","982,000,000","992,000,000","269,000,000","233,000,000","340,000,000","852,600,000","844,800,000"
		MoneyMarketInvestments,"30,182,000,000","46,795,000,000","28,135,000,000","25,801,000,000","24,373,000,000","20,302,000,000","9,161,000,000","6,593,000,000","4,510,000,000","5,169,000,000","3,535,000,000","2,000,000,000","9,108,000,000","5,114,000,000","2,425,000,000","5,708,000,000","4,829,000,000","1,385,000,000","4,795,000,000","5,790,000,000","5,383,000,000","3,281,000,000","2,820,000,000","562,000,000","936,000,000","3,019,000,000","36,000,000","30,000,000","1,577,000,000","1,589,700,000","2,046,000,000"
			FederalFundsSoldAndSecuritiesPurchaseUnderAgreementsToResell,"30,182,000,000","46,795,000,000","28,135,000,000","25,801,000,000","24,373,000,000","20,302,000,000","9,161,000,000","6,593,000,000","4,510,000,000","5,169,000,000","3,535,000,000","2,000,000,000","9,108,000,000","5,114,000,000","2,425,000,000","5,708,000,000","4,829,000,000","1,385,000,000","4,795,000,000","5,790,000,000","5,383,000,000","3,281,000,000","2,820,000,000","562,000,000","936,000,000","3,019,000,000","36,000,000","30,000,000","1,577,000,000","1,589,700,000","2,046,000,000"
	FederalHomeLoanBankStock,"466,000,000","484,000,000","477,000,000","466,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
	CustomerAcceptances,,,"319,000,000","340,000,000","258,000,000","247,000,000","379,000,000","376,000,000",,,,"265,000,000","81,000,000","213,000,000","233,000,000","137,000,000","170,000,000","351,000,000","313,000,000","447,000,000","739,000,000","946,000,000","1,187,000,000","985,000,000","918,000,000","810,000,000","888,000,000","611,000,000","668,000,000","1,250,500,000","1,389,200,000"
	BankOwnedLifeInsurance,"5,219,000,000","4,937,000,000","4,857,000,000","4,789,000,000","4,704,000,000","4,598,000,000","4,482,000,000","4,360,000,000",,,,,,,,,,,,,,,,,,,,,,,
	SecuritiesAndInvestments,"139,017,000,000","129,552,000,000","129,505,000,000","123,887,000,000","127,948,000,000","138,426,000,000","122,422,000,000","121,683,000,000","100,600,000,000","86,704,000,000","62,050,000,000","58,587,000,000","55,118,000,000","26,650,000,000","33,256,000,000","28,429,000,000","28,309,000,000","25,609,000,000","21,132,000,000","19,452,000,000","15,614,000,000","8,052,000,000","9,244,000,000","6,600,000,000","5,632,000,000","5,591,000,000","6,922,000,000","5,384,000,000","4,258,000,000","3,506,200,000","3,920,100,000"
