name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,12/31/2012
TotalAssets,"45,711,000,000","47,352,000,000","45,511,000,000","46,925,000,000","45,927,000,000","46,100,000,000","45,212,000,000","46,363,000,000","47,195,000,000","48,275,000,000","47,529,000,000","47,264,000,000","45,035,000,000","45,547,000,000","47,073,000,000","47,400,000,000","46,435,000,000","46,746,000,000","46,926,000,000","48,930,000,000","47,283,000,000","51,913,000,000","56,366,000,000","55,542,000,000","57,293,000,000","53,843,000,000","53,993,549,867.084","48,965,000,000"
	CurrentAssets,"31,681,000,000","32,699,000,000","31,160,000,000","32,749,000,000","31,742,000,000","32,095,000,000","31,004,000,000","31,853,000,000","31,839,000,000","32,818,000,000","31,803,000,000","31,851,000,000","30,171,000,000","30,748,000,000","31,855,000,000","32,346,000,000","31,234,000,000","31,582,000,000","31,050,000,000","33,163,000,000","31,973,000,000","35,675,000,000","39,708,000,000","38,714,000,000","40,580,000,000","37,237,000,000","38,362,098,047.418","34,277,000,000"
		CashCashEquivalentsAndShortTermInvestments,"4,925,000,000","4,875,000,000","3,384,000,000","3,659,000,000","3,673,000,000","5,031,000,000","4,113,000,000","4,560,000,000","3,615,000,000","5,430,000,000","4,100,000,000","4,601,000,000","3,924,000,000","5,017,000,000","5,133,000,000","4,882,000,000","4,311,000,000","5,384,000,000","3,717,000,000","4,235,000,000","3,698,000,000","5,163,000,000","5,582,000,000","4,615,000,000","6,068,000,000","5,567,000,000","4,718,852,470.077","5,199,000,000"
			CashAndCashEquivalents,"4,704,000,000","4,875,000,000","3,384,000,000","3,659,000,000","3,673,000,000","5,031,000,000","4,113,000,000","4,560,000,000","3,615,000,000","5,430,000,000","4,100,000,000","4,601,000,000","3,924,000,000","5,017,000,000","5,133,000,000","4,882,000,000","4,311,000,000","5,384,000,000","3,717,000,000","4,235,000,000","3,698,000,000","5,163,000,000","5,417,000,000","4,615,000,000","5,869,000,000","5,567,000,000","4,478,659,235.97","5,199,000,000"
			OtherShortTermInvestments,"221,000,000",,,,,,,,,,,,,,,,,,,,,,"165,000,000",,"199,000,000","260,984,838.024","240,193,234.107",
		Receivables,"18,205,000,000","19,844,000,000","18,879,000,000","20,211,000,000","19,529,000,000","19,566,000,000","18,844,000,000","19,505,000,000","20,030,000,000","20,338,000,000","19,739,000,000","19,595,000,000","19,034,000,000","19,285,000,000","19,325,000,000","19,858,000,000","19,462,000,000","19,581,000,000","19,685,000,000","20,959,000,000","20,353,000,000","22,526,000,000","23,853,000,000","24,514,000,000","23,815,000,000","23,338,000,000","25,294,506,591.82","21,933,000,000"
			AccountsReceivable,"343,000,000","416,000,000","424,000,000","477,000,000","467,000,000","399,000,000","478,000,000","548,000,000","542,000,000","496,000,000","557,000,000","656,000,000","560,000,000","623,000,000","687,000,000","742,000,000","642,000,000","580,000,000","818,000,000","833,000,000","782,000,000","1,054,000,000","1,187,000,000","1,276,000,000","1,345,000,000","1,362,000,000","1,716,437,043.734","1,894,000,000"
			TaxesReceivable,"239,000,000",,,,,,,,,,,,,,,,,,,,,,"372,000,000",,"322,000,000","347,979,784.032","255,036,636.215",
			OtherReceivables,"17,623,000,000","19,428,000,000","18,455,000,000","19,734,000,000","19,062,000,000","19,167,000,000","18,366,000,000","18,957,000,000","19,488,000,000","19,842,000,000","19,182,000,000","18,939,000,000","18,474,000,000","18,662,000,000","18,638,000,000","19,116,000,000","18,820,000,000","19,001,000,000","18,867,000,000","20,126,000,000","19,571,000,000","21,472,000,000","22,294,000,000","23,238,000,000","22,148,000,000","21,976,000,000","23,323,032,911.871","20,039,000,000"
		Inventory,"7,405,000,000","7,082,000,000","8,116,000,000","8,192,000,000","7,754,000,000","6,726,000,000","7,339,000,000","7,131,000,000","7,421,000,000","6,280,000,000","7,283,000,000","6,965,000,000","6,470,000,000","5,609,000,000","6,657,000,000","6,672,000,000","6,630,000,000","5,690,000,000","6,866,000,000","7,220,000,000","7,105,000,000","7,008,000,000","8,594,000,000","8,834,000,000","8,670,000,000","7,410,000,000","8,105,846,951.03","6,260,000,000"
			RawMaterials,,"1,332,000,000","1,493,000,000","1,543,000,000","1,522,000,000","1,293,000,000","1,422,000,000","1,380,000,000","1,443,000,000","1,278,000,000","1,495,000,000","1,369,000,000","1,453,000,000","1,185,000,000","1,365,000,000","1,363,000,000","1,386,000,000","1,254,000,000","1,388,000,000","1,436,000,000","1,543,000,000","1,672,000,000","8,568,000,000","2,217,000,000","8,642,000,000","1,956,000,000","8,080,208,347.39","1,629,000,000"
			WorkInProcess,,"612,000,000","776,000,000","820,000,000","717,000,000","576,000,000","775,000,000","747,000,000","776,000,000","601,000,000","759,000,000","738,000,000","725,000,000","757,000,000","918,000,000","871,000,000","935,000,000","747,000,000","963,000,000","989,000,000","1,002,000,000","552,000,000","992,000,000","1,144,000,000",,"949,000,000",,"882,000,000"
			FinishedGoods,,"5,138,000,000","5,847,000,000","5,829,000,000","5,515,000,000","4,857,000,000","5,142,000,000","5,004,000,000","5,202,000,000","4,401,000,000","5,029,000,000","4,858,000,000","4,292,000,000","3,667,000,000","4,374,000,000","4,438,000,000","4,309,000,000","3,689,000,000","4,515,000,000","4,795,000,000","4,560,000,000","4,784,000,000","5,425,000,000","5,473,000,000",,"4,505,000,000",,"3,749,000,000"
			OtherInventories,,,,,,,,,,,,,,,,,,,,,,,"26,000,000",,"28,000,000","26,236,571.018","25,638,603.641",
		PrepaidAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"209,157,029.7",
		RestrictedCash,,"898,000,000","781,000,000","687,000,000","786,000,000","772,000,000","708,000,000","657,000,000","773,000,000","770,000,000","681,000,000","690,000,000","743,000,000","837,000,000","740,000,000","934,000,000","831,000,000","927,000,000","782,000,000","749,000,000","817,000,000","978,000,000","802,000,000","751,000,000",,"922,000,000",,"885,000,000"
		AssetsHeldForSaleCurrent,"9,000,000",,,,,,,,,,,,,,,,,,,,,,"29,000,000",,"29,000,000","34,521,803.971","33,735,004.79",
		OtherCurrentAssets,"1,137,000,000",,,,,,,,,,,,,,,,,,,,,,"1,650,000,000",,"1,998,000,000","1,901,460,962.744",,
	TotalNonCurrentAssets,"14,030,000,000","14,653,000,000","14,351,000,000","14,176,000,000","14,185,000,000","14,005,000,000","14,208,000,000","14,510,000,000","15,356,000,000","15,457,000,000","15,726,000,000","15,413,000,000","14,864,000,000","14,799,000,000","15,218,000,000","15,054,000,000","15,201,000,000","15,164,000,000","15,876,000,000","15,767,000,000","15,310,000,000","16,238,000,000","16,658,000,000","16,828,000,000","16,713,000,000","16,606,000,000","15,631,451,819.666","14,688,000,000"
		NetPPE,"7,151,000,000","7,126,000,000","6,994,000,000","7,342,000,000","7,391,000,000","7,675,000,000","7,822,000,000","7,998,000,000","8,551,000,000","8,848,000,000","8,792,000,000","8,722,000,000","8,381,000,000","8,304,000,000","8,476,000,000","8,343,000,000","8,465,000,000","8,316,000,000","8,191,000,000","8,155,000,000","7,772,000,000","8,383,000,000","8,142,000,000","8,461,000,000","8,132,000,000","8,149,000,000","7,344,785,242.96","6,975,000,000"
