name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987
TotalRevenue,"42,777,000,000","45,164,000,000","43,713,000,000","52,394,000,000","47,405,000,000","48,234,000,000","50,446,000,000","46,860,000,000","50,503,000,000","51,396,000,000","41,670,337,000","47,552,986,000","39,606,359,000","30,875,361,916.89","30,441,657,334.01","33,555,878,389.12","18,033,486,094.24","15,577,441,728.09","17,155,891,979.44","18,335,354,225.09","15,151,265,106.36","12,302,523,926","7,044,080,058","6,037,903,053","4,973,559,647","4,508,113,773","3,462,687,798","2,589,598,795","2,576,825,190","3,202,711,148",,,,
	NetInterestIncome,"35,088,000,000","35,283,000,000","34,341,000,000","34,296,000,000","31,089,000,000","32,812,000,000","29,547,000,000","25,935,000,000","30,147,000,000","30,821,000,000","29,224,379,000","26,298,542,000","18,171,793,000","15,319,230,180.64","12,803,563,061.95","10,485,504,464.82","7,601,427,248.4","7,944,445,630.63","9,367,118,553.15","10,274,621,129.14","8,312,541,236.66","6,680,256,380","4,291,778,844","3,021,269,706","2,285,068,680","2,148,496,068","1,729,509,114","1,522,123,064","1,461,784,320","1,639,383,473",,,,
		InterestIncome,"55,713,000,000","56,785,000,000","54,325,000,000","56,041,000,000","55,156,000,000","57,198,000,000","54,656,000,000","51,447,000,000","59,024,000,000","60,856,000,000","52,906,754,000","53,173,004,000","56,207,656,000","46,289,431,457.65","37,785,194,117.84","33,268,892,354.26","17,946,191,993.76","17,614,433,585.61","23,205,478,002.27","28,715,069,930.51","29,665,929,619.9","19,974,483,347","13,639,234,626","10,699,262,028","9,602,511,011","8,796,448,908","6,254,333,562","5,626,585,622","4,966,293,060","4,898,277,293",,,,
			InterestIncomeFromLoansAndLease,,"49,279,000,000","46,364,000,000","45,480,000,000","47,056,000,000","47,290,000,000","43,957,000,000","40,972,000,000","47,394,000,000","47,970,000,000","42,899,017,000",,"46,227,081,000","39,314,722,719.98","31,074,317,876.35","23,640,981,418.67","14,167,017,519.04","10,319,018,548.62","12,922,688,694.92","16,335,809,315.82","14,849,647,688.64","10,892,137,158","7,863,656,850","6,020,903,070","4,272,130,337","4,008,425,436","2,872,784,034",,,"3,337,041,526",,,,
				InterestIncomeFromLoans,,"49,279,000,000","46,364,000,000","45,480,000,000","47,056,000,000","47,290,000,000","43,957,000,000","40,972,000,000","47,394,000,000","47,970,000,000","42,899,017,000",,"46,227,081,000","39,314,722,719.98","31,074,317,876.35","23,640,981,418.67","14,167,017,519.04","10,319,018,548.62","12,922,688,694.92","16,335,809,315.82","14,849,647,688.64","10,892,137,158","7,863,656,850","6,020,903,070","4,272,130,337","4,008,425,436","2,872,784,034",,,"3,337,041,526",,,,
			InterestIncomeFromSecurities,"5,916,000,000","6,378,000,000","6,429,000,000","7,141,000,000","6,927,000,000","7,361,000,000","7,247,000,000","6,435,000,000","7,093,000,000","7,406,000,000","6,231,925,000",,"4,558,953,000",,,"4,669,975,705.65",,"3,848,364,854.72","5,559,319,170.69","5,876,673,634.16","4,729,516,519.3","3,841,395,866","2,975,357,070","2,459,633,904","2,660,369,517","2,722,041,882","1,779,822,996",,"57,845,745","615,469,218",,,,
			InterestIncomeFromDeposits,,,,"1,881,000,000",,"1,392,000,000","2,038,000,000","2,701,000,000","2,693,000,000","3,192,000,000","1,933,085,000",,,"634,415,346.73","616,124,715.78","405,301,728.09","235,603,189.12","295,588,783.92","335,870,464.62","263,045,515.95","179,682,328.18","63,205,044","11,340,378","75,454,470","16,953,217","25,269,084","17,450,844",,,,,,,
			OtherInterestIncome,"518,000,000","1,128,000,000","1,532,000,000","1,539,000,000","1,173,000,000","1,155,000,000","1,414,000,000","1,339,000,000","1,844,000,000","2,288,000,000","1,842,727,000",,"5,421,622,000","6,340,293,390.94","6,094,751,525.71","4,552,633,501.85","3,543,571,285.6","3,151,461,398.35","4,387,599,672.04","6,239,541,464.58","9,907,083,083.78","5,177,745,279","2,788,880,328","2,143,270,584","2,653,057,940","2,040,712,506","1,584,275,688",,"4,908,447,315","945,766,549",,,,
		InterestExpense,"20,625,000,000","21,502,000,000","19,984,000,000","21,745,000,000","24,067,000,000","24,386,000,000","25,109,000,000","25,512,000,000","28,877,000,000","30,035,000,000","23,682,375,000","26,874,462,000","38,035,863,000","30,970,201,277.01","24,981,631,055.89","22,783,387,889.44","10,344,764,745.36","9,669,987,954.98","13,838,359,449.12","18,440,448,801.37","21,353,388,383.24","13,294,226,967","9,347,455,782","7,677,992,322","7,317,442,331","6,647,952,840","4,524,824,448","4,104,462,558","3,504,508,740","3,258,893,820",,,,
			InterestExpenseForDeposit,,"13,181,000,000","12,080,000,000","13,335,000,000","15,001,000,000","15,182,000,000","15,614,000,000","16,775,000,000","18,893,000,000","19,694,000,000","15,118,159,000",,"19,207,447,000","16,294,591,504.37","14,681,134,035.75","12,978,175,231.09","5,860,891,205.76","4,308,068,523.22","6,214,199,201.72","8,127,030,299.03","7,630,840,386.92","4,982,366,165","4,460,179,194","3,556,360,080","3,274,059,903","3,015,210,051","1,747,367,688",,,"2,084,436,900",,,,
			InterestExpenseForLongTermDebtAndCapitalSecurities,,"918,000,000","770,000,000","966,000,000","945,000,000","934,000,000","1,084,000,000","1,260,000,000","1,650,000,000","8,370,000,000","7,189,382,000",,"10,817,648,000","11,422,968,691.18","7,522,656,215.21","5,849,458,200.83","2,579,275,251.92","3,794,006,354.95","4,566,052,834.24","7,161,899,560.37","6,836,655,079.88","1,942,859,450","1,381,053,402","1,163,998,836",,,,,,"1,174,456,920",,,,
			OtherInterestExpense,,"7,403,000,000","7,134,000,000","7,444,000,000","8,121,000,000","8,270,000,000","8,411,000,000","7,477,000,000","8,334,000,000","1,971,000,000","1,374,834,000",,"8,010,768,000","3,252,641,081.46","2,777,840,804.93","3,955,754,457.52","1,904,598,287.68","1,567,913,076.81","3,058,107,413.16","3,151,518,941.97","6,885,892,916.44","6,369,001,352","3,506,223,186","2,957,633,406","4,043,382,428","3,632,742,789","2,777,456,760",,,,,,,
	NonInterestIncome,"7,689,000,000","9,881,000,000","9,372,000,000","18,098,000,000","16,316,000,000","15,422,000,000","20,899,000,000","20,925,000,000","20,356,000,000","20,575,000,000","12,445,958,000","21,254,444,000","21,434,566,000","15,556,131,736.25","17,638,094,272.06","23,070,373,924.3","10,432,058,845.84","7,632,996,097.46","7,788,773,426.29","8,060,733,095.95","6,838,723,869.7","5,622,267,546","2,752,301,214","3,016,633,347","2,688,490,967","2,359,617,705","1,733,178,684","1,067,475,731","1,115,040,870","1,563,327,675",,,,
		TotalPremiumsEarned,"2,104,000,000","2,534,000,000","3,175,000,000","2,546,000,000","1,900,000,000","1,096,000,000","3,532,000,000","4,724,000,000","5,541,000,000",,,,,"319,856,160.37","4,672,107,477.88",,"2,208,633,099.68",,,,,,,,,,,,,,,,,
		FeesAndCommissions,"11,056,000,000","11,134,000,000","10,951,000,000","10,921,000,000","9,611,000,000","9,478,000,000","9,087,000,000","9,237,000,000","9,781,000,000","10,472,000,000","9,734,150,000","16,192,990,000","8,450,606,000","8,052,846,309.16","7,223,258,800.16","7,476,006,218.25","4,723,739,781.44","5,089,979,243.33","5,151,740,572.48","5,544,820,100.19","4,775,580,365.92","3,697,097,558","2,030,439,258","1,652,907,438","1,142,373,646","1,019,108,397","813,992,172","473,826,227","604,608,030","494,736,242",,,,
