name,ttm,10/31/2019,10/31/2018,10/31/2017,10/31/2016,10/31/2015,10/31/2014,10/31/2013,10/31/2012,10/31/2011,10/31/2010,10/31/2009,10/31/2008,10/31/2007,10/31/2006,10/31/2005,10/31/2004,10/31/2003,10/31/2002,10/31/2001,10/31/2000,10/31/1999,10/31/1998,10/31/1997,10/31/1996,10/31/1995,10/31/1994
TotalRevenue,"25,565,000,000","25,332,000,000","22,870,000,000","21,874,000,000","20,947,000,000","19,389,000,000","16,718,000,000","16,263,000,000","16,130,000,000","13,718,000,000","12,210,000,000","11,064,000,000","10,204,425,205","9,349,162,804","9,984,292,607","9,839,414,335","9,473,299,196","9,119,082,157","8,752,336,448","8,720,837,962","8,528,784,648","7,789,907,312","7,141,997,222","7,058,019,997","6,119,063,545","5,581,983,670","5,128,905,722"
	NetInterestIncome,"13,104,000,000","12,888,000,000","10,313,000,000","10,007,000,000","9,872,000,000","8,970,000,000","8,461,000,000","8,545,000,000","8,808,000,000","7,079,000,000","6,235,000,000","5,570,000,000","5,086,580,087","4,843,439,599","4,743,632,896","4,786,869,760","4,921,970,251","4,899,116,445","4,828,660,436","4,499,285,828","4,203,472,434","4,278,946,594","4,023,923,445","4,077,031,404","3,789,966,555","3,607,013,787","3,379,954,011"
		InterestIncome,"26,324,000,000","26,152,000,000","19,451,000,000","15,833,000,000","14,502,000,000","13,365,000,000","13,041,000,000","13,133,000,000","13,645,000,000","10,915,000,000","9,478,000,000","10,573,000,000","14,749,879,750","15,838,615,079","12,911,477,617","10,164,127,996","8,656,425,262","8,926,546,222","9,135,514,019","12,999,523,885","14,302,467,256","13,174,047,374","14,121,006,328","11,534,009,294","10,671,571,906","10,110,962,388","7,358,988,233"
			InterestIncomeFromLoansAndLease,"19,980,000,000","19,824,000,000","16,275,000,000","13,564,000,000","12,575,000,000","11,263,000,000","10,777,000,000","10,746,000,000","11,141,000,000","8,348,000,000","7,270,000,000","7,960,000,000","10,614,478,114","11,557,090,152","9,985,414,563","7,728,185,146","6,743,477,201","6,969,537,123","7,017,133,956","9,688,938,264","10,403,594,274","9,656,024,717","10,014,971,446","8,058,019,997","7,376,588,629","7,363,940,570","5,618,017,043"
				InterestIncomeFromLoans,"19,980,000,000","19,824,000,000","16,275,000,000","13,564,000,000","12,575,000,000","11,263,000,000","10,777,000,000","10,746,000,000","11,141,000,000","8,348,000,000","7,270,000,000","7,960,000,000","10,614,478,114","11,557,090,152","9,985,414,563","7,728,185,146","6,743,477,201","6,969,537,123","7,017,133,956","9,688,938,264","10,403,594,274","9,656,024,717","10,014,971,446","8,058,019,997","7,376,588,629","7,363,940,570","5,618,017,043"
			InterestIncomeFromSecurities,"5,586,000,000","5,541,000,000","2,535,000,000","1,945,000,000","1,704,000,000","1,912,000,000","1,994,000,000","2,143,000,000","2,265,000,000","2,437,000,000","2,134,000,000","2,427,000,000","3,205,868,206","3,152,965,661","2,157,522,720","1,830,204,274","1,476,469,154","1,600,949,492","1,615,264,798","2,418,663,704","2,854,096,863","2,449,021,627","2,594,999,228","2,144,064,216","2,311,705,686","1,889,974,568","1,259,975,653"
			InterestIncomeFromDeposits,"758,000,000","787,000,000","641,000,000","324,000,000","223,000,000","190,000,000","270,000,000","244,000,000","239,000,000","130,000,000","74,000,000","186,000,000","929,533,430","1,127,613,282","768,540,334","605,738,576","437,698,122","356,059,607","501,557,632","891,921,917","1,044,776,119","1,069,001,030","1,511,035,654","1,332,065,906","984,615,385","857,047,249","480,995,536"
			OtherInterestIncome,,,,,,,,,,,,,,"945,984",,,"-1,219,215",,"1,557,633",,,,,"-140,825","-1,337,794","1","1"
		InterestExpense,"13,220,000,000","13,264,000,000","9,138,000,000","5,826,000,000","4,630,000,000","4,395,000,000","4,580,000,000","4,588,000,000","4,837,000,000","3,836,000,000","3,243,000,000","5,003,000,000","9,663,299,663","10,995,175,480","8,167,844,721","5,377,258,236","3,734,455,011","4,027,429,777","4,306,853,583","8,500,238,057","10,098,994,822","8,895,100,780","10,097,082,883","7,456,977,890","6,881,605,351","6,503,948,601","3,979,034,222"
			InterestExpenseForDeposit,"8,664,000,000","8,616,000,000","6,080,000,000","3,915,000,000","3,002,000,000","2,681,000,000","2,865,000,000","2,633,000,000","2,578,000,000","2,641,000,000","2,362,000,000","4,041,000,000","7,341,269,841","7,904,644,783","5,743,296,309","3,702,916,519","2,744,452,573","2,956,613,478","3,133,956,386","6,183,145,532","7,426,134,633","6,327,938,797","7,254,051,551","5,207,998,873","5,134,448,161","5,397,001,740","3,366,968,754"
			InterestExpenseForLongTermDebtAndCapitalSecurities,"279,000,000","279,000,000","226,000,000","155,000,000","179,000,000","171,000,000","150,000,000","145,000,000","165,000,000","1,163,000,000","190,000,000","215,000,000","222,462,722","279,065,368","268,147,650","298,736,569","192,635,942","234,735,593","294,392,523","350,737,978","350,289,369","338,973,076","331,069,610","293,057,316","246,153,846","205,996,520","188,962,532"
			OtherInterestExpense,"4,277,000,000","4,369,000,000","2,832,000,000","1,756,000,000","1,449,000,000","1,543,000,000","1,565,000,000","1,810,000,000","2,094,000,000","32,000,000","691,000,000","8,829,000,000","2,099,567,100","2,811,465,329","2,156,400,762","1,375,605,148","797,366,496","836,080,706","878,504,674","1,966,354,547","2,322,570,820","2,228,188,907","2,511,961,722","1,955,921,701","1,501,003,344","900,950,341","423,102,936"
	NonInterestIncome,"12,461,000,000","12,444,000,000","12,557,000,000","11,867,000,000","11,075,000,000","10,419,000,000","8,257,000,000","7,718,000,000","7,322,000,000","6,639,000,000","5,975,000,000","5,494,000,000","5,117,845,118","4,505,723,205","5,240,659,711","5,052,544,575","4,551,328,945","4,219,965,712","3,923,676,012","4,221,552,134","4,325,312,214","3,510,960,718","3,118,073,777","2,980,988,593","2,329,096,990","1,974,969,883","1,748,951,711"
		TotalPremiumsEarned,"3,014,000,000","3,183,000,000","1,879,000,000","2,070,000,000","2,023,000,000","1,762,000,000","503,000,000","445,000,000","335,000,000","283,000,000","321,000,000","295,000,000",,,,,,,,,,,,,,,
