name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000
	OtherOperatingExpenses,"-287,016,000","-123,741,000","-645,000","98,442,000","-162,630,000","-41,444,000","-429,663,000","93,636,000","97,760,000","103,630,000","83,404,000","82,489,000","87,268,000","93,327,000","70,793,000","72,341,000","70,472,000","74,505,000",,"60,211,000","59,495,000","60,187,000","47,963,000","46,340,000","46,036,000","50,080,000","40,213,000","42,411,000","42,313,000","48,322,000","35,363,000",,,,,,,,,,,,,,,,,,,,"228,925,310.85","-76,542.55","-10,791.95",,,"-9,469,923.75","-3,013,802.55","-1,230,937.25","162,669,295.6","-2,027,326.2",,"-11,181.5","161,449,220","-1,881,412.5","-3,333,037","-5,964,780","85,798,959.75","-1,125,774","-10,424",,"88,143,352","-2,066,359","9,945",,,,,,,
OperatingIncome,"8,528,596,000","2,264,118,000","1,989,984,000","2,026,610,000","2,247,884,000","2,216,817,000","2,127,696,000","1,656,535,000","1,797,338,000","2,197,401,000","-3,424,448,000","1,655,610,000","1,613,428,000","1,632,242,000","1,204,367,000","1,235,425,000","1,206,612,000","1,286,194,000","1,006,952,000","1,025,600,000","1,012,849,000","1,027,496,000","795,980,000","765,897,000","761,063,000","837,993,000","655,589,000","699,952,000","701,393,000","814,172,000","569,262,000","590,746,000","640,415,000","729,496,000","493,714,000","491,475,000","526,279,000","583,026,000","373,682,000","298,381,000","413,976,000","506,283,000","288,267,000","278,346,000","243,284,000","527,435,000","279,716,000","288,018,000","382,115,000","433,848,000","252,072,541.95","284,366,507.9","306,512,963.9","315,005,980.5","200,836,466.25","195,491,782.5","238,395,168","187,309,433.75","42,932,769.95","227,017,399.8","250,234,644.8","283,529,295.5","189,655,780","222,291,737.5","217,062,593","216,630,980","131,014,175.25","130,799,487","121,293,664","147,034,827","68,645,444","98,029,298.5","99,231,210","307,183,262.4","-536,503,167.5","287,235,522","306,166,720","327,467,360","-496,398,824.92","287,344,361.04"
NetNonOperatingInterestIncomeExpense,"-756,922,000","-189,486,000","-175,400,000","-206,182,000","-185,854,000","-191,344,000","-244,177,000","-240,783,000","-223,808,000","-241,261,000","-218,113,000","-152,062,000","-16,093,000","13,225,000","22,501,000","14,827,000","16,286,000","4,768,000","16,768,000","11,345,000","13,894,000","16,693,000","20,208,000","12,778,000","3,669,000","2,899,000","21,742,000","12,649,000","10,571,000","14,790,000","58,407,000","-6,691,000","-33,124,000","-15,128,000","55,619,000","-21,211,000","7,104,000","-3,000","-5,881,000","7,019,000","18,442,000","-5,009,000","69,519,000","-4,296,000","-15,049,000","36,431,000","247,552,000","-48,624,000","-24,280,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,"313,637,000","81,184,000","70,868,000","73,708,000","87,877,000",,"71,613,000","58,148,000","80,617,000","70,246,000","81,834,000","54,102,000","55,313,000","54,539,000","55,576,000","46,652,000","45,627,000","36,713,000","44,624,000","35,738,000","38,187,000","37,168,000","40,612,000","33,356,000","25,018,000","22,382,000","41,646,000","30,105,000","32,993,000","31,298,000","29,309,000","21,342,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"1,070,559,000","270,670,000","246,268,000","279,890,000","273,731,000","191,344,000","315,790,000","298,931,000","304,425,000","311,507,000","299,947,000","206,164,000","71,406,000","41,314,000","33,075,000","31,825,000","29,341,000","31,945,000","27,856,000","24,393,000","24,293,000","20,475,000","20,404,000","20,578,000","21,349,000","19,483,000","19,904,000","17,456,000","22,422,000","16,508,000","-6,861,000","9,080,000","33,124,000","15,128,000","11,108,000","21,211,000",,"3,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,953,000",,,,,"-7,104,000",,,"-7,019,000","-18,442,000","5,009,000",,"4,296,000","15,049,000","-36,431,000",,"48,624,000","24,280,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"475,892,000","536,670,000","-139,457,000","70,388,000","8,291,000",,"54,663,000","-39,492,000","27,670,000","44,917,000","7,119,886,000","49,226,000","37,631,000","76,012,000","-16,782,000","63,000","30,609,000","26,506,000","-30,757,000","-75,515,000","-8,815,000","-2,652,000","-144,261,000","-13,208,000","29,235,000","10,150,000","-35,049,000","-10,020,000","-48,840,000","-90,653,000",,,,,"23,963,000","338,000","677,000",,"11,920,000","1,000","-670,000","-5,000",,,,"-10,033,000",,,,,"-93,651,689.15","-76,542.55",,"3,986,163","-70,572,567.5","-9,469,923.75","-3,013,802.55","-1,230,937.25","-86,747,488.05","-2,016,542.55",,"2,459,930","-78,420,780","-1,881,412.5","-3,333,037","-5,964,780","-45,022,766.25","-5,937,906","-12,623,464","6,809,670","-62,078,164","2,976,784.5","1,332,630",,,,,,,
	GainOnSaleOfSecurity,"475,892,000","536,670,000","-139,457,000","70,388,000","8,291,000",,"54,663,000","-39,492,000","27,670,000","44,917,000","90,686,000","49,226,000","-5,875,000","7,173,000","-23,871,000","-29,073,000","-27,559,000","-23,349,000","-17,326,000","-85,664,000","-30,496,000","-35,177,000","-126,961,000","-34,513,000","7,343,000","-401,000","13,487,000","-10,356,000","-75,642,000","31,401,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	EarningsFromEquityInterest,,,,,,,"0","0","0","0","0","0","43,506,000","68,839,000","7,089,000","29,136,000","58,168,000","49,855,000","-13,431,000","10,149,000","21,681,000","32,525,000","-17,300,000","21,305,000","21,892,000","10,551,000","-48,536,000","336,000","26,802,000","-122,054,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,,,,,,,"0",,,,"7,029,200,000",,,,,"0","0",,,"0","0","0",,"0",,,,,"0","0",,,,,"3,239,000","338,000","677,000","0","11,920,000","1,000","-670,000","-5,000",,,,"-10,033,000",,,,,"-93,651,689.15","-76,542.55",,"3,986,163","-74,529,567.5","-9,469,923.75","-3,013,802.55","-1,230,937.25","-86,747,488.05","-2,016,542.55",,"2,459,930","-78,420,780","-1,881,412.5","-3,333,037","-5,964,780","-45,022,766.25","-5,937,906","-12,623,464","6,809,670","-62,078,164","2,976,784.5","1,332,630",,,,,,,
		RestructuringAndMergernAcquisition,,,,,,,"0",,,,"-7,029,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"8,247,566,000","2,611,302,000","1,675,127,000","1,890,816,000","2,070,321,000","2,025,473,000","1,938,182,000","1,376,260,000","1,601,200,000","2,001,056,000","3,477,325,000","1,552,774,000","1,634,966,000","1,721,479,000","1,210,086,000","1,250,315,000","1,253,507,000","1,317,468,000","992,963,000","961,430,000","1,017,928,000","1,041,537,000","671,928,000","765,467,000","793,966,000","851,042,000","642,282,000","702,581,000","663,124,000","738,309,000","612,735,000","584,055,000","673,539,000","714,368,000","515,994,000","512,348,000","534,060,000","583,023,000","379,721,000","305,401,000","431,748,000","501,269,000","282,113,000","280,335,000","225,823,000","553,833,000","343,926,000","336,300,000","397,498,000","470,510,000","237,532,177.55","275,082,990.05","336,881,511.2","319,003,155","217,898,256.25","158,689,965","266,919,059.55","193,605,732.25","28,804,436.8","246,492,671.7","256,099,182.4","285,944,499.5","176,509,947.5","219,634,955","210,534,915","199,741,940","115,801,710","130,578,747","122,148,432","153,844,497","52,695,362.5","98,939,724","114,377,445",,,,,,,
TaxProvision,"2,118,146,000","646,366,000","374,580,000","550,384,000","546,815,000","506,322,000","390,438,000","369,686,000","502,797,000","533,973,000","363,479,000","407,161,000","482,899,000","382,839,000","292,580,000","333,517,000","386,884,000","389,134,000","262,129,000","255,687,000","285,032,000","297,276,000","158,699,000","184,094,000","239,221,000","216,668,000","-2,612,000","191,714,000","8,619,000","251,702,000","-52,326,000","174,989,000","210,309,000","176,397,000","93,720,000","148,655,000","147,877,000","162,818,000","133,262,000","83,552,000","134,657,000","125,811,000","278,173,000","57,036,000","100,384,000","212,105,000","135,601,000","102,390,000","142,340,000","118,434,000","-93,230,082.75","36,499,861.7","103,160,250.05","96,020,280","65,849,737.5","75,715,395","93,179,550.75","64,063,203.25","5,679,409.25","77,944,222.2","95,277,175.2","69,739,015.5","-46,212,317.5","83,511,910","81,745,904","66,975,320","58,864,803","57,105,438","49,753,752","65,556,585","-16,198,652.5","48,692,420","59,123,025",,,,,,,
NetIncomeCommonStockholders,"5,881,744,000","1,884,371,000","1,256,005,000","1,314,628,000","1,426,741,000","1,468,449,000","1,458,589,000","988,054,000","1,086,331,000","1,454,626,000","2,262,510,000","1,100,695,000","1,132,640,000","1,338,640,000","917,506,000","916,798,000","866,623,000","928,334,000","730,834,000","705,743,000","732,896,000","744,261,000","513,229,000","581,374,000","554,746,000","634,376,000","644,894,000","510,867,000","654,505,000","486,607,000","665,061,000","409,066,000","463,230,000","537,971,000","422,274,000","363,693,000","386,183,000","420,205,000","278,165,000","221,849,000","297,091,000","375,458,000","159,503,000","170,742,000","125,439,000","341,728,000","208,325,000","233,910,000","255,158,000","352,076,000","-180,277,739.7","238,583,128.35","233,721,261.15","222,982,875","136,394,518.75","82,974,570","173,750,796.45","129,542,529","14,161,027.55","168,548,449.5","160,822,007.2","216,227,847","205,008,265","136,134,447.5","128,777,478","132,766,620","39,027,944","73,473,309","72,384,256","88,277,103","58,352,015","50,247,304","55,254,420","55,149,323.2","14,506,428","65,145,024","77,020,800","89,690,260","45,195,828.77","51,148,920.64"
	NetIncome,"5,881,744,000","1,884,371,000","1,256,005,000","1,314,628,000","1,426,741,000","1,468,449,000","1,458,589,000","988,054,000","1,086,331,000","1,454,626,000","2,262,510,000","1,100,695,000","1,132,640,000","1,338,640,000","917,506,000","916,798,000","866,623,000","928,334,000","730,834,000","705,743,000","732,896,000","744,261,000","513,229,000","581,374,000","554,746,000","634,376,000","644,894,000","510,867,000","654,505,000","486,607,000","665,061,000","409,066,000","463,230,000","537,971,000","422,274,000","363,693,000","386,183,000","420,205,000","278,165,000","221,849,000","297,091,000","375,458,000","159,503,000","170,742,000","125,439,000","341,728,000","208,325,000","233,910,000","255,158,000","352,076,000","-180,277,739.7","238,583,128.35","233,721,261.15","222,982,875","136,394,518.75","82,974,570","173,750,796.45","129,542,529","14,161,027.55","168,548,449.5","160,822,007.2","216,227,847","205,008,265","136,134,447.5","128,777,478","132,766,620","39,027,944","73,473,309","72,384,256","88,277,103","58,352,015","50,247,304","55,254,420","55,149,323.2","14,506,428","65,145,024","77,020,800","89,690,260","45,195,828.77","51,148,920.64"
		NetIncomeIncludingNoncontrollingInterests,"6,129,420,000","1,964,936,000","1,300,547,000","1,340,432,000","1,523,506,000","1,519,151,000","1,547,744,000","1,006,574,000","1,098,403,000","1,467,083,000","3,113,846,000","1,145,613,000","1,152,067,000","1,338,640,000","917,506,000","916,798,000","866,623,000","928,334,000","730,834,000","705,743,000","732,896,000","744,261,000","513,229,000","581,374,000","554,746,000","634,376,000","644,894,000","510,867,000","654,505,000","486,607,000","665,061,000","409,066,000","463,230,000","537,971,000","422,274,000","363,693,000","386,183,000","420,205,000","278,165,000","221,849,000","297,091,000","375,458,000","159,503,000","170,742,000","125,439,000","341,728,000","208,325,000","233,910,000","255,158,000","352,076,000","-180,277,739.7","238,583,128.35","233,721,261.15","222,982,875","136,394,518.75","82,974,570","173,750,796.45","129,542,529","14,161,027.55","168,548,449.5","160,822,007.2","216,227,847","205,008,265","136,134,447.5","128,777,478","132,766,620","39,027,944","73,473,309","72,384,256","88,277,103","58,352,015","50,247,304","55,254,420","55,149,323.2","14,506,428","65,145,024","77,020,800","89,690,260","45,195,828.77","51,148,920.64"
			NetIncomeContinuousOperations,"6,129,420,000","1,964,936,000","1,300,547,000","1,340,432,000","1,523,506,000","1,519,151,000","1,547,744,000","1,006,574,000","1,098,403,000","1,467,083,000","3,113,846,000","1,145,613,000","1,152,067,000","1,338,640,000","917,506,000","916,798,000","866,623,000","928,334,000","730,834,000","705,743,000","732,896,000","744,261,000","513,229,000","581,373,000","554,745,000","634,374,000","644,894,000","510,867,000","654,505,000","486,607,000","665,061,000","409,066,000","463,230,000","537,971,000","422,274,000","363,693,000","386,183,000","420,205,000","278,165,000","221,849,000","297,091,000","375,458,000","159,503,000","170,742,000","125,439,000","341,728,000","208,325,000","233,910,000","255,158,000","352,076,000","-180,277,739.7","238,583,128.35","233,721,261.15","222,982,875","152,048,518.75","82,974,570","173,750,796.45","129,542,529","23,125,027.55","168,548,449.5","160,822,007.2","216,227,847","222,722,265","136,134,447.5","128,777,478","132,766,620","56,947,944","73,473,309","72,384,256","88,277,103","68,894,015","50,247,304","55,254,420","55,149,323.2","21,196,428","65,145,024","77,020,800","89,690,260","45,195,828.77","51,148,920.64"
		MinorityInterests,"-247,676,000","-80,565,000","-44,542,000","-25,804,000","-96,765,000","-50,702,000","-89,155,000","-18,520,000","-12,072,000","-12,457,000","-851,336,000","-44,918,000","-19,427,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"5,881,744,000","1,884,371,000","1,256,005,000","1,314,628,000","1,426,741,000","1,468,449,000","1,458,589,000","988,054,000","1,086,331,000","1,454,626,000","2,262,510,000","1,100,695,000","1,132,640,000","1,338,640,000","917,506,000","916,798,000","866,623,000","928,334,000","730,834,000","705,743,000","732,896,000","744,261,000","513,229,000","581,374,000","554,746,000","634,376,000","644,894,000","510,867,000","654,505,000","486,607,000","665,061,000","409,066,000","463,230,000","537,971,000","422,274,000","363,693,000","386,183,000","420,205,000","278,165,000","221,849,000","297,091,000","375,458,000","159,503,000","170,742,000","125,439,000","341,728,000","208,325,000","233,910,000","255,158,000","352,076,000","-180,277,739.7","238,583,128.35","233,721,261.15","222,982,875","136,394,518.75","82,974,570","173,750,796.45","129,542,529","14,161,027.55","168,548,449.5","160,822,007.2","216,227,847","205,008,265","136,134,447.5","128,777,478","132,766,620","39,027,944","73,473,309","72,384,256","88,277,103","58,352,015","50,247,304","55,254,420","55,149,323.2","14,506,428","65,145,024","77,020,800","89,690,260","45,195,828.77","51,148,920.64"
BasicEPS,,"62.812","41.867","43.821","47.558","48.948","48.62","32.935","36.211","48.488","75.417","36.69","37.755","44.621","30.584","30.56","28.887","30.944",,"23.525","24.43","24.809","17.108","19.379","18.5","21.1","21.5","17","21.8","16.2","22.169","13.636","15.441","17.9",,"12.123","12.873","14.007",,"7.395","9.903","12.515",,"5.691","4.181","11.391",,"7.797","8.505","11.736",,"7.954","7.796","7.44",,"2.762","5.785","4.319",,"5.608","5.356","7.208",,"4.538","4.285","4.404",,"2.449","2.412","2.942",,"1.67","1.842","1.838",,"2.173","2.553","2.989",,"1.7"
DilutedEPS,,"62.812","41.867","43.821","47.558","48.948","48.62","32.935","36.211","48.488","75.417","36.69","37.755","44.621","30.584","30.56","28.887","30.944",,"23.525","24.43","24.809","17.108","19.379","18.5","21.1","21.5","17","21.8","16.2","22.169","13.636","15.441","17.9",,"12.123","12.873","14.007",,"7.395","9.903","12.515",,"5.691","4.181","11.391",,"7.797","8.252","11.736",,"7.954","7.796","7.44",,"2.762","5.785","4.319",,"5.608","5.356","6.448",,"4.538","4.285","4.404",,"2.224","2.312","2.942",,"1.67","1.842","1.838",,"2.173","2.553","2.989",,"1.7"
