name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000
			DepreciationIncomeStatement,"76,700,000","17,400,000","20,100,000","19,900,000","19,300,000","20,600,000","50,200,000","49,700,000","48,600,000","47,700,000","46,500,000","46,700,000","45,200,000","44,700,000","43,600,000","42,600,000","41,100,000","39,800,000","37,068,000","36,450,000","34,895,000","33,638,000","30,100,000","28,070,000","25,973,000","25,512,000","22,890,000","21,395,000","20,446,000","19,560,000","18,957,000","18,745,000","18,496,000","17,604,000","16,519,000","20,304,000","16,850,000","16,754,000","17,705,000","17,196,000","16,580,000","16,325,000","16,380,000","15,397,000","15,333,000","15,086,000","15,824,000","17,363,000","17,578,000","17,762,000","20,948,000","21,823,000","21,502,000","20,065,000","17,485,000","16,892,000","15,849,000","15,217,000","15,383,000","13,972,000","13,881,000","15,329,000","15,561,000","15,236,000","15,234,000","16,556,000","14,272,000","13,382,000","13,370,000","12,925,000","11,494,000","11,107,000","9,895,000","9,271,000","9,368,000","7,948,000","7,015,000","6,367,000","7,166,000","7,010,000"
			Amortization,"91,800,000","21,400,000","22,800,000","25,000,000","22,500,000","25,800,000","70,900,000","72,800,000","73,400,000","74,000,000","76,600,000","77,600,000","80,300,000","80,100,000","83,800,000","84,100,000","88,500,000","88,600,000","87,958,000","86,930,000","87,211,000","87,990,000","58,283,000","48,261,000","48,322,000","48,561,000","32,331,000","33,077,000","33,130,000","33,290,000","28,065,000","22,987,000","20,907,000","21,115,000","21,983,000","22,929,000","19,170,000","18,644,000","19,022,000","20,711,000","17,841,000","17,846,000","17,257,000","15,770,000","15,815,000","14,248,000","16,609,000","16,703,000","16,792,000","17,187,000","20,161,000","21,137,000","21,655,000","19,341,000","16,128,000","15,086,000","16,062,000","12,321,000","10,841,000","10,359,000","10,101,000","9,841,000","8,752,000","6,556,000","6,746,000","6,758,000","6,391,000","4,760,000","5,109,000","4,353,000","5,792,000","5,520,000","6,558,000","6,837,000","11,073,000","10,529,000","10,792,000","11,113,000","11,108,000","12,256,000"
				AmortizationOfIntangiblesIncomeStatement,"91,800,000","21,400,000","22,800,000","25,000,000","22,500,000","25,800,000","70,900,000","72,800,000","73,400,000","74,000,000","76,600,000","77,600,000","80,300,000","80,100,000","83,800,000","84,100,000","88,500,000","88,600,000","87,958,000","86,930,000","87,211,000","87,990,000","58,283,000","48,261,000","48,322,000","48,561,000","32,331,000","33,077,000","33,130,000","33,290,000","28,065,000","22,987,000","20,907,000","21,115,000","21,983,000","22,929,000","19,170,000","18,644,000","19,022,000","20,711,000","17,841,000","17,846,000","17,257,000","15,770,000","15,815,000","14,248,000","16,609,000","16,703,000","16,792,000","17,187,000","20,161,000","21,137,000","21,655,000","19,341,000","16,128,000","15,086,000","16,062,000","12,321,000","10,841,000","10,359,000","10,101,000","9,841,000","8,752,000","6,556,000","6,746,000","6,758,000","6,391,000","4,760,000","5,109,000","4,353,000","5,792,000","5,520,000","6,558,000","6,837,000","11,073,000","10,529,000","10,792,000","11,113,000","11,108,000","12,256,000"
	ProvisionForDoubtfulAccounts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"81,250,000","52,552,000","49,327,000","101,577,000","70,697,000","60,376,000","67,666,000","112,778,000","90,459,000","95,704,000","88,881,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherOperatingExpenses,"1,591,300,000","655,900,000","380,700,000","297,300,000","257,300,000","252,100,000","169,700,000","196,800,000","311,900,000","337,700,000","332,200,000","204,700,000","288,100,000","315,100,000","289,500,000","251,300,000","227,800,000","171,900,000","206,256,000","171,678,000","155,337,000","134,929,000","249,338,000","114,577,000","96,652,000","70,582,000","130,338,000","90,976,000","57,796,000","66,648,000","102,400,000",,,,,,,,,,,,,,"64,000",,"0",,,"1,052,000","16,045,000","39,961,000","2,000",,,,,,,,,,,,,,,,,"-188,929,000",,,,,,,,,,
OperatingIncome,"1,186,400,000","164,000,000","309,000,000","376,100,000","337,300,000","356,900,000","574,200,000","522,000,000","420,300,000","377,800,000","462,700,000","478,900,000","351,400,000","352,400,000","179,700,000","421,000,000","320,600,000","344,300,000","364,082,000","352,074,000","285,723,000","324,544,000","212,494,000","321,641,000","282,540,000","281,792,000","249,739,000","288,768,000","269,180,000","291,225,000","216,731,000","264,471,000","240,543,000","252,619,000","181,302,000","227,679,000","191,791,000","211,908,000","140,633,000","170,009,000","160,380,000","158,198,000","106,343,000","94,801,000","82,673,000","101,213,000","108,705,000","117,698,000","116,981,000","120,170,000","82,356,000","68,611,000","97,076,000","108,581,000","3,200,871,000","89,209,000","83,182,000","99,408,000","54,206,000","59,805,000","57,347,000","62,249,000","27,952,000","42,758,000","46,984,000","55,532,000","42,882,000","33,345,000","31,533,000","214,559,000","24,786,000","22,918,000","18,133,000","14,812,000","18,838,000","14,094,000","10,670,000","10,621,000","7,484,000","6,250,000"
NetNonOperatingInterestIncomeExpense,"-563,700,000","-138,600,000","-141,600,000","-140,000,000","-143,500,000","-149,500,000","-176,800,000","-168,900,000","-165,700,000","-159,200,000","-156,400,000","-145,300,000","-137,500,000","-125,200,000","-117,700,000","-108,300,000","-103,700,000","-98,800,000","-89,364,000","-82,098,000","-80,715,000","-78,007,000","-68,383,000","-61,464,000","-62,932,000","-67,747,000","-65,475,000","-74,015,000","-83,466,000","-82,544,000","-78,376,000","-74,365,000","-73,067,000","-65,652,000","-73,976,000","-74,356,000","-78,794,000","-71,459,000","-67,657,000","-84,119,000","-83,848,000","-82,706,000","-39,585,000","-39,044,000","-34,575,000","-31,607,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"357,700,000","88,700,000","88,500,000","88,600,000","91,900,000","92,200,000","120,000,000","112,800,000","110,500,000","107,100,000","109,700,000","107,100,000","100,900,000","90,000,000","83,600,000","77,200,000","73,700,000","68,400,000","63,764,000","58,955,000","56,162,000","54,194,000","45,254,000","38,701,000","40,632,000","44,836,000","42,242,000","51,101,000","58,772,000","58,059,000","-14,432,000","74,365,000","73,067,000","65,652,000","73,976,000","74,356,000","78,794,000","71,459,000","67,657,000","84,119,000","83,848,000","82,706,000","39,585,000","39,044,000","34,575,000","31,607,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,"206,000,000","49,900,000","53,100,000","51,400,000","51,600,000","57,300,000","56,800,000","56,100,000","55,200,000","52,100,000","46,700,000","38,200,000","36,600,000","35,200,000","34,100,000","31,100,000","30,000,000","30,400,000","25,600,000","23,143,000","24,553,000","23,813,000","23,129,000","22,763,000","22,300,000","22,911,000","23,233,000","22,914,000","24,694,000","24,485,000","24,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,,,"0","-71,900,000",,,,,,,,,,,,,,,"0","-64,563,000",,,,,,,,,,,,"-23,300,000",,,,,,,,,,,"22,177,000","-30,000",,"580,000","-755,000","2,113,000","-2,804,000","-2,659,000","-20,089,000","-42,095,000","-6,171,000",,"17,568,000","27,047,000",,,,,,,"10,850,000","5,643,000","89,273,000","112,022,000","302,949,000","5,341,000","73,106,000","86,560,000","68,340,000","51,246,000","40,934,000","57,089,000","30,107,000","48,317,000","35,168,000","51,207,000","169,941,000",
	SpecialIncomeCharges,,,"0","-71,900,000",,,,,,,,,,,"0",,,,"0","-64,563,000",,,,,,,,,,,,"-23,300,000",,,,,,,"0","0","0","0","22,177,000","-30,000",,"580,000","-755,000","2,113,000","-2,804,000","-2,659,000","-20,089,000","-42,095,000","-6,171,000",,"17,568,000","27,047,000",,,,,,,"10,850,000","5,643,000","89,273,000","112,022,000","302,949,000","5,341,000","73,106,000","86,560,000","68,340,000","51,246,000","40,934,000","57,089,000","30,107,000","48,317,000","35,168,000","51,207,000","169,941,000","0"
		RestructuringAndMergernAcquisition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","-22,177,000","30,000",,"-580,000","755,000","-2,113,000","2,804,000","1,607,000","4,044,000","2,134,000","6,171,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,"0","71,900,000",,,,,,,,,,,,,,,"0","64,563,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"1,052,000","16,045,000","39,961,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"550,800,000","25,400,000","167,400,000","164,200,000","193,800,000","207,400,000","397,400,000","353,100,000","254,600,000","218,600,000","306,300,000","333,600,000","213,900,000","227,200,000","62,000,000","312,700,000","216,900,000","245,500,000","274,718,000","205,413,000","205,008,000","246,537,000","144,111,000","260,177,000","219,608,000","214,045,000","184,264,000","214,753,000","185,714,000","208,681,000","138,355,000","190,106,000","167,476,000","186,967,000","107,326,000","153,323,000","112,997,000","140,449,000","72,976,000","85,890,000","76,532,000","75,492,000","88,935,000","55,727,000","48,098,000","70,186,000","91,851,000","103,307,000","100,235,000","101,460,000","61,438,000","48,667,000","71,893,000","92,754,000","63,705,000","78,570,000","73,123,000","90,871,000","50,261,000","57,383,000","54,994,000","59,488,000","25,707,000","41,729,000","44,970,000","51,911,000","39,498,000","30,205,000","19,354,000","19,926,000","18,232,000","12,794,000","7,486,000","8,905,000","-7,096,000","8,002,000","2,104,000","986,000","-3,146,000","-3,699,000"
TaxProvision,"126,400,000","-4,600,000","37,000,000","42,600,000","51,400,000","33,100,000","112,500,000","56,600,000","36,800,000","54,700,000","35,000,000","100,400,000","76,200,000","80,800,000","51,400,000","105,200,000","76,200,000","86,600,000","94,543,000","75,031,000","74,969,000","81,705,000","67,855,000","95,229,000","80,419,000","78,298,000","66,391,000","81,875,000","69,274,000","79,702,000","54,694,000","70,561,000","63,655,000","71,738,000","41,420,000","59,342,000","43,974,000","54,073,000","24,371,000","32,831,000","29,212,000","28,838,000","30,401,000","9,931,000","18,662,000","27,233,000","36,459,000","39,948,000","38,289,000","38,758,000","27,497,000","19,496,000","27,804,000","35,894,000","24,096,000","29,790,000","28,328,000","34,450,000","18,932,000","21,532,000","20,611,000","22,306,000","9,690,000","15,732,000","16,954,000","19,570,000","15,076,000","11,590,000","7,407,000","7,612,000","7,652,000","5,022,000","3,552,000","4,446,000","1,175,000","7,502,000","2,002,000","933,000","297,000","350,000"
NetIncomeCommonStockholders,"149,300,000","30,000,000","87,900,000","-107,600,000","139,000,000","149,100,000","284,900,000","296,500,000","217,800,000","163,900,000","271,300,000","233,200,000","137,700,000","146,400,000","10,600,000","207,500,000","73,100,000","141,200,000","144,384,000","128,430,000","131,337,000","147,365,000","52,437,000","164,242,000","137,444,000","137,395,000","117,873,000","132,878,000","116,440,000","128,979,000","83,661,000","119,545,000","103,821,000","115,229,000","65,906,000","93,981,000","69,023,000","86,376,000","46,704,000","53,059,000","47,320,000","46,654,000","40,647,000","45,796,000","29,436,000","27,855,000","51,846,000","69,259,000","46,969,000","49,319,000","33,941,000","29,171,000","44,089,000","56,860,000","39,609,000","48,780,000","44,795,000","56,421,000","31,329,000","35,851,000","34,383,000","37,182,000","16,017,000","25,997,000","28,016,000","32,341,000","24,422,000","18,615,000","11,947,000","12,314,000","10,580,000","7,772,000","3,392,000","4,459,000","-9,711,000","500,000","-513,000","-1,747,000","-5,243,000","-5,849,000"
	NetIncome,"158,900,000","30,000,000","97,500,000","-107,600,000","139,000,000","149,100,000","284,900,000","296,500,000","217,800,000","163,900,000","271,300,000","233,200,000","137,700,000","146,400,000","10,600,000","207,500,000","140,700,000","157,100,000","174,215,000","128,430,000","131,337,000","162,559,000","67,212,000","164,242,000","137,444,000","137,395,000","117,873,000","132,878,000","116,440,000","128,979,000","83,661,000","119,545,000","103,821,000","115,229,000","65,906,000","93,981,000","69,023,000","86,376,000","46,704,000","53,059,000","47,320,000","46,654,000","40,647,000","45,796,000","29,436,000","27,855,000","51,846,000","69,259,000","46,969,000","49,319,000","33,941,000","29,171,000","44,089,000","56,860,000","39,609,000","48,780,000","44,795,000","56,421,000","31,329,000","35,851,000","34,383,000","37,182,000","16,017,000","25,997,000","28,016,000","32,341,000","24,422,000","18,615,000","11,947,000","12,314,000","10,580,000","7,772,000","3,392,000","4,459,000","-8,271,000","500,000","-513,000","53,000","-3,443,000","-4,049,000"
		NetIncomeIncludingNoncontrollingInterests,"158,900,000","30,000,000","97,500,000","-107,600,000","139,000,000","149,100,000","284,900,000","296,500,000","217,800,000","163,900,000","271,300,000","233,200,000","137,700,000","146,400,000","10,600,000","207,500,000","140,700,000","158,900,000","180,175,000","130,382,000","130,039,000","164,832,000","76,256,000","164,948,000","139,189,000","135,747,000","117,873,000","132,878,000","116,440,000","128,979,000","83,661,000","119,545,000","103,821,000","115,229,000","65,906,000","93,981,000","69,023,000","86,376,000","46,704,000","53,059,000","47,320,000","46,654,000","40,647,000","45,796,000","29,436,000","27,855,000","51,846,000","69,259,000","46,969,000","49,319,000","33,941,000","29,171,000","44,089,000","56,860,000","39,609,000","48,780,000","44,795,000","56,421,000","31,329,000","35,851,000","34,383,000","37,182,000","16,017,000","25,997,000","28,016,000","32,341,000","24,422,000","18,615,000","11,947,000","12,314,000","10,580,000","7,772,000","3,392,000","4,459,000","-8,271,000","500,000","-513,000","53,000","-3,443,000","-4,049,000"
			NetIncomeContinuousOperations,"424,400,000","30,000,000","130,400,000","121,600,000","142,400,000","174,300,000","284,900,000","296,500,000","217,800,000","163,900,000","271,300,000","233,200,000","137,700,000","146,400,000","10,600,000","207,500,000","140,700,000","158,900,000","180,175,000","130,382,000","130,039,000","164,832,000","76,256,000","164,948,000","139,189,000","135,747,000","117,873,000","132,878,000","116,440,000","128,979,000","83,661,000","119,545,000","103,821,000","115,229,000","65,906,000","93,981,000","69,023,000","86,376,000","48,605,000","53,059,000","47,320,000","46,654,000","58,534,000","45,796,000","29,436,000","42,953,000","55,392,000","63,359,000","61,946,000","62,702,000","33,941,000","29,171,000","44,089,000","56,860,000","39,609,000","48,780,000","44,795,000","56,421,000","31,329,000","35,851,000","34,383,000","37,182,000","16,017,000","25,997,000","28,016,000","32,341,000","24,422,000","18,615,000","11,947,000","12,314,000","10,580,000","7,772,000","3,934,000","4,459,000","-8,271,000","500,000","102,000","53,000","-3,443,000","-4,049,000"
			NetIncomeDiscontinuousOperations,"-265,500,000","0","-32,900,000","-229,200,000","-3,400,000","-25,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,901,000","0","0","0","-17,887,000","0","0","-15,098,000","-3,546,000","5,900,000","-14,977,000","-13,383,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetIncomeFromTaxLossCarryforward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"-542,000",,"0",,"-615,000",,,
		MinorityInterests,,,,,,,,,,,,"0","0","0","0",,"0","-1,800,000","-5,960,000","-1,952,000","1,298,000","-2,273,000","-9,044,000","-706,000","-1,745,000","1,648,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	PreferredStockDividends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,440,000",,,"1,800,000",,
	OtherunderPreferredStockDividend,,,,,,,,,,,,,"0",,"0",,"67,600,000","15,900,000","29,831,000","0","0","15,194,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,800,000"
