name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007
			CurrentDeferredTaxesAssets,,,,,"98,200,000","80,026,000","51,759,000","44,231,000","40,119,000","17,939,876","18,272,303","12,237,797","11,129,810"
		OtherCurrentAssets,"699,000,000","540,000,000","329,140,000","208,929,000","167,995,000","160,582,000","116,979,000","83,058,000","53,862,000","40,176,914","28,974,813","12,101,324","11,832,305"
	TotalNonCurrentAssets,"34,727,000,000","17,019,000,000","11,666,318,000","5,818,683,000","4,731,543,000","4,586,242,000","4,142,664,000","3,333,281,000","2,351,133,000","1,629,261,311","1,164,505,809","1,103,015,867","554,153,549"
		NetPPE,"26,944,000,000","5,238,000,000","4,662,986,000","3,855,989,000","3,805,886,000","3,907,343,000","3,634,039,000","2,951,509,000","2,095,794,000","1,422,432,435","1,028,266,722","957,406,825","465,186,042"
			GrossPPE,"31,862,000,000","9,587,000,000","8,379,402,000","7,056,632,000","6,388,070,000","5,916,225,000","5,097,586,000","3,965,203,000","2,758,796,000","1,863,486,306","1,305,796,134","1,093,399,046","512,119,344"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0"
				LandAndImprovements,"215,000,000","225,000,000","149,668,000","149,668,000",,,,,,,,,
				BuildingsAndImprovements,"247,000,000","247,000,000","247,406,000","255,646,000","12,115,000","12,115,000","12,115,000","11,860,000","11,860,000","11,859,649","11,859,649","11,859,649","11,859,649"
				MachineryFurnitureEquipment,"1,271,000,000","1,163,000,000","1,034,761,000","925,994,000","839,200,000","743,502,000","620,020,000","480,641,000","349,541,000","249,070,584","182,982,922","158,103,953","73,824,011"
				OtherProperties,"20,875,000,000",,"4,522,878,000","3,710,468,000",,,,,,,,,
				ConstructionInProgress,"840,000,000","563,000,000","495,095,000","161,509,000","182,205,000","244,338,000","274,758,000","252,221,000","184,174,000","122,586,559","14,199,835","21,679,968","75,056,923"
				Leases,"8,414,000,000","7,389,000,000","6,452,472,000","5,563,815,000","5,354,550,000","4,916,270,000","4,190,693,000","3,220,481,000","2,213,221,000","1,479,969,514","1,096,753,728","901,755,476","351,378,761"
			AccumulatedDepreciation,"-4,918,000,000","-4,349,000,000","-3,716,416,000","-3,200,643,000","-2,582,184,000","-2,008,882,000","-1,463,547,000","-1,013,694,000","-663,002,000","-441,053,871","-277,529,412","-135,992,221","-46,933,302"
		GoodwillAndOtherIntangibleAssets,"4,319,000,000","4,464,000,000","3,908,730,000","514,198,000","253,156,000","169,191,000","166,687,000","165,160,000","112,315,000","98,721,013","38,846,923","41,519,055","37,142,885"
			Goodwill,"2,657,000,000","2,630,000,000","2,264,758,000","171,504,000","108,344,000","64,654,000","64,842,000","64,180,000","42,536,000","41,372,983","18,452,163","19,550,138","15,691,670"
			OtherIntangibleAssets,"1,662,000,000","1,834,000,000","1,643,972,000","342,694,000","144,812,000","104,537,000","101,845,000","100,980,000","69,779,000","57,348,030","20,394,760","21,968,917","21,451,215"
		InvestmentsAndAdvances,"1,929,000,000","6,152,000,000","2,361,969,000","1,064,321,000","356,578,000","229,005,000","90,517,000","28,129,000",,,,,
		NonCurrentNoteReceivables,"280,000,000","189,000,000","42,330,000","7,269,000",,,,,,,,,
		NonCurrentDeferredAssets,"548,000,000","505,000,000","325,643,000","176,414,000","120,477,000","83,470,000","67,408,000","54,947,000","40,968,000","28,154,661","36,221,906","50,614,278","16,629,545"
			NonCurrentDeferredTaxesAssets,"548,000,000","505,000,000","325,643,000","176,414,000","120,477,000","83,470,000","67,408,000","54,947,000","40,968,000","28,154,661","36,221,906","50,614,278","16,629,545"
		OtherNonCurrentAssets,"707,000,000","471,000,000","364,660,000","200,492,000","195,446,000","197,233,000","184,013,000","133,536,000","102,056,000","79,953,202","61,170,258","53,475,709","35,195,077"
TotalLiabilitiesNetMinorityInterest,"45,483,000,000","17,674,000,000","10,953,162,000","4,577,207,000","4,252,773,000","2,964,193,000","2,357,261,000","1,839,622,000","1,269,066,000","918,770,162","678,874,774","1,462,181,573","730,891,217"
	CurrentLiabilities,"17,287,000,000","5,969,000,000","3,676,501,000","2,966,081,000","2,790,938,000","1,720,761,000","1,402,809,000","1,154,642,000","793,343,000","574,342,336","365,550,819","468,344,212","234,421,014"
		PayablesAndAccruedExpenses,"4,527,000,000","3,945,000,000","2,663,808,000","1,917,997,000","1,759,186,000","1,205,792,000","1,105,374,000","954,127,000","574,929,000","490,622,163.121","235,751,131","336,581,485","171,091,099"
			Payables,"4,284,000,000","3,604,000,000","2,333,655,000","1,611,621,000","1,489,887,000","1,004,823,000","969,642,000","843,888,000","499,487,000","341,696,221.121","146,367,739","189,440,492","102,639,154"
				AccountsPayable,"1,176,000,000","890,000,000","766,565,000","584,731,000","585,347,000","640,691,000","677,305,000","624,824,000","417,605,000","283,202,773","141,570,710","182,802,970","83,778,041"
				TotalTaxPayable,"321,000,000","265,000,000","218,238,000","183,289,000","171,968,000","118,517,000","74,610,000","64,320,000","42,597,000","15.121","3,869,445","5,128,662","3,008,467"
					IncomeTaxPayable,"231,000,000","265,000,000","218,238,000","152,112,000","102,810,000","59,630,000","26,053,000","23,142,000","14,148,000","15.121","3,869,445","5,128,662","3,008,467"
				DividendsPayable,"678,000,000","658,000,000",,"0","276,261,000",,,,,,,,
				DuetoRelatedPartiesCurrent,"95,000,000","75,000,000","36,890,000","11,058,000","7,653,000","6,403,000","5,593,000","801,000","1,030,000",,"927,584","1,508,860","15,852,646"
				OtherPayable,"2,014,000,000","1,716,000,000","1,311,962,000","832,543,000","448,658,000","239,212,000","212,134,000","153,943,000","38,255,000","58,493,433",,,
			CurrentAccruedExpenses,"243,000,000","341,000,000","330,153,000","306,376,000","269,299,000","200,969,000","135,732,000","110,239,000","75,442,000","148,925,942","89,383,392","147,140,993","68,451,945"
		PensionandOtherPostRetirementBenefitPlansCurrent,,,,,,,,,"80,266,000",,"29,596,685","33,754,970","13,282,933"
		CurrentDebtAndCapitalLeaseObligation,"11,581,000,000","948,000,000","130,815,000","298,291,000","324,680,000",,,,,,"57,000,000","82,000,000","37,800,000"
			CurrentDebt,"8,499,000,000","948,000,000","130,815,000","298,291,000","324,680,000",,,,,,"57,000,000","82,000,000","37,800,000"
				OtherCurrentBorrowings,"8,499,000,000","948,000,000","130,815,000",,,,,,,,"57,000,000","82,000,000","37,800,000"
			CurrentCapitalLeaseObligation,"3,082,000,000",,,,,,,,,,,,
		CurrentDeferredLiabilities,"1,179,000,000","1,076,000,000","881,878,000","749,793,000","707,072,000","514,969,000","297,435,000","200,515,000","138,148,000","68,599,015","43,203,003","16,007,757","3,710,888"
			CurrentDeferredTaxesLiabilities,,,,,"1,465,000","701,000","151,000",,,,,,
			CurrentDeferredRevenue,"1,179,000,000","1,005,000,000","832,021,000","749,793,000","705,607,000","514,268,000","297,284,000","200,515,000","138,148,000","68,599,015","43,203,003","16,007,757","3,710,888"
		OtherCurrentLiabilities,,,,,,,,,,"15,121,157.879",,,"8,536,094"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"28,196,000,000","11,705,000,000","7,276,661,000","1,611,126,000","1,461,835,000","1,243,432,000","954,452,000","684,980,000","475,723,000","344,427,826","313,323,955","993,837,361","496,470,203"
		LongTermDebtAndCapitalLeaseObligation,"26,580,000,000","8,812,000,000","4,921,774,000",,,,,,,,"80,000,000","27,500,000",
			LongTermDebt,"8,084,000,000","8,812,000,000","4,921,774,000",,,,,,,,"80,000,000","27,500,000",
			LongTermCapitalLeaseObligation,"18,496,000,000",,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"1,050,000,000","2,440,000,000","1,974,309,000","1,536,687,000","1,401,305,000","1,023,587,000","798,720,000","592,573,000","414,149,000","297,808,692","212,871,492","161,287,524","55,021,802"
			NonCurrentDeferredTaxesLiabilities,"491,000,000","475,000,000","422,090,000","96,329,000","59,828,000","37,778,000","26,071,000","22,335,000","12,677,000","11,936,950","6,538,231","6,938,951","5,534,566"
			NonCurrentDeferredRevenue,"559,000,000","458,000,000","171,735,000","416,515,000","396,285,000","155,395,000","118,818,000","99,800,000","401,472,000","285,871,742","206,333,261","154,348,573","49,487,236"
		TradeandOtherPayablesNonCurrent,,,,,,"0","0",,,,,,
		DuetoRelatedPartiesNonCurrent,,,,,,"4,083,000","8,167,000",,,,,,
		PreferredSecuritiesOutsideStockEquity,,,,,,,,,,"0","0","796,803,452","437,829,389"
		OtherNonCurrentLiabilities,"566,000,000","453,000,000","380,578,000","74,439,000","60,530,000","215,762,000","147,565,000","92,407,000","61,574,000","46,619,134","20,452,463","8,246,385","3,619,012"
TotalEquityGrossMinorityInterest,"7,500,000,000","6,319,000,000","6,474,280,000","5,416,157,000","3,440,748,000","3,218,713,000","2,827,791,000","2,490,565,000","2,255,884,000","2,125,309,244","902,256,741","-29,241,279","105,154,279"
	StockholdersEquity,"7,379,000,000","6,174,000,000","6,438,696,000","5,399,600,000","3,430,109,000","3,216,964,000","2,815,753,000","2,465,189,000","2,246,094,000","2,116,133,443","890,891,839","-35,352,864","102,821,100"
		CapitalStock,"0","0","212,000","204,000","186,000","184,000","182,000","180,000","179,000","177,687","124,918","75,928","75,928"
			PreferredStock,,,,,,,,,,"0","0","34,136","34,136"
			CommonStock,"0","0","212,000","204,000","186,000","184,000","182,000","180,000","179,000","177,687","124,918","41,792","41,792"
		AdditionalPaidInCapital,"3,834,000,000","3,713,000,000","3,624,135,000","3,699,056,000","2,470,099,000","2,381,568,000","2,315,083,000","2,243,403,000","2,199,954,000","2,168,364,165","1,148,753,292","265,066,530","260,251,508"
		RetainedEarnings,"3,701,000,000","2,610,000,000","2,753,715,000","1,812,174,000","1,007,559,000","847,220,000","539,872,000","260,014,000","85,127,000","-29,705,435","-245,456,912","-288,001,442","-151,838,975"
		TreasuryStock,"107,000,000","107,000,000","107,331,000","107,331,000","107,331,000",,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,"-49,000,000","-42,000,000","167,965,000","-4,503,000","59,596,000","-12,008,000","-39,384,000","-38,408,000","-39,166,000","-22,702,974","-12,529,459","-12,493,880","-5,667,361"
	MinorityInterest,"121,000,000","145,000,000","35,584,000","16,557,000","10,639,000","1,749,000","12,038,000","25,376,000","9,790,000","9,175,801","11,364,902","6,111,585","2,333,179"
TotalCapitalization,"15,463,000,000","14,986,000,000","11,360,470,000","5,399,600,000","3,430,109,000","3,216,964,000","2,815,753,000","2,465,189,000","2,246,094,000","2,116,133,443","970,891,839","-7,852,864","102,821,100"
PreferredStockEquity,,,,,,,,,,,,"34,136","34,136"
CommonStockEquity,"7,379,000,000","6,174,000,000","6,438,696,000","5,399,600,000","3,430,109,000","3,216,964,000","2,815,753,000","2,465,189,000","2,246,094,000","2,116,133,443","890,891,839","-35,387,000","102,786,964"
CapitalLeaseObligations,"21,578,000,000",,,,,,,,,,,,
NetTangibleAssets,"3,060,000,000","1,710,000,000","2,529,966,000","4,885,402,000","3,176,953,000","3,047,773,000","2,649,066,000","2,300,029,000","2,133,779,000","2,017,412,430","852,044,916","-76,871,919","65,678,215"
WorkingCapital,"969,000,000","1,005,000,000","2,084,623,000","1,208,600,000","171,040,000","-124,097,000","-360,421,000","-157,736,000","380,474,000","840,475,759","51,074,887","-138,419,785","47,470,933"
InvestedCapital,"23,962,000,000","15,934,000,000","11,491,285,000","5,697,891,000","3,754,789,000","3,216,964,000","2,815,753,000","2,465,189,000","2,246,094,000","2,116,133,443","1,027,891,839","74,113,000","140,586,964"
TangibleBookValue,"3,060,000,000","1,710,000,000","2,529,966,000","4,885,402,000","3,176,953,000","3,047,773,000","2,649,066,000","2,300,029,000","2,133,779,000","2,017,412,430","852,044,916","-76,906,055","65,644,079"
TotalDebt,"38,161,000,000","9,760,000,000","5,052,589,000","298,291,000","324,680,000",,,,,,"137,000,000","109,500,000","37,800,000"
NetDebt,"13,349,000,000","5,498,000,000","1,577,870,000",,,,,,,,,,
ShareIssued,"299,424,485","296,597,888","294,040,234","281,379,130","250,881,559","250,747,255","247,551,999","244,494,095","242,604,223","241,151,755","235,618,079","235,618,079","235,618,079"
OrdinarySharesNumber,"296,327,721","293,501,124","290,943,470","278,282,366","250,881,559","250,747,255","247,551,999","244,494,095","242,604,223","241,151,755","235,618,079","235,618,079","235,618,079"
TreasurySharesNumber,"3,096,764","3,096,764","3,096,764","3,096,764",,,,,,,,,
