name,ttm,08/31/2019,08/31/2018,08/31/2017,08/31/2016,08/31/2015,08/31/2014,08/31/2013,08/31/2012,08/31/2011,08/31/2010,08/31/2009,08/31/2008,08/31/2007,08/31/2006,08/31/2005,08/31/2004,08/31/2003,08/31/2002,08/31/2001,08/31/2000,08/31/1999,08/31/1998,08/31/1997,08/31/1996
	InterestIncomeNonOperating,"270,000","518,000","647,000","658,000","654,000","771,000","414,000","117,000","196,000","58,000","165,000","820,000",,,,,,,,,,,,,
	InterestExpenseNonOperating,"14,961,000","16,890,000","14,463,000","12,370,000","5,807,000","6,340,000","3,874,000","2,164,000","241,000","258,000","1,140,000","3,629,000",,,,,,,,,,,,,
OtherIncomeExpense,"-209,000","-495,000","-548,000","704,000","924,000","-819,000","-199,000","-50,000","-29,000","-235,000","-16,000","31,000","1,558,000","270,000","271,000","121,000","354,000","88,000","-783,000","-10,130,000","-186,000","500,000","2,100,000","1,300,000","1,100,000"
	SpecialIncomeCharges,,,,,,,,,"-29,000","-235,000","-16,000","31,000","1,558,000","270,000","271,000","121,000","354,000","88,000","-783,000","-10,130,000","-186,000","500,000","2,100,000","1,300,000","1,100,000"
	OtherNonOperatingIncomeExpenses,"-209,000","-495,000","-548,000","704,000","924,000","-819,000","-199,000","-50,000",,,,,,,,,,,,,,,,,
PretaxIncome,"354,083,000","383,129,000","406,189,000","367,992,000","371,731,000","373,141,000","379,525,000","383,429,000","412,142,000","349,330,000","240,828,000","201,940,000","313,359,000","279,494,000","221,770,000","181,754,000","133,041,000","84,413,000","60,188,000","73,806,000","88,117,000","80,800,000","78,200,000","59,500,000","34,000,000"
TaxProvision,"86,940,000","94,332,000","76,966,000","136,561,000","140,515,000","141,833,000","143,458,000","145,434,000","153,111,000","130,544,000","90,455,000","76,818,000","117,116,000","105,564,000","85,381,000","69,484,000","51,886,000","32,321,000","23,773,000","33,260,000","35,191,000","31,900,000","30,900,000","23,500,000","13,400,000"
NetIncomeCommonStockholders,"267,007,000","288,745,000","328,843,000","231,431,000","231,216,000","231,308,000","236,067,000","237,995,000","259,031,000","218,786,000","150,373,000","125,122,000","196,243,000","173,930,000","136,389,000","112,270,000","81,155,000","52,092,000","36,415,000","40,546,000","52,926,000","48,900,000","47,300,000","36,000,000","20,600,000"
	NetIncome,"267,127,000","288,865,000","329,223,000","231,431,000","231,216,000","231,308,000","236,067,000","237,995,000","259,031,000","218,786,000","150,373,000","125,122,000","196,243,000","173,930,000","136,389,000","112,270,000","81,155,000","52,092,000","36,415,000","40,546,000","52,926,000","48,900,000","47,300,000","36,000,000","20,600,000"
		NetIncomeIncludingNoncontrollingInterests,"267,143,000","288,797,000","329,223,000","231,431,000","231,216,000","231,308,000","236,067,000","237,995,000","259,031,000","218,786,000","150,373,000","125,122,000","196,243,000","173,930,000","136,389,000","112,270,000","81,155,000","52,092,000","36,415,000","40,546,000","52,926,000","48,900,000","47,300,000","36,000,000","20,600,000"
			NetIncomeContinuousOperations,"267,143,000","288,797,000","329,223,000","231,431,000","231,216,000","231,308,000","236,067,000","237,995,000","259,031,000","218,786,000","150,373,000","125,122,000","196,243,000","173,930,000","136,389,000","112,270,000","81,155,000","52,092,000","36,415,000","40,546,000","52,926,000","48,900,000","47,300,000","36,000,000","20,600,000"
		MinorityInterests,"-16,000","68,000",,,,,,,,,,,,,,,,,,,,,,,
	OtherunderPreferredStockDividend,,"120,000","380,000",,,,,,,,,,,,,,,,,,,,,,
AverageDilutionEarnings,,"0","1,000",,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"267,007,000","288,745,000","328,844,000","231,431,000","231,216,000","231,308,000","236,067,000","237,995,000","259,031,000","218,786,000","150,373,000","125,122,000","196,243,000","173,930,000","136,389,000","112,270,000","81,155,000","52,092,000","36,415,000","40,546,000","52,926,000","48,900,000","47,300,000","36,000,000","20,600,000"
BasicEPS,,"5.23","5.84","4.08","3.78","3.75","3.78","3.77","4.12","3.45","2.39","2.02","3.08","2.64","2.04","1.65","1.21","0.78","0.53","0.59","0.79","0.73","0.7","0.53","0.48"
DilutedEPS,,"5.2","5.8","4.05","3.77","3.74","3.76","3.75","4.09","3.43","2.37","2","3.04","2.59","2","1.61","1.17","0.77","0.51","0.58","0.78","0.72","0.69","0.53","0.48"
BasicAverageShares,,"55,245,000","56,355,000","56,591,000","60,908,000","61,292,000","62,026,000","62,695,000","62,434,000","62,902,000","62,438,000","61,798,000","63,743,000","65,800,000","66,827,000","67,934,000","67,056,000","66,537,000","68,918,000","68,198,000","67,215,000","66,986,301","67,571,429","66,750,000","60,869,565"
DilutedAverageShares,,"55,508,000","56,707,000","56,971,000","61,076,000","61,487,000","62,339,000","63,011,000","62,803,000","63,324,000","62,930,000","62,580,000","64,659,000","67,057,000","68,319,000","69,889,000","69,548,000","67,912,000","70,783,000","69,449,000","68,203,000","67,916,667","68,550,725","66,750,000","60,869,565"
TotalOperatingIncomeAsReported,"368,983,000","399,996,000","420,553,000","379,000,000","375,960,000","379,529,000","383,184,000","385,526,000","412,216,000","349,765,000","241,819,000","204,718,000","319,528,000","290,883,000","220,866,000","177,660,000","130,708,000","82,938,000","59,975,000","87,463,000","93,298,000","81,700,000","76,100,000","58,800,000","34,500,000"
TotalExpenses,"2,949,928,000","2,963,821,000","2,783,325,000","2,508,744,000","2,487,545,000","2,530,850,000","2,403,938,000","2,072,123,000","1,943,702,000","1,672,027,000","1,450,222,000","1,284,800,000","1,460,313,000","1,397,303,000","1,096,653,000","922,255,000","824,574,000","761,725,000","734,001,000","781,768,000","699,576,000","569,800,000","506,900,000","379,200,000","270,800,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"267,127,000","288,865,000","329,223,000","231,431,000","231,216,000","231,308,000","236,067,000","237,995,000","259,031,000","218,786,000","150,373,000","125,122,000","196,243,000","173,930,000","136,389,000","112,270,000","81,155,000","52,092,000","36,415,000","40,546,000","52,926,000","48,900,000","47,300,000","36,000,000","20,600,000"
NormalizedIncome,"267,127,000","288,865,000","329,223,000","231,431,000","231,216,000","231,308,000","236,067,000","237,995,000","259,049,226.483","218,933,180.918","150,382,990.4","125,102,792.404","195,267,292.923","173,761,978.146","136,222,334.45","112,195,257.931","80,939,060.027","52,037,694.431","36,888,731.392","46,624,000","53,037,717.784","48,597,400.99","46,029,795.396","35,213,445.378","19,933,529.412"
InterestIncome,"270,000","518,000","647,000","658,000","654,000","771,000","414,000","117,000","196,000","58,000","165,000","820,000",,,,,,,,,,,,,
InterestExpense,"14,961,000","16,890,000","14,463,000","12,370,000","5,807,000","6,340,000","3,874,000","2,164,000","241,000","258,000","1,140,000","3,629,000",,,,,,,,,,,,,
NetInterestIncome,"-14,691,000","-16,372,000","-13,816,000","-11,712,000","-5,153,000","-5,569,000","-3,460,000","-2,047,000","-45,000","-200,000","-975,000","-2,809,000",,,,,,,,,,,,,
EBIT,"369,044,000","400,019,000","420,652,000","380,362,000","377,538,000","379,481,000","383,399,000","385,593,000","412,383,000","349,588,000","241,968,000","205,569,000","319,528,000","290,883,000","220,866,000","177,660,000","130,708,000","82,938,000","59,975,000","87,463,000","93,298,000","81,700,000","76,100,000","58,800,000","34,500,000"
EBITDA,"436,658,000"
ReconciledCostOfRevenue,"1,918,419,000","1,931,774,000","1,810,917,000","1,601,497,000","1,574,647,000","1,593,804,000","1,500,866,000","1,339,133,000","1,277,715,000","1,080,867,000","925,102,000","801,673,000","957,329,000","907,697,000","704,059,000","595,840,000","524,913,000","464,965,000","447,816,000","496,432,000","472,075,000","380,600,000","337,200,000","252,800,000","175,000,000"
ReconciledDepreciation,"67,614,000","65,377,000","63,154,000","62,980,000","71,930,000","69,729,000","64,946,000","49,479,000","34,723,000","29,159,000","26,049,000","26,950,000","27,349,000","26,031,000","15,403,000","13,533,000","12,714,000","15,360,000","15,989,000","16,880,000","14,407,000","9,200,000","7,800,000","5,900,000","3,500,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"267,127,000","288,865,000","329,223,000","231,431,000","231,216,000","231,308,000","236,067,000","237,995,000","259,031,000","218,786,000","150,373,000","125,122,000","196,243,000","173,930,000","136,389,000","112,270,000","81,155,000","52,092,000","36,415,000","40,546,000","52,926,000","48,900,000","47,300,000","36,000,000","20,600,000"
TotalUnusualItemsExcludingGoodwill,,,,,,,,,"-29,000","-235,000","-16,000","31,000","1,558,000","270,000","271,000","121,000","354,000","88,000","-783,000","-10,130,000","-186,000","500,000","2,100,000","1,300,000","1,100,000"
TotalUnusualItems,,,,,,,,,"-29,000","-235,000","-16,000","31,000","1,558,000","270,000","271,000","121,000","354,000","88,000","-783,000","-10,130,000","-186,000","500,000","2,100,000","1,300,000","1,100,000"
NormalizedEBITDA,"436,658,000","465,396,000","483,806,000","443,342,000","449,468,000","449,210,000","448,345,000","435,072,000","447,135,000","378,982,000","268,033,000","232,488,000","345,319,000","316,644,000","235,998,000","191,072,000","143,068,000","98,210,000","76,747,000","114,473,000","107,891,000","90,400,000","81,800,000","63,400,000","36,900,000"
TaxRateForCalcs,"0.246","0.246","0.189","0.371","0.378","0.38","0.378","0.379","0.372","0.374","0.376","0.38","0.374","0.378","0.385","0.382","0.39","0.383","0.395","0.4","0.399","0.395","0.395","0.395","0.394"
TaxEffectOfUnusualItems,"0","0","0","0","0","0","0","0","-10,773.517","-87,819.082","-6,009.6","11,792.404","582,292.923","101,978.146","104,334.45","46,257.931","138,060.027","33,694.431","-309,268.608","-4,052,000","-74,282.216","197,400.99","829,795.396","513,445.378","433,529.412"
