name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988
			FinishedGoods,"3,305,800,000","3,650,500,000","3,365,600,000","3,520,100,000","3,612,000,000","2,899,000,000","2,827,200,000","2,396,900,000","1,683,400,000","1,751,400,000","1,301,700,000","1,741,500,000","1,861,800,000",,,,,,,,,,,,,,,,,,,
			OtherInventories,,,,,,,,,,,,,"313,100,000",,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"146,600,000","208,700,000","251,700,000","97,000,000","117,100,000","207,000,000","192,700,000","196,100,000","193,000,000","205,000,000","259,800,000","179,700,000","165,800,000","158,500,000","158,200,000","156,800,000","131,900,000","94,700,000","43,700,000","216,000,000","73,800,000","4,173,600,000","4,605,700,000","2,170,700,000","14,200,000","4,100,000","3,400,000","4,600,000","3,400,000","1,000,000","-100,000",
	TotalNonCurrentAssets,"6,132,200,000","5,781,100,000","5,474,000,000","5,345,200,000","4,846,900,000","4,400,500,000","4,084,100,000","3,841,900,000","3,522,600,000","3,345,100,000","3,156,700,000","3,460,000,000","5,241,200,000","5,221,200,000","4,944,100,000","5,021,200,000","4,832,800,000","4,955,700,000","4,912,900,000","4,653,800,000","5,312,500,000","5,519,500,000","3,701,500,000","1,191,300,000","335,300,000","118,200,000","127,900,000","133,000,000","117,700,000","53,600,000","100,000","300,000"
		NetPPE,"3,507,700,000","3,155,300,000","2,962,700,000","2,843,200,000","2,667,400,000","2,422,000,000","2,235,300,000","2,095,100,000","1,950,700,000","1,838,000,000","1,729,200,000","1,937,000,000","1,986,600,000","1,929,600,000","1,832,300,000","1,836,300,000","1,696,700,000","1,678,400,000","1,583,300,000","1,538,100,000","1,360,400,000","2,043,600,000","2,096,900,000","846,400,000","187,500,000","85,500,000","101,400,000","101,200,000","77,500,000","36,700,000","100,000","100,000"
			GrossPPE,"4,988,900,000","4,488,100,000","4,173,800,000","3,936,400,000","3,677,200,000","3,352,500,000","3,119,000,000","2,921,900,000","2,707,500,000","2,527,600,000","2,361,800,000","2,609,800,000","2,592,400,000","2,469,800,000","2,306,000,000","2,251,600,000","2,041,500,000","1,944,200,000","1,792,900,000","1,705,900,000","1,511,100,000","2,689,000,000","2,742,300,000","928,300,000","269,400,000","97,700,000","120,500,000","116,600,000","80,800,000","38,100,000","2,800,000","2,700,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
				LandAndImprovements,"1,376,800,000","1,360,800,000","1,332,500,000","1,267,400,000","1,178,400,000","1,090,400,000","997,100,000","924,600,000","867,100,000","837,700,000","829,800,000","892,800,000","899,800,000","842,200,000","755,500,000","711,100,000","599,300,000","574,200,000","586,600,000",,,,,,,,,,,,,
				BuildingsAndImprovements,"2,306,000,000","2,320,200,000","2,121,100,000","2,009,600,000","1,856,600,000","1,683,400,000","1,552,600,000","1,451,500,000","1,321,800,000","1,210,300,000","1,057,900,000","1,201,400,000","1,187,300,000","1,165,100,000","1,111,900,000","1,133,300,000","1,063,900,000","1,031,300,000","902,700,000",,,,,,,,,,,,,
				MachineryFurnitureEquipment,"973,000,000","807,100,000","720,200,000","659,400,000","642,200,000","578,700,000","569,300,000","545,800,000","518,600,000","479,600,000","474,100,000","515,600,000","505,300,000","462,500,000","438,600,000","407,200,000","378,300,000","338,700,000","303,600,000",,,,,,,,,,,,,
				OtherProperties,"333,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,"-1,481,200,000","-1,332,800,000","-1,211,100,000","-1,093,200,000","-1,009,800,000","-930,500,000","-883,700,000","-826,800,000","-756,800,000","-689,600,000","-632,600,000","-672,800,000","-605,800,000","-540,200,000","-473,700,000","-415,300,000","-344,800,000","-265,800,000","-209,600,000","-167,800,000","-150,700,000","-645,400,000","-645,400,000","-81,900,000","-81,900,000","-12,200,000","-19,100,000","-15,400,000","-3,300,000","-1,400,000","-2,700,000","-2,600,000"
		GoodwillAndOtherIntangibleAssets,"2,083,500,000","2,108,600,000","2,101,800,000","2,109,500,000","1,834,400,000","1,669,400,000","1,594,700,000","1,528,700,000","1,390,000,000","1,344,100,000","1,299,900,000","1,326,800,000","3,077,300,000","3,116,900,000","2,957,100,000","2,976,200,000","2,894,600,000","2,975,800,000","2,865,200,000","2,920,200,000","2,831,000,000","2,473,400,000","1,604,600,000","228,400,000","99,900,000","11,300,000","22,900,000","27,500,000","38,100,000","15,900,000",,
			Goodwill,"1,501,900,000","1,513,200,000","1,515,000,000","1,511,300,000","1,394,500,000","1,314,700,000","1,259,600,000","1,237,400,000","1,172,200,000","1,142,100,000","1,125,100,000","1,149,100,000","2,757,400,000","2,799,700,000",,,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,"581,600,000","595,400,000","586,800,000","598,200,000","439,900,000","354,700,000","335,100,000","291,300,000","217,800,000","202,000,000","174,800,000","177,700,000","319,900,000","317,200,000","2,957,100,000","2,976,200,000","2,894,600,000","2,975,800,000","2,865,200,000","2,920,200,000","2,831,000,000","2,473,400,000","1,604,600,000","228,400,000","99,900,000","11,300,000","22,900,000","27,500,000","38,100,000","15,900,000",,
		OtherNonCurrentAssets,"541,000,000","517,200,000","409,500,000","392,500,000","345,100,000","309,100,000","254,100,000","218,100,000","181,900,000","163,000,000","127,600,000","196,200,000","177,300,000","174,700,000","154,700,000","208,700,000","241,500,000","301,500,000","464,400,000","195,500,000","1,121,100,000","1,002,500,000",,"116,500,000","47,900,000","21,400,000","3,600,000","4,300,000","2,100,000","1,000,000",,"200,000"
TotalLiabilitiesNetMinorityInterest,"7,381,200,000","7,949,100,000","7,902,200,000","7,749,700,000","7,209,000,000","6,327,600,000","5,852,400,000","5,514,500,000","4,304,200,000","3,895,300,000","3,104,100,000","3,816,000,000","5,006,100,000","4,894,300,000","4,155,000,000","4,435,800,000","4,873,400,000","4,674,600,000","4,237,500,000","4,987,500,000","5,012,200,000","8,501,600,000","7,043,000,000","2,499,900,000","105,700,000","44,400,000","77,900,000","70,100,000","56,100,000","38,400,000","100,000","700,000"
	CurrentLiabilities,"5,100,200,000","5,658,100,000","5,635,700,000","5,829,200,000","5,169,100,000","3,882,000,000","3,751,800,000","3,201,700,000","2,462,600,000","2,399,400,000","1,863,400,000","2,455,800,000","2,901,800,000","3,030,500,000","3,412,100,000","3,411,200,000","3,809,500,000","2,980,700,000","2,578,100,000","3,141,300,000","3,164,500,000","5,540,400,000","4,262,600,000","2,228,000,000","63,900,000","10,100,000","24,100,000","27,900,000","20,800,000","22,300,000","100,000","700,000"
		PayablesAndAccruedExpenses,"290,300,000","306,200,000","309,800,000","303,700,000","299,900,000","264,700,000","263,000,000","235,800,000","2,101,200,000","2,030,400,000","1,540,300,000","2,068,100,000","1,933,400,000","212,400,000","214,400,000","180,700,000","176,400,000","163,300,000","149,700,000","143,200,000","163,100,000","307,400,000","260,800,000","177,800,000","15,000,000","3,100,000","7,500,000","13,000,000","7,200,000",,,
			Payables,"290,300,000","306,200,000","309,800,000","303,700,000","299,900,000","264,700,000","263,000,000","235,800,000","2,101,200,000","2,030,400,000","1,540,300,000","2,068,100,000","1,933,400,000","212,400,000","214,400,000","180,700,000","176,400,000","163,300,000","149,700,000","143,200,000","163,100,000","307,400,000","260,800,000","177,800,000","15,000,000","3,100,000","7,500,000","13,000,000","7,200,000",,,
				AccountsPayable,"290,300,000","306,200,000","309,800,000","303,700,000","299,900,000","264,700,000","263,000,000","235,800,000","1,564,700,000","1,543,900,000","152,300,000","140,200,000","1,933,400,000","212,400,000","214,400,000","180,700,000","176,400,000","163,300,000","149,700,000","143,200,000","163,100,000","307,400,000","260,800,000","177,800,000","15,000,000","3,100,000","7,500,000","13,000,000","7,200,000",,,
				OtherPayable,"1,455,200,000","1,609,700,000","1,627,800,000","1,540,400,000","1,161,300,000","1,006,500,000","898,900,000","773,900,000","536,500,000","486,500,000","1,388,000,000","1,927,900,000",,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"4,168,600,000","4,672,000,000","4,551,400,000","4,958,700,000","4,340,000,000","3,122,200,000","3,059,100,000","2,570,000,000","12,600,000","8,100,000","7,600,000","33,300,000","23,900,000","2,278,600,000","40,600,000","14,900,000","2,825,700,000","2,311,100,000","1,908,600,000","2,423,500,000","2,248,700,000","1,441,800,000","532,000,000","48,200,000",,"900,000","7,100,000","8,500,000","5,600,000","4,500,000",,
			CurrentDebt,"4,101,400,000","4,672,000,000","4,551,400,000","4,958,700,000","4,340,000,000","3,122,200,000","3,059,100,000","2,570,000,000","12,600,000","8,100,000","7,600,000","33,300,000","23,900,000","2,278,600,000","40,600,000","14,900,000","2,825,700,000","2,311,100,000","1,908,600,000","2,423,500,000","2,248,700,000","1,441,800,000","532,000,000","48,200,000",,"900,000","7,100,000","8,500,000","5,600,000","4,500,000",,
				CurrentNotesPayable,,,,,,,,,,,"7,600,000","33,300,000","23,900,000","13,600,000","40,600,000","14,900,000","2,825,700,000","2,311,100,000","1,908,600,000",,,,,,,,,,,,,
				CommercialPaper,"170,000,000","630,000,000","330,000,000","942,000,000","599,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherCurrentBorrowings,"3,931,400,000","4,042,000,000","4,221,400,000","4,016,700,000","3,740,500,000","3,122,200,000","3,059,100,000","2,570,000,000",,,,,,"2,265,000,000",,,,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"67,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentLiabilities,"641,300,000","679,900,000","774,500,000","566,800,000","529,200,000","495,100,000","429,700,000","395,900,000","348,800,000","360,900,000","315,500,000","354,400,000","944,500,000","539,500,000","3,157,100,000","3,215,600,000","807,400,000","506,300,000","519,800,000","574,600,000","752,700,000","3,791,200,000","3,469,800,000","2,002,000,000","48,900,000","6,100,000","9,500,000","6,400,000","8,000,000","17,800,000",,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"2,281,000,000","2,291,000,000","2,266,500,000","1,920,500,000","2,039,900,000","2,445,600,000","2,100,600,000","2,312,800,000","1,841,600,000","1,495,900,000","1,240,700,000","1,360,200,000","2,104,300,000","1,863,800,000","742,900,000","1,024,600,000","1,063,900,000","1,693,900,000","1,659,400,000","1,846,200,000","1,847,700,000","2,961,200,000","2,780,400,000","271,900,000","41,800,000","34,300,000","53,800,000","42,200,000","35,300,000","16,100,000",,
		LongTermDebtAndCapitalLeaseObligation,"1,883,500,000","1,926,200,000","1,959,200,000","1,611,100,000","1,753,700,000","2,103,400,000","1,809,800,000","2,066,300,000","1,634,400,000","1,340,600,000","1,105,000,000","1,225,600,000","1,751,900,000","1,557,900,000","484,400,000","797,700,000","808,500,000","642,700,000","647,300,000","850,400,000","836,100,000","2,315,600,000","2,333,600,000","170,600,000",,"14,900,000","26,200,000","18,500,000","14,000,000","7,900,000",,
			LongTermDebt,"1,578,500,000","1,926,200,000","1,959,200,000","1,611,100,000","1,753,700,000","2,103,400,000","1,809,800,000","2,066,300,000","1,634,400,000","1,340,600,000","1,105,000,000","1,225,600,000","1,751,900,000","1,557,900,000","484,400,000","797,700,000","808,500,000","642,700,000","647,300,000","850,400,000","836,100,000","2,315,600,000","2,333,600,000","170,600,000",,"14,900,000","26,200,000","18,500,000","14,000,000","7,900,000",,
			LongTermCapitalLeaseObligation,"305,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"135,100,000","89,800,000","71,900,000","91,500,000","78,600,000","137,900,000","116,500,000","89,400,000","62,300,000","25,900,000","24,600,000","0","220,700,000","225,400,000","186,200,000","156,700,000","176,400,000","947,400,000","853,800,000","877,200,000","804,800,000","227,100,000",,,"13,400,000","11,200,000","18,700,000","18,600,000","17,200,000","5,800,000",,
			NonCurrentDeferredTaxesLiabilities,"135,100,000","89,800,000","71,900,000","91,500,000","78,600,000","137,900,000","116,500,000","89,400,000","62,300,000","25,900,000","24,600,000","0","220,700,000","225,400,000","186,200,000","156,700,000","176,400,000","947,400,000","853,800,000","877,200,000","804,800,000","227,100,000",,,"13,400,000","11,200,000","18,700,000","18,600,000","17,200,000","5,800,000",,
		OtherNonCurrentLiabilities,"262,400,000","275,000,000","235,400,000","217,900,000","207,600,000","204,300,000","174,300,000","157,100,000","144,900,000","129,400,000","111,100,000","134,600,000","131,700,000","80,500,000","72,300,000","70,200,000","79,000,000","103,800,000","158,300,000","118,600,000","206,800,000","418,500,000","446,800,000","101,300,000","28,400,000","8,200,000","8,900,000","5,100,000","4,100,000","2,400,000",,
TotalEquityGrossMinorityInterest,"3,162,100,000","2,716,000,000","2,369,300,000","2,310,300,000","2,349,300,000","2,072,100,000","2,061,700,000","1,688,500,000","1,894,600,000","2,078,900,000","2,303,200,000","2,198,100,000","3,473,500,000","3,712,700,000","4,669,500,000","4,263,100,000","3,949,700,000","3,910,200,000","3,827,900,000","3,842,500,000","4,601,200,000","5,424,200,000","3,484,300,000","1,276,200,000","436,400,000","88,000,000","77,600,000","97,300,000","92,400,000","35,400,000","2,000,000","100,000"
	StockholdersEquity,"3,162,100,000","2,716,000,000","2,369,300,000","2,310,300,000","2,349,300,000","2,072,100,000","2,061,700,000","1,688,500,000","1,894,600,000","2,078,900,000","2,303,200,000","2,198,100,000","3,473,500,000","3,712,700,000","4,669,500,000","4,263,100,000","3,949,700,000","3,910,200,000","3,827,900,000","3,842,500,000","4,601,200,000","5,424,200,000","3,484,300,000","1,276,200,000","436,400,000","88,000,000","77,600,000","97,300,000","92,400,000","35,400,000","2,000,000","100,000"
		CapitalStock,"1,000,000","1,000,000","1,000,000","1,200,000","1,200,000","1,600,000","1,600,000","1,600,000","1,600,000","1,600,000","1,900,000","1,900,000","1,900,000","2,200,000","2,700,000","2,700,000","2,900,000","3,300,000","4,800,000","4,800,000","4,700,000",,,,,,,,,,,
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,
			CommonStock,"1,000,000","1,000,000","1,000,000","1,200,000","1,200,000","1,600,000","1,600,000","1,600,000","1,600,000","1,600,000","1,900,000","1,900,000","1,900,000","2,200,000","2,700,000","2,700,000","2,900,000","3,300,000","4,800,000","4,800,000","4,700,000",,,,,,,,,,,
		AdditionalPaidInCapital,"35,900,000","20,800,000","4,000,000","18,200,000","5,200,000","61,800,000","42,800,000","26,600,000","19,600,000","2,000,000","480,200,000","481,800,000","461,000,000","1,092,000,000","2,201,000,000","2,240,000,000","2,581,000,000","3,044,100,000","4,674,000,000","4,664,700,000","4,661,500,000",,,,,,,,,,,
		RetainedEarnings,"3,688,300,000","3,238,300,000","2,832,200,000","3,133,300,000","2,702,800,000","3,756,600,000","3,337,900,000","2,963,000,000","2,646,600,000","2,365,200,000","2,221,000,000","2,023,000,000","3,266,100,000","2,989,400,000","2,672,500,000","2,176,000,000","1,742,400,000","1,263,200,000","881,600,000","649,300,000","1,213,800,000","930,900,000","431,900,000","-22,900,000","37,100,000","-15,600,000","-26,800,000","-7,900,000","4,000,000","1,900,000","-7,400,000","-9,300,000"
		TreasuryStock,"563,100,000","544,100,000","467,900,000","842,400,000","359,900,000","1,747,900,000","1,320,600,000","1,302,700,000","773,200,000","289,900,000","399,900,000","307,900,000","255,300,000","370,500,000","208,500,000","154,100,000","373,400,000","404,600,000","1,734,100,000","1,477,300,000","1,285,400,000",,,,,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,,,,,,,,,,,"0","-700,000","-200,000","-400,000","1,800,000","-1,500,000","-3,200,000","4,200,000","1,600,000","1,000,000","6,600,000",,,,,,,,,,,
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,"4,493,300,000","3,052,400,000","1,299,100,000","399,300,000","103,600,000","104,400,000","105,200,000","88,400,000","33,500,000","9,400,000","9,400,000"
TotalCapitalization,"4,740,600,000","4,642,200,000","4,328,500,000","3,921,400,000","4,103,000,000","4,175,500,000","3,871,500,000","3,754,800,000","3,529,000,000","3,419,500,000","3,408,200,000","3,423,700,000","5,225,400,000","5,270,600,000","5,153,900,000","5,060,800,000","4,758,200,000","4,552,900,000","4,475,200,000","4,692,900,000","5,437,300,000","7,739,800,000","5,817,900,000","1,446,800,000","436,400,000","102,900,000","103,800,000","115,800,000","106,400,000","43,300,000","2,000,000","100,000"
CommonStockEquity,"3,162,100,000","2,716,000,000","2,369,300,000","2,310,300,000","2,349,300,000","2,072,100,000","2,061,700,000","1,688,500,000","1,894,600,000","2,078,900,000","2,303,200,000","2,198,100,000","3,473,500,000","3,712,700,000","4,669,500,000","4,263,100,000","3,949,700,000","3,910,200,000","3,827,900,000","3,842,500,000","4,601,200,000","5,424,200,000","3,484,300,000","1,276,200,000","436,400,000","88,000,000","77,600,000","97,300,000","92,400,000","35,400,000","2,000,000","100,000"
CapitalLeaseObligations,"372,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"1,078,600,000","607,400,000","267,500,000","200,800,000","514,900,000","402,700,000","467,000,000","159,800,000","504,600,000","734,800,000","1,003,300,000","871,300,000","396,200,000","595,800,000","1,712,400,000","1,286,900,000","1,055,100,000","934,400,000","962,700,000","922,300,000","1,770,200,000","2,950,800,000","1,879,700,000","1,047,800,000","336,500,000","76,700,000","54,700,000","69,800,000","54,300,000","19,500,000","2,000,000","100,000"
WorkingCapital,"-689,100,000","-774,100,000","-838,200,000","-1,114,400,000","-457,700,000","117,200,000","78,200,000","159,400,000","213,600,000","229,700,000","387,200,000","98,300,000","336,600,000","355,300,000","468,300,000","266,500,000","180,800,000","648,400,000","574,400,000","1,034,900,000","1,136,400,000","2,865,900,000","2,563,200,000","356,800,000","142,900,000","4,100,000","3,500,000","6,500,000","10,000,000","-2,100,000","1,900,000","-200,000"
InvestedCapital,"8,842,000,000","9,314,200,000","8,879,900,000","8,880,100,000","8,443,000,000","7,297,700,000","6,930,600,000","6,324,800,000","3,541,600,000","3,427,600,000","3,415,800,000","3,457,000,000","5,249,300,000","7,549,200,000","5,194,500,000","5,075,700,000","7,583,900,000","6,864,000,000","6,383,800,000","7,116,400,000","7,686,000,000","9,181,600,000","6,349,900,000","1,495,000,000","436,400,000","103,800,000","110,900,000","124,300,000","112,000,000","47,800,000","2,000,000","100,000"
TangibleBookValue,"1,078,600,000","607,400,000","267,500,000","200,800,000","514,900,000","402,700,000","467,000,000","159,800,000","504,600,000","734,800,000","1,003,300,000","871,300,000","396,200,000","595,800,000","1,712,400,000","1,286,900,000","1,055,100,000","934,400,000","962,700,000","922,300,000","1,770,200,000","2,950,800,000","1,879,700,000","1,047,800,000","336,500,000","76,700,000","54,700,000","69,800,000","54,300,000","19,500,000","2,000,000","100,000"
TotalDebt,"6,052,100,000","6,598,200,000","6,510,600,000","6,569,800,000","6,093,700,000","5,225,600,000","4,868,900,000","4,636,300,000","1,647,000,000","1,348,700,000","1,112,600,000","1,258,900,000","1,775,800,000","3,836,500,000","525,000,000","812,600,000","3,634,200,000","2,953,800,000","2,555,900,000","3,273,900,000","3,084,800,000","3,757,400,000","2,865,600,000","218,800,000",,"15,800,000","33,300,000","27,000,000","19,600,000","12,400,000",,
NetDebt,"5,637,900,000","6,549,600,000","6,441,400,000","6,505,000,000","6,019,600,000","5,150,200,000","4,799,700,000","4,566,600,000","1,560,400,000","1,253,600,000","938,900,000","1,147,900,000","1,743,000,000","3,784,300,000","281,200,000","705,400,000","3,463,400,000","2,777,600,000","2,427,800,000","3,191,700,000","2,715,500,000","2,983,500,000","2,717,600,000","155,200,000",,"13,100,000","28,300,000","21,400,000","3,600,000","3,600,000",,
ShareIssued,"102,562,149","102,562,149","102,562,149","120,562,149","120,562,149","163,562,149","163,562,149","163,562,149","163,562,149","163,562,149","193,562,149","193,367,003","180,356,566","206,752,519","262,232,487","264,262,130","269,713,163","298,015,416","321,713,000","348,085,000","375,363,000","458,130,000","432,706,000","258,866,000","152,112,000","54,372,000","54,696,000","54,562,000","20,428,000","20,428,000","3,772,000","3,542,000"
OrdinarySharesNumber,"89,349,175","90,022,084","91,559,851","100,652,209","110,804,058","113,313,240","120,915,396","120,856,569","135,784,524","148,364,469","171,731,405","176,658,137","180,356,566","206,752,519","262,232,487","264,262,130","269,713,163","298,015,416","321,713,000","348,085,000","375,363,000","458,130,000","432,706,000","258,866,000","152,112,000","54,372,000","54,696,000","54,562,000","20,428,000","20,428,000","3,772,000","3,542,000"
TreasurySharesNumber,"13,212,974","12,540,065","11,002,298","19,909,940","9,758,091","50,248,909","42,646,753","42,705,580","27,777,625","15,197,680","21,830,744","16,708,866",,,,,,,,,,,,,,,,,,,,
