name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005
				AmortizationOfIntangiblesIncomeStatement,"360,776,000","62,847,000","173,490,000","62,863,000","61,576,000","56,885,000","46,543,000","46,989,000","54,959,000","53,007,000","52,901,000","47,313,000","26,186,000","25,665,000","26,162,000","26,453,000","26,737,000","22,642,000","23,690,000","26,127,000","23,668,000","24,677,000","31,977,000","30,630,000","32,795,000","31,182,000","20,524,000","19,564,000","19,399,000","19,555,000","21,907,000","19,742,000","15,751,000","13,513,000","1,862,000","1,862,000","1,862,000","1,862,000","1,862,000","1,862,000","2,044,000","2,057,000","2,057,000","2,057,000","1,822,000","1,732,000","3,374,000","3,487,000","3,846,000","2,121,000","2,281,000","2,287,000","2,287,000","2,362,000",,,,,,,,
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,160,000",,,,,,,,,,,
OperatingIncome,"601,321,000","148,715,000","61,245,000","184,878,000","206,483,000","189,743,000","185,055,000","188,777,000","196,095,000","87,807,000","149,205,000","161,454,000","167,043,000","136,140,000","165,504,000","151,253,000","168,735,000","129,912,000","138,151,000","131,532,000","153,301,000","116,759,000","137,104,000","133,036,000","107,097,000","60,341,000","94,499,000","100,560,000","77,066,000","68,187,000","67,379,000","55,300,000","35,459,000","33,185,000","37,664,000","33,704,000","33,859,000","22,604,000","25,535,000","14,443,000","10,582,000","7,229,000","11,410,000","3,709,000","8,034,000","-7,223,000","-21,956,000","-27,744,000","-47,094,000","-43,808,000","-58,744,000","-17,798,000","-42,753,000","-19,483,000","-111,235,000","11,673,000","11,673,000","9,837,000","-73,226,000","5,361,000","5,361,000","5,361,000"
NetNonOperatingInterestIncomeExpense,"-72,835,000","-18,496,000","-18,244,000","-17,861,000","-18,234,000","-17,922,000","-17,904,000","-18,920,000","-19,646,000","-20,605,000","-21,426,000","-19,192,000","-18,294,000","-18,844,000","-19,131,000","-18,498,000","-12,121,000","-12,192,000","-12,210,000","-12,650,000","-15,812,000","-16,245,000","-16,678,000","-14,530,000","-11,429,000","-10,076,000","-6,173,000","-6,202,000","-7,142,000","-7,399,000","-7,670,000","-7,750,000","-1,481,000","13,000","-41,000","-125,000","-657,000","-776,000","-1,076,000","-1,200,000","-4,685,000","-5,765,000","-5,757,000","-5,382,000","-5,850,000","-5,773,000",,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"71,000","69,000","4,000","2,000","1,000","1,000","0","2,000","2,000","5,000","2,000","6,000","21,000",,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,750,000","1,481,000","58,000","110,000","129,000","659,000","777,000","1,077,000","1,200,000","4,687,000","5,767,000","5,762,000","5,384,000","5,856,000","5,794,000",,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,"72,835,000","18,496,000","18,244,000","17,861,000","18,234,000","17,922,000","17,904,000","18,920,000","19,646,000","20,605,000","21,426,000","19,192,000","18,294,000","18,844,000","19,131,000","18,498,000","12,121,000","12,192,000","12,210,000","12,650,000","15,812,000","16,245,000","16,678,000","14,530,000","11,429,000","10,076,000","6,173,000","6,202,000","7,142,000","7,399,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"-398,696,000","-339,521,000","-2,234,000","-52,808,000","-4,133,000","-56,611,000","-1,694,000","-756,000","-47,018,000","-1,728,000","-8,854,000","-77,224,000","-7,427,000","-1,464,000","4,940,000","-16,387,000",,"-9,569,000","-29,432,000","-977,000","-18,729,000","2,245,000","-5,182,000","-68,517,000","-32,732,000","-126,877,000","-969,000","-614,000","-4,134,000","271,000","-2,263,000","-1,099,000","-240,000",,"-150,000","-1,097,000",,"-1,000",,,"-12,285,000",,,"1,000",,"8,000","-29,753,000","3,937,000","-1,000","-12,000","-19,464,000","-19,000","4,904,000","2,076,000",,,,,,,,
	GainOnSaleOfSecurity,"-6,332,000","-1,132,000","-2,234,000","-1,033,000","-1,933,000","-611,000","-1,694,000","-756,000","-2,697,000","-1,728,000","-854,000","-2,224,000","-5,427,000","-1,464,000","4,940,000","-749,000",,"-819,000","2,091,000","-977,000","-1,914,000","2,245,000","2,003,000","6,483,000","74,000","123,000","-969,000","-614,000","-385,000","271,000",,"-1,099,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"-392,364,000","-338,389,000","0","-51,775,000","-2,200,000","-56,000,000","0","0","-44,321,000",,"-8,000,000","-75,000,000","-2,000,000","0","0","-15,638,000","0","-8,750,000","-31,523,000","0","-16,815,000","0","-7,185,000","-75,000,000","-32,806,000","-127,000,000","0","0","-3,749,000",,"1,357,000","-1,099,000","-240,000",,"-150,000","-1,097,000","0","-1,000",,"0","-12,285,000","0","-4,000","0",,"8,000","-29,753,000","3,937,000","-1,000","-12,000","-19,464,000","-19,000","4,904,000","2,076,000",,,,,,,,
		ImpairmentOfCapitalAssets,,"136,139,000",,,,,,"0","42,896,000",,,,,,"0",,,,"31,523,000","0","0",,"6,559,000","0","32,806,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		WriteOff,,,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,"256,225,000","202,250,000","0","51,775,000","2,200,000","56,000,000","0",,"1,425,000",,"8,000,000","75,000,000","2,000,000",,"0","15,638,000",,"8,750,000","0",,"16,815,000",,"626,000","75,000,000",,"127,000,000","0",,"3,749,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"129,790,000","-209,302,000","40,767,000","114,209,000","184,116,000","115,210,000","165,457,000","169,101,000","129,431,000","65,474,000","118,925,000","65,038,000","141,322,000","115,832,000","151,313,000","116,368,000","156,614,000","108,151,000","96,509,000","117,905,000","118,760,000","102,759,000","115,244,000","49,989,000","62,936,000","-76,612,000","87,357,000","93,744,000","65,790,000","61,059,000","57,446,000","46,451,000","33,738,000","33,198,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
TaxProvision,"-153,557,000","-51,287,000","-34,523,000","10,903,000","-78,650,000","29,116,000","5,144,000","19,348,000","36,524,000","19,146,000","-113,654,000","1,239,000","35,515,000","29,160,000","26,754,000","29,120,000","45,332,000","34,030,000","13,748,000","29,945,000","30,647,000","32,059,000","33,633,000","24,221,000","19,350,000","17,027,000","32,064,000","18,335,000","23,605,000","17,634,000","-108,760,000","12,856,000","6,593,000","5,517,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
EarningsFromEquityInterestNetOfTax,"-3,014,000","182,000","-1,298,000","-1,030,000","-868,000","-893,000","-843,000","-437,000","-586,000","-337,000","-372,000","-273,000","-203,000","-161,000","-276,000","-103,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetIncomeCommonStockholders,"280,333,000","-157,833,000","73,992,000","102,276,000","261,898,000","85,201,000","159,470,000","149,316,000","92,321,000","45,991,000","232,207,000","63,526,000","105,604,000","86,511,000","124,283,000","87,145,000","111,282,000","74,121,000","82,761,000","87,960,000","88,114,000","70,700,000","81,612,000","25,766,000","43,659,000","-92,650,000","55,293,000","75,409,000","42,185,000","43,425,000","200,551,000","33,209,000","27,145,000","27,681,000","37,473,000","32,482,000","33,202,000","21,827,000","24,459,000","13,243,000","-6,388,000","1,464,000","5,653,000","-1,672,000","2,171,000","-12,988,000","-56,940,000","-28,809,000","-51,880,000","-46,710,000","-60,020,000","-19,359,000","-39,863,000","-19,584,000","-18,477,000","-18,477,000","-18,477,000","-25,880,000","-21,289,000","-21,289,000","-21,289,000","-21,289,000"
	NetIncome,"280,333,000","-157,833,000","73,992,000","102,276,000","261,898,000","85,201,000","159,470,000","149,316,000","92,321,000","45,991,000","232,207,000","63,526,000","105,604,000","86,511,000","124,283,000","87,145,000","111,282,000","74,121,000","82,761,000","87,960,000","88,114,000","70,700,000","81,612,000","25,766,000","43,659,000","-92,650,000","55,293,000","75,409,000","42,185,000","43,425,000","200,551,000","33,209,000","27,145,000","27,681,000","37,473,000","32,482,000","33,202,000","21,827,000","24,459,000","13,243,000","-6,388,000","1,464,000","5,653,000","-1,672,000","2,171,000","-12,988,000","-56,940,000","-28,809,000","-51,880,000","-46,710,000","-60,020,000","-19,359,000","-39,863,000","-19,584,000","-12,337,000","-12,337,000","-12,337,000","-22,379,000","-21,289,000","-21,289,000","-21,289,000","-21,289,000"
		NetIncomeIncludingNoncontrollingInterests,"280,333,000","-157,833,000","73,992,000","102,276,000","261,898,000","85,201,000","159,470,000","149,316,000","92,321,000","45,991,000","232,207,000","63,526,000","105,604,000","86,511,000","124,283,000","87,145,000","111,282,000","74,121,000","82,761,000","87,960,000","88,113,000","70,700,000","81,611,000","25,768,000","43,586,000","-93,639,000","55,293,000","75,409,000","42,185,000","43,425,000","200,551,000","33,209,000","27,145,000","27,681,000","37,473,000","32,482,000","33,202,000","21,827,000","24,459,000","13,243,000","-6,388,000","1,464,000","5,653,000","-1,672,000","2,171,000","-12,988,000","-56,940,000","-28,809,000","-51,880,000","-46,710,000","-60,020,000","-19,359,000","-39,863,000","-19,584,000","-12,337,000","-12,337,000","-12,337,000","-22,379,000","-21,289,000","-21,289,000","-21,289,000","-21,289,000"
			NetIncomeContinuousOperations,"280,333,000","-157,833,000","73,992,000","102,276,000","261,898,000","85,201,000","159,470,000","149,316,000","92,321,000","45,991,000","232,207,000","63,526,000","105,604,000","86,511,000","124,283,000","87,145,000","111,282,000","74,121,000","82,761,000","87,960,000","88,113,000","70,700,000","81,611,000","25,768,000","43,586,000","-93,639,000","55,293,000","75,409,000","42,185,000","43,425,000","166,206,000","33,595,000","27,145,000","27,681,000","37,473,000","32,482,000","33,202,000","21,827,000","24,459,000","13,243,000","-6,388,000","1,464,000","5,653,000","-1,672,000","2,171,000","-12,988,000","-56,940,000","-28,809,000","-51,880,000","-46,710,000","-60,020,000","-19,359,000","-39,863,000","-19,584,000","-12,337,000","-12,337,000","-12,337,000","-22,379,000","-21,289,000","-21,289,000","-21,289,000","-21,289,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","34,345,000","-386,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		MinorityInterests,,,,,,,,,,,,,,,"0","0","0",,"0","0","1,000","0","1,000","-2,000","73,000","989,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	PreferredStockDividends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,140,000","6,140,000","6,140,000","3,501,000",,,,
DilutedNIAvailtoComStockholders,"280,333,000","-157,833,000","73,992,000","102,276,000","261,898,000","85,201,000","159,470,000","149,316,000","92,321,000","45,991,000","232,207,000","63,526,000","105,604,000","86,511,000","124,283,000","87,145,000","111,282,000","74,121,000","82,761,000","87,960,000","88,114,000","70,700,000","81,612,000","25,766,000","43,659,000","-92,650,000","55,293,000","75,409,000","42,185,000","43,425,000","200,551,000","33,209,000","27,145,000","27,681,000","37,473,000","32,482,000","33,202,000","21,827,000","24,459,000","13,243,000","-6,388,000","1,464,000","5,653,000","-1,672,000","2,171,000","-12,988,000","-56,940,000","-28,809,000","-51,880,000","-46,710,000","-60,020,000","-19,359,000","-39,863,000","-19,584,000","-18,477,000","-18,477,000","-18,477,000","-25,880,000","-21,289,000","-21,289,000","-21,289,000","-21,289,000"
BasicEPS,,"-2.82","1.31","1.8","4.62","1.49","2.69","2.47","1.53","0.77","3.87","1.06","1.76","1.44","1.95","1.44","1.84","1.21","1.35","1.43","1.44","1.16","1.35","0.43","0.73","-1.58",,"1.3","0.72","0.74",,"0.58","0.48","0.51",,"0.77","0.81","0.54",,"0.34","-0.18","0.05",,"-0.05","0.07","-0.45",,"-1.07","-2.17","-1.97",,"-0.82","-5.27","-1.45",,"-1.37","-1.37","-1.92",,"-1.58","-1.58","-1.58"
DilutedEPS,,"-2.82","1.29","1.78","4.56","1.47","2.64","2.41","1.5","0.75","3.79","1.03","1.72","1.41","1.91","1.41","1.8","1.19","1.32","1.39","1.4","1.12","1.3","0.41","0.7","-1.58",,"1.23","0.69","0.71",,"0.55","0.45","0.48",,"0.69","0.71","0.48",,"0.32","-0.18","0.04",,"-0.05","0.07","-0.45",,"-1.07","-2.17","-1.97",,"-0.82","-5.27","-1.45",,"-1.37","-1.37","-1.92",,"-1.58","-1.58","-1.58"
BasicAverageShares,,"55,956,000","56,418,000","56,674,000","56,707,000","57,206,000","59,323,000","60,476,000","60,177,000","59,928,000","59,980,000","60,108,000","60,100,000","59,880,000","59,930,000","60,437,000","60,499,000","61,142,000","61,492,000","61,435,000","61,190,000","60,803,000","60,606,000","60,305,000","59,519,000","58,526,000",,"58,217,000","58,737,000","58,358,000",,"57,703,000","56,952,000","53,923,000",,"42,028,000","41,209,000","40,362,000",,"38,965,000","35,423,000","31,412,000",,"30,895,000","29,021,000","28,925,000",,"26,994,000","23,858,000","23,743,000",,"23,671,000","7,561,000","13,466,000",,"13,466,000","13,466,000","13,466,000",,"13,466,000","13,466,000","13,466,000"
DilutedAverageShares,,"55,956,000","57,262,000","57,438,000","57,427,000","58,081,000","60,413,000","61,857,000","61,438,000","61,178,000","61,189,000","61,436,000","61,463,000","61,178,000","61,033,000","61,644,000","61,833,000","62,474,000","62,928,000","63,154,000","63,090,000","62,964,000","62,852,000","62,680,000","62,378,000","58,526,000",,"61,519,000","61,568,000","61,511,000",,"60,883,000","60,554,000","58,084,000",,"47,241,000","46,601,000","45,697,000",,"41,737,000","35,423,000","34,926,000",,"30,895,000","29,023,000","28,925,000",,"26,994,000","23,858,000","23,743,000",,"23,671,000","13,466,000","13,466,000",,"13,466,000","13,466,000","13,466,000",,"13,466,000","13,466,000","13,466,000"
TotalOperatingIncomeAsReported,"208,957,000","-189,674,000","61,245,000","133,103,000","204,283,000","133,743,000","185,055,000","188,777,000","153,199,000","87,807,000","141,205,000","86,454,000","165,043,000","136,140,000","165,504,000","136,253,000","168,735,000","121,162,000","106,628,000","131,532,000","153,301,000","116,759,000","129,919,000","58,036,000","74,291,000","-66,659,000","94,499,000","100,560,000","77,066,000","68,187,000","67,379,000","55,300,000","35,459,000","33,185,000","37,664,000","33,704,000","33,859,000","22,604,000","25,535,000","14,443,000","10,582,000","7,229,000","11,410,000","3,709,000","8,034,000","-7,223,000","-51,719,000","-27,744,000","-47,094,000","-43,808,000","-58,744,000","-17,798,000","-42,753,000","-19,483,000",,,,,,,,
TotalExpenses,"1,586,980,000","386,011,000","520,495,000","352,824,000","327,650,000","318,443,000","291,402,000","280,596,000","304,384,000","356,806,000","287,194,000","250,401,000","227,343,000","239,913,000","231,117,000","222,928,000","212,426,000","206,098,000","202,730,000","209,340,000","180,446,000","192,544,000","191,038,000","173,548,000","184,133,000","186,578,000","141,275,000","131,600,000","131,186,000","128,050,000","116,324,000","120,215,000","94,080,000","75,229,000","45,872,000","39,589,000","30,708,000","28,277,000","27,834,000","30,310,000","29,904,000","27,944,000","26,874,000","27,100,000","29,246,000","29,299,000","41,551,000","45,490,000","62,633,000","58,442,000","74,221,000","39,272,000","57,017,000","33,571,000",,,,,,,,
NetIncomeFromContinuingAndDiscontinuedOperation,"280,333,000","-157,833,000","73,992,000","102,276,000","261,898,000","85,201,000","159,470,000","149,316,000","92,321,000","45,991,000","232,207,000","63,526,000","105,604,000","86,511,000","124,283,000","87,145,000","111,282,000","74,121,000","82,761,000","87,960,000","88,114,000","70,700,000","81,612,000","25,766,000","43,659,000","-92,650,000","55,293,000","75,409,000","42,185,000","43,425,000","200,551,000","33,209,000","27,145,000","27,681,000","37,473,000","32,482,000","33,202,000","21,827,000","24,459,000","13,243,000","-6,388,000","1,464,000","5,653,000","-1,672,000","2,171,000","-12,988,000","-56,940,000","-28,809,000","-51,880,000","-46,710,000","-60,020,000","-19,359,000","-39,863,000","-19,584,000","-12,337,000","-12,337,000","-12,337,000","-22,379,000","-21,289,000","-21,289,000","-21,289,000","-21,289,000"
NormalizedIncome,"519,550,600","98,505,355","75,622,820","150,067,240","264,915,090","127,489,417","161,111,334.135","149,985,816","126,079,924","47,214,424","237,519,400","139,282,744","111,166,823","87,606,072","120,216,452.777","99,435,250","111,282,000","80,675,765","108,000,322.26","88,688,842","102,010,918","69,155,440","85,281,676.53","70,302,050","66,342,276","-10,179,950","55,906,332.841","75,902,656","44,834,894","43,232,319","165,323,950","34,389,835.526","27,338,099.769","27,681,000","37,570,500","33,195,050","33,202,000","21,827,650","24,459,000","13,243,000","1,597,250","1,464,000","5,655,600","-1,672,000","2,171,000","-12,993,200","-37,600,550","-31,368,050","-51,879,350","-46,702,200","-47,368,400","-19,346,650","-43,050,600","-20,933,400","-12,337,000","-12,337,000","-12,337,000","-22,379,000","-21,289,000","-21,289,000","-21,289,000","-21,289,000"
InterestIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"71,000","69,000","4,000","2,000","1,000","1,000","0","2,000","2,000","5,000","2,000","6,000","21,000",,,,,,,,,,,,,,,,
InterestExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,750,000","1,481,000","58,000","110,000","129,000","659,000","777,000","1,077,000","1,200,000","4,687,000","5,767,000","5,762,000","5,384,000","5,856,000","5,794,000",,,,,,,,,,,,,,,,
NetInterestIncome,"-72,835,000","-18,496,000","-18,244,000","-17,861,000","-18,234,000","-17,922,000","-17,904,000","-18,920,000","-19,646,000","-20,605,000","-21,426,000","-19,192,000","-18,294,000","-18,844,000","-19,131,000","-18,498,000","-12,121,000","-12,192,000","-12,210,000","-12,650,000","-15,812,000","-16,245,000","-16,678,000","-14,530,000","-11,429,000","-10,076,000","-6,173,000","-6,202,000","-7,142,000","-7,399,000","-7,670,000","-7,750,000","-1,481,000","13,000","-41,000","-125,000","-657,000","-776,000","-1,076,000","-1,200,000","-4,685,000","-5,765,000","-5,757,000","-5,382,000","-5,850,000","-5,773,000",,,,,,,,,,,,,,,,
EBIT,"601,321,000","148,715,000","61,245,000","184,878,000","206,483,000","189,743,000","185,055,000","188,777,000","196,095,000","87,807,000","149,205,000","161,454,000","167,043,000","136,140,000","165,504,000","151,253,000","168,735,000","129,912,000","138,151,000","131,532,000","153,301,000","116,759,000","137,104,000","133,036,000","107,097,000","60,341,000","94,499,000","100,560,000","77,066,000","68,187,000","68,736,000","54,201,000","35,219,000","33,256,000","37,664,000","33,704,000","33,859,000","22,604,000","25,535,000","14,443,000","10,582,000","7,229,000","11,410,000","3,709,000","8,034,000","-7,223,000","-21,956,000","-27,744,000","-47,094,000","-43,808,000","-58,744,000","-17,798,000","-42,753,000","-19,483,000","-111,235,000","11,673,000","11,673,000","9,837,000","-73,226,000","5,361,000","5,361,000","5,361,000"
EBITDA,"978,427,000"
