name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989
TotalAssets,"32,686,479,000","26,638,173,000","21,779,584,000","18,533,003,000","15,214,098,000","12,972,243,000","159,543,000,000","181,260,000,000","193,345,000,000","205,307,049,000","169,985,298,000","168,768,437,000","155,564,991,000","116,135,732,000","99,338,684,000","84,093,526,000","64,610,651,000","53,175,005,000","52,873,959,000","48,791,788,000","44,024,800,000","37,210,000,000","39,908,800,000","47,629,900,000","50,001,700,000","52,960,800,000","46,508,700,000","46,621,400,000","45,320,100,000","41,123,800,000","35,488,400,000"
	CashCashEquivalentsAndFederalFundsSold,"5,720,760,000","2,681,895,000","1,636,175,000","1,972,510,000","2,444,199,000","2,359,780,000","8,840,000,000","8,911,000,000","8,667,000,000","10,596,820,000","11,238,884,000","7,605,288,000","12,182,137,000","6,044,548,000","5,798,757,000","5,606,975,000","2,733,172,000","758,302,000","715,001,000","734,468,000","589,800,000","115,900,000","54,000,000","270,900,000","1,252,900,000","2,261,500,000","1,112,600,000","6,769,800,000","6,039,500,000","7,030,300,000","7,317,200,000"
		CashAndCashEquivalents,"5,563,877,000","2,559,106,000","1,534,339,000","1,918,793,000","2,416,219,000","2,359,780,000","5,190,000,000","3,900,000,000","2,794,000,000","4,342,327,000","6,070,013,000","4,070,002,000","7,582,031,000","2,621,222,000","2,498,655,000","3,395,487,000","1,652,470,000","758,302,000","715,001,000","734,468,000","589,800,000","115,900,000","54,000,000","270,900,000","1,252,900,000","2,261,500,000","1,112,600,000","6,769,800,000","6,039,500,000","7,030,300,000","7,317,200,000"
			CashEquivalents,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,973,800,000",,,
			CashAndDueFromBanks,"5,563,877,000","2,559,106,000","1,534,339,000","1,918,793,000","2,416,219,000","2,359,780,000","5,190,000,000","3,900,000,000","2,794,000,000","4,342,327,000","6,070,013,000","4,070,002,000","7,582,031,000","2,621,222,000","2,498,655,000","3,395,487,000","1,652,470,000","758,302,000","715,001,000","734,468,000","589,800,000","115,900,000","54,000,000","270,900,000","1,252,900,000","2,261,500,000","1,112,600,000","4,796,000,000","6,039,500,000","7,030,300,000","7,317,200,000"
		RestrictedCashAndInvestments,"156,883,000","122,789,000","101,836,000","53,717,000","27,980,000","77,283,000","3,650,000,000","5,011,000,000","5,873,000,000","6,254,493,000","5,168,871,000","3,535,286,000","4,600,106,000","3,423,326,000","3,300,102,000","2,211,488,000","1,080,702,000",,,,,,,,,,,,,,
			RestrictedCashAndCashEquivalents,"209,447,000","149,946,000","123,422,000","102,831,000","82,825,000","77,283,000","3,650,000,000","5,011,000,000",,,,,,,,,,,,,,,,,,,,,,,
	SecuritiesAndInvestments,"572,089,000","176,245,000","244,088,000","208,603,000","195,391,000","168,934,000","892,000,000","1,082,000,000","1,868,000,000","1,418,555,000","2,485,907,000","1,514,304,000","3,431,759,000","2,563,451,000","2,368,999,000","3,578,978,000","5,268,179,000","4,231,501,000","5,072,152,000","5,206,022,000","5,185,000,000","3,990,400,000",,,,,,"5,297,700,000","6,337,200,000","4,221,000,000","2,522,400,000"
		TradingSecurities,,,,,,,,,,,,,,,,"155,000","166,000",,,,,,,,,,,,,,
		AvailableForSaleSecurities,"84,420,000",,,,,,"783,000,000","1,010,000,000","1,868,000,000","1,418,555,000","2,485,907,000","1,514,304,000","3,431,759,000","2,563,451,000","2,368,999,000","3,578,823,000","5,268,013,000","4,231,501,000","5,072,152,000","5,206,022,000","5,185,000,000","3,990,400,000",,,,,,"5,297,700,000","6,337,200,000","4,221,000,000","2,522,400,000"
		OtherShortTermInvestments,"487,669,000","176,245,000","244,088,000","208,603,000","195,391,000","168,934,000","109,000,000","72,000,000",,,,,,,,,,,,,,,,,,,,,,,
	DerivativeAssets,,,,,,,"1,624,000,000","2,241,000,000","2,202,000,000","2,436,911,000",,,,,,,,,,,,,,,,,,,,,
	NetLoan,"24,667,792,000","22,270,919,000","18,567,641,000","15,137,922,000","11,630,591,000","9,509,786,000","142,201,000,000","162,683,000,000","174,613,000,000","184,576,365,000","144,226,843,000","145,531,450,000","125,326,640,000","97,228,593,000","86,147,771,000","67,028,795,000","51,078,136,000","43,541,720,000","41,336,216,000","39,485,817,000","35,879,300,000","31,005,600,000","30,895,600,000","33,753,500,000","39,513,500,000","38,950,800,000","35,196,900,000","33,446,700,000","31,801,100,000","28,770,000,000","24,629,900,000"
		GrossLoan,"25,025,788,000","22,541,043,000","18,760,107,000","15,275,476,000","11,712,100,000","9,576,183,000","144,086,000,000","164,373,000,000","176,971,000,000","186,786,803,000","145,905,436,000","147,035,431,000","126,348,304,000","97,577,650,000","86,383,013,000","67,219,607,000","51,289,845,000","43,541,720,000","41,336,216,000","39,485,817,000","35,879,300,000","31,005,600,000","30,895,600,000","33,753,500,000","39,513,500,000","38,950,800,000","35,196,900,000","33,446,700,000","31,801,100,000","28,770,000,000","24,629,900,000"
			LoansHeldForSale,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,
			ConsumerLoan,"25,025,788,000","22,541,043,000","18,760,107,000","15,275,476,000","11,712,100,000","9,576,183,000","143,985,000,000","164,236,000,000","176,778,000,000","186,515,562,000","145,411,218,000",,,,,,,,,,,,,,,,,,,,
			OtherLoanAssets,,"22,541,043,000",,,,,"101,000,000","137,000,000","193,000,000","271,241,000","494,218,000","147,035,431,000","126,348,304,000","97,577,650,000","86,383,013,000","67,219,607,000","51,289,845,000",,,,,,,,,,,,,,
		AllowanceForLoansAndLeaseLosses,"441,912,000","341,121,000","251,475,000","184,701,000","112,507,000","83,842,000","2,216,000,000","2,330,000,000","2,358,000,000","2,210,438,000","1,678,593,000","1,503,981,000","1,021,664,000","349,057,000","235,242,000","190,812,000","211,709,000",,,,,,,,,,,,,,
		UnearnedIncome,"83,916,000","70,997,000","59,009,000","47,147,000","30,998,000","17,445,000","331,000,000","640,000,000",,,,,,,,,,,,,,,,,,,,,,,
