name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001
TotalAssets,"23,488,000,000","22,367,000,000","22,539,000,000","21,933,000,000","21,910,000,000","21,254,000,000","21,109,000,000","20,685,000,000","20,318,000,000","20,135,000,000","19,479,000,000","19,537,000,000","19,397,000,000","19,221,000,000","19,421,000,000","19,068,000,000","19,349,000,000","19,637,000,000","18,431,000,000","17,390,000,000","17,249,000,000","16,640,000,000","17,225,000,000","17,012,000,000","17,315,000,000","17,060,000,000","15,734,000,000","15,519,000,000","15,027,000,000","14,727,000,000","14,491,000,000","14,406,000,000","14,236,000,000","14,110,000,000","14,007,500,000","13,555,800,000","13,523,300,000","13,675,900,000","13,530,800,000","13,739,000,000","14,174,300,000","15,531,400,000","15,321,000,000","15,384,800,000","16,037,300,000","15,469,800,000","14,049,700,000","13,678,200,000","13,340,734,933.6","13,365,000,000","11,801,031,151.3","11,700,257,521.25","11,380,264,641.45","11,415,900,000","11,089,491,829.7","10,913,834,675.7","10,938,785,890.8","10,891,100,000","10,627,007,206.2","10,508,799,922.4","10,603,385,517.75","10,499,800,000","10,528,822,954.65","10,445,049,859.75","10,261,020,017.5","9,957,100,000","9,917,391,434.5","9,472,899,281.25","9,878,485,392.1","9,660,800,000","9,515,491,662.6","9,501,879,023.3","9,729,269,300.4","9,853,000,000","9,637,465,354"
	CurrentAssets,"1,407,000,000","1,210,000,000","1,186,000,000","1,115,000,000","1,376,000,000","1,117,000,000","1,130,000,000","1,000,000,000","1,117,000,000","1,274,000,000","992,000,000","1,119,000,000","1,110,000,000","1,009,000,000","964,000,000","923,000,000","1,450,000,000","1,537,000,000","1,705,000,000","1,213,000,000","1,274,000,000","1,277,000,000","1,538,000,000","1,913,000,000","2,010,000,000","2,029,000,000","1,709,000,000","1,651,000,000","1,481,000,000","1,329,000,000","1,118,000,000","974,000,000","1,028,000,000","856,000,000","950,600,000","1,107,600,000","1,154,200,000","1,203,800,000","1,084,200,000","1,151,400,000","1,743,500,000","1,427,400,000","1,408,300,000","1,183,700,000","1,494,700,000","1,123,000,000","1,135,800,000","1,028,400,000","901,471,113.2","1,167,700,000","1,252,050,075.6","1,260,344,828.75","905,903,662.5","1,004,900,000","899,252,947.75","845,753,162.1","852,611,943.2","893,900,000","859,977,906.2","843,278,474.4","1,034,564,512.3","992,000,000","1,009,490,002.95","964,796,996.25","920,923,888.5","724,200,000","1,003,529,288.1","649,398,257.5","1,141,754,331.9","909,300,000","857,504,478.6","998,924,078.2","1,239,676,852.8","1,215,500,000","1,144,407,346.2"
		CashCashEquivalentsAndShortTermInvestments,"247,000,000","133,000,000","145,000,000","45,000,000","352,000,000","61,000,000","150,000,000","51,000,000","125,000,000","338,000,000","142,000,000","238,000,000","201,000,000","164,000,000","103,000,000","92,000,000","571,000,000","650,000,000","661,000,000","185,000,000","184,000,000","226,000,000","315,000,000","369,000,000","279,000,000","476,000,000","329,000,000","442,000,000","347,000,000","333,000,000","207,000,000","82,000,000","77,000,000","47,000,000","97,000,000","267,800,000","310,500,000","360,600,000","267,800,000","373,600,000","723,800,000","679,100,000","615,900,000","334,300,000","566,500,000","117,600,000","97,900,000","80,900,000","71,116,551.55","378,100,000","339,186,576.9","392,487,582.5","25,611,030","124,300,000","46,315,094.1","44,167,051.5","47,456,121.4","121,800,000","86,537,817.8","131,416,140.8","274,650,468.2","352,483,748.5","324,643,948.2","306,893,652.75","261,317,584.5","135,127,998","359,687,800.8","50,093,036.25","506,345,118.5","285,983,295","127,811,237.4","321,767,687.6","502,739,257.2","558,457,573.5","105,511,322.4"
			CashAndCashEquivalents,"247,000,000","133,000,000","145,000,000","45,000,000","352,000,000","61,000,000","150,000,000","51,000,000","125,000,000","338,000,000","142,000,000","238,000,000","201,000,000","164,000,000","103,000,000","92,000,000","571,000,000","650,000,000","661,000,000","185,000,000","184,000,000","226,000,000","315,000,000","369,000,000","279,000,000","476,000,000","329,000,000","442,000,000","347,000,000","333,000,000","207,000,000","82,000,000","77,000,000","47,000,000","97,000,000","267,800,000","310,500,000","360,600,000","267,800,000","373,600,000","723,800,000","679,100,000","615,900,000","334,300,000","566,500,000","117,600,000","97,900,000","80,900,000","71,116,551.55","378,100,000","339,186,576.9","392,487,582.5","25,611,030","124,300,000","46,315,094.1","44,167,051.5","47,456,121.4","121,800,000","86,537,817.8","131,416,140.8","274,650,468.2","352,483,748.5","324,643,948.2","306,893,652.75","261,317,584.5","135,127,998","359,687,800.8","50,093,036.25","506,345,118.5","285,983,295","127,811,237.4","321,767,687.6","502,739,257.2","558,457,573.5","105,511,322.4"
				CashFinancial,,,,,,,,,,,,,,,,,,,,,,,,,,"109,000,000",,,,"24,000,000",,,,,,,,,,,,"35,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,,,,,,,,,,,,,,,,,,,,,,,,,,"367,000,000",,,,"309,000,000",,,,,,,,,,,,"643,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"885,000,000","805,000,000","770,000,000","795,000,000","744,000,000","815,000,000","759,000,000","686,000,000","699,000,000","687,000,000","628,000,000","604,000,000","631,000,000","591,000,000","605,000,000","577,000,000","629,000,000","645,000,000","722,000,000","686,000,000","776,000,000","702,000,000","739,000,000","687,000,000","723,000,000","580,000,000","594,000,000","547,000,000","585,000,000","546,000,000","533,000,000","497,000,000","526,000,000","518,000,000","530,500,000","508,900,000","520,200,000","459,000,000","533,300,000","441,200,000","705,800,000","569,100,000","498,600,000","488,500,000","569,300,000","713,100,000","747,000,000","681,300,000","583,692,141.65","542,800,000","608,676,029.5","567,260,643.75","608,271,191.7","615,700,000","553,885,639.85","515,248,163.1","530,309,528.2","524,000,000","542,607,193.8","481,759,157.6","528,388,679.15","434,700,000","476,720,029.5","430,395,498.25","436,664,819.5","395,700,000","446,512,763.25","403,760,715","447,270,295.55","443,000,000","515,342,104.2","459,466,931.8","523,666,119","464,100,000","559,490,247.5"
			AccountsReceivable,"885,000,000","805,000,000","770,000,000","795,000,000","744,000,000","815,000,000","759,000,000","686,000,000","699,000,000","687,000,000","628,000,000","604,000,000","631,000,000","591,000,000","605,000,000","577,000,000","629,000,000","645,000,000","722,000,000","686,000,000","776,000,000","702,000,000","739,000,000","687,000,000","723,000,000","580,000,000","594,000,000","547,000,000","585,000,000","546,000,000","533,000,000","497,000,000","526,000,000","518,000,000","530,500,000","508,900,000","520,200,000","459,000,000","533,300,000","441,200,000","705,800,000","441,000,000","498,600,000","488,500,000","569,300,000","713,100,000","747,000,000","681,300,000","583,692,141.65","542,800,000","608,676,029.5","567,260,643.75","608,271,191.7","615,700,000","553,885,639.85","515,248,163.1","530,309,528.2","524,000,000","542,607,193.8","481,759,157.6","528,388,679.15","434,700,000","476,720,029.5","430,395,498.25","436,664,819.5","395,700,000","446,512,763.25","403,760,715","447,270,295.55","443,000,000","515,342,104.2","459,466,931.8","523,666,119","464,100,000","559,490,247.5"
				GrossAccountsReceivable,"926,000,000","847,000,000",,,,"845,000,000",,,,"712,000,000",,,,"623,000,000",,,,"676,000,000",,,,"724,000,000",,,,"600,000,000",,,,"565,000,000",,,,"552,000,000",,,,"489,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-41,000,000","-42,000,000",,,,"-30,000,000",,,,"-25,000,000",,,,"-32,000,000",,,,"-31,000,000",,,,"-22,000,000",,,,"-20,000,000",,,,"-19,000,000",,,,"-34,000,000",,,,"-30,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
