name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,06/30/2008,12/31/2007,06/30/2007,12/31/2006,06/30/2006,12/31/2005,06/30/2005,12/31/2004,06/30/2004,12/31/2003,06/30/2003,12/31/2002,06/30/2002,12/31/2001,06/30/2001,12/31/2000,06/30/2000,12/31/1999,06/30/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995
TotalAssets,"120,006,000,000","123,440,000,000","122,346,000,000","124,883,000,000","127,802,000,000","118,373,000,000","123,188,000,000","118,323,000,000","114,324,000,000","114,928,000,000","115,882,000,000","117,820,000,000","125,203,000,000","124,545,000,000","119,988,000,000","122,341,000,000","122,978,000,000","134,792,000,000","144,585,000,000","148,369,000,000","156,617,000,000","146,207,000,000","144,959,000,000","140,076,000,000","138,341,000,000","137,815,000,000","137,585,000,000","147,415,000,000","139,641,000,000","155,599,000,000","150,515,000,000","145,222,000,000","142,945,000,000","137,371,000,000","130,679,000,000","131,860,000,000","131,860,000,000","125,418,000,000","128,813,000,000","117,529,000,000","98,596,000,000","116,673,000,000","68,534,000,000","116,590,000,000","109,044,000,000","101,619,870,940","94,928,989,920","88,311,800,260","84,703,145,800","83,785,947,160","74,575,697,490","69,060,863,920","72,012,286,080","67,218,609,650","65,202,370,420","65,867,380,460","60,139,317,000","62,845,675,470","63,049,287,600","56,519,593,420","49,569,928,580","46,231,110,800","41,256,486,700","41,261,070,060","44,436,319,200","47,649,788,350","43,698,357,300"
	CurrentAssets,"32,450,000,000","34,927,000,000","32,308,000,000","40,156,000,000","42,414,000,000","39,745,000,000","47,610,000,000","42,954,000,000","36,171,000,000","36,756,000,000","34,441,000,000","34,461,000,000","38,581,000,000","37,985,000,000","37,487,000,000","39,621,000,000","42,413,000,000","57,498,000,000","49,189,000,000","51,512,000,000","57,467,000,000","54,863,000,000","53,192,000,000","53,926,000,000","52,757,000,000","50,525,000,000","48,457,000,000","55,214,000,000","49,258,000,000","44,580,000,000","40,694,000,000","41,397,000,000","38,195,000,000","36,590,000,000","33,378,000,000","34,911,000,000","34,911,000,000","32,395,000,000","33,390,000,000","31,129,000,000","20,890,000,000","36,649,000,000","24,290,000,000","37,128,000,000","36,388,000,000","33,867,574,730","33,548,284,470","30,021,193,180","28,024,906,000","25,212,785,220","20,351,741,130","20,666,842,880","22,085,669,760","20,492,326,240","18,203,508,950","21,795,376,870","18,632,166,000","19,699,894,480","19,035,034,800","20,009,658,820","17,923,406,130","16,913,312,010","13,067,661,100","14,021,993,700","17,132,710,140","19,863,385,340","16,765,725,270"
		CashCashEquivalentsAndShortTermInvestments,"11,443,000,000","13,138,000,000","11,591,000,000","17,552,000,000","17,237,000,000","17,688,000,000","16,831,000,000","13,916,000,000","12,127,000,000","13,582,000,000","12,228,000,000","11,244,000,000","11,875,000,000","12,078,000,000","11,123,000,000","11,450,000,000","11,333,000,000","10,510,000,000","10,738,000,000","10,769,000,000","12,572,000,000","11,895,000,000","10,601,000,000","11,782,000,000","10,670,000,000","10,745,000,000","8,063,000,000","10,318,000,000","8,000,000,000","6,104,000,000","4,881,000,000","2,236,000,000","1,500,000,000","1,843,000,000","1,834,000,000","1,931,000,000","1,549,000,000","1,835,000,000","2,011,000,000","1,608,000,000",,"1,939,000,000","3,034,000,000","5,175,000,000","4,276,000,000","5,030,856,450","9,680,103,310","4,956,807,980","5,426,548,400","2,699,259,070","2,424,104,550","2,553,848,160","3,353,145,600","2,894,239,350","2,752,471,370","4,477,053,060","2,736,945,400","2,685,020,990","3,802,771,200","3,047,285,880","3,746,771,890","3,176,152,840","2,699,690,500","2,170,019,700","4,024,541,430","1,050,135,290","938,231,730"
			CashAndCashEquivalents,"3,641,000,000","5,994,000,000","4,433,000,000","10,554,000,000","10,254,000,000","10,836,000,000","10,327,000,000","7,431,000,000","5,725,000,000","7,363,000,000","5,863,000,000","4,939,000,000","5,465,000,000","5,674,000,000","4,802,000,000","5,099,000,000","6,023,000,000","5,200,000,000","5,432,000,000","5,466,000,000","7,270,000,000","6,614,000,000","5,471,000,000","6,518,000,000","5,431,000,000","6,016,000,000","7,850,000,000","10,096,000,000","7,765,000,000","5,867,000,000","4,640,000,000","1,990,000,000","1,500,000,000","1,541,000,000","1,474,000,000","1,549,000,000","1,549,000,000","1,512,000,000","1,675,000,000","1,608,000,000",,"1,939,000,000","0","1,939,000,000","1,518,000,000","2,117,280,690","6,367,458,630","3,984,691,710","4,481,167,600","1,332,321,180","1,143,913,050","1,262,908,160","1,733,141,760","1,619,821,200","1,566,136,220","3,267,734,130","1,417,292,800","1,307,107,330","2,000,220,000","1,247,875,280","1,718,538,970","1,212,423,800","1,030,615,300","777,625,920","1,578,180,240","1,050,135,290","938,231,730"
			OtherShortTermInvestments,"7,802,000,000","7,144,000,000","7,158,000,000","6,998,000,000","6,983,000,000","6,852,000,000","6,504,000,000","6,485,000,000","6,402,000,000","6,219,000,000","6,365,000,000","6,305,000,000","6,410,000,000","6,404,000,000","6,321,000,000","6,351,000,000","5,310,000,000","5,310,000,000","5,306,000,000","5,303,000,000","5,302,000,000","5,281,000,000","5,130,000,000","5,264,000,000","5,239,000,000","4,729,000,000","213,000,000","222,000,000","235,000,000","237,000,000","241,000,000","246,000,000",,"302,000,000","360,000,000","382,000,000",,"323,000,000","336,000,000",,,,"3,034,000,000","3,236,000,000","2,758,000,000","2,913,575,760","3,312,644,680","972,116,270","945,380,800","1,366,937,890","1,280,191,500","1,290,940,000","1,620,003,840","1,274,418,150","1,186,335,150","1,209,318,930","1,319,652,600","1,377,913,660","1,802,551,200","1,799,410,600","2,028,232,920","1,963,729,040","1,669,075,200","1,392,393,780","2,446,361,190",,
		Receivables,"12,879,000,000","13,831,000,000","14,067,000,000","14,734,000,000","17,716,000,000","14,853,000,000","16,274,000,000","16,288,000,000","17,561,000,000","16,657,000,000","16,299,000,000","16,572,000,000","20,314,000,000","18,665,000,000","19,675,000,000","20,966,000,000","21,963,000,000","21,923,000,000","27,212,000,000","29,862,000,000","33,368,000,000","30,572,000,000","29,688,000,000","29,873,000,000","30,527,000,000","29,345,000,000","30,482,000,000","34,546,000,000","30,622,000,000","25,352,000,000","24,605,000,000","27,978,000,000","26,532,000,000","23,450,000,000","22,180,000,000","25,041,000,000","25,041,000,000","21,399,000,000","23,400,000,000","22,371,000,000","15,231,000,000","23,522,000,000","16,723,000,000","23,522,000,000","24,367,000,000","20,708,472,910","17,646,998,990","18,799,046,590","17,643,717,000","18,584,951,720","14,361,270,840","14,193,700,880","15,542,526,720","13,777,214,530","11,772,094,950","13,542,656,670","12,214,084,400","13,752,162,760","11,362,426,200","13,422,112,440","10,830,889,770","10,770,696,020","7,593,905,800","9,151,599,780","10,060,899,030","10,200,051,650","8,844,959,310"
			AccountsReceivable,"12,695,000,000","11,156,000,000","13,309,000,000","12,395,000,000","17,038,000,000","12,544,000,000","15,632,000,000","15,670,000,000","16,797,000,000","10,182,000,000","15,117,000,000","9,744,000,000","19,429,000,000","11,186,000,000","18,860,000,000","10,865,000,000","20,969,000,000","12,022,000,000","25,544,000,000","28,131,000,000","31,325,000,000","19,709,000,000","28,097,000,000","19,706,000,000","21,212,000,000","27,588,000,000","20,324,000,000","32,609,000,000","19,966,000,000",,,,"24,595,000,000",,"15,277,000,000","23,636,000,000","23,636,000,000",,"15,493,000,000","20,348,000,000","14,013,000,000","22,222,000,000","16,723,000,000","22,222,000,000","23,064,000,000","15,633,720,780","13,387,251,170","15,230,326,690","17,170,244,000","17,888,395,970","14,045,765,580","14,193,700,880","9,271,570,560","9,522,007,760","11,772,094,950","13,542,656,670","12,214,084,400","13,752,162,760","11,362,426,200",,,,,,,,
			LoansReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"872,000,000",,,,,,,"1,375,855,220","506,057,450","388,694,970",,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"184,000,000","958,000,000","758,000,000","677,000,000","678,000,000","752,000,000","642,000,000","618,000,000","764,000,000","920,000,000","1,182,000,000","736,000,000","885,000,000","1,072,000,000","815,000,000","947,000,000","994,000,000","973,000,000","1,668,000,000","1,731,000,000","2,043,000,000","1,971,000,000","1,591,000,000","1,627,000,000","1,637,000,000","1,757,000,000","1,803,000,000","1,937,000,000","2,001,000,000",,,,"1,937,000,000",,,"1,405,000,000","1,405,000,000",,"1,115,000,000","2,023,000,000",,"1,300,000,000",,"1,300,000,000","1,303,000,000",,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,"1,717,000,000",,"1,662,000,000",,"1,557,000,000",,,,"5,555,000,000",,"6,092,000,000",,"6,407,000,000",,"9,154,000,000",,"8,928,000,000",,,,"8,892,000,000",,"8,540,000,000","7,678,000,000",,"8,355,000,000",,"8,655,000,000",,,,,,"6,903,000,000",,,,"5,920,000,000",,"1,218,000,000",,,,,"3,698,896,910","3,753,690,370","3,180,024,930","473,473,000","696,555,750","315,505,260",,"6,270,956,160","4,255,206,770",,,,,,,,,,,,,
