name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998
TotalRevenue,"34,758,000,000","39,679,000,000","26,997,000,000","29,334,000,000","28,573,000,000","19,274,000,000","25,764,000,000","13,874,000,000","17,559,000,000","22,581,000,000","24,640,000,000","27,572,000,000","15,563,000,000","21,188,000,000","24,287,000,000","21,918,000,000","21,748,000,000","16,413,000,000","14,223,000,000","11,607,000,000","16,206,000,000","14,749,000,000","7,582,000,000"
	TotalPremiumsEarned,"21,064,000,000","20,288,000,000","18,642,000,000","15,281,000,000","15,048,000,000","10,395,000,000","9,996,000,000","9,639,000,000","8,247,000,000","9,314,000,000","13,498,000,000","15,510,000,000","13,587,000,000","13,124,000,000","14,609,000,000","12,940,000,000","12,921,000,000","7,229,000,000","6,531,000,000","4,777,000,000","9,113,000,000","3,332,000,000","3,541,000,000"
		NetPremiumsWritten,"21,064,000,000","20,288,000,000","18,642,000,000","15,281,000,000","15,048,000,000","10,395,000,000","9,996,000,000","9,639,000,000","8,247,000,000","9,314,000,000",,,,,,,,,,,,,
			GrossPremiumsWritten,"23,477,000,000","22,680,000,000","20,981,000,000","19,838,000,000","19,427,000,000","16,824,000,000","15,499,000,000","15,072,000,000","13,415,000,000","14,325,000,000",,,,,,,,,,,,,
			CededPremiums,"-2,413,000,000","-2,392,000,000","-2,339,000,000","-4,557,000,000","-4,379,000,000","-6,429,000,000","-5,503,000,000","-5,433,000,000","-5,168,000,000","-5,011,000,000",,,,,,,,,,,,,
	NetInvestmentIncome,"484,000,000","7,118,000,000","-3,373,000,000","2,603,000,000","2,233,000,000","-1,961,000,000","6,172,000,000","-4,555,000,000","1,728,000,000","9,914,000,000","7,999,000,000","9,392,000,000","-767,000,000","4,852,000,000","6,664,000,000","6,079,000,000","5,924,000,000","5,758,000,000","4,478,000,000","3,243,000,000","3,776,000,000","4,121,000,000","4,097,000,000"
	NetRealizedGainLossOnInvestments,"214,000,000","167,000,000","121,000,000","195,000,000","223,000,000","228,000,000","202,000,000","145,000,000","126,000,000",,,,,,,,,"373,000,000","-44,000,000","382,000,000",,,
	InterestIncome,"5,881,000,000","5,855,000,000","5,641,000,000","5,413,000,000","5,489,000,000","5,288,000,000","4,941,000,000","4,929,000,000","4,430,000,000",,,,,,,,,,,,,,
	FeeRevenueAndOtherIncome,"6,444,000,000","6,251,000,000","5,966,000,000","5,842,000,000","5,580,000,000","5,324,000,000","4,453,000,000","3,716,000,000","3,028,000,000","3,353,000,000","3,143,000,000","2,670,000,000","2,743,000,000","3,212,000,000","3,014,000,000","2,899,000,000","2,903,000,000","3,053,000,000","3,258,000,000","3,205,000,000","3,317,000,000","7,296,000,000","-56,000,000"
		FeesAndCommissions,"6,444,000,000","6,251,000,000","5,966,000,000","5,842,000,000","5,580,000,000","5,324,000,000","4,453,000,000","3,716,000,000","3,028,000,000","3,353,000,000","3,143,000,000","2,670,000,000","2,743,000,000",,,,,,,,,,
		OtherIncomeExpense,,,,,,,,,,,,,,"3,212,000,000","3,014,000,000","2,899,000,000","2,903,000,000","3,053,000,000","3,258,000,000","3,205,000,000","3,317,000,000","7,296,000,000","-56,000,000"
TotalExpenses,"31,662,000,000","36,446,000,000","23,486,000,000","26,545,000,000","25,128,000,000","16,375,000,000","23,391,000,000","11,782,000,000","15,848,000,000","23,212,000,000","22,561,000,000","27,477,000,000","15,026,000,000","18,341,000,000","21,727,000,000","19,488,000,000","19,681,000,000","14,896,000,000","13,947,000,000","10,303,000,000","15,025,000,000","13,980,000,000","6,428,000,000"
	LossAdjustmentExpense,"21,226,000,000","26,257,000,000","14,035,000,000","17,050,000,000","16,101,000,000","8,624,000,000","16,378,000,000","5,386,000,000","10,339,000,000","13,513,000,000","15,987,000,000","21,154,000,000","9,346,000,000","14,244,000,000","12,895,000,000","12,802,000,000","12,532,000,000","9,159,000,000","7,966,000,000","5,505,000,000","6,472,000,000","6,978,000,000","6,898,000,000"
		NetPolicyholderBenefitsAndClaims,"21,226,000,000","26,257,000,000","14,035,000,000","17,050,000,000","16,101,000,000","8,624,000,000","16,378,000,000","5,386,000,000","10,339,000,000","13,513,000,000","15,987,000,000","21,154,000,000","9,346,000,000","14,244,000,000","12,895,000,000","12,802,000,000","12,532,000,000","9,159,000,000","7,966,000,000","5,505,000,000","6,472,000,000","6,978,000,000","6,898,000,000"
