name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014
MarketCap,"5,627,186,176","5,384,625,351","11,439,585,858","12,717,634,518","12,307,971,541","11,025,270,114","9,175,024,913","11,164,039,566","11,296,850,166","11,767,417,807","12,894,140,989","10,913,441,979","9,452,901,086","9,396,392,309","8,969,785,153","9,257,398,602","8,257,669,855","9,050,655,912","8,984,109,269","9,818,070,033","10,805,658,040","10,101,935,205","11,339,841,325","11,102,990,741","11,471,380,870","13,387,060,049"
PeRatio,"5.845","3.317","7.546","8.395","9.391","9.319","8.551","11.021","12.276","13.374","13.563","11.72","9.414","9.076",,,,,,,"16.992","15.426","73.738",,,
ForwardPeRatio,"7.452","3.511","7.278","8.032","8.482","7.605","6.293","7.446","8.613","8.842","9.625","8.873","9.372","8.897","7.402","7.267","7.452","6.807","7.71","8.54","9.346","8.881","10.965","10.788","10.941",
PegRatio,"0.305","0.219","0.485","0.472","0.471","0.422","0.35",,"0.479","0.491",,,,,,,,,,,,,,,,
PsRatio,"0.903","0.856","1.902","2.13","2.048","1.903","1.573","1.868","1.865","1.923","2.079","1.741","1.515","1.47","1.362","1.386","1.202","1.308","1.312","1.437","1.605","1.534","1.728","1.667","1.683","2.03"
PbRatio,"0.416","0.374","0.792","0.888","0.889","0.828","0.701","0.839","0.855","0.871","0.939","0.799","0.707","0.706","0.652","0.68","0.629","0.71","0.652","0.728","0.736","0.714","0.814","0.815","0.869","1.034"
