name,ttm,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007
MarketCap,"55,720,650,219","61,845,550,360","64,674,220,034","71,403,030,216","83,783,320,921","61,922,245,455","57,790,891,776","58,828,141,589","54,009,061,336","49,904,460,942","48,946,899,703","37,864,964,842","38,278,433,548","32,402,582,519","30,357,364,500","24,363,818,240","22,183,938,660","23,869,541,790","33,233,543,210","36,261,160,800","34,899,847,560","35,430,704,680","40,454,705,520","41,626,654,230","46,544,089,680","38,606,608,790","34,867,900,000","28,683,609,184","33,770,962,946","40,356,688,320","41,256,414,968","38,896,445,432","47,817,308,169","35,121,089,727","33,926,468,880","42,255,765,240","34,089,427,800","37,048,885,910","35,184,441,380","25,678,548,940","21,709,036,700","17,070,028,300","28,110,885,660","10,770,231,960","9,227,250,999","9,229,672,943","10,354,514,507","20,683,605,889","16,429,134,780","32,544,710,760","32,550,085,980"
EnterpriseValue,"59,299,650,219","65,311,550,360","66,560,220,034","72,336,030,216","85,176,320,921","52,635,245,455","48,728,891,776","50,434,141,589","46,590,061,336","42,524,460,942","41,544,899,703","30,752,964,842","31,793,433,548","25,648,582,519","23,192,364,500","17,617,818,240","16,174,938,660","18,147,541,790","27,737,543,210","30,535,160,800","29,324,847,560","29,836,704,680","35,317,705,520","36,510,654,230","40,819,089,680","33,219,608,790","29,994,900,000","24,196,929,184","29,590,128,946","36,175,854,320","36,359,545,968","34,124,190,432","43,755,102,169","31,594,390,727","30,399,769,880","39,002,612,240","30,877,625,800","34,175,245,910","32,730,255,380","23,348,727,940","19,402,555,700","15,033,567,300","26,384,724,660","8,944,571,960","7,645,768,999","7,388,860,943","9,113,142,507","19,593,345,889","15,573,123,780","31,763,542,760","33,069,989,980"
PeRatio,"8.84","9.413","10.544","36.581","34.894","42.198","36.63","46.492","96.565","44.529","43.054","33.349","33.856","29.935","29.577","25.207","22.355","25.597","38.248","42.236","40.201","40.058","42.462","40.338","46.162","43.761","44.696","39.875","45.86","54.733","54.966","49.749","66.887","55.832","53.946","78.921","86.745","105.845","121.343","104.317","106.6","86.49","63.762","36.36","29.525","32.452","40.985","86.871","71.367","139.328","233.966"
ForwardPeRatio,"22.075","21.322","21.93","26.81","31.447","22.779","21.186","23.981","22.124","24.039","23.256",,"18.587","16.978","16.26","13.831","12.255","13.85","17.731","19.342","18.519","21.142","23.529","23.753","25.84","24.39","22.075","18.484","21.882","30.303","31.056","29.24","36.765","33.223","33.003","42.919","37.594","49.261",,,,,,"12.61",,,"5.605",,,,
PegRatio,"1.125","1.131","1.144","1.877","2.248","1.448","1.088","2.153","1.985","1.778","1.681",,"1.954","1.911","1.894","1.475","0.94","0.893","0.876","0.953","0.924","1.054","0.941","1.275","1.322","1.237","1.161","0.787","0.931","1.282","1.651","1.402","1.506","1.409","1.355","1.766","1.677","2.18",,,,,,"0.819",,,,,,,
PsRatio,"5.243","6.327","6.947","7.865","9.423","7.176","6.888","7.281","6.953","7.4","7.155","5.542","5.626","4.834","4.571","3.657","3.396","3.79","5.443","6.008","5.905","6.168","7.292","7.814","8.991","7.746","7.209","6.13","7.434","8.872","10.038","9.902","12.879","10.118","9.777","12.978","11.338","13.176","13.506","10.732","9.899","8.371","8.271","5.627","4.882","5.002","5.967","12.686","10.684","23.026","30.107"
PbRatio,"7.95","10.637","12.44","127.278","152.057","5.675","5.561","6.09","6.946","6.031","5.692","4.693","4.727","3.952","3.515","2.946","2.801","3.17","4.55","4.848","4.604","4.769","5.707","5.888","6.829","5.915","5.664","4.871","5.887","7.031","7.788","7.487","10.055","7.912","7.617","9.826","8.538","9.728","9.954","7.768","7.287","6.223","6.3","4.589","4.216","4.459","5.504","12.075","11.309","24.276",
EnterprisesValueRevenueRatio,"5.485","17.894","27.101","29.658","37.589","20.315","22.149","23.199","23.202","18.409","21.025","16.186","18.314","12.616","13.044","10.406","10.179","9.715","16.589","20.076","19.408","17.53","23.312","25.059","30.014","22.4","23.27","19.465","24.835","27.975","32.072","30.386","41.467","29.798","32.276","42.338","36.597","40.896","45.825","34.647","30.626","24.718","53.874","19.629","16.257","14.358","19.303","42.956","35.541","77.007","92.422"
EnterprisesValueEBITDARatio,"24.106","107.775","74.286","339.606","113.872","66.711","90.912","52.7","34.132","53.76","72.002","62.253","90.838","40.139","48.217","40.972","54.83","33.116","66.199","100.776","96.463","65.865","103.268","125.899","122.58","72.532","76.713","63.476","115.455","102.12","128.793","111.995","140.71","106.682","117.802","121.143","129.726","168.266","193.548","149.234","127.374","120.308","297.752","104.253","59.03","43.834","64.329","195.038","181.452","294.001","354.095"
