name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002
		AssetsHeldForSaleCurrent,,,,,,,"583,750,000","0","73,349,000","281,741,000",,,,,,,,
		HedgingAssetsCurrent,"32,000,000","52,000,000","11,000,000","14,000,000","694,000,000","578,000,000","75,237,000","279,119,000","238,835,000","171,679,000",,,,,,,,
		OtherCurrentAssets,"20,000,000","25,000,000","26,000,000","23,000,000","11,000,000","37,000,000","2,555,000","3,746,000","12,936,000","14,693,000","56,935,000","74,573,000","213,936,000","115,894,000","10,716,000","9,529,000","5,230,000","15,833,000"
	TotalNonCurrentAssets,"16,876,000,000","15,323,000,000","13,993,000,000","13,161,000,000","11,960,000,000","12,567,000,000","10,564,354,000","12,018,675,000","10,044,864,000","8,481,919,000","8,251,147,000","8,676,267,000","7,851,926,000","6,818,841,000","6,705,430,000","6,335,042,000","3,746,457,000","3,308,023,000"
		NetPPE,"16,357,000,000","14,839,000,000","13,525,000,000","12,370,000,000","11,545,000,000","11,781,000,000","9,850,548,000","11,296,044,000","9,173,942,000","7,847,328,000","7,721,686,000","8,021,268,000","7,375,631,000","6,414,484,000","6,325,198,000","5,959,763,000","3,515,327,000","3,191,213,000"
			GrossPPE,"24,940,000,000","23,057,000,000","22,721,000,000","20,581,000,000","18,323,000,000","17,212,000,000","14,753,670,000","15,708,957,000","12,822,407,000","11,213,768,000","10,667,734,000","10,532,669,000","9,404,103,000","8,309,892,000","8,903,144,000","8,203,312,000","5,191,463,000","4,494,754,000"
				MineralProperties,"23,044,000,000","21,802,000,000","21,450,000,000","19,536,000,000","17,273,000,000","16,290,000,000","13,980,901,000","14,948,296,000","12,249,332,000","10,930,226,000",,,,,,,,
				LandAndImprovements,"877,000,000","380,000,000","529,000,000","475,000,000","468,000,000","440,000,000","344,554,000","259,629,000",,,,,,,,,,
				MachineryFurnitureEquipment,"183,000,000","208,000,000","375,000,000","327,000,000","375,000,000","453,000,000","402,467,000","474,429,000",,,,,,,,,,
				OtherProperties,"684,000,000","343,000,000","347,000,000","221,000,000","180,000,000","469,000,000","451,384,000","457,033,000","573,075,000","283,542,000",,,,,,,,
				ConstructionInProgress,"152,000,000","311,000,000",,,,,,,,,,,,,,,,
				Leases,"0","13,000,000","20,000,000","22,000,000","27,000,000","29,000,000","25,748,000","26,603,000",,,,,,,,,,
			AccumulatedDepreciation,"-8,583,000,000","-8,218,000,000","-9,196,000,000","-8,211,000,000","-6,778,000,000","-5,431,000,000","-4,903,122,000","-4,412,913,000","-3,648,465,000","-3,366,440,000","-2,946,048,000","-2,511,401,000","-2,028,472,000","-1,895,408,000","-2,577,946,000","-2,243,549,000","-1,676,136,000","-1,303,541,000"
		GoodwillAndOtherIntangibleAssets,"261,000,000","264,000,000","270,000,000","272,000,000","272,000,000","272,000,000","274,329,000","298,142,000","298,142,000","298,182,000","309,259,000","310,563,000","310,870,000","309,908,000","311,651,000","315,880,000",,
			Goodwill,"261,000,000","264,000,000","270,000,000","272,000,000","272,000,000","272,000,000","274,329,000","298,142,000","298,142,000","298,182,000","309,259,000","310,563,000","310,870,000","309,908,000",,,,
			OtherIntangibleAssets,,"143,000,000","143,000,000","84,000,000",,,,,,,,,,,"311,651,000","315,880,000",,
		InvestmentsAndAdvances,"0","125,000,000","66,000,000","420,000,000","0","239,000,000","224,850,000","204,129,000","169,532,000","72,045,000","0","0",,,,,,
			LongTermEquityInvestment,,,,,"0","239,000,000","224,850,000","204,129,000","169,532,000","72,045,000",,,,,,,,
				InvestmentsinAssociatesatCost,,,,,"0","239,000,000","224,850,000","204,129,000",,,,,,,,,,
			InvestmentinFinancialAssets,"0","125,000,000","66,000,000","420,000,000",,,,,,,,,,,,,,
				HeldToMaturitySecurities,"0","125,000,000","66,000,000","420,000,000",,,,,,,,,,,,,,
			OtherInvestments,"0","125,000,000","66,000,000","420,000,000",,,,,,,,,,,,,,
		FinancialAssets,,,,"0","64,000,000","181,000,000","90,854,000","55,257,000","243,240,000","151,011,000","43,631,000","72,594,000",,,,,,
		NonCurrentDeferredAssets,,,,,,,,,,"0","387,000","553,000","10,263,000","345,000",,"2,963,000","192,344,000","76,840,000"
			NonCurrentDeferredTaxesAssets,,,,,,,,,,"0","387,000","553,000","10,263,000","345,000",,"2,963,000","192,344,000","76,840,000"
		OtherNonCurrentAssets,"258,000,000","95,000,000","132,000,000","99,000,000","79,000,000","94,000,000","123,773,000","165,103,000","160,008,000","113,353,000","176,184,000","271,289,000","155,162,000","94,104,000","68,581,000","56,436,000","38,786,000","39,970,000"
TotalLiabilitiesNetMinorityInterest,"6,948,000,000","5,792,000,000","5,724,000,000","6,048,000,000","6,779,000,000","6,337,000,000","5,678,030,000","7,201,722,000","5,873,023,000","5,453,077,000","5,224,234,000","5,521,803,000","5,574,259,000","4,370,728,000","5,112,132,000","3,815,461,000","2,191,800,000","2,080,219,000"
	CurrentLiabilities,"2,496,000,000","1,818,000,000","2,128,000,000","1,566,000,000","1,462,000,000","1,580,000,000","1,250,106,000","1,034,790,000","1,011,798,000","769,220,000","571,191,000","694,997,000","994,169,000","886,979,000","1,033,355,000","544,459,000","429,752,000","274,592,000"
		PayablesAndAccruedExpenses,"1,467,000,000","1,679,000,000","1,341,000,000","943,000,000","950,000,000","1,361,000,000","1,123,096,000","895,168,000","783,239,000","497,326,000","318,003,000","403,837,000","378,416,000","349,820,000","345,204,000","216,051,000","186,418,000","117,582,000"
			Payables,"1,414,000,000","1,626,000,000","1,282,000,000","875,000,000","885,000,000","1,321,000,000","1,060,722,000","827,085,000","725,999,000","438,318,000","270,994,000","360,590,000","378,416,000","349,820,000","345,204,000","216,051,000","186,418,000","117,582,000"
				AccountsPayable,"1,411,000,000","1,624,000,000","1,282,000,000","875,000,000","883,000,000","1,320,000,000","1,060,557,000","826,877,000","647,455,000","354,890,000","253,583,000","356,972,000","378,416,000","349,820,000","345,204,000","216,051,000","186,418,000","117,582,000"
				TotalTaxPayable,"3,000,000","2,000,000",,"0","2,000,000","1,000,000","165,000","208,000","9,788,000","19,168,000","17,411,000","3,618,000",,,,,,
					IncomeTaxPayable,"3,000,000","2,000,000",,"0","2,000,000","1,000,000","165,000","208,000","9,788,000","19,168,000","17,411,000","3,618,000",,,,,,
				DuetoRelatedPartiesCurrent,,"183,000,000","108,000,000","134,000,000","85,000,000","123,000,000","150,164,000","96,935,000","68,756,000","64,260,000",,,,,,,,
			CurrentAccruedExpenses,"53,000,000","53,000,000","59,000,000","68,000,000","65,000,000","40,000,000","62,374,000","68,083,000","57,240,000","59,008,000","47,009,000","43,247,000",,,,,,
				InterestPayable,"53,000,000","53,000,000","59,000,000","68,000,000","65,000,000","40,000,000","62,374,000","68,083,000","57,240,000","59,008,000","47,009,000","43,247,000",,,,,,
		CurrentDebtAndCapitalLeaseObligation,"586,000,000",,"449,000,000","485,000,000","448,000,000",,,,,,,,,,,,,
			CurrentDebt,"450,000,000",,"449,000,000","485,000,000","448,000,000",,,,,,,,,,,,,
				OtherCurrentBorrowings,"450,000,000",,"449,000,000",,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"136,000,000",,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,,,,"77,000,000","0","161,000,000","19,169,000","86,481,000","42,069,000","46,095,000","90,343,000","147,905,000","158,138,000","181,232,000","190,327,000",,,
			CurrentDeferredTaxesLiabilities,,,,"77,000,000","0","161,000,000","19,169,000","86,481,000","0","1,144,000","128,000",,,,,,,
			CurrentDeferredRevenue,,,,,,,,"0","42,069,000","44,951,000","90,215,000","147,905,000","158,138,000","181,232,000","190,327,000",,,
		OtherCurrentLiabilities,"443,000,000","139,000,000","338,000,000","61,000,000","64,000,000","58,000,000","107,841,000","53,141,000","186,490,000","225,799,000","162,845,000","143,255,000","457,615,000","355,927,000","497,824,000","328,408,000","243,334,000","157,010,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"4,452,000,000","3,974,000,000","3,596,000,000","4,482,000,000","5,317,000,000","4,757,000,000","4,427,924,000","6,166,932,000","4,861,225,000","4,683,857,000","4,653,043,000","4,826,806,000","4,580,090,000","3,483,749,000","4,078,777,000","3,271,002,000","1,762,048,000","1,805,627,000"
		LongTermDebtAndCapitalLeaseObligation,"2,009,000,000","2,284,000,000","2,283,000,000","2,728,000,000","3,207,000,000","2,665,000,000","2,653,059,000","3,721,193,000","2,528,905,000","2,601,670,000","2,761,011,000","2,964,047,000","2,755,491,000","1,497,162,000","2,058,412,000","2,385,950,000","1,555,461,000","1,668,536,000"
			LongTermDebt,"1,839,000,000","2,284,000,000","2,283,000,000","2,728,000,000","3,207,000,000","2,665,000,000","2,653,059,000","3,721,193,000","2,528,905,000","2,601,670,000","2,761,011,000","2,964,047,000","2,755,491,000","1,497,162,000","2,058,412,000","2,385,950,000","1,555,461,000","1,668,536,000"
			LongTermCapitalLeaseObligation,"170,000,000",,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"1,389,000,000","1,152,000,000","899,000,000","1,397,000,000","1,776,000,000","1,803,000,000","1,472,717,000","2,140,416,000","2,077,164,000","1,793,379,000","1,557,920,000","1,654,766,000","1,229,677,000","1,172,507,000","767,329,000","526,189,000","12,121,000","8,760,000"
			NonCurrentDeferredTaxesLiabilities,"1,389,000,000","1,152,000,000","899,000,000","1,397,000,000","1,776,000,000","1,803,000,000","1,472,717,000","2,140,416,000","2,077,164,000","1,751,310,000","1,470,899,000","1,477,530,000","1,229,677,000","1,172,507,000","767,329,000","526,189,000","12,121,000","8,760,000"
			NonCurrentDeferredRevenue,,,,,,,,,"0","42,069,000","87,021,000","177,236,000",,,,,,
		DerivativeProductLiabilities,"8,000,000","0","23,000,000","7,000,000","1,000,000","2,000,000","9,933,000","12,307,000","33,561,000","56,574,000","133,645,000","20,584,000",,,,,,
		OtherNonCurrentLiabilities,"1,046,000,000","538,000,000","391,000,000","350,000,000","333,000,000","287,000,000","292,215,000","293,016,000","221,595,000","232,234,000","200,467,000","187,409,000","594,922,000","814,080,000","1,253,036,000","358,863,000","194,466,000","128,331,000"
TotalEquityGrossMinorityInterest,"12,119,000,000","12,111,000,000","11,279,000,000","10,411,000,000","8,375,000,000","8,589,000,000","6,614,758,000","5,867,308,000","5,651,138,000","4,226,025,000","3,643,031,000","3,641,375,000","3,042,722,000","2,984,671,000","2,217,102,000","2,831,780,000","1,759,772,000","1,374,897,000"
	StockholdersEquity,"12,119,000,000","12,111,000,000","11,274,000,000","10,404,000,000","8,368,000,000","8,581,000,000","6,601,584,000","5,689,354,000","5,488,794,000","4,120,583,000","3,536,188,000","3,582,149,000","3,042,722,000","2,984,671,000","2,217,102,000","2,831,780,000","1,759,772,000","1,374,897,000"
		CapitalStock,"2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","1,458,000","1,350,000","1,331,000","1,262,000","1,252,000","1,246,000","1,234,000","1,227,000","1,470,000","1,456,000","1,197,000","1,196,000"
			CommonStock,"2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","1,458,000","1,350,000","1,331,000","1,262,000","1,252,000","1,246,000","1,234,000","1,227,000","1,470,000","1,456,000","1,197,000","1,196,000"
		RetainedEarnings,"4,025,000,000","3,470,000,000","2,547,000,000","1,728,000,000","2,298,000,000","2,583,000,000","1,665,081,000","2,514,640,000","2,335,066,000","1,510,427,000","917,688,000","998,829,000","822,089,000","497,488,000","-184,320,000","-634,146,000","-887,848,000","-1,298,440,000"
		AdditionalPaidInCapital,"9,161,000,000","9,062,000,000","8,974,000,000","8,892,000,000","6,267,000,000","6,167,000,000","5,079,821,000","3,683,934,000","3,613,808,000","3,022,768,000","2,981,450,000","2,860,208,000","2,693,257,000","2,654,047,000","3,775,794,000","3,705,286,000","2,734,403,000","2,714,567,000"
		TreasuryStock,"1,069,000,000","423,000,000","249,000,000","218,000,000","199,000,000","171,000,000","144,776,000","510,570,000","458,281,000","421,235,000","415,211,000","411,659,000","245,601,000","53,274,000","882,382,000","27,793,000","5,385,000","32,219,000"
		GainsLossesNotAffectingRetainedEarnings,,,,,,,,"0","-3,130,000","7,361,000","51,009,000","133,525,000","-228,257,000","-114,817,000","-493,460,000","-213,023,000","-82,595,000","-10,207,000"
			ForeignCurrencyTranslationAdjustments,,,,,,,,,,,,,,"52,403,000","59,003,000","50,885,000","31,468,000","-5,470,000"
			OtherEquityAdjustments,,,,,,,,,,,,,,"-167,220,000","-552,463,000","-263,908,000","-114,063,000","-4,737,000"
	MinorityInterest,,"0","5,000,000","7,000,000","7,000,000","8,000,000","13,174,000","177,954,000","162,344,000","105,442,000","106,843,000","59,226,000",,,,,,
TotalCapitalization,"13,958,000,000","14,395,000,000","13,557,000,000","13,132,000,000","11,575,000,000","11,246,000,000","9,254,643,000","9,410,547,000","8,017,699,000","6,722,253,000","6,297,199,000","6,546,196,000","5,798,213,000","4,481,833,000","4,275,514,000","5,217,730,000","3,315,233,000","3,043,433,000"
CommonStockEquity,"12,119,000,000","12,111,000,000","11,274,000,000","10,404,000,000","8,368,000,000","8,581,000,000","6,601,584,000","5,689,354,000","5,488,794,000","4,120,583,000","3,536,188,000","3,582,149,000","3,042,722,000","2,984,671,000","2,217,102,000","2,831,780,000","1,759,772,000","1,374,897,000"
CapitalLeaseObligations,"306,000,000",,,,,,,,,,,,,,,,,
NetTangibleAssets,"11,858,000,000","11,847,000,000","11,004,000,000","10,132,000,000","8,096,000,000","8,309,000,000","6,327,255,000","5,391,212,000","5,190,652,000","3,822,401,000","3,226,929,000","3,271,586,000","2,731,852,000","2,674,763,000","1,905,451,000","2,515,900,000","1,759,772,000","1,374,897,000"
WorkingCapital,"-305,000,000","762,000,000","882,000,000","1,732,000,000","1,732,000,000","779,000,000","478,328,000","15,565,000","467,499,000","427,963,000","44,927,000","-208,086,000","-229,114,000","-350,421,000","-409,551,000","-232,260,000","-224,637,000","-127,499,000"
InvestedCapital,"14,408,000,000","14,395,000,000","14,006,000,000","13,617,000,000","12,023,000,000","11,246,000,000","9,254,643,000","9,410,547,000","8,017,699,000","6,722,253,000","6,297,199,000","6,546,196,000","5,798,213,000","4,481,833,000","4,275,514,000","5,217,730,000","3,315,233,000","3,043,433,000"
TangibleBookValue,"11,858,000,000","11,847,000,000","11,004,000,000","10,132,000,000","8,096,000,000","8,309,000,000","6,327,255,000","5,391,212,000","5,190,652,000","3,822,401,000","3,226,929,000","3,271,586,000","2,731,852,000","2,674,763,000","1,905,451,000","2,515,900,000","1,759,772,000","1,374,897,000"
TotalDebt,"2,595,000,000","2,284,000,000","2,732,000,000","3,213,000,000","3,655,000,000","2,665,000,000","2,653,059,000","3,721,193,000","2,528,905,000","2,601,670,000","2,761,011,000","2,964,047,000","2,755,491,000","1,497,162,000","2,058,412,000","2,385,950,000","1,555,461,000","1,668,536,000"
NetDebt,"1,658,000,000","1,459,000,000","1,836,000,000","2,095,000,000","2,264,000,000","1,640,000,000","2,260,413,000","3,491,797,000","1,991,421,000","2,490,510,000","2,733,643,000","2,915,710,000","2,743,320,000","1,490,129,000","2,039,610,000","2,378,693,000","1,536,162,000","1,660,046,000"
ShareIssued,"175,057,889","174,321,171","173,796,743","173,221,845","152,775,920","152,000,000","145,833,707","134,966,740","133,121,092","126,212,256","125,203,502","125,636,738","119,389,995","121,502,983","128,588,364","144,831,662","119,287,772","117,252,538"
OrdinarySharesNumber,"165,546,641","169,499,102","170,188,611","169,724,103","149,379,700","149,000,000","142,627,653","123,355,647","121,856,156","115,308,513","114,375,331","115,616,236","119,389,995","121,502,983","128,588,364","144,831,662","119,287,772","117,252,538"
TreasurySharesNumber,"9,511,248","4,822,069","3,608,132","3,497,742","3,396,220","3,000,000","3,206,054","11,611,093","11,264,936","10,903,743","10,828,171","10,020,502",,,,,,
