name,01/31/2020,01/31/2019,01/31/2018,01/31/2017,01/31/2016,01/31/2015,01/31/2014,01/31/2013,01/31/2012,01/31/2011,01/31/2010,01/31/2008,01/31/2007,01/31/2006,01/31/2005,01/31/2004,01/31/2003,01/31/2002,01/31/2001,01/31/2000,01/31/1999,01/31/1998
TotalAssets,"2,445,694,000","1,806,034,000","1,732,866,000","2,192,520,000","2,088,472,000","1,525,999,000","1,025,103,000","789,613,000","586,809,000","501,991,000","431,528,000","342,546,000","316,367,000","274,268,000","279,263,000","232,280,000","226,228,000","206,744,000","228,935,000","222,361,000","164,245,000","87,233,000"
	CurrentAssets,"596,952,000","682,693,000","644,930,000","1,138,257,000","1,313,677,000","912,244,000","613,815,000","492,758,000","322,877,000","244,593,000","185,529,000","228,514,000","220,414,000","176,111,000","172,608,000","127,642,000","111,927,000","101,433,000","99,756,000","104,688,000","84,648,000",
		CashCashEquivalentsAndShortTermInvestments,"47,658,000","5,803,000","17,907,000","229,700,000","480,698,000","211,102,000","13,389,000","8,354,000","8,511,000","13,364,000","13,186,000","1,229,000","1,461,000","1,990,000","1,904,000","2,003,000","1,630,000","22,285,000","2,610,000","4,627,000","8,201,000",
			CashAndCashEquivalents,"47,658,000","5,803,000","17,907,000","87,023,000","349,897,000","148,934,000","13,389,000","8,354,000","8,511,000","13,364,000","13,186,000","1,229,000","1,461,000","1,990,000","1,904,000","2,003,000","1,630,000","22,285,000","2,610,000","4,627,000","8,201,000",
			OtherShortTermInvestments,,,"0","142,677,000","130,801,000","62,168,000",,,,,,,,,,,,,,,,
		Receivables,"49,176,000","95,086,000","31,412,000","47,315,000","28,567,000","25,965,000","22,028,000","17,040,000","11,759,000","4,462,000","4,539,000","8,399,000","7,164,000","5,884,000","6,945,000","5,745,000","3,352,000","3,278,000","8,069,000","6,551,000","5,176,000",
			AccountsReceivable,"48,979,000","40,224,000","31,412,000","34,191,000","28,567,000","25,965,000","22,028,000","17,040,000","11,759,000","4,462,000","4,539,000","8,399,000","7,164,000","5,884,000","6,945,000","5,745,000","3,352,000","3,278,000","8,069,000","6,551,000","5,176,000",
			TaxesReceivable,"197,000","4,862,000","0","13,124,000",,,,,,,,,,,,,,,,,,
			OtherReceivables,,"50,000,000",,,,,,,,,,,,,,,,,,,,
		Inventory,"438,696,000","531,947,000","527,026,000","752,304,000","725,392,000","559,297,000","453,845,000","353,329,000","245,876,000","206,406,000","149,026,000","200,386,000","192,805,000","158,647,000","144,185,000","102,926,000","94,500,000","62,070,000","81,123,000","85,902,000","65,398,000",
			FinishedGoods,"438,696,000","531,947,000","527,026,000","752,304,000","725,392,000","559,297,000","453,845,000","353,329,000","245,876,000",,,,,,,,,,,,,
		PrepaidAssets,"41,936,000","27,796,000","68,585,000","104,038,000","79,020,000","87,976,000","103,153,000","75,690,000","46,930,000","20,361,000","18,778,000","18,500,000","18,984,000","9,590,000","12,455,000","10,946,000","12,445,000","13,800,000","7,954,000","7,608,000","5,873,000",
		CurrentDeferredAssets,"13,740,000","16,178,000",,,,"27,904,000","21,400,000","37,006,000","4,161,000",,,,,,,"6,022,000",,,,,,
			CurrentDeferredTaxesAssets,,,,,,"27,904,000","21,400,000","37,006,000","4,161,000",,,,,,,"6,022,000",,,,,,
		AssetsHeldForSaleCurrent,"0",,"0","4,900,000",,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"5,746,000","5,883,000","99,997,000","151,353,000","107,587,000","141,845,000","146,581,000","1,339,000","5,640,000",,,,,,"7,119,000",,,,,,,
	TotalNonCurrentAssets,"1,848,742,000","1,123,341,000","1,087,936,000","1,054,263,000","774,795,000","613,755,000","411,288,000","296,855,000","263,932,000","257,398,000","245,999,000","114,032,000","95,953,000","98,157,000","106,655,000","104,638,000","114,301,000","105,311,000","129,179,000","117,673,000","79,597,000",
		NetPPE,"1,378,503,000","863,562,000","800,698,000","682,056,000","515,605,000","390,844,000","214,909,000","111,406,000","83,558,000","76,450,000","62,192,000","110,271,000","87,961,000","92,360,000","81,886,000","83,518,000","90,038,000","87,934,000","117,186,000","108,706,000","72,680,000",
