name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997
TotalRevenue,"33,563,000,000","33,669,000,000","34,055,000,000","26,223,000,000","20,182,000,000","23,152,000,000","43,464,000,000","42,249,000,000","37,797,000,000","34,275,000,000","25,893,000,000","18,520,000,000","30,061,000,000","20,394,000,000","22,444,400,000","31,177,300,000","20,975,470,000","12,589,849,000","8,384,223,000","6,868,215,000","6,641,187,000","4,701,900,000","176,400,000","752,522,000"
	OperatingRevenue,"33,563,000,000","33,669,000,000","34,055,000,000","26,223,000,000","20,182,000,000","23,152,000,000","43,464,000,000","42,249,000,000","37,797,000,000","34,275,000,000","25,893,000,000","18,520,000,000","30,061,000,000","20,394,000,000","22,444,400,000","31,177,300,000","20,975,470,000","12,589,849,000","8,384,223,000","6,868,215,000","6,641,187,000","4,701,900,000","176,400,000","752,522,000"
CostOfRevenue,"31,614,000,000","31,356,000,000","31,576,000,000","24,794,000,000","18,909,000,000","21,612,000,000","41,348,000,000","40,162,000,000","36,030,000,000","32,434,000,000","24,610,000,000","17,294,000,000","29,096,000,000","19,532,000,000","21,855,400,000","30,715,000,000","20,644,038,000","12,372,440,000","8,209,932,000","6,720,970,000","6,506,504,000","4,591,600,000","168,900,000","740,042,000"
GrossProfit,"1,949,000,000","2,313,000,000","2,479,000,000","1,429,000,000","1,273,000,000","1,540,000,000","2,116,000,000","2,087,000,000","1,767,000,000","1,841,000,000","1,283,000,000","1,226,000,000","965,000,000","862,000,000","589,000,000","462,300,000","331,432,000","217,409,000","174,291,000","147,245,000","134,683,000","110,300,000","7,500,000","12,480,000"
OperatingExpense,"290,000,000","297,000,000","316,000,000","276,000,000","279,000,000","278,000,000","325,000,000","359,000,000","342,000,000","543,000,000","516,000,000","447,000,000","371,000,000","344,000,000","234,300,000","186,700,000","151,409,000","119,205,000","79,731,000","70,893,000","65,344,000","39,500,000","2,000,000","4,694,000"
	SellingGeneralAndAdministration,"290,000,000","297,000,000","316,000,000","276,000,000","279,000,000","278,000,000","325,000,000","359,000,000","342,000,000","294,000,000","260,000,000","211,000,000","160,000,000","164,000,000","133,900,000","103,200,000","82,748,000","73,032,000","45,663,000","46,586,000","40,821,000","22,200,000","800,000","3,529,000"
		GeneralAndAdministrativeExpense,"290,000,000","297,000,000","316,000,000","276,000,000","279,000,000","278,000,000","325,000,000","359,000,000","342,000,000",,,,,,,,,,,,,,,
			OtherGandA,"290,000,000","297,000,000","316,000,000","276,000,000","279,000,000","278,000,000","325,000,000","359,000,000","342,000,000",,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,"249,000,000","256,000,000","236,000,000","211,000,000","180,000,000","100,400,000","83,500,000","67,241,000","46,821,000","34,068,000","24,307,000","24,523,000","17,300,000","1,200,000","1,165,000"
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,"249,000,000","256,000,000","236,000,000","211,000,000","180,000,000","100,400,000","83,500,000","67,241,000","46,821,000","34,068,000","24,307,000","24,523,000","17,300,000","1,200,000","1,165,000"
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,"1,420,000","-648,000",,,,,,
OperatingIncome,"1,659,000,000","2,016,000,000","2,163,000,000","1,153,000,000","994,000,000","1,262,000,000","1,791,000,000","1,728,000,000","1,425,000,000","1,298,000,000","767,000,000","779,000,000","594,000,000","518,000,000","354,700,000","275,600,000","180,023,000","98,204,000","94,560,000","76,352,000","69,339,000","70,800,000","5,500,000","7,786,000"
NetNonOperatingInterestIncomeExpense,"-432,000,000","-425,000,000","-431,000,000","-510,000,000","-467,000,000","-432,000,000","-340,000,000","-303,000,000","-288,000,000","-253,000,000","-248,000,000","-224,000,000",,,,,,,,,,,,
	InterestExpenseNonOperating,"432,000,000","425,000,000","431,000,000","510,000,000","467,000,000","432,000,000","340,000,000","303,000,000","288,000,000","253,000,000","248,000,000","224,000,000",,,,,,,,,,,,
	TotalOtherFinanceCost,,"425,000,000",,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"-2,799,000,000","655,000,000","682,000,000","259,000,000","228,000,000","176,000,000","106,000,000","65,000,000","44,000,000","-6,000,000","-6,000,000","31,000,000","14,000,000","15,000,000","7,700,000","1,000,000","-1,420,000","648,000",,"-4,000,000","41,225,000","-152,400,000",,
	GainOnSaleOfSecurity,,"17,000,000","-14,000,000","13,000,000",,,,,,,,,,,,,,,,,,,,
	EarningsFromEquityInterest,"391,000,000","659,000,000","375,000,000","290,000,000","195,000,000","183,000,000","108,000,000","64,000,000","38,000,000","13,000,000","3,000,000","15,000,000","14,000,000","15,000,000","7,700,000","1,000,000",,,,,,,,
	SpecialIncomeCharges,"-3,158,000,000","-28,000,000","314,000,000","-40,000,000",,,,,,"-19,000,000","-9,000,000","16,000,000",,,,,"-1,420,000","648,000",,"-4,000,000","41,225,000","-152,400,000",,
		OtherSpecialCharges,,,,"40,000,000",,,,,,,,,,,,,,,,,,,,
		GainOnSaleOfBusiness,,,"200,000,000",,,,,,,,,,,,,,,,,,,,,
		GainOnSaleOfPPE,"-643,000,000","-28,000,000","114,000,000",,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"-26,000,000","7,000,000","7,000,000","-4,000,000","33,000,000","-7,000,000","-2,000,000","1,000,000","6,000,000",,,,,,,,,,,,,,,
PretaxIncome,"-1,572,000,000","2,246,000,000","2,414,000,000","902,000,000","755,000,000","1,006,000,000","1,557,000,000","1,490,000,000","1,181,000,000","1,039,000,000","513,000,000","586,000,000","445,000,000","381,000,000","279,100,000",,,,,,,,,"3,408,000"
TaxProvision,"63,000,000","66,000,000","198,000,000","44,000,000","25,000,000","100,000,000","171,000,000","99,000,000","54,000,000","45,000,000","-1,000,000","6,000,000","8,000,000","16,000,000","300,000",,,,,,,,,"1,268,000"
NetIncomeCommonStockholders,"-1,847,000,000","1,967,000,000","2,009,000,000","685,000,000","200,000,000","305,000,000","878,000,000","960,000,000","784,000,000","730,000,000","338,000,000","443,000,000","437,000,000","365,000,000","285,100,000","217,800,000","130,006,000","59,448,000","65,292,000","44,179,000","77,502,000","-103,300,000","4,200,000","2,140,000"
