name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994
TotalRevenue,"1,634,445,000","1,790,793,000","1,895,910,000","550,771,000","437,963,000","1,085,304,000","1,166,674,000","1,248,264,000","1,320,184,000","1,006,993,000","659,044,000","1,190,238,000","1,004,818,000","855,433,000","886,699,000","848,000,000","712,000,000","613,000,000","654,000,000","776,000,000","831,000,000","947,000,000","1,097,000,000","948,000,000","901,000,000","758,000,000"
	OperatingRevenue,"1,634,445,000","1,790,793,000","1,895,910,000","550,771,000","437,963,000","1,085,304,000","1,166,674,000","1,248,264,000","1,320,184,000","1,006,993,000","659,044,000","1,190,238,000","1,004,818,000","855,433,000","886,699,000","848,000,000","712,000,000","613,000,000","654,000,000","776,000,000","831,000,000","947,000,000","1,097,000,000","948,000,000","901,000,000","758,000,000"
CostOfRevenue,"693,783,000","750,390,000","705,698,000","462,848,000","466,990,000","993,057,000","1,027,608,000","932,460,000","995,638,000","717,637,000","467,939,000","756,453,000","673,833,000","606,085,000","654,342,000","638,000,000","544,000,000","473,000,000","469,000,000","560,000,000","528,000,000","553,000,000","637,000,000","547,000,000","518,000,000","476,000,000"
GrossProfit,"940,662,000","1,040,403,000","1,190,212,000","87,923,000","-29,027,000","92,247,000","139,066,000","315,804,000","324,546,000","289,356,000","191,105,000","433,785,000","330,985,000","249,348,000","232,357,000","210,000,000","168,000,000","140,000,000","185,000,000","216,000,000","303,000,000","394,000,000","460,000,000","401,000,000","383,000,000","282,000,000"
OperatingExpense,"66,139,000","66,358,000","64,161,000","52,430,000","60,124,000","139,022,000","121,480,000","159,336,000","158,537,000","130,174,000","92,493,000","104,743,000","99,017,000","115,710,000","109,876,000","98,000,000","96,000,000","91,000,000","181,000,000","97,000,000","140,000,000","163,000,000","513,000,000","134,000,000","161,000,000","125,000,000"
	SellingGeneralAndAdministration,"63,380,000","63,674,000","62,032,000","49,479,000","57,725,000","124,178,000","111,043,000","145,540,000","144,561,000","117,844,000","82,325,000","95,757,000","90,467,000","105,152,000","100,439,000","90,000,000","85,000,000","78,000,000","78,000,000","86,000,000","86,000,000","103,000,000","455,000,000","98,000,000","115,000,000","86,000,000"
	ResearchAndDevelopment,"2,759,000","2,684,000","2,129,000","2,951,000","2,399,000","14,844,000","10,437,000","13,796,000","13,976,000","12,330,000","10,168,000","8,986,000","8,550,000","10,558,000","9,437,000","8,000,000","11,000,000","13,000,000","12,000,000","11,000,000","9,000,000","9,000,000","9,000,000",,"8,000,000",
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,"45,000,000","51,000,000","49,000,000","36,000,000","38,000,000","39,000,000"
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,"45,000,000","51,000,000","49,000,000","36,000,000","38,000,000","39,000,000"
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,"91,000,000",,,,,,,
OperatingIncome,"874,523,000","974,045,000","1,126,051,000","35,493,000","-89,151,000","-46,775,000","17,586,000","156,468,000","166,009,000","159,182,000","98,612,000","329,042,000","231,968,000","133,638,000","122,481,000","112,000,000","72,000,000","49,000,000","4,000,000","119,000,000","163,000,000","231,000,000","-53,000,000","267,000,000","222,000,000","157,000,000"
NetNonOperatingInterestIncomeExpense,"-113,867,000","-122,622,000","-113,990,000","-23,974,000","-20,251,000","-36,727,000","-35,834,000","-22,986,000","-17,883,000","-3,743,000","-4,562,000","-14,256,000",,,,,,,,,,,,,,
	InterestIncomeNonOperating,"5,436,000","4,709,000","1,657,000","395,000","358,000","330,000","203,000","261,000","424,000","1,333,000","1,047,000","1,137,000",,,,,,,,,,,,,,
	InterestExpenseNonOperating,"119,303,000","127,331,000","115,647,000","24,369,000","20,609,000","37,010,000","36,037,000","23,247,000","18,307,000","5,076,000","5,609,000","15,393,000",,,,,,,,,,,,,,
	TotalOtherFinanceCost,,,,"6,763,000",,"47,000",,,,,,,,,,,,,,,,,,,,
