name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,12/31/2015
			TaxesReceivable,"1,386,004,000",,,,"927,645,000",,,,"489,700,000",,,,,,,
			DuefromRelatedPartiesCurrent,"74,312,000","87,017,000","79,625,000","25,197,000","6,600,000","24,600,000","24,600,000","27,900,000","9,900,000","9,900,000","9,900,000","5,400,000","5,400,000","5,400,000","73,800,000","85,740,000"
			OtherReceivables,,,,,,,"787,850,000",,,,,,,,,
		Inventory,"43,845,000","35,954,000","35,354,000","30,801,000","43,813,000","37,409,000","40,224,000","30,537,000","34,231,000","28,549,000","28,677,000","31,941,000","33,959,000","28,194,000","19,037,000","15,720,000"
		PrepaidAssets,"573,937,000","2,008,157,000","2,453,016,000","1,739,891,000","475,674,000","1,524,628,000","1,261,165,000","1,062,503,000","344,103,000","901,214,000","782,303,000","811,792,000","1,025,721,000","801,127,000","837,250,000","559,404,000"
		RestrictedCash,"7,210,000","912,000","979,000","100,000","400,000","0","109,603,000","108,137,000","348,710,000","257,945,000","350,004,000","746,017,000","635,366,000","226,772,000","211,549,000","266,403,000"
		OtherCurrentAssets,"292,680,000",,,,"256,996,000",,,,"109,307,000",,,,,,,
	TotalNonCurrentAssets,"25,792,245,000","22,971,567,000","20,509,360,000","19,858,830,000","18,448,790,000","16,706,954,000","15,726,861,000","14,204,845,000","13,449,792,000","12,373,629,000","11,542,028,000","10,931,772,000","10,217,700,000","9,300,895,000","8,396,556,000","7,144,103,000"
		NetPPE,"15,881,448,000","13,942,537,000","12,497,383,000","12,244,079,000","11,004,880,000","9,923,460,000","9,113,384,000","8,690,579,000","8,075,918,000","7,351,215,000","6,624,681,000","6,051,998,000","5,368,431,000","4,485,828,000","3,678,732,000","2,573,717,000"
			GrossPPE,"18,905,081,000","13,942,537,000","12,497,383,000","12,244,079,000","12,841,756,000","9,923,460,000","9,113,384,000","8,690,579,000","9,136,606,000","7,351,215,000","6,624,681,000","6,051,998,000","5,918,688,000","4,485,828,000","4,010,219,000","2,795,336,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
				LandAndImprovements,"2,681,762,000","2,309,558,000","2,169,262,000","2,171,076,000","2,093,750,000","1,942,027,000","1,858,080,000","1,834,504,000","1,688,966,000","1,512,024,000","1,468,888,000","1,452,923,000","1,352,963,000","1,187,005,000","1,055,414,000","847,915,000"
				BuildingsAndImprovements,"5,594,482,000",,,,"3,586,898,000",,,,"2,697,230,000",,,,"1,287,114,000",,"851,500,000","444,088,000"
				MachineryFurnitureEquipment,"7,609,023,000",,,,"5,104,351,000",,,,"3,053,292,000",,,,"1,931,987,000",,"1,172,693,000","822,562,000"
				OtherProperties,"901,956,000","11,632,979,000","10,328,121,000","10,073,003,000","9,035,704,000","7,981,433,000","7,255,304,000","6,856,075,000","6,473,010,000","5,839,191,000","5,155,793,000","4,599,075,000","4,065,562,000","3,298,823,000",,
				ConstructionInProgress,"1,685,622,000",,,,"1,711,971,000",,,,"1,434,699,000",,,,"1,116,044,000",,"788,679,000","577,645,000"
				Leases,"432,236,000",,,,"344,786,000",,,,"262,419,000",,,,"230,580,000",,"141,933,000","103,126,000"
			AccumulatedDepreciation,"-3,023,633,000",,,,"-1,836,876,000",,,,"-1,060,688,000",,,,"-550,257,000",,"-331,487,000","-221,619,000"
		GoodwillAndOtherIntangibleAssets,"4,289,570,000","4,291,119,000","4,292,669,000","4,294,218,000","4,295,768,000","4,297,317,000","4,298,866,000","4,300,415,000","4,301,965,000","4,157,111,000","4,157,111,000","4,157,111,000","4,157,111,000","4,157,111,000","4,157,111,000","4,091,219,000"
			Goodwill,"4,241,541,000","4,241,541,000","4,241,541,000","4,241,541,000","4,241,541,000","4,241,541,000","4,241,541,000","4,241,541,000","4,241,541,000","4,157,111,000","4,157,111,000","4,157,111,000","4,157,111,000","4,157,111,000","4,157,111,000","4,091,219,000"
			OtherIntangibleAssets,"48,029,000","49,578,000","51,128,000","52,677,000","54,227,000","55,776,000","57,325,000","58,874,000","60,424,000",,,,,,,
		InvestmentsAndAdvances,"4,055,674,000","2,228,272,000","2,200,334,000","2,185,992,000","2,207,410,000","1,709,801,000","1,541,739,000","601,939,000","610,160,000","556,556,000","526,987,000","525,370,000","537,175,000","476,238,000","389,197,000","377,431,000"
			LongTermEquityInvestment,"3,109,494,000","2,228,272,000","2,200,334,000","2,185,992,000","2,207,410,000","1,709,801,000","1,541,739,000","601,939,000","610,160,000","556,556,000","526,987,000","525,370,000","537,175,000","476,238,000","389,197,000","377,431,000"
			OtherInvestments,"946,180,000",,,,,,,,,,,,,,,
		NonCurrentAccountsReceivable,"549,775,000",,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,"403,587,000","360,334,000","324,548,000","410,073,000","318,063,000","288,618,000","273,812,000","241,806,000","152,763,000","185,197,000","190,296,000","146,340,000","109,030,000","132,165,000","121,962,000","81,006,000"
			NonCurrentDeferredTaxesAssets,"403,587,000","360,334,000","324,548,000","410,073,000","318,063,000","288,618,000","273,812,000","241,806,000","152,763,000","185,197,000","190,296,000","146,340,000","109,030,000","132,165,000","121,962,000","81,006,000"
		OtherNonCurrentAssets,"612,191,000","2,149,305,000","1,194,426,000","724,468,000","622,669,000","487,758,000","499,060,000","370,106,000","308,986,000","123,550,000","42,953,000","50,953,000","45,953,000","49,553,000","49,554,000","20,730,000"
TotalLiabilitiesNetMinorityInterest,"7,487,105,000","6,093,291,000","5,941,263,000","6,503,300,000","5,413,308,000","4,164,573,000","4,171,193,000","4,124,485,000","4,386,321,000","3,847,763,000","3,303,158,000","3,676,767,000","3,652,991,000","2,919,358,000","2,739,582,000","2,736,002,000"
	CurrentLiabilities,"6,680,947,000","5,478,778,000","5,309,788,000","5,707,560,000","5,141,465,000","3,924,619,000","3,932,280,000","3,887,817,000","4,146,014,000","3,645,468,000","3,098,727,000","3,515,434,000","3,522,471,000","2,788,103,000","2,630,230,000","2,650,943,000"
		PayablesAndAccruedExpenses,"3,794,734,000","1,258,093,000","1,446,368,000","2,580,977,000","3,524,525,000","1,234,085,000","1,339,169,000","1,481,523,000","2,802,162,000","956,633,000","973,224,000","1,024,636,000","2,244,856,000","775,972,000","1,549,901,000","1,449,041,000"
			Payables,"3,794,734,000","1,258,093,000","1,446,368,000","2,580,977,000","3,524,525,000","1,234,085,000","1,339,169,000","1,481,523,000","2,802,162,000","956,633,000","973,224,000","1,024,636,000","2,244,856,000","775,972,000","1,549,901,000","1,449,041,000"
				AccountsPayable,"1,475,258,000","1,071,867,000","1,185,274,000","1,032,482,000","1,311,807,000","837,297,000","933,799,000","928,383,000","889,139,000","572,145,000","491,921,000","675,359,000","636,422,000","450,480,000","381,793,000","294,199,000"
				TotalTaxPayable,"80,272,000","117,064,000","167,105,000","191,553,000","405,683,000","258,436,000","322,466,000","-80,999,000","221,926,000","290,269,000","329,352,000","253,750,000","418,310,000","228,605,000","248,497,000","301,932,000"
					IncomeTaxPayable,"80,272,000","117,064,000","167,105,000","191,553,000","405,683,000","258,436,000","322,466,000","-80,999,000","221,926,000","290,269,000","329,352,000","253,750,000","418,310,000","228,605,000","248,497,000","301,932,000"
				DividendsPayable,"1,629,000","1,672,000","3,723,000","1,270,753,000","1,699,000","1,697,000","1,635,000","533,098,000",,,,,,,,
				DuetoRelatedPartiesCurrent,"38,943,000","44,548,000","67,324,000","63,247,000","132,216,000","117,039,000","58,013,000","73,096,000","114,913,000","94,219,000","151,951,000","95,527,000","131,425,000","96,887,000","35,700,000","103,267,000"
				OtherPayable,"2,198,632,000","22,942,000","22,942,000","22,942,000","1,673,120,000","19,616,000","23,256,000","27,945,000","1,576,184,000",,,,"1,058,699,000",,"883,911,000","749,643,000"
		CurrentDebtAndCapitalLeaseObligation,"298,728,000","281,352,000","232,067,000","249,884,000",,,,,"250,000,000","250,000,000","250,000,000","700,000,000","450,000,000","300,000,000","406,943,000","300,000,000"
			CurrentDebt,,,,,,,,,"250,000,000","250,000,000","250,000,000","700,000,000","450,000,000","300,000,000","406,943,000","300,000,000"
				OtherCurrentBorrowings,,,,,,,,,"250,000,000","250,000,000","250,000,000","700,000,000","450,000,000","300,000,000","406,943,000","300,000,000"
			CurrentCapitalLeaseObligation,"298,728,000","281,352,000","232,067,000","249,884,000",,,,,,,,,,,,
		CurrentDeferredLiabilities,"1,210,887,000","990,764,000","902,012,000","559,446,000","436,710,000","410,865,000","341,283,000","193,577,000","258,965,000","247,824,000","187,842,000","169,990,000","229,724,000","238,274,000","243,345,000","298,865,000"
			CurrentDeferredRevenue,"1,210,887,000","990,764,000","902,012,000","559,446,000","436,710,000","410,865,000","341,283,000","193,577,000","258,965,000","247,824,000","187,842,000","169,990,000","229,724,000","238,274,000","243,345,000","298,865,000"
		OtherCurrentLiabilities,"1,376,598,000","2,948,569,000","2,729,341,000","2,317,253,000","1,180,230,000","2,279,669,000","2,251,828,000","2,212,717,000","834,887,000","2,191,011,000","1,687,661,000","1,620,808,000","597,891,000","1,473,857,000","430,041,000","603,037,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"806,158,000","614,513,000","631,475,000","795,740,000","271,843,000","239,954,000","238,913,000","236,668,000","240,307,000","202,295,000","204,431,000","161,333,000","130,520,000","131,255,000","109,352,000","85,059,000"
		LongTermDebtAndCapitalLeaseObligation,"504,442,000","365,715,000","385,183,000","550,248,000",,,,,,,,,,,,
			LongTermCapitalLeaseObligation,"504,442,000","365,715,000","385,183,000","550,248,000",,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"207,896,000","154,236,000","155,470,000","156,705,000","157,940,000","153,628,000","154,903,000","155,837,000","157,320,000","128,315,000","129,050,000","129,785,000","130,520,000","131,255,000","109,352,000","85,059,000"
			NonCurrentDeferredTaxesLiabilities,"207,896,000","154,236,000","155,470,000","156,705,000","157,940,000","153,628,000","154,903,000","155,837,000","157,320,000","128,315,000","129,050,000","129,785,000","130,520,000","131,255,000","109,352,000","85,059,000"
		TradeandOtherPayablesNonCurrent,"0","0","0","0","22,942,000","22,942,000","22,942,000","22,942,000","22,942,000",,,,,,,
		OtherNonCurrentLiabilities,"93,820,000","94,562,000","90,822,000","88,787,000","90,961,000","63,384,000","61,068,000","57,889,000","60,045,000","73,980,000","75,381,000","31,548,000",,,,
TotalEquityGrossMinorityInterest,"38,403,397,000","36,388,346,000","34,590,450,000","33,630,331,000","34,269,549,000","33,129,827,000","30,127,094,000","20,696,096,000","21,441,317,000","20,624,965,000","20,494,471,000","20,164,855,000","19,750,747,000","9,537,971,000","8,973,932,000","7,846,221,000"
	StockholdersEquity,"38,302,604,000","36,291,228,000","34,513,333,000","33,562,188,000","34,217,238,000","33,093,068,000","30,119,253,000","20,689,396,000","21,435,313,000","20,620,073,000","20,489,350,000","20,159,822,000","19,745,033,000","9,537,868,000","8,963,926,000","7,834,237,000"
		CapitalStock,"517,000","517,000","518,000","522,000","523,000","523,000","523,000","471,000","471,000","471,000","471,000","471,000","471,000","2,097,249,000","422,000","1,977,245,000"
			PreferredStock,,,,,,,,,,,,,"0","2,096,847,000","0","1,976,855,000"
			CommonStock,"517,000","517,000","518,000","522,000","523,000","523,000","523,000","471,000","471,000","471,000","471,000","471,000","471,000","402,000","422,000","390,000"
		AdditionalPaidInCapital,"22,336,594,000","22,325,786,000","22,337,619,000","22,864,321,000","24,137,681,000","24,126,869,000","24,092,253,000","15,173,834,000","15,975,979,000","15,963,031,000","15,953,949,000","15,940,457,000","15,940,206,000","4,641,755,000","6,675,133,000","4,281,321,000"
		RetainedEarnings,"16,726,540,000","14,400,117,000","13,092,589,000","11,733,110,000","11,052,395,000","9,776,853,000","8,717,214,000","7,226,129,000","6,669,370,000","5,447,063,000","4,730,093,000","4,013,258,000","3,509,707,000","2,783,083,000","2,276,291,000","1,589,420,000"
		TreasuryStock,"1,436,767,000","1,436,767,000","1,438,257,000","1,263,253,000","1,545,077,000","1,359,404,000","1,359,404,000","1,148,638,000","914,611,000","671,733,000","256,390,000",,,,,
		GainsLossesNotAffectingRetainedEarnings,"675,720,000","1,001,575,000","520,864,000","227,488,000","571,716,000","548,227,000","-7,913,000","-562,400,000","-295,896,000","-118,759,000","61,227,000","205,636,000","294,649,000","15,781,000","12,080,000","-13,749,000"
		OtherEquityInterest,,,,,,,"-1,323,420,000",,,,,,,,,
	MinorityInterest,"100,793,000","97,118,000","77,117,000","68,143,000","52,311,000","36,759,000","7,841,000","6,700,000","6,004,000","4,892,000","5,121,000","5,033,000","5,714,000","103,000","10,006,000","11,984,000"
TotalCapitalization,"38,302,604,000","36,291,228,000","34,513,333,000","33,562,188,000","34,217,238,000","33,093,068,000","30,119,253,000","20,689,396,000","21,435,313,000","20,620,073,000","20,489,350,000","20,159,822,000","19,745,033,000","9,537,868,000","8,963,926,000","7,834,237,000"
PreferredStockEquity,,,,,,,,,,,,,,"2,096,847,000",,"1,976,855,000"
CommonStockEquity,"38,302,604,000","36,291,228,000","34,513,333,000","33,562,188,000","34,217,238,000","33,093,068,000","30,119,253,000","20,689,396,000","21,435,313,000","20,620,073,000","20,489,350,000","20,159,822,000","19,745,033,000","7,441,021,000","8,963,926,000","5,857,382,000"
CapitalLeaseObligations,"803,170,000","647,067,000","617,250,000","800,132,000",,,,,,,,,,,,
NetTangibleAssets,"34,013,034,000","32,000,109,000","30,220,664,000","29,267,970,000","29,921,470,000","28,795,751,000","25,820,387,000","16,388,981,000","17,133,348,000","16,462,962,000","16,332,239,000","16,002,711,000","15,587,922,000","5,380,757,000","4,806,815,000","3,743,018,000"
WorkingCapital,"13,417,310,000","14,031,292,000","14,712,565,000","14,567,241,000","16,092,602,000","16,662,827,000","14,639,146,000","6,727,919,000","8,231,832,000","8,453,631,000","9,156,874,000","9,394,416,000","9,663,567,000","368,331,000","686,728,000","787,177,000"
InvestedCapital,"38,302,604,000","36,291,228,000","34,513,333,000","33,562,188,000","34,217,238,000","33,093,068,000","30,119,253,000","20,689,396,000","21,685,313,000","20,870,073,000","20,739,350,000","20,859,822,000","20,195,033,000","7,741,021,000","9,370,869,000","6,157,382,000"
TangibleBookValue,"34,013,034,000","32,000,109,000","30,220,664,000","29,267,970,000","29,921,470,000","28,795,751,000","25,820,387,000","16,388,981,000","17,133,348,000","16,462,962,000","16,332,239,000","16,002,711,000","15,587,922,000","3,283,910,000","4,806,815,000","1,766,163,000"
TotalDebt,"803,170,000","647,067,000","617,250,000","800,132,000",,,,,"250,000,000","250,000,000","250,000,000","700,000,000","450,000,000","300,000,000","406,943,000","300,000,000"
ShareIssued,"803,551,115","803,551,115","803,718,128","809,523,988","811,267,551","811,267,551","811,267,551","731,406,440","742,248,276","731,406,440","731,406,440","731,406,440","731,406,440","629,226,522","618,384,686","618,384,686"
OrdinarySharesNumber,"781,947,464","781,947,464","782,114,477","787,920,337","785,463,859","787,163,859","787,163,859","709,414,222","721,646,552","713,323,739","717,941,190","720,564,604","720,564,604","618,384,686","618,384,686","618,384,686"
TreasurySharesNumber,"21,603,651","21,603,651","21,603,651","21,603,651","25,803,692","24,103,692","24,103,692","21,992,218","20,601,724","18,082,701","13,465,250","10,841,836","10,841,836","10,841,836",,
