name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998
TotalAssets,"1,531,933,657,000","1,429,223,392,000","1,486,211,852,000","1,515,042,274,000","1,296,486,813,000","1,278,356,669,000","1,025,592,433,000","1,003,898,013,000","945,616,861,000","876,694,534,000","453,007,961,000","435,455,470,000","349,970,304,000","318,161,035,000","230,166,647,865","193,991,134,122","149,497,648,149","113,890,904,820","92,031,054,462.72","89,378,274,150","65,372,039,746.98","52,190,000,000"
	CurrentAssets,"330,844,323,000","349,055,524,000","342,235,218,000","341,909,007,000","351,331,654,000","288,408,157,000","236,698,068,000","209,131,239,000","240,277,267,000","233,711,972,000","108,098,322,000","113,485,879,000","82,536,261,000","107,863,640,000","60,211,899,715","55,133,449,164","29,458,651,232","21,516,882,310","22,367,240,876.16","33,657,816,600","45,918,833,019.78",
		CashCashEquivalentsAndShortTermInvestments,"67,463,681,000","70,675,896,000","83,391,149,000","78,075,540,000","101,507,501,000","66,473,703,000","48,163,550,000","45,487,200,000","59,123,996,000","95,938,465,000","27,445,880,000","22,092,139,000","12,058,551,000","43,126,025,000","12,791,595,135","19,046,345,760","10,049,708,247","10,680,519,080","12,341,423,577.6","24,202,399,050","41,188,964,920.08",
			CashAndCashEquivalents,"19,745,656,000","21,659,962,000","24,270,473,000","23,218,383,000","45,160,032,000","66,473,703,000","48,163,550,000","45,487,200,000","59,123,996,000","95,938,465,000","27,445,880,000","22,092,139,000","12,004,086,000","41,074,975,000","11,285,485,860","16,464,689,424","9,257,385,447","9,215,584,070","2,509,985,473.92","22,573,484,100","36,861,336,870.78",
				CashFinancial,,,,,"45,160,000,000","38,601,071,000","22,617,446,000","17,225,343,000",,,,,,,,,,,,,,
				CashEquivalents,,,,,,"27,872,632,000","25,546,104,000","28,261,857,000",,,,,,,,,,,,,,
			OtherShortTermInvestments,"47,718,025,000","49,015,934,000","59,120,676,000","54,857,157,000","56,347,469,000",,,,"0",,,"0","54,465,000","2,051,050,000","1,506,109,275","2,581,656,336","792,322,800","1,464,935,010","9,831,438,103.68","1,628,914,950","4,327,628,049.3",
		Receivables,"205,979,436,000","217,490,525,000","194,644,374,000","206,515,031,000","156,086,760,000","146,904,514,000","129,219,049,000","120,895,007,000","124,973,353,000","96,735,223,000","56,387,080,000","53,823,472,000","44,868,267,000","41,906,190,000","30,864,481,835","20,740,255,092","11,378,079,947","6,316,882,880","4,353,741,077.76","4,443,371,550","1,736,282,610.78",
			AccountsReceivable,"205,979,436,000","217,490,525,000","169,804,355,000","176,300,586,000","132,438,539,000","122,810,355,000","97,354,369,000","96,825,426,000","124,973,353,000","93,164,187,000","55,918,984,000","52,770,676,000","44,868,267,000","41,906,190,000","30,864,481,835","20,740,255,092","11,378,079,947","6,316,882,880","4,353,741,077.76","4,443,371,550",,
			TaxesReceivable,,,"40,477,188,000","41,899,517,000","26,042,534,000","23,556,336,000","31,116,185,000","26,102,082,000",,,,,,,,,,,,,,
			DuefromRelatedPartiesCurrent,,"1,263,605,000","868,230,000","740,492,000","845,633,000","1,320,107,000","1,346,392,000","689,053,000",,,,,,,,,,,,,,
			OtherReceivables,,,"23,407,756,000","25,666,605,000","25,100,845,000","26,223,351,000","21,040,594,000","20,405,643,000",,"3,571,036,000","468,096,000","1,052,796,000",,,,,,,,,,
			ReceivablesAdjustmentsAllowances,,,"-39,044,925,000","-37,351,677,000","-27,495,158,000","-25,685,528,000","-20,292,099,000","-22,438,144,000",,,,,,,,,,,,,,
		Inventory,"41,102,012,000","40,305,362,000","38,809,565,000","36,871,292,000","35,577,472,000","35,930,282,000","36,718,953,000","28,697,820,000","34,141,317,000","26,081,530,000","21,536,018,000","31,805,142,000","21,110,634,000","19,193,510,000","12,962,390,485","11,206,842,480","5,212,488,025","3,033,766,120","3,384,973,797.12","3,604,817,700","2,143,299,971.28",
			RawMaterials,"43,954,616,000","43,723,492,000","42,262,511,000","41,020,172,000","39,076,612,000","38,946,979,000","39,238,656,000","30,976,789,000",,,"23,195,148,000",,,,,,,,,,,
			FinishedGoods,,,,,,,,,"36,479,153,000","27,785,743,000","23,195,148,000","33,035,047,000",,,,,,,,,,
			OtherInventories,,,,,,,,,,,,,"22,243,506,000","20,162,814,640","13,766,965,025",,,,"3,411,531,313.92",,,
			InventoriesAdjustmentsAllowances,"-2,852,604,000","-3,418,130,000","-3,452,946,000","-4,148,880,000","-3,499,140,000","-3,016,697,000","-2,519,703,000","-2,278,969,000","-2,337,836,000","-1,704,213,000","-1,659,130,000","-1,229,905,000","-1,132,872,000","-969,304,640","-804,574,540",,,,"-26,557,516.8",,,
		PrepaidAssets,"8,697,270,000","13,880,837,000","10,219,745,000","12,864,797,000","10,254,631,000","10,232,285,000","8,604,466,000","10,855,588,000",,,"2,281,290,000",,,,,"172,698,300","184,203,860","893,506,460","624,501,826.56","481,927,500",,
		CurrentDeferredAssets,,"599,628,000","6,182,010,000","5,914,166,000","6,270,374,000","5,061,591,000","3,041,371,000",,,,,,,,,,,,,,,
		HedgingAssetsCurrent,"6,825,760,000","5,287,548,000","8,037,384,000","909,051,000","40,882,008,000","22,536,056,000","10,469,316,000","2,779,749,000","7,777,953,000",,,,,,,,,,,,,
		OtherCurrentAssets,"776,164,000","815,728,000","950,991,000","759,130,000","752,908,000","1,269,726,000","481,363,000","415,875,000","14,260,648,000","14,956,754,000","448,054,000","5,765,126,000","4,498,809,000","3,637,915,000","3,593,432,260","3,967,307,532","2,634,171,153","592,207,770","1,662,600,597.12","925,300,800","850,285,517.64",
	TotalNonCurrentAssets,"1,201,089,334,000","1,080,167,868,000","1,143,976,634,000","1,173,133,267,000","945,155,159,000","989,948,512,000","788,894,365,000","794,766,774,000","705,339,594,000","642,982,562,000","344,909,639,000","321,969,591,000","267,434,043,000","210,297,395,000","169,954,748,150","138,857,684,958","120,038,996,917","92,374,022,510","69,663,813,586.56","55,720,457,550","19,453,206,727.2",
		NetPPE,"757,346,593,000","640,000,720,000","676,343,198,000","701,190,066,000","573,528,878,000","595,596,318,000","501,106,951,000","500,434,272,000","466,086,773,000","411,820,387,000","227,049,009,000","209,896,820,000","167,490,768,000","136,826,625,000","111,924,613,075","84,638,614,986","70,933,470,849","61,038,958,750","39,705,115,628.16","33,281,913,150","12,404,148,504.36","6,574,000,000"
			GrossPPE,"1,437,590,910,000","1,285,672,457,000","1,303,278,914,000","1,256,341,372,000","861,840,855,000","873,600,272,000","693,345,079,000","649,994,444,000","601,550,149,000","485,532,931,000","476,189,222,000","414,220,501,000","328,761,633,000","231,179,059,485","173,698,977,100","133,130,509,560","111,711,919,300","88,862,334,330","52,979,008,181.76","40,279,500,450","16,173,275,892.9","6,574,000,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,
				LandAndImprovements,"50,801,253,000","57,130,326,000","62,584,189,000","62,135,411,000","54,794,386,000","56,463,536,000","48,227,443,000","52,538,431,000","55,250,523,000","44,187,818,000","22,268,890,000","21,148,304,000","16,186,998,000","9,057,080,565","6,076,142,765","6,873,792,156","7,027,399,641","6,514,285,470","4,509,675,538.56",,,
				MachineryFurnitureEquipment,"1,024,906,696,000","997,640,465,000","1,016,257,544,000","999,559,061,000","661,727,091,000","663,465,951,000","527,274,727,000","467,496,768,000","412,001,302,000","336,923,824,000","371,426,995,000","320,141,371,000","259,340,544,000","187,362,705,030","133,363,335,820","97,223,178,978","83,456,882,500","65,267,530,020","32,741,925,719.04",,,
				OtherProperties,"280,343,787,000","149,809,137,000","150,315,807,000","144,927,016,000","106,468,602,000","114,563,600,000","78,010,934,000","83,991,678,000","83,450,047,000","63,338,958,000","51,486,555,000","39,713,303,000","31,796,667,000","23,386,352,770","18,553,608,205","20,095,274,142","15,688,315,979","13,194,804,700","8,651,875,080.96",,,
				ConstructionInProgress,"81,539,174,000","81,092,529,000","74,121,374,000","49,719,884,000","38,850,776,000","39,107,185,000","39,831,975,000","45,967,567,000","50,848,277,000","41,082,331,000","31,006,782,000","33,217,523,000","21,437,424,000","11,372,921,120","15,705,890,310","8,938,264,284","5,539,321,180","3,885,714,140","7,075,531,843.2",,,
			AccumulatedDepreciation,"-680,244,317,000","-645,671,737,000","-626,935,716,000","-555,151,306,000","-288,311,977,000","-278,003,954,000","-192,238,128,000","-149,560,172,000","-135,463,376,000","-73,712,544,000","-249,140,213,000","-204,323,681,000","-161,270,865,000","-94,352,434,485","-61,774,364,025","-48,491,894,574","-40,778,448,451","-27,823,375,580","-13,273,892,553.6","-6,997,587,300","-3,769,127,388.54",
