name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,12/31/2012
TotalAssets,"43,362,211,000","40,607,362,000","37,522,432,000","32,923,664,000","31,830,845,000","31,242,065,000","30,175,933,000","28,921,689,000","28,266,512,000","28,085,902,000","28,102,756,000","25,535,897,000","25,326,006,000","25,189,130,328.34","25,094,302,158.2","26,171,699,669.59","26,403,484,861.26","26,466,475,407.84","14,490,263,534.02","5,380,473,647.84","4,366,553,549.88","4,119,177,234.28","7,480,796,491.92","2,158,921,539.32","2,020,126,461.84","573,177,555.12","437,215,034.75","352,387,625.36"
	CurrentAssets,"17,790,824,000","12,460,395,000","10,314,251,000","9,503,444,000","9,517,934,000","9,050,468,000","9,199,036,000","7,161,057,000","6,381,061,000","6,332,233,000","6,076,511,000","4,480,262,000","4,063,186,000","3,583,704,056.11","3,138,784,118.2","4,206,555,748.26","4,286,373,466.86","4,727,735,188.32","3,383,454,602.14","3,041,019,048.16","3,974,704,354.58","4,001,427,060.48","7,394,420,128.52","2,105,031,027.47","1,966,529,699.28","524,824,054.22","387,350,636.92","295,218,887.57"
		CashCashEquivalentsAndShortTermInvestments,"13,777,554,000","9,422,373,000","8,171,765,000","6,847,898,000","6,975,088,000","6,350,437,000","6,673,518,000","5,612,456,000","4,962,689,000","4,346,988,000","3,728,329,000","2,355,525,000","2,060,298,000","2,009,405,924.1","2,091,091,171.7","3,319,890,242.44","3,405,108,901.86","3,847,516,540.32","2,830,581,391.15","2,674,631,809.44","3,777,898,918.15","3,851,546,988.12","2,577,343,778.72","1,996,952,163.29","1,885,310,362.8","450,947,754.24","318,246,928.22","222,501,801.07"
			CashAndCashEquivalents,"5,293,206,000","1,700,175,000","1,659,434,000","2,556,108,000","2,387,478,000","1,428,996,000","1,887,091,000","1,492,845,000","1,524,982,000","1,834,196,000","2,594,009,000","1,192,865,000","1,200,457,000","1,013,715,037.22","1,027,732,781.2","2,563,850,662.62","3,137,529,065.1","2,819,614,642.08","1,179,074,005.83","454,386,234.24","690,875,351.84","674,678,666.24","82,121,308.84","86,386,149.22","366,608,158.56","51,965,449.16","53,858,974.39","66,593,870.89"
			OtherShortTermInvestments,"8,484,348,000","7,722,198,000","6,512,331,000","4,291,790,000","4,587,610,000","4,921,441,000","4,786,427,000","4,119,611,000","3,437,707,000","2,512,792,000","1,134,320,000","1,162,660,000","859,841,000","995,690,886.88","1,063,358,390.5","756,039,579.82","267,579,836.76","1,027,901,898.24","1,651,507,385.32","2,220,245,575.2","3,087,023,566.31","3,176,868,321.88","2,495,222,469.88","1,910,566,014.07","1,518,702,204.24","398,982,305.08","264,387,953.83","155,907,930.18"
		Receivables,"2,484,898,000","1,233,226,000","1,099,248,000","934,117,000","1,112,657,000","906,403,000","700,212,000","659,788,000","806,137,000","569,243,000","530,969,000","493,912,000","521,841,000","518,024,220.19","454,516,926.7","383,846,223.54","473,727,580.86","306,962,728.8","208,056,537.15","129,173,634.88","67,899,023.14","31,951,535.8","4,614,737,307.96","33,699,409.31","36,397,801.44","30,581,979.58","30,840,843.41","33,418,650.74"
			AccountsReceivable,"1,209,251,000","1,233,226,000","1,099,248,000","934,117,000","917,443,000","906,403,000","700,212,000","659,788,000","667,750,000","569,243,000","530,969,000","493,912,000","424,892,000","518,024,220.19","454,516,926.7","383,846,223.54","350,759,526.42","306,962,728.8","208,056,537.15","129,173,634.88","38,967,811.38","31,945,385.36","35,303,267","33,227,828.55","26,010,550.08","28,539,910.36","24,072,255.35","19,948,824.76"
				GrossAccountsReceivable,"1,305,016,000",,,,"983,063,000",,,,"730,486,000",,,,"476,611,000",,,,"388,963,887.12",,,,"38,967,811.38",,,,"26,010,550.08",,,
				AllowanceForDoubtfulAccountsReceivable,"-95,765,000",,,,"-65,620,000",,,,"-62,736,000",,,,"-51,719,000",,,,"-38,204,360.7",,,,"0",,,,"0",,,
			NotesReceivable,,,,,,,,,,,,,"24,612,000",,,,"46,176,315.66",,,,,,,,,,,
