name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005
TotalAssets,"5,538,897,000","5,203,491,000","5,123,672,000","4,800,227,000","3,359,663,000","3,338,955,000","2,238,221,000","1,966,493,000","253,573,000","135,729,000","107,396,000","117,498,000","207,554,000","214,571,000","164,781,000"
	CurrentAssets,"1,630,268,000","1,234,005,000","968,277,000","748,069,000","1,257,667,000","1,015,845,000","864,617,000","551,572,000","199,131,000","74,458,000","36,954,000","43,999,000","116,091,000","91,563,000","31,384,000"
		CashCashEquivalentsAndShortTermInvestments,"1,077,344,000","824,622,000","601,035,000","425,963,000","988,785,000","684,042,000","636,504,000","387,196,000","157,898,000","44,794,000","15,595,000","25,907,000","102,945,000","78,948,000","20,614,000"
			CashAndCashEquivalents,"637,344,000","309,622,000","386,035,000","365,963,000","988,785,000","684,042,000","636,504,000","387,196,000","82,076,000","44,794,000","15,595,000","24,903,000","102,945,000","78,948,000","20,614,000"
				CashFinancial,"333,172,000","215,606,000","225,235,000","215,963,000","274,945,000","338,262,000","495,990,000","343,548,000",,,,,,,
				CashEquivalents,"304,172,000","94,016,000","160,800,000","150,000,000","713,840,000","345,780,000","140,514,000","43,648,000",,,,,,,
			OtherShortTermInvestments,"440,000,000","515,000,000","215,000,000","60,000,000",,,,"0","75,822,000",,"0","1,004,000",,,
		Receivables,"355,987,000","263,838,000","224,129,000","234,244,000","209,685,000","186,371,000","124,805,000","75,480,000","34,374,000","22,081,000","12,313,000","6,643,000","5,389,000","5,380,000","3,597,000"
			AccountsReceivable,"355,987,000","263,838,000","224,129,000","234,244,000","209,685,000","186,371,000","124,805,000","75,480,000","34,374,000","22,081,000","12,313,000","6,643,000","5,389,000","5,380,000","3,597,000"
				GrossAccountsReceivable,"357,283,000","264,372,000","228,291,000","239,398,000","213,378,000","189,854,000","128,485,000","79,259,000","34,740,000",,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-1,296,000","-534,000","-4,162,000","-5,154,000","-3,693,000","-3,483,000","-3,680,000","-3,779,000","-366,000",,,,,,
		Inventory,"78,608,000","52,956,000","43,245,000","34,051,000","19,451,000","30,037,000","28,669,000","26,525,000","3,909,000","5,046,000","3,426,000","4,788,000","2,213,000","3,026,000","3,262,000"
			RawMaterials,"13,595,000","2,774,000","3,542,000","1,547,000","2,608,000","3,570,000","4,900,000","9,179,000","1,937,000","2,986,000","1,245,000","2,175,000","500,000","541,000","1,109,000"
			WorkInProcess,"36,658,000","28,864,000","15,692,000","18,689,000","11,836,000","9,870,000","8,907,000","1,210,000","524,000","705,000","676,000","156,000",,,
			FinishedGoods,"28,355,000","21,318,000","24,011,000","13,815,000","5,007,000","16,597,000","14,862,000","16,136,000","1,448,000","1,355,000","1,505,000","2,457,000","1,713,000","2,485,000","2,153,000"
		PrepaidAssets,"39,434,000","25,017,000","23,182,000","24,501,000","20,699,000","12,800,000","7,183,000","7,445,000","1,690,000","1,858,000","1,653,000","2,366,000","3,224,000","3,447,000","3,240,000"
		RestrictedCash,,,,,,,,,"0","400,000","2,988,000","1,913,000","1,939,000","275,000","300,000"
		CurrentDeferredAssets,,,,,"0","48,440,000","33,613,000","35,813,000",,,,,,,
			CurrentDeferredTaxesAssets,,,,,"0","48,440,000","33,613,000","35,813,000",,,,,,,
		AssetsHeldForSaleCurrent,,,,,"0","32,833,000",,,,,,,,,
		OtherCurrentAssets,"78,895,000","67,572,000","76,686,000","29,310,000","19,047,000","21,322,000","33,843,000","19,113,000","1,260,000","279,000","979,000","2,382,000","381,000","487,000","371,000"
	TotalNonCurrentAssets,"3,908,629,000","3,969,486,000","4,155,395,000","4,052,158,000","2,101,996,000","2,323,110,000","1,373,604,000","1,414,921,000","54,442,000","61,271,000","70,442,000","73,499,000","91,463,000","123,008,000","133,397,000"
		NetPPE,"270,891,000","200,358,000","170,080,000","107,490,000","85,572,000","58,363,000","14,246,000","7,281,000","1,557,000","690,000","1,124,000","2,514,000","3,941,000","2,107,000","1,941,000"
			GrossPPE,"326,148,000","249,966,000","211,283,000","139,632,000","109,252,000","73,555,000","24,859,000","15,060,000","8,140,000","6,922,000","6,512,000","6,499,000","6,463,000","3,342,000","2,547,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
				LandAndImprovements,"47,053,000","46,650,000","46,729,000","46,033,000","1,775,000","1,547,000",,,,,,,,,
				BuildingsAndImprovements,,,,,,,,,,,,,"977,000","700,000","616,000"
				MachineryFurnitureEquipment,"82,269,000","118,800,000","114,037,000","50,844,000","35,168,000","26,932,000","15,884,000","10,026,000","6,688,000","6,086,000","5,780,000","2,055,000","1,712,000","1,055,000","867,000"
				OtherProperties,"139,385,000",,,,,,,,,,,"3,607,000","2,517,000","1,271,000","558,000"
				ConstructionInProgress,"5,147,000","51,243,000","21,738,000","33,427,000","63,008,000","37,145,000","4,388,000","1,135,000","689,000","73,000","28,000","133,000","1,257,000","316,000","506,000"
				Leases,"52,294,000","33,273,000","28,779,000","9,328,000","9,301,000","7,931,000","4,587,000","3,899,000","763,000","763,000","704,000","704,000",,,
			AccumulatedDepreciation,"-55,257,000","-49,608,000","-41,203,000","-32,142,000","-23,680,000","-15,192,000","-10,613,000","-7,779,000","-6,583,000","-6,232,000","-5,388,000","-3,985,000","-2,522,000","-1,235,000","-606,000"
		GoodwillAndOtherIntangibleAssets,"3,360,995,000","3,658,964,000","3,926,664,000","3,905,811,000","1,842,745,000","2,140,148,000","1,262,852,000","1,312,552,000","52,798,000","60,246,000","68,071,000","70,739,000","74,253,000","107,353,000","117,623,000"
			Goodwill,"920,018,000","927,630,000","947,537,000","893,810,000","657,139,000","702,713,000","450,456,000","442,600,000","38,213,000","38,213,000","38,213,000","38,213,000","38,213,000","38,213,000","38,883,000"
			OtherIntangibleAssets,"2,440,977,000","2,731,334,000","2,979,127,000","3,012,001,000","1,185,606,000","1,437,435,000","812,396,000","869,952,000","14,585,000","22,033,000","29,858,000","32,526,000","36,040,000","69,140,000","78,740,000"
		NonCurrentDeferredAssets,"228,829,000","67,468,000","42,232,000","24,797,000","146,131,000","108,668,000","89,202,000","91,426,000",,,,,,,
			NonCurrentDeferredTaxesAssets,"221,403,000","57,879,000","34,559,000","15,060,000","122,863,000","75,494,000","74,597,000","74,850,000",,,,,,,
		OtherNonCurrentAssets,"47,914,000","42,696,000","16,419,000","14,060,000","27,548,000","15,931,000","7,304,000","3,662,000","87,000","335,000","1,247,000","246,000","13,269,000","13,548,000","13,833,000"
TotalLiabilitiesNetMinorityInterest,"2,427,916,000","2,446,069,000","2,410,575,000","2,922,888,000","1,761,017,000","1,967,747,000","942,687,000","845,201,000","60,785,000","105,178,000","180,226,000","210,376,000","152,562,000","390,867,000","283,029,000"
