name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001
MarketCap,"39,436,024,090","39,191,265,899","53,085,561,117","48,774,183,858","48,339,710,222","47,565,062,982","47,417,188,529","53,311,479,146","55,071,352,979","63,369,917,702","56,878,533,932","58,854,341,574","52,880,965,077","46,770,872,889","41,223,303,122","37,724,535,975","39,906,424,313","51,442,497,238","47,444,502,413","54,868,548,466","70,764,758,650","68,643,732,561","75,787,090,962","86,440,913,366","71,754,491,337","69,129,350,667","82,781,072,992","72,101,251,779","81,183,548,120","80,524,844,528","88,024,826,092","97,408,812,249","100,062,302,124","95,984,833,212","89,588,744,675","88,574,372,344","107,984,220,233","116,501,501,976","115,090,252,684","85,786,264,094","77,434,165,525","81,410,595,452","75,765,130,693","72,717,372,859","64,433,700,584","45,087,181,479","51,111,757,778","80,277,925,000","91,228,077,500","110,684,385,000","106,872,062,500","111,755,130,000","107,950,410,000","84,004,800,000","79,694,265,000","71,622,096,000","60,367,713,000","61,690,692,000","52,611,069,000","48,271,104,000","36,576,766,800","32,193,000,000","31,910,927,999","24,729,837,600","23,014,306,200","25,030,200,000","17,328,600,000","14,536,312,200","11,798,766,000","8,427,690,000","8,975,974,200","7,893,661,950","8,744,997,450","12,863,085,450","11,714,772,450"
EnterpriseValue,"72,872,264,129","67,595,457,673","88,610,866,392","83,600,571,487","78,725,190,428","76,910,475,310","77,125,406,724","86,132,808,024","86,164,889,243","97,194,952,765","86,135,953,906","89,238,721,097","85,144,325,840","80,461,158,199","71,634,432,746","69,166,392,081","71,410,630,786","85,957,590,811","78,947,598,634","87,034,948,543","104,961,687,374","103,965,723,780","103,775,040,862","117,155,996,067","105,045,525,482","103,016,906,414","116,570,013,302","104,714,862,050","112,419,644,847","113,370,826,822","119,499,379,308","125,533,598,440","123,869,961,902","121,106,065,933","107,354,128,268","106,387,480,014","126,487,704,077","134,267,627,617","131,889,507,525","100,411,164,840","83,003,358,932","86,784,483,580","82,144,163,098","79,291,517,542","71,678,863,342","53,031,061,156","59,936,583,962","90,026,924,999","99,458,077,499","118,890,385,000","115,405,062,499","118,615,799,442","115,792,097,955","90,103,675,602","83,274,667,325","75,637,429,699","64,273,712,999","66,405,691,999","57,060,192,624","52,668,103,999","39,984,766,799","36,043,000,000","35,711,988,998","28,156,837,600","26,088,306,200","28,266,199,999","20,822,927,000","17,319,313,213","14,685,765,171","11,804,689,373","12,427,974,200","11,666,661,950","10,361,119,324","13,862,186,630","12,703,087,124"
PeRatio,"50.547","13.596","16.393","14.621","17.06","19.987","74.29",,"102.017","38.885","31.847","22.982","23.298","99.396","28.306","29.104","23.75","25.205","22.793","26.455","28.294","23.012","17.334","17.935","15.711","12.174","15.274","11.405","11.361","10.768","12.324","14.818","14.845","14.823","16.283","16.008","14.322","14.402","15.262","14.645","13.522","13.08","13.073","13.397","12.465","10.558","12.179","14.15","16.035","20.554","20.015","23.516","27.139","21.754","18.821","19.288","16.712","18.09","30.646","28.029","18.256","21.616","21.973","13.75","17.515","17.208","13.078","13.331","12.392","15.191","20.777","117.339","271.881",,
ForwardPeRatio,"14.881","10.718","11.249","12.579","13.661","13.21","13.587","14.859","17.575","20.833","18.349","17.921","12.987","16.949","10.04","9.225","10.638","9.569","7.413","204.082","270.27","11.494","23.81","27.027","11.508","10.799","21.978","14.706","7.593","6.775","17.953","18.553","16.42","11.947","10.593","9.643","11.249","13.245","13.106",,"10.893",,,,"10.438",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,"0.882","0.544","0.571","0.743","0.772","0.746","0.68","0.744","0.879","1.153","0.301","0.295","0.215","0.262","0.333","0.34","0.392","0.431","0.334","9.567","21.286","2.201","4.557","5.178","3.477","4.674","9.507","6.37","0.443","0.395","1.318","1.361","16.762","1.144","0.949","0.964","1.73","1.557","1.192",,"0.872",,,,"0.847",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"0.923","0.914","0.971","0.95","0.875","0.892","0.89","0.978","1.066","1.116","1.075","1.025","0.92","0.881","0.892","0.802","0.826","0.988","0.925","1.074","1.342","1.246","1.439","1.489","1.19","1.156","1.406","1.27","1.34","1.27","1.454","1.694","1.968","1.841","1.879","1.848","2.005","2.302","2.292","2.426","2.771","2.499","2.548","2.592","2.302","1.823","2.098","2.522","2.814","3.64","3.764","4.663","4.776","4.058","4.066","3.675","3.184","3.388","3.08","2.817","2.48","2.492","2.69","2.283","2.484","2.917","2.295","2.142","1.782","1.449","1.637","1.546","1.999","2.832","2.613"
PbRatio,"4.02","4.058","5.265","4.877","4.34","4.38","5.205","4.576","4.848","4.375","4.424","6.005","3.429","3.172","3.548","4.374","3.944","5.493","6.155","7.167","5.305","5.532","5.466","5.708","4.627","4.292","4.914","4.608","3.278","3.202","3.734","4.086","4.44","4.143","3.524","3.616","3.767","4.048","4.604","3.334","3.723","5.555","5.598","5.33","5.264","4.197","4.884","7.027","6.895","8.457","9.2","9.348","9.139","8.545","7.642","7.342","6.361","6.988","6.442","5.981","4.827","4.531","4.684","3.541","3.589","3.81","3.034","2.486","1.995","1.623","1.928","1.69","1.526","2.08","1.92"
EnterprisesValueRevenueRatio,"0.072","0.271","0.337","0.337","0.315","0.313","0.278","0.346","0.335","0.382","0.326","0.365","0.341","0.305","0.266","0.277","0.306","0.385","0.342","0.389","0.477","0.472","0.453","0.53","0.518","0.527","0.571","0.539","0.577","0.588","0.603","0.651","0.646","0.629","0.59","0.636","0.792","0.859","0.814","0.654","0.823","0.879","0.767","0.795","0.762","0.565","0.637","1.054","1.178","1.464","1.291","1.524","1.539","1.331","1.26","1.305","1.151","1.313","1.042","1.159","0.941","0.93","0.865","0.835","0.856","1.014","0.769","0.812","0.745","0.685","0.713","0.756","0.799","1.195","1.16"
EnterprisesValueEBITDARatio,"0.221","0.871","0.964","1.043","1.007","1.025","0.941","1.2","1.17","1.365","1.201","1.346","1.218","1.125","3.259","1.021","1.171","1.392","1.207","3.498","1.537","1.523","2.495","1.728","1.663","1.589","2.657","1.654","1.728","1.592","1.909","1.706","2.339","1.555","1.641","1.98","2.049","2.132","2.303","1.593","1.962","2.087","1.994","1.971","1.822","1.384","2.257","2.579","2.872","3.508","5.298","3.717","3.766","3.114","-42.827","2.703","2.391","2.739","76.894","2.656","2.235","2.089","-13.575","1.836","2.548","2.883","2.234","2.111","1.93","1.823","2.003","2.022","2.096","3.603","7.773"
