name,ttm,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997
MarketCap,"30,586,159,151","73,402,803,994","73,240,119,867","77,476,071,105","87,532,083,705","92,875,763,621","87,078,966,949","71,558,911,835","68,816,170,632","72,204,845,701","60,700,081,327","56,924,228,992","58,516,784,236","64,660,005,357","70,929,549,580","71,922,193,473","73,699,249,434","81,619,389,732","61,677,869,200","64,835,776,103","61,595,403,469","68,682,238,112","38,789,208,018","54,830,583,667","27,147,520,494","21,149,120,525","8,288,888,895","11,138,936,652","35,088,029,386","46,141,739,400","36,911,083,856","55,730,082,846","66,979,944,291","98,869,551,531","107,840,823,580","146,007,765,892","181,293,251,194","136,786,043,893","89,206,055,745","78,895,355,000","82,674,135,120","80,881,058,870","58,750,000,000","69,563,000,000","53,250,000,000","36,000,000,000"
EnterpriseValue,"25,379,799,662","125,108,875,973","67,765,145,669","71,365,023,021","149,685,775,792","150,255,679,960","146,884,593,349","127,781,493,859","124,390,548,841","134,417,596,201","120,527,802,832","117,152,613,788","116,080,351,496","119,346,729,221","126,533,699,481","127,879,922,468","130,613,636,867","141,137,309,049","121,252,679,479","123,272,776,103","115,915,662,421","124,208,308,041","96,181,505,996","111,479,453,306","101,404,896,046","92,467,045,687","77,000,364,042","74,155,759,716","90,474,338,641","102,671,689,102","92,643,569,746","107,700,789,899","120,681,674,396","120,988,316,174","128,576,801,567","168,370,680,684","195,284,969,135","151,517,058,716","103,192,801,646","92,438,636,444","96,756,385,910","96,223,058,869","76,956,741,328","86,526,081,360","69,888,656,183","52,993,981,306"
PeRatio,"10.339","13.113","10.631","8.848","10.611","10.326","30.142","35.651","50.655","19.567","10.408","9.696","9.385","10.245","11.662","12.03","14.838","21.729","23.357","36.214","19.44","14.166",,,,,,,,,,,"19.508","21.752","22.89","28.736","46.816","49.813","34.159","34.054","34.054","29.345","21.927","26.787","21.192","14.575"
ForwardPeRatio,"9.242"
PegRatio,"12.655"
PsRatio,"0.671","1","1.003","0.958","1.276","1.273","1.183","1.045","1.007","1.084","0.956","0.89","0.973","1.202","1.368","1.402","1.218","1.283","1.006","1.08","1.096","0.985","0.688","0.645","0.524","0.394","0.199","0.254","0.954","1.227","1.049","1.809","2.259","3.036","4.114","5.164","6.595","4.976","3.296","3.103","3.143","2.738","2.054","2.519","2.001","1.382"
PbRatio,"0.881","1.906","1.768","1.676","1.854","2.13","2.262","1.974","1.92","2.289","2.001","1.864","1.943","3.001","3.238","3.263","3.628","3.843","3.239","3.471","4.164","4.543","7.167","10.264",,,,"0.532","1.908","2.455","1.218","1.973","2.295","4.788","5.571","6.993","10.027","7.186","4.905","4.48","4.515","4.054","3.522","4.476","3.493","2.312"
EnterprisesValueRevenueRatio,"0.601","9.09","4.991","5.421","22.775","11.052","10.859","9.863","9.604","10.459","9.417","9.056","8.984","9.454","10.035","10.83","11.042","17.066","7.514","10.646","10.013","12.53","7.065","9.775","8.443","8.763","5.716","6.611","8.06","12.833","7.918","10.02","11.213","13.068","13.999","21.946","25.487","18.581","15.757","14.264","15.524","15.376","12.536","13.132","10.404","8.747"
EnterprisesValueEBITDARatio,"1.779","-4.302","4.991","14.992","22.775","-5.287","10.859","26.862","9.604","-4.295","9.417","25.235","8.984","-6.812","10.035","25.337","11.042","-5.034","7.514","25.279","10.013","-4.671","7.065","24.161","8.443","-4.375","5.716","18.021","8.06","-3.435","7.918","10.02","11.213","-6.16","13.999","63.217","25.487","-10.351","15.757","14.264","15.524","-6.736","12.536","13.132","10.404","-3.845"
