name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011
MarketCap,"20,007,019,452","15,353,014,927","39,102,250,000","39,487,500,000","37,027,093,895","40,258,173,422","40,126,800,000","36,066,840,421","32,000,498,481","34,682,712,557","32,225,434,976","28,390,717,478","26,478,980,000","26,230,260,000","26,575,494,766","21,431,520,000","20,042,880,000","19,705,400,000","27,527,040,000","24,740,220,000","28,090,470,000","27,850,080,000","24,731,240,000","23,792,270,000","22,249,950,000","25,241,600,000","27,243,810,000","19,488,960,000","23,079,390,654","29,644,343,769","20,979,000,000","18,467,633,448","15,305,234,351","15,077,610,436","11,868,494,373","9,660,420,000","14,738,400,000"
EnterpriseValue,"49,797,019,452","45,143,014,927","68,964,250,000","69,330,500,000","67,031,093,895","66,095,173,422","53,583,800,000","48,334,840,421","44,605,498,481","44,617,712,557","42,919,434,976","39,546,717,478","36,909,980,000","35,915,260,000","36,432,494,766","30,736,520,000","31,300,880,000","30,503,400,000","32,175,040,000","29,557,220,000","32,755,470,000","32,993,080,000","29,141,240,000","25,305,270,000","23,742,950,000","26,345,600,000","28,628,810,000","19,829,960,000","21,758,390,654","28,145,343,769","19,480,000,000","19,907,633,448","16,421,234,351","15,305,610,436","12,210,494,373","10,002,420,000","16,390,400,000"
PeRatio,"6.38","5.95","12.985","13.207","10.767","11.335","7.479","9.959","10.44","10.912","20.88","33.381","23.083","22.869","23.528","11.182","10.42","7.068","8.216","8.086","9.218","11.662","11.297","13.591","15.189","13.108","13.411","6.543","6.859","9.06","6.37","7.776","6.52","6.501","4.411","3.586","8.019"
ForwardPeRatio,"196.078","20.202","8.576","8.726","11.751","10.471","6.73","11.025","13.889","11.793","12.854","14.265","17.361","16.393","16.835","11.561","11.198","6.725","9.911","10.65","11.82","12.903","10.929","9.98","7.862","8.052","10.132","6.485","6.227","7.949","6.78","5.924","5.747","6.725","6.013","4.228",
PegRatio,"15.65","2.099","0.795","0.809","1.09","0.802",,,,"0.692","0.815","1.486","1.809","126.142","3.845","1.723","1.668",,,,,"2.288","1.089","0.832","1.536","1.573","1.512","0.974","0.914","1.129","45.192","39.501","38.308","44.835","0.192","0.211",
PsRatio,"0.167","0.127","0.326","0.325","0.303","0.326","0.328","0.478","0.453","0.501","0.485","0.432","0.415","0.423","0.434","0.339","0.302","0.28","0.361","0.301","0.322","0.3","0.263","0.25","0.24","0.275","0.312","0.236","0.281","0.373","0.262","0.238","0.197","0.197","0.155","0.126","0.205"
PbRatio,"0.594","0.456","1.159","1.154","1.086","1.135","2.646","2.411","2.135","2.433","2.48","2.21","2.026","1.935","1.985","1.589","1.553","1.489","2.242","2.125","2.478","2.59","2.28","2.24","2.151","2.312","2.511","1.654","1.877","2.505","1.794","1.792","1.657","1.551","1.183","0.961","1.642"
EnterprisesValueRevenueRatio,"0.412","1.79","2.218","2.233","1.998","2.338","1.657","2.103","1.999","2.365","2.038","2.059","2.03","2.205","2.124","1.85","1.862","2.391","2.062","1.579","1.595","1.919","1.31","0.995","0.884","1.131","1.15","0.755","0.847","1.206","0.951","0.937","0.811","0.755","0.628","0.485","0.789"
EnterprisesValueEBITDARatio,"-7.195","-3.82","37.789","24.165","22.948","41.569","18.921","25.044","19.719","45.528","25.808","18.886","24.607","43.481","34.665","32.733","17.284","54.47","43.657","14.397","19.336","18.088","18.055","18.297","14.066","38.858","21.317","33.384","17.282","19.586","13.243","9.329","10.439","12.971","169.59","5.036","10.741"
