name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,04/30/2015,04/30/2014,04/30/2013,04/30/2012,04/30/2011
MarketCap,"11,830,694,521","9,185,645,227","5,484,246,902","3,182,619,502","1,053,266,069","393,380,294","197,849,167","234,312,160","922,231,221","1,016,389,913"
EnterpriseValue,"11,326,159,521","8,588,019,227","5,254,017,902","3,055,213,502","995,069,454","457,252,665","273,148,714","294,740,506","900,478,577","969,093,567"
PeRatio,"14.859","18.753","24.383","35.09","28.105","46.142",,,"22.345",
ForwardPeRatio,"13.986","15.576","19.881","12.804","9.346","12.642","14.472","6.988",,
PsRatio,"5.902","7.476","6.508","4.476","2.397","2.071","1.176","1.694","5.744",
PbRatio,"2.763","5.741","4.529","2.864","2.574","1.915","0.925","0.982","3.84",
EnterprisesValueRevenueRatio,"6.949","6.223","5.736","4.087","2.447","2.5","1.727","1.966","5.529","8.708"
EnterprisesValueEBITDARatio,"9.805","8.872","9.922","8.623","6.945","7.317","12.128","11.473","15.678","33.843"
