name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002
MarketCap,"2,206,207,014","5,275,184,541","4,914,360,000","7,163,252,818","7,258,087,044","7,293,300,000","4,914,558,960","2,524,314,056","1,607,364,650","1,545,235,016","1,947,883,105","1,588,621,301","1,929,518,286","1,071,401,296","2,522,051,392","2,654,925,929","2,420,373,821","2,443,217,746","1,673,659,432"
EnterpriseValue,"4,030,207,014","6,789,184,541","5,545,360,000","7,604,252,818","7,493,087,044","8,143,300,000","6,534,558,960","4,412,314,056","1,425,364,650","913,235,016","4,020,883,105","3,756,621,301","4,513,518,286","3,242,401,296","4,574,051,392","4,353,261,929","3,516,023,821","2,944,507,746","2,127,737,432"
PeRatio,"4.283","9.905","7.575","11.575","9.92","13.482","14.822","21.897","14.3","21.667","21.323","27.25",,"59",,"100.305","54","27.34","32.441"
ForwardPeRatio,"3.554","7.968",,"10.341","11.186","9.56","12.903","10.707","7.622","10.449","11.976",,,,,,,,
PegRatio,,,,,"1.399","1.196","2.58","1.338","0.953","1.1","1.228",,,,,,,,
PsRatio,"0.302","0.708","0.683","1.083","1.165","1.247","0.951","0.557","0.395","0.421","0.606","0.551","0.479","0.374","1.036","1.592","2.025","2.845","2.735"
PbRatio,"0.46","1.108","1.113","1.733","1.965","2.417","2.06","1.251","0.851","0.858","1.178","1.032","1.53","1.034","2.75","3.375","3.201","4.033","4.19"
EnterprisesValueRevenueRatio,"0.498","0.839","0.724","1.084","1.13","1.269","1.123","0.811","0.286","0.203","1.064","1.143","1.332","1.141","1.936","2.559","2.777","2.949","3.35"
EnterprisesValueEBITDARatio,"2.968","4.999","7.002","5.237","4.377","5.213","6.039","6.02","2.206","1.613","7.092","7.183","12.332","-1.632","-2.741","-3.522","-4.348","-5.939","-6.365"
