name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994
TotalRevenue,"4,758,300,000","4,739,100,000","4,244,265,000","3,965,594,000","3,818,749,000","3,539,570,000","2,957,951,000","2,155,551,000","2,037,667,000","1,713,823,000","1,782,857,000","1,702,603,000","2,120,081,000","2,207,141,000","2,206,401,000","2,004,243,000","1,759,613,000","1,711,453,000","1,692,437,000","1,718,050,000","1,517,517,000","1,258,800,000","1,057,700,000","900,900,000","721,900,000","664,400,000","501,700,000"
	OperatingRevenue,"4,758,300,000","4,739,100,000","4,244,265,000","3,965,594,000","3,818,749,000","3,539,570,000","2,957,951,000","2,155,551,000","2,037,667,000","1,713,823,000","1,782,857,000","1,702,603,000","2,120,081,000","2,207,141,000","2,206,401,000","2,004,243,000","1,759,613,000","1,711,453,000","1,692,437,000","1,718,050,000","1,517,517,000","1,258,800,000","1,057,700,000","900,900,000","721,900,000","664,400,000","501,700,000"
CostOfRevenue,"3,579,800,000","3,560,100,000","3,277,688,000","2,993,654,000","2,909,783,000","2,817,803,000","2,435,591,000","1,791,594,000","1,711,751,000","1,411,808,000","1,460,906,000","1,364,870,000","1,649,726,000","1,636,178,000","1,683,937,000","1,580,418,000","1,417,423,000","1,411,690,000","1,401,543,000","1,414,300,000","1,077,573,000","823,300,000","677,200,000","585,900,000","478,200,000","441,500,000","319,700,000"
GrossProfit,"1,178,500,000","1,179,000,000","966,577,000","971,940,000","908,966,000","721,767,000","522,360,000","363,957,000","325,916,000","302,015,000","321,951,000","337,733,000","470,355,000","570,963,000","522,464,000","423,825,000","342,190,000","299,763,000","290,894,000","303,750,000","439,944,000","435,500,000","380,500,000","315,000,000","243,700,000","222,900,000","182,000,000"
OperatingExpense,"304,300,000","293,600,000","262,361,000","262,921,000","239,962,000","233,887,000","164,596,000","145,969,000","170,963,000","140,993,000","125,597,000","150,156,000","147,065,000","137,933,000","134,478,000","115,118,000","115,598,000","114,616,000","116,205,000","106,505,000","237,467,000","220,200,000","183,900,000","152,200,000","123,000,000","115,300,000","90,100,000"
	SellingGeneralAndAdministration,"303,100,000","302,700,000","280,554,000","262,128,000","248,005,000","218,234,000","169,245,000","150,091,000","138,398,000","124,138,000","133,230,000","139,400,000","151,348,000","155,186,000","146,665,000","130,704,000","127,676,000","114,004,000","115,836,000","105,949,000","98,768,000","92,600,000","82,000,000","69,100,000","59,900,000","57,700,000","47,300,000"
	ResearchAndDevelopment,,,,,,,,"671,000","35,140,000","18,575,000","153,000","373,000","596,000","869,000","736,000","662,000","891,000","612,000","369,000","556,000","2,326,000","2,800,000","3,100,000","3,400,000","1,900,000","1,900,000",
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,"136,373,000","124,800,000","98,800,000","79,700,000","61,200,000","55,700,000","42,800,000"
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,"136,373,000","124,800,000","98,800,000","79,700,000","61,200,000","55,700,000","42,800,000"
	OtherOperatingExpenses,"1,200,000","-9,100,000","-18,193,000","793,000","-8,043,000","15,653,000","-4,649,000","-4,793,000","-2,575,000","-1,720,000","-7,786,000","10,383,000","-4,879,000","-18,122,000","-12,923,000","-16,248,000","-12,969,000",,,,,,,,,,
OperatingIncome,"874,200,000","885,400,000","704,216,000","709,019,000","669,004,000","487,880,000","357,764,000","217,988,000","154,953,000","161,022,000","196,354,000","187,577,000","323,290,000","433,030,000","387,986,000","308,707,000","226,592,000","185,147,000","174,689,000","197,245,000","202,477,000","215,300,000","196,600,000","162,800,000","120,700,000","107,600,000","91,900,000"
NetNonOperatingInterestIncomeExpense,"-126,200,000","-129,300,000","-137,069,000","-91,487,000","-81,677,000","-76,287,000","-66,057,000","-53,467,000","-53,339,000","-58,586,000","-68,456,000","-73,460,000","-74,299,000",,,,,,,,,,,,,,
	InterestExpenseNonOperating,"126,200,000","129,300,000","137,069,000","91,487,000","81,677,000","76,287,000","66,057,000","53,467,000","53,339,000","58,586,000","68,456,000","73,460,000","74,299,000",,,,,,,,,,,,,,
OtherIncomeExpense,"-11,600,000","-7,800,000","8,934,000","1,396,000","19,701,000","2,208,000","-42,529,000","-295,000","1,299,000","-1,834,000","-202,000","1,145,000","-5,692,000","24,565,000","15,740,000","18,185,000","14,053,000","-429,000","13,609,000","7,986,000","8,239,000","18,400,000","1,300,000","5,300,000","8,400,000","6,000,000","5,400,000"
	SpecialIncomeCharges,"-700,000","-500,000","-13,479,000","-8,638,000","-1,683,000","-8,464,000","-42,891,000",,,"-1,834,000","-202,000","1,145,000","-5,692,000","24,565,000","15,740,000","18,185,000","14,053,000","-429,000","13,609,000","7,986,000","8,239,000","18,400,000","1,300,000","5,300,000","8,400,000","6,000,000","5,400,000"
		RestructuringAndMergernAcquisition,"700,000","500,000","13,479,000","8,638,000","1,683,000","8,464,000","42,891,000",,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"-10,900,000","-7,300,000","22,413,000","10,034,000","21,384,000","10,672,000","362,000","-295,000","1,299,000",,,,,,,,,,,,,,,,,,
PretaxIncome,"736,400,000","748,300,000","576,081,000","618,928,000","607,028,000","413,801,000","249,178,000","164,226,000","102,913,000","100,602,000","127,696,000","115,262,000","243,299,000","378,580,000","350,444,000","268,047,000","184,722,000","142,131,000","144,270,000","158,439,000","168,821,000","194,300,000","174,100,000","151,200,000","118,900,000","103,800,000","90,400,000"
TaxProvision,"141,400,000","136,300,000","105,705,000","-94,457,000","181,584,000","124,863,000","94,847,000","44,045,000","16,950,000","20,986,000","29,217,000","27,375,000","71,822,000","116,073,000","106,640,000","72,534,000","56,543,000","41,047,000","46,455,000","53,077,000","56,794,000","68,500,000","58,500,000","52,700,000","40,300,000","36,200,000","32,100,000"
NetIncomeCommonStockholders,"594,100,000","611,000,000","469,192,000","711,313,000","423,611,000","287,540,000","154,954,000","120,824,000","83,974,000","82,379,000","97,012,000","85,459,000","176,256,000","262,749,000","245,422,000","192,666,000","129,163,000","93,623,000","86,315,000","105,362,000","112,027,000","125,800,000","115,600,000","98,500,000","78,600,000","67,600,000","53,700,000"
	NetIncome,"594,900,000","611,900,000","469,998,000","713,342,000","425,386,000","288,792,000","155,601,000","121,337,000","84,474,000","82,379,000","97,012,000","85,459,000","176,256,000","262,749,000","245,422,000","192,666,000","129,163,000","93,623,000","86,315,000","105,362,000","112,027,000","125,800,000","115,600,000","98,500,000","78,600,000","67,600,000","53,700,000"
		NetIncomeIncludingNoncontrollingInterests,"595,000,000","612,000,000","470,376,000","713,385,000","425,444,000","288,938,000","154,294,000","119,432,000","85,527,000","83,573,000","98,664,000","88,164,000","176,256,000","262,749,000","245,422,000","192,666,000","129,163,000","93,623,000","86,315,000","105,362,000","112,027,000","125,800,000","115,600,000","98,500,000","78,600,000","67,600,000","53,700,000"
			NetIncomeContinuousOperations,"595,000,000","612,000,000","470,376,000","713,385,000","425,444,000","288,938,000","154,331,000","120,181,000","85,963,000","79,616,000","98,479,000","87,887,000","171,477,000","262,507,000","243,804,000","195,513,000","128,179,000","101,084,000","97,815,000","105,362,000","112,027,000","125,800,000","115,600,000","98,500,000","78,600,000","67,600,000","58,300,000"
			NetIncomeDiscontinuousOperations,,,,,"0","0","-37,000","-749,000","-436,000","3,957,000","185,000","277,000","4,779,000","242,000","1,618,000","-2,847,000","984,000","-587,000",,,,,,,,,
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,"-6,874,000","-11,500,000",,,,,,,,
			NetIncomeFromTaxLossCarryforward,,,,,,,,,,,,,,,,,,,,,,,,,,,"-4,600,000"
		MinorityInterests,,"-100,000","-378,000","-43,000","-58,000","-146,000","1,307,000","1,905,000","-1,053,000","-1,194,000","-1,652,000","-2,705,000",,,,,,,,,,,,,,,
	OtherunderPreferredStockDividend,,"900,000","806,000","2,029,000","1,775,000","1,252,000","647,000","513,000","500,000",,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"594,100,000","611,000,000","469,192,000","711,313,000","423,611,000","287,540,000","154,954,000","120,824,000","83,974,000","82,379,000","97,012,000","85,459,000","176,256,000","262,749,000","245,422,000","192,666,000","129,163,000","93,623,000","86,315,000","105,362,000","112,027,000","125,800,000","115,600,000","98,500,000","78,600,000","67,600,000","53,700,000"
BasicEPS,,,"7.46","11.3","6.66","4.31","2.73","2.62","1.83","1.79","2.11","1.92","4.26","6.16","5.4","4.14","2.68","1.91","1.77","2.2","2.4","2.7","2.49","2.14","1.71","1.47","1.19"
DilutedEPS,,,"7.43","11.25","6.63","4.29","2.71","2.61","1.83","1.78","2.1","1.91","4.2","6.06","5.29","4.08","2.66","1.91","1.77","2.19","2.39","2.68","2.48","2.13","1.71","1.47","1.19"
BasicAverageShares,,,"62,895,000","62,900,000","63,610,000","66,800,000","56,900,000","46,200,000","45,800,000","45,700,000","45,500,000","44,000,000","41,400,000","42,653,000","45,453,000","46,540,000","48,142,000","48,905,000","48,727,000","47,873,000","46,753,000","46,668,000","46,425,703","46,028,037","46,079,300","45,986,395","45,126,050"
