name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000
TotalAssets,"1,755,071,000,000","1,592,308,000,000","1,595,504,000,000","1,498,609,000,000","1,443,129,000,000","1,451,368,000,000","1,382,916,000,000","1,266,693,000,000","1,144,528,000,000","995,154,000,000","877,842,000,000","752,235,000,000","718,572,000,000","594,550,000,000","520,572,000,000","460,081,000,000","390,213,000,000","368,375,000,000","360,294,000,000","340,918,000,000"
	CurrentAssets,"445,856,000,000","504,120,000,000","529,049,000,000","412,261,000,000","332,405,000,000","360,144,000,000","373,010,000,000","365,015,000,000","342,755,000,000","260,229,000,000","201,280,000,000","148,007,000,000","181,535,000,000","142,100,000,000","141,896,000,000","117,056,000,000","96,918,000,000","99,008,000,000","106,765,000,000","131,625,000,000"
		CashCashEquivalentsAndShortTermInvestments,"139,868,000,000","192,747,000,000","216,200,000,000","142,497,000,000","68,557,000,000","10,100,000,000","15,101,000,000","10,864,000,000","25,397,000,000","20,590,000,000","10,686,000,000","7,700,000,000","8,364,000,000","8,723,000,000","14,747,000,000","18,280,000,000","17,405,000,000","18,712,000,000","22,854,000,000","41,134,000,000"
			CashAndCashEquivalents,"60,313,000,000","111,922,000,000","113,218,000,000","124,468,000,000","67,824,000,000","9,355,000,000","15,046,000,000","10,456,000,000","24,647,000,000","17,008,000,000","8,750,000,000","7,700,000,000","8,364,000,000","8,723,000,000","14,747,000,000","18,280,000,000","17,405,000,000","18,712,000,000","22,854,000,000","41,134,000,000"
				CashFinancial,,,"14,000,000","10,000,000","16,000,000","30,000,000","36,000,000",,"247,000,000","130,000,000","140,000,000","161,000,000","108,000,000","15,000,000","207,000,000","115,000,000","101,000,000","29,000,000",,
				CashEquivalents,,"167,015,000,000","164,990,000,000","142,487,000,000","68,541,000,000","10,070,000,000","15,065,000,000","10,864,000,000","24,950,000,000","18,010,000,000","9,846,000,000","7,539,000,000","8,256,000,000","8,708,000,000","14,540,000,000","18,165,000,000","17,304,000,000","18,683,000,000",,
			OtherShortTermInvestments,"79,555,000,000","80,825,000,000","102,982,000,000","18,029,000,000","733,000,000","745,000,000","55,000,000","408,000,000","750,000,000","3,582,000,000","1,936,000,000",,,"0","0","0",,"0","0","0"
		Receivables,"105,764,000,000","112,665,000,000","120,331,000,000","107,597,000,000","107,556,000,000","145,419,000,000","127,123,000,000","105,305,000,000","89,450,000,000","63,291,000,000","30,642,000,000","37,168,000,000","47,620,000,000","34,944,000,000","33,162,000,000","30,030,000,000","30,694,000,000","32,171,000,000","34,442,000,000","35,465,000,000"
			AccountsReceivable,"54,865,000,000","56,993,000,000","68,494,000,000","50,289,000,000","56,126,000,000","90,831,000,000","68,466,000,000","81,395,000,000","58,721,000,000","43,093,000,000","26,592,000,000","12,989,000,000","22,947,000,000","15,590,000,000","14,532,000,000","9,756,000,000","9,284,000,000","10,670,000,000","11,082,000,000","12,687,000,000"
				GrossAccountsReceivable,"56,713,000,000","57,599,000,000","69,106,000,000","50,972,000,000","56,651,000,000","91,361,000,000","69,040,000,000","82,094,000,000","59,733,000,000","44,415,000,000","28,513,000,000",,,,,,,,,
