name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011
TotalAssets,"12,703,389,000","10,162,572,000","7,412,477,000","6,870,365,000","6,442,439,000","5,583,082,000","3,366,240,000","831,568,000","720,675,000"
	CurrentAssets,"7,620,075,000","7,111,036,000","5,321,884,000","4,652,196,000","4,381,792,000","4,255,853,000","2,574,679,000","554,466,000","596,068,000"
		CashCashEquivalentsAndShortTermInvestments,"6,639,052,000","6,209,401,000","4,403,102,000","3,774,579,000","3,495,348,000","3,621,878,000","2,234,054,000","424,856,000","549,539,000"
			CashAndCashEquivalents,"1,799,082,000","1,894,444,000","1,638,413,000","988,598,000","911,471,000","1,510,724,000","841,010,000","203,328,000","218,996,000"
				CashFinancial,"254,405,000","229,924,000","301,684,000","253,808,000","300,363,000","147,848,000","164,135,000","18,928,000","20,661,000"
				CashEquivalents,"1,544,677,000","1,664,520,000","1,336,729,000","734,790,000","611,108,000","1,362,876,000","676,875,000","184,400,000","198,335,000"
			OtherShortTermInvestments,"4,839,970,000","4,314,957,000","2,764,689,000","2,785,981,000","2,583,877,000","2,111,154,000","1,393,044,000","221,528,000","330,543,000"
		Receivables,"850,184,000","788,700,000","664,268,000","650,650,000","638,694,000","418,454,000","247,328,000","112,155,000","39,834,000"
			AccountsReceivable,"850,184,000","788,700,000","664,268,000","650,650,000","638,694,000","418,454,000","247,328,000","112,155,000","39,834,000"
				GrossAccountsReceivable,"852,585,000","792,259,000","669,698,000","657,866,000","646,815,000","423,961,000","249,348,000","113,435,000","41,662,000"
				AllowanceForDoubtfulAccountsReceivable,"-2,401,000","-3,559,000","-5,430,000","-7,216,000","-8,121,000","-5,507,000","-2,020,000","-1,280,000","-1,828,000"
		PrepaidAssets,"130,839,000","112,935,000","254,514,000","226,967,000","247,750,000","189,639,000","31,175,000","17,455,000","6,695,000"
		CurrentDeferredAssets,,,,,,"25,882,000","62,122,000",,
			CurrentDeferredTaxesAssets,,,,,,"25,882,000","62,122,000",,
	TotalNonCurrentAssets,"5,083,314,000","3,051,536,000","2,090,593,000","2,218,169,000","2,060,647,000","1,327,229,000","791,561,000","277,102,000","124,607,000"
		NetPPE,"1,728,876,000","885,078,000","773,715,000","783,901,000","735,299,000","557,019,000","332,662,000","185,574,000","61,983,000"
			GrossPPE,"3,279,526,000","2,165,252,000","1,928,088,000","1,641,828,000","1,314,009,000","888,270,000","499,727,000","258,811,000","84,539,000"
				MachineryFurnitureEquipment,"2,481,880,000","2,068,764,000","1,878,671,000","1,567,573,000","1,228,936,000","798,464,000","470,204,000","248,488,000","76,989,000"
				OtherProperties,"697,095,000","885,078,000","773,715,000","783,901,000","735,299,000","557,019,000","332,662,000",,
				ConstructionInProgress,"100,551,000","96,488,000","49,417,000","74,255,000","85,073,000","89,806,000","29,523,000","10,323,000","7,550,000"
			AccumulatedDepreciation,"-1,550,650,000","-1,280,174,000","-1,154,373,000","-857,927,000","-578,710,000","-331,251,000","-167,065,000","-73,237,000","-22,556,000"
		GoodwillAndOtherIntangibleAssets,"1,311,805,000","1,272,294,000","1,238,589,000","1,280,649,000","1,263,743,000","727,581,000","441,104,000","72,566,000","43,179,000"
			Goodwill,"1,256,699,000","1,227,269,000","1,188,935,000","1,185,315,000","1,122,728,000","622,570,000","363,477,000","68,813,000","36,761,000"
