name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015
DilutedNIAvailtoComStockholders,"121,070,000","17,859,000","29,797,000","38,488,000","34,926,000","11,418,000","7,063,000","39,907,000","41,484,000","11,666,000","9,318,000","33,016,000","38,114,000","2,107,000","-9,632,000","27,055,000","29,086,000","11,779,000","-17,424,000","18,654,000","14,802,000"
BasicEPS,,"0.24","0.4","0.51","0.46","0.153","0.09","0.53","0.56",,"0.13","0.44","0.51","-0.018","-0.13","0.381","3.69",,"-0.245",,"1.877"
DilutedEPS,,"0.24","0.39","0.51","0.46","0.153","0.09","0.53","0.55",,"0.12","0.44","0.51","-0.018","-0.13","0.381","3.69",,"-0.245",,"1.877"
BasicAverageShares,,"74,869,521","75,192,567","75,618,717","76,006,989","74,760,062","74,823,954","74,762,469","74,650,237",,"74,451,977","74,451,977","74,220,771","74,093,598","74,093,598","70,988,319","7,887,591",,"70,988,319",,"7,887,591"
DilutedAverageShares,,"75,378,806","75,552,440","75,858,114","76,264,038","74,760,062","75,867,562","75,028,658","74,793,823",,"74,702,704","74,581,269","74,250,155","74,093,598","74,093,598","70,992,198","7,887,591",,"70,992,198",,"7,887,591"
TotalOperatingIncomeAsReported,"185,653,000","28,565,000","43,726,000","61,135,000","52,227,000","19,599,000","25,873,000","64,579,000","62,284,000","26,370,000","18,265,000","57,385,000","64,288,000","6,514,000","8,620,000","66,437,000","58,751,000","3,540,000","46,000","65,141,000","48,856,000"
TotalExpenses,"1,495,704,000","339,706,000","373,440,000","401,083,000","381,475,000","323,756,000","344,554,000","413,559,000","379,517,000","325,022,000","328,998,000","370,603,000","369,327,000","329,556,000","323,559,000","396,769,000","383,458,000","315,033,000","319,822,000","381,435,000","367,442,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"121,070,000","17,859,000","29,797,000","38,488,000","34,926,000","11,418,000","7,063,000","39,907,000","41,484,000","11,666,000","9,318,000","33,016,000","38,114,000","-890,000","-6,167,000","27,055,000","24,680,000","-20,435,000","-13,987,000","18,654,000","14,802,000"
NormalizedIncome,"121,440,214","17,859,000","29,797,000","38,488,000","34,926,000","11,418,000","7,063,000","39,907,000","41,484,000","11,772,200","9,318,000","33,016,000","38,114,000","-1,680,200","-6,062,600","27,088,000","25,033,374","-21,532,523.938","-13,987,000","18,654,000","14,802,000"
InterestIncome,"848,000"
InterestExpense,"19,472,000"
NetInterestIncome,"-18,624,000","-4,024,000","-4,504,000","-5,213,000","-4,883,000","-3,987,000","-4,284,000","-5,247,000","-4,408,000","-3,846,000","-4,040,000","-4,901,000","-2,922,000","-5,832,000","-15,672,000","-14,563,000","-13,841,000","-12,201,000","-17,563,000","-15,199,000","-15,331,000"
EBIT,"184,637,000","27,549,000","43,726,000","61,135,000","52,227,000","16,739,000","25,873,000","64,579,000","62,284,000","28,645,000","18,265,000","57,385,000","64,288,000","5,343,000","8,794,000","66,492,000","59,338,000","-19,906,000","46,000","65,141,000","48,856,000"
EBITDA,"227,639,000"
ReconciledCostOfRevenue,"773,598,000","171,711,000","190,245,000","208,141,000","203,501,000","159,746,000","173,769,000","218,571,000","205,432,000","164,315,000","165,707,000","196,411,000","198,661,000","150,797,000","162,020,000","216,673,000","208,712,000","146,178,000","153,885,000","199,880,000","192,092,000"
ReconciledDepreciation,"43,002,000","11,814,000","11,592,000","9,799,000","9,797,000","10,439,000","9,345,000","10,387,000","10,325,000","10,204,000","10,214,000","10,292,000","10,161,000","10,281,000","10,003,000","10,282,000","10,268,000","10,136,000","10,296,000","10,661,000","10,609,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"121,070,000","17,859,000","29,797,000","38,488,000","34,926,000","11,418,000","7,063,000","39,907,000","41,484,000","11,666,000","9,318,000","33,016,000","38,114,000","-890,000","-6,167,000","27,055,000","24,680,000","-20,435,000","-13,987,000","18,654,000","14,802,000"
TotalUnusualItemsExcludingGoodwill,"-491,000",,,,,,,,,"-177,000","0","0","0","1,317,000","-174,000","-55,000","-587,000","1,364,000","0",,"0"
TotalUnusualItems,"-491,000",,,,,,,,,"-177,000","0","0","0","1,317,000","-174,000","-55,000","-587,000","1,364,000","0",,"0"
NormalizedEBITDA,"228,130,000","39,363,000","55,318,000","70,934,000","62,024,000","27,178,000","35,218,000","74,966,000","72,609,000","39,026,000","28,479,000","67,677,000","74,449,000","14,307,000","18,971,000","76,829,000","70,193,000","-11,134,000","10,342,000","75,802,000","59,465,000"
TaxRateForCalcs,"0.246","0.182","0.205","0.294","0.254","0.222","0.27","0.313","0.261","0.4","0.247","0.348","0.362","0.4","0.4","0.4","0.398","0.195","0.243","0.4","0.4"
TaxEffectOfUnusualItems,"-120,786","0","0","0","0","0","0","0","0","-70,800","0","0","0","526,800","-69,600","-22,000","-233,626","266,476.062","0","0","0"
