name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,07/31/2002,07/31/2001,07/31/2000,07/31/1999,07/31/1998,07/31/1997,07/31/1996,07/31/1995,07/31/1994,07/31/1993,07/31/1992,07/31/1991,07/31/1990,07/31/1989
EBIT,"1,314,825,000","1,314,825,000","1,655,830,000","986,460,000","-99,342,000","1,252,038,000","511,146,000","1,227,449,000","2,892,181,000","1,720,018,000","266,559,000","84,149,000","209,339,000","466,332,000","361,891,000","267,502,000","145,514,000","60,067,000","8,390,000","43,046,000","117,907,000","26,784,000","39,000,000","32,700,000","27,400,000","38,400,000","27,400,000","43,500,000","38,600,000","13,100,000","20,100,000","40,700,000","50,600,000"
EBITDA,"1,824,750,000"
ReconciledCostOfRevenue,"14,428,309,000","14,428,309,000","14,378,106,000","11,877,736,000","9,128,954,000","10,585,369,000","17,591,766,000","17,695,673,000","16,083,511,000","13,428,159,000","7,871,563,000","4,237,126,000","5,548,641,000","4,213,181,000","3,557,801,000","2,637,083,000","1,836,686,000","1,286,903,000","419,496,000","699,624,000","873,363,000","802,392,000","429,800,000","518,800,000","656,600,000","600,500,000","554,100,000","485,500,000","568,500,000","474,200,000","448,400,000","380,400,000","313,000,000"
ReconciledDepreciation,"509,925,000","509,925,000","437,324,000","409,937,000","363,027,000","346,151,000","363,381,000","303,446,000","242,868,000","159,707,000","117,529,000","99,633,000","63,789,000","43,456,000","40,270,000","43,817,000","40,481,000","36,275,000","11,726,000","27,699,000","27,327,000","27,496,000","26,400,000","24,400,000","20,200,000","19,300,000","15,800,000","10,900,000","11,300,000","10,100,000","7,000,000","6,500,000","6,500,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"772,388,000","772,388,000","1,097,960,000","805,395,000","-260,453,000","740,101,000","281,292,000","735,842,000","1,727,172,000","1,023,397,000","103,964,000","2,607,000","120,558,000","334,128,000","246,898,000","166,989,000","83,879,000","46,053,000","5,403,000","32,029,000","73,450,000","11,445,000","19,900,000","15,200,000","13,100,000","19,200,000","12,400,000","20,700,000","19,900,000","2,800,000","11,700,000","24,000,000","33,100,000"
TotalUnusualItemsExcludingGoodwill,"-27,488,000","-27,488,000","-130,108,000","154,933,000","-370,864,000","-218,947,000","-404,289,000","-22,109,000","326,000","-15,114,000","0","-3,126,000","-4,807,000",,,,,"29,355,000",,"1,522,000","1,153,000","-2,997,000","2,000,000","500,000","3,700,000","3,000,000","1,000,000","400,000","4,200,000","-2,400,000","2,700,000","2,100,000","7,200,000"
TotalUnusualItems,"-27,488,000","-27,488,000","-130,108,000","154,933,000","-370,864,000","-218,947,000","-404,289,000","-22,109,000","326,000","-15,114,000","0","-3,126,000","-4,807,000",,,,,"29,355,000",,"1,522,000","1,153,000","-2,997,000","2,000,000","500,000","3,700,000","3,000,000","1,000,000","400,000","4,200,000","-2,400,000","2,700,000","2,100,000","7,200,000"
NormalizedEBITDA,"1,852,238,000","1,852,238,000","2,223,262,000","1,241,464,000","634,549,000","1,817,136,000","1,278,816,000","1,553,004,000","3,134,723,000","1,894,839,000","384,088,000","186,908,000","277,935,000","509,788,000","402,161,000","311,319,000","185,995,000","66,987,000","20,116,000","69,223,000","144,081,000","57,277,000","63,400,000","56,600,000","43,900,000","54,700,000","42,200,000","54,000,000","45,700,000","25,600,000","24,400,000","45,100,000","49,900,000"
TaxRateForCalcs,"0.255","0.255","0.228","0.4","0.4","0.336","0.302","0.338","0.369","0.355","0.308","0.17","0.35","0.331","0.356","0.378","0.394","0.381","0.366","0.371","0.397","0.386","0.399","0.39","0.399","0.396","0.383","0.4","0.4","0.4","0.364","0.358","0.362"
TaxEffectOfUnusualItems,"-7,009,440","-7,009,440","-29,664,624","61,973,200","-148,345,600","-73,566,192","-122,095,278","-7,472,842","120,294","-5,358,006.191","0","-532,382.714","-1,680,935.69","0","0","0","0","11,174,472.895","0","564,200.998","458,239.345","-1,156,243.05","797,583.082","194,779.116","1,476,605.505","1,188,679.245","383,084.577","160,000","1,680,000","-960,000","983,152.174","752,406.417","2,608,092.486"
