name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,08/31/2007,08/31/2006,08/31/2005,08/31/2004
		AssetsHeldForSaleCurrent,,"0","3,313,000,000",,,,"0","184,000,000",,,,,,,,
		HedgingAssetsCurrent,"23,000,000","111,000,000","24,000,000","21,000,000","46,000,000","81,000,000","39,000,000","25,000,000","15,802,000","16,357,000",,,,,,
		OtherCurrentAssets,,,"295,000,000",,"74,000,000","301,000,000","312,000,000","311,000,000","181,904,000","109,359,000","162,083,000","83,660,000","55,853,000","144,657,000","203,995,000","75,546,000"
	TotalNonCurrentAssets,"91,013,000,000","81,496,000,000","75,563,000,000","72,026,000,000","65,779,000,000","58,316,000,000","43,794,000,000","43,307,000,000","19,441,349,000","16,087,720,000","10,892,550,000","9,888,907,000","7,132,511,000","4,621,406,000","3,451,942,000","2,383,323,000"
		NetPPE,"75,157,000,000","66,963,000,000","61,088,000,000","55,438,000,000","48,683,000,000","40,292,000,000","30,682,000,000","28,284,000,000","14,558,562,000","11,852,732,000","9,064,475,000","8,702,534,000","5,971,127,000","3,748,614,000","2,887,750,000","1,915,274,000"
			GrossPPE,"90,754,000,000","79,776,000,000","71,177,000,000","63,721,000,000","54,979,000,000","45,018,000,000","33,917,000,000","30,388,000,000","16,529,339,000","13,284,430,000","10,117,041,000","9,464,548,000","6,418,149,000","4,023,423,000","3,045,006,000","1,915,274,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
				LandAndImprovements,"1,264,000,000","2,146,000,000","2,222,000,000","1,764,000,000","686,000,000","1,307,000,000","881,000,000","553,000,000","137,352,000","103,325,000","87,388,000","74,895,000","64,160,000","63,383,000","39,715,000",
				BuildingsAndImprovements,"2,632,000,000","2,664,000,000","2,786,000,000","3,275,000,000","1,526,000,000","1,922,000,000","939,000,000","587,000,000","278,829,000","383,274,000","160,912,000","133,951,000","115,965,000","70,976,000","51,065,000",
				MachineryFurnitureEquipment,"70,576,000,000","63,884,000,000","50,363,000,000","43,453,000,000","38,086,000,000","33,208,000,000","26,864,000,000","23,905,000,000","14,899,860,000","12,105,704,000","8,793,468,000","6,888,357,000","4,874,963,000","3,022,753,000","2,570,780,000",
				OtherProperties,"7,787,000,000","5,015,000,000","4,895,000,000","4,839,000,000","6,837,000,000","4,067,000,000","3,068,000,000","3,370,000,000","292,347,000","247,010,000","1,075,273,000","658,328,000","493,477,000","221,728,000","243,768,000",
				ConstructionInProgress,"8,495,000,000","6,067,000,000","10,911,000,000","10,390,000,000","7,844,000,000","4,514,000,000","2,165,000,000","1,973,000,000","920,951,000","445,117,000",,"1,709,017,000","869,584,000","644,583,000","139,678,000",
			AccumulatedDepreciation,"-15,597,000,000","-12,813,000,000","-10,089,000,000","-8,283,000,000","-6,296,000,000","-4,726,000,000","-3,235,000,000","-2,104,000,000","-1,970,777,000","-1,431,698,000","-1,052,566,000","-762,014,000","-447,022,000","-274,809,000","-157,256,000",
		GoodwillAndOtherIntangibleAssets,"11,321,000,000","10,885,000,000","10,884,000,000","12,730,000,000","12,904,000,000","13,447,000,000","8,158,000,000","8,725,000,000","3,111,266,000","2,861,038,000","1,164,777,000","1,176,263,000","1,104,669,000","819,733,000","472,049,000","348,761,000"
			Goodwill,"5,167,000,000","4,885,000,000","4,768,000,000","6,738,000,000","7,473,000,000","7,865,000,000","5,894,000,000","6,434,000,000","2,038,975,000","1,600,611,000","775,094,000","773,283,000","748,018,000","633,998,000",,"348,761,000"
			OtherIntangibleAssets,"6,154,000,000","6,000,000,000","6,116,000,000","5,992,000,000","5,431,000,000","5,582,000,000","2,264,000,000","2,291,000,000","1,072,291,000","1,260,427,000","389,683,000","402,980,000","356,651,000","185,735,000","472,049,000",
		InvestmentsAndAdvances,"3,460,000,000","2,642,000,000","2,705,000,000","3,040,000,000","3,462,000,000","3,659,000,000","4,014,000,000","4,737,000,000","1,496,600,000","1,359,979,000","663,298,000","10,110,000",,,,"8,010,000"
			LongTermEquityInvestment,"3,460,000,000","2,642,000,000","2,705,000,000","3,040,000,000","3,462,000,000","3,659,000,000","4,014,000,000","4,737,000,000",,,,,,,,
		FinancialAssets,,,,,"0","10,000,000","18,000,000","43,000,000","26,011,000","13,971,000",,,,,,
		NonCurrentDeferredAssets,"178,000,000","241,000,000","210,000,000","230,000,000","227,000,000","423,000,000","311,000,000","292,000,000",,,,,,,,
		DefinedPensionBenefit,"84,000,000",,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"813,000,000","765,000,000","676,000,000","588,000,000","503,000,000","485,000,000","611,000,000","1,226,000,000","248,910,000","13,971,000",,,"56,715,000","53,059,000","92,143,000","111,278,000"
TotalLiabilitiesNetMinorityInterest,"65,035,000,000","57,396,000,000","56,266,000,000","56,494,000,000","47,591,000,000","42,155,000,000","34,051,000,000","32,554,000,000","13,507,848,000","11,130,998,000","8,940,258,000","8,730,586,000","6,347,789,000","4,439,263,000","3,793,122,000","1,693,646,000"
	CurrentLiabilities,"7,724,000,000","9,310,000,000","7,897,000,000","7,277,000,000","4,910,000,000","6,782,000,000","6,500,000,000","5,845,000,000","1,841,313,000","1,081,075,000","889,745,000","1,208,921,000","932,815,000","1,020,787,000","1,256,233,000","404,917,000"
		PayablesAndAccruedExpenses,"7,368,000,000","6,342,000,000","7,239,000,000","5,839,000,000","4,596,000,000","5,551,000,000","5,549,000,000","4,841,000,000","1,146,370,000","1,032,598,000","783,675,000","913,989,000","760,127,000","809,075,000","971,186,000","325,903,000"
			Payables,"4,479,000,000","3,920,000,000","5,158,000,000","3,953,000,000","2,484,000,000","3,842,000,000","4,347,000,000","3,527,000,000","624,092,000","464,910,000","416,894,000","485,362,000","506,970,000","603,847,000","819,220,000","252,141,000"
				AccountsPayable,"4,118,000,000","3,493,000,000","4,685,000,000","3,502,000,000","2,274,000,000","3,349,000,000","3,834,000,000","3,107,000,000","512,023,000","448,907,000","397,691,000","416,428,000","506,970,000","603,847,000","819,220,000","237,138,000"
				TotalTaxPayable,"263,000,000","256,000,000","288,000,000","201,000,000","76,000,000","290,000,000","215,000,000","249,000,000","94,112,000",,,"14,298,000",,,,"2,252,000"
					IncomeTaxPayable,,,"180,000,000",,,"54,000,000","4,000,000","41,000,000","14,781,000",,,"14,298,000",,,,"2,252,000"
				DuetoRelatedPartiesCurrent,"31,000,000","59,000,000","31,000,000","42,000,000","28,000,000","19,000,000","14,000,000","15,000,000",,,,,,,,
				OtherPayable,"67,000,000","112,000,000","154,000,000","208,000,000","106,000,000","184,000,000","284,000,000","156,000,000","17,957,000","16,003,000","19,203,000","54,636,000",,,,"12,751,000"
			CurrentAccruedExpenses,"2,889,000,000","2,422,000,000","2,081,000,000","1,886,000,000","2,112,000,000","1,709,000,000","1,202,000,000","1,314,000,000","522,278,000","567,688,000","366,781,000","428,627,000","253,157,000","205,228,000","151,966,000","73,762,000"
				InterestPayable,"579,000,000","571,000,000","552,000,000","545,000,000","519,000,000","440,000,000","357,000,000","334,000,000","204,182,000",,"137,708,000","115,487,000",,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,,,"280,000,000","254,000,000","218,000,000",,"173,000,000","250,000,000","80,205,000",,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"86,000,000","2,655,000,000","413,000,000","1,194,000,000","131,000,000","1,008,000,000","637,000,000","613,000,000","424,160,000","35,305,000","40,924,000","45,232,000","47,063,000","40,607,000","56,402,000","31,234,000"
			CurrentDebt,"26,000,000","2,655,000,000","413,000,000","1,194,000,000","131,000,000","1,008,000,000","637,000,000","613,000,000","424,160,000","35,305,000","40,924,000","45,232,000","47,063,000","40,607,000","56,402,000","31,234,000"
				OtherCurrentBorrowings,"26,000,000","2,655,000,000","413,000,000","1,194,000,000","131,000,000","1,008,000,000","637,000,000","613,000,000","424,160,000","35,305,000",,,,,,
			CurrentCapitalLeaseObligation,"60,000,000",,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,"123,000,000","128,000,000","59,000,000","72,000,000","114,000,000","202,000,000","261,000,000","191,000,000","100,525,000",,,"589,000","261,000","629,000",,
			CurrentDeferredTaxesLiabilities,,,"75,000,000",,,"99,000,000","119,000,000","130,000,000",,,,"589,000","261,000","629,000",,
			CurrentDeferredRevenue,"123,000,000","128,000,000","59,000,000","72,000,000","114,000,000","103,000,000","142,000,000","61,000,000","100,525,000",,,,,,,
		OtherCurrentLiabilities,"147,000,000","185,000,000","186,000,000","172,000,000","69,000,000","21,000,000","53,000,000","200,000,000","90,053,000","13,172,000","65,146,000","249,111,000","125,364,000","170,476,000","228,645,000","47,780,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"57,311,000,000","48,086,000,000","48,369,000,000","49,217,000,000","42,681,000,000","35,373,000,000","27,551,000,000","26,709,000,000","11,666,535,000","10,049,923,000","8,050,513,000","7,521,665,000","5,414,974,000","3,418,476,000","2,536,889,000","1,288,729,000"
		LongTermDebtAndCapitalLeaseObligation,"51,929,000,000","43,373,000,000","43,671,000,000","42,858,000,000","36,837,000,000","29,653,000,000","22,562,000,000","21,440,000,000","10,946,864,000","9,346,067,000","7,750,998,000","7,190,357,000","5,198,676,000","3,205,646,000","2,275,965,000","1,071,158,000"
			LongTermDebt,"51,028,000,000","43,373,000,000","43,671,000,000","42,858,000,000","36,837,000,000","29,653,000,000","22,562,000,000","21,440,000,000","10,946,864,000","9,346,067,000","7,750,998,000","7,190,357,000","5,198,676,000","3,205,646,000","2,275,965,000","1,071,158,000"
			LongTermCapitalLeaseObligation,"901,000,000",,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"3,208,000,000","2,926,000,000","3,315,000,000","5,112,000,000","4,590,000,000","4,325,000,000","3,865,000,000","3,566,000,000",,,"204,373,000","194,871,000","198,947,000","207,877,000","215,118,000","216,726,000"
			NonCurrentDeferredTaxesLiabilities,"3,208,000,000","2,926,000,000","3,315,000,000","5,112,000,000","4,590,000,000","4,325,000,000","3,865,000,000","3,566,000,000",,,"204,373,000","194,871,000","198,947,000","207,877,000","215,118,000","216,726,000"
		DerivativeProductLiabilities,"273,000,000","104,000,000","145,000,000","76,000,000","137,000,000","154,000,000","73,000,000","162,000,000","81,415,000","79,465,000",,,,,,
		PreferredSecuritiesOutsideStockEquity,"739,000,000","499,000,000","21,000,000","48,000,000","48,000,000","48,000,000","32,000,000","404,000,000","394,054,000","388,543,000",,,,,,
		LiabilitiesHeldforSaleNonCurrent,,,,,,,"0","142,000,000",,,,,,,,
		OtherNonCurrentLiabilities,"1,162,000,000","1,184,000,000","1,217,000,000","1,123,000,000","1,069,000,000","1,193,000,000","1,019,000,000","995,000,000","244,202,000","235,848,000","95,142,000","136,437,000","17,351,000","4,953,000","45,806,000","845,000"
TotalEquityGrossMinorityInterest,"33,845,000,000","30,850,000,000","29,980,000,000","22,517,000,000","23,598,000,000","22,314,000,000","16,279,000,000","16,350,000,000","7,388,945,000","6,247,732,000","3,220,251,000",,"1,835,300,000","1,484,878,000","1,123,998,000","803,231,000"
	TotalPartnershipCapital,"21,827,000,000","20,559,000,000","-1,196,000,000","-1,694,000,000","-932,000,000","664,000,000","1,078,000,000","2,113,000,000","53,484,000","120,668,000","152,000","-83,432,000",,,,"368,325,000"
		LimitedPartnershipCapital,"21,842,000,000","20,606,000,000","-1,193,000,000","-1,691,000,000","-930,000,000","670,000,000","1,072,000,000","2,125,000,000","52,485,000","115,350,000","53,412,000","-15,762,000",,,,"364,261,000"
		GeneralPartnershipCapital,"-4,000,000","-5,000,000","-3,000,000","-3,000,000","-2,000,000","-1,000,000","-3,000,000","0","321,000","520,000","368,000","155,000",,,,"4,053,000"
	StockholdersEquity,"0","0","0","0","0","0","0","0","0","0","0",,"-47,132,000","45,751,000","-88,137,000","-368,314,000"
		CapitalStock,,,,,,,,,,,,,,,"772,000",
			CommonStock,,,,,,,,,,,,,,,"772,000",
		GainsLossesNotAffectingRetainedEarnings,"-11,000,000","-42,000,000",,,,"-5,000,000","9,000,000","-12,000,000","678,000","4,798,000","-53,628,000",,"-47,132,000","45,751,000","-88,909,000","11,000"
		OtherEquityInterest,,,,,,,,,,"115,870,000","-53,628,000","-67,825,000",,,,"-368,314,000"
	MinorityInterest,"12,018,000,000","10,291,000,000","31,176,000,000","24,211,000,000","24,530,000,000","21,650,000,000","15,201,000,000","14,237,000,000","7,335,461,000","6,127,064,000","3,220,099,000","2,422,748,000","1,882,432,000","1,439,127,000","1,212,135,000","803,220,000"
TotalCapitalization,"72,855,000,000","63,932,000,000","42,475,000,000","41,164,000,000","35,905,000,000","30,317,000,000","23,640,000,000","23,553,000,000","11,000,348,000","9,466,735,000","7,751,150,000","7,106,925,000","5,151,544,000","3,251,397,000","2,187,828,000","1,071,169,000"
CommonStockEquity,"21,827,000,000","20,559,000,000","-1,196,000,000","-1,694,000,000","-932,000,000","664,000,000","1,078,000,000","2,113,000,000","53,484,000","120,668,000","152,000","-83,432,000","-47,132,000","45,751,000","-88,137,000","-368,314,000"
CapitalLeaseObligations,"961,000,000",,,,,,,,,,,,,,,
NetTangibleAssets,"-11,321,000,000","-10,885,000,000","-10,884,000,000","-12,730,000,000","-12,904,000,000","-13,447,000,000","-8,158,000,000","-8,725,000,000","-3,111,266,000","-2,861,038,000","-1,164,777,000","-1,259,695,000","-1,151,801,000","-773,982,000","-560,186,000","-717,075,000"
WorkingCapital,"143,000,000","-2,560,000,000","2,786,000,000","-292,000,000","500,000,000","-629,000,000","36,000,000","-248,000,000","-385,869,000","209,935,000","378,214,000","-27,926,000","117,763,000","281,948,000","208,945,000","76,951,000"
InvestedCapital,"72,881,000,000","66,587,000,000","42,888,000,000","42,358,000,000","36,036,000,000","31,325,000,000","24,277,000,000","24,166,000,000","11,424,508,000","9,502,040,000","7,792,074,000","7,152,157,000","5,198,607,000","3,292,004,000","2,244,230,000","734,078,000"
TangibleBookValue,"10,506,000,000","9,674,000,000","-12,080,000,000","-14,424,000,000","-13,836,000,000","-12,783,000,000","-7,080,000,000","-6,612,000,000","-3,057,782,000","-2,740,370,000","-1,164,625,000","-1,259,695,000","-1,151,801,000","-773,982,000","-560,186,000","-717,075,000"
TotalDebt,"52,015,000,000","46,028,000,000","44,084,000,000","44,052,000,000","36,968,000,000","30,661,000,000","23,199,000,000","22,053,000,000","11,371,024,000","9,381,372,000","7,791,922,000","7,235,589,000","5,245,739,000","3,246,253,000","2,332,367,000","1,102,392,000"
NetDebt,"50,763,000,000","45,609,000,000","43,748,000,000","43,569,000,000","36,362,000,000","29,814,000,000","22,609,000,000","21,681,000,000","11,244,682,000","9,295,108,000","7,723,607,000","7,143,566,000","5,168,389,000","3,220,049,000","2,298,908,000","1,019,540,000"
ShareIssued,"2,689,580,631","2,619,368,605","1,079,145,561","1,046,947,157","1,046,923,336","1,080,613,798","1,119,846,600","1,119,822,432","891,890,832","891,764,688","891,592,992","891,592,992","891,319,824","507,528,360","546,099,388","546,099,388"
OrdinarySharesNumber,"2,689,580,631","2,619,368,605","1,079,145,561","1,046,947,157","1,046,923,336","1,080,613,798","1,119,846,600","1,119,822,432","891,890,832","891,764,688","891,592,992","891,592,992","891,319,824","507,528,360","546,099,388","546,099,388"
