name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012
MarketCap,"4,153,429,667","5,711,413,466","5,543,693,090","6,029,406,555","5,518,273,898","4,431,285,512","6,084,691,744","5,063,028,504","3,759,013,208"
EnterpriseValue,"6,557,429,667","8,082,413,466","7,844,693,090","8,367,406,555","7,514,273,898","6,691,885,512","8,466,491,744","7,641,928,504","6,499,613,208"
PeRatio,"7.405","9.383","8.61","19.058","34.03","21.049","28.25","38.887","7.399"
ForwardPeRatio,"9.285","10.764","8.19","13.774","17.794","11.751","12.255","12.438","12.755"
PegRatio,"2.601","3.016",,,,,"1.226","1.244","0.72"
PsRatio,"1.603","2.227","2.258","3.136","3.102","2.264","3","2.702","1.776"
PbRatio,"5.993","7.687","8.105","10.864","4.942","3.649","4.495","3.702","2.77"
EnterprisesValueRevenueRatio,"2.465","2.996","2.892","3.699","4.083","3.37","3.98","3.966","3.035"
EnterprisesValueEBITDARatio,"7.546","7.561","7.197","10.459","12.143","10.886","12.095","12.656","10.47"
