name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995
TotalAssets,"2,783,142,000","2,379,121,000","2,257,241,000","2,225,368,000","2,229,018,000","2,430,527,000","2,364,947,000","2,275,452,000","2,411,084,000","2,414,359,000","2,077,338,000","2,088,169,000","1,858,624,000","1,391,156,000","959,464,000","708,525,000","660,565,000","430,531,000","154,353,000","146,131,000","84,300,000","79,700,000","29,200,000","20,900,000","9,900,000"
	CurrentAssets,"1,178,661,000","965,353,000","794,179,000","783,171,000","741,625,000","884,173,000","803,861,000","674,375,000","770,954,000","788,715,000","499,915,000","552,454,000","661,527,000","294,949,000","298,135,000","150,569,000","99,203,000","91,366,000","50,921,000","39,837,000","30,900,000","26,200,000","17,700,000","16,200,000","6,900,000"
		CashCashEquivalentsAndShortTermInvestments,"369,373,000","312,069,000","189,961,000","216,158,000","149,760,000","283,680,000","205,833,000","156,785,000","264,423,000","384,570,000","118,872,000","191,842,000","360,463,000","91,923,000","153,383,000","25,704,000","5,765,000","9,906,000","12,856,000","3,235,000","5,000,000","3,200,000","2,500,000","5,900,000",
			CashAndCashEquivalents,"369,373,000","312,069,000","189,961,000","216,158,000","149,760,000","283,680,000","205,833,000","156,785,000","264,423,000","384,570,000","118,872,000","191,842,000","360,463,000","91,923,000","153,383,000","25,704,000","5,765,000","9,906,000","12,856,000","3,235,000","5,000,000","3,200,000","2,500,000","5,900,000",
		Receivables,"736,639,000","602,783,000","561,357,000","521,651,000","551,046,000","535,602,000","521,892,000","476,437,000","465,870,000","365,453,000","308,395,000","305,185,000","271,829,000","178,374,000","130,201,000","112,537,000","83,722,000","64,847,000","32,589,000","32,332,000","23,700,000","20,900,000","14,400,000","9,500,000","6,300,000"
			AccountsReceivable,"540,584,000","437,797,000","390,996,000","365,385,000","405,000,000","381,464,000","352,411,000","314,491,000","429,102,000","326,077,000","287,542,000","290,040,000","245,176,000","171,097,000","127,488,000","103,506,000","57,584,000","29,271,000","20,435,000",,,,,,
				GrossAccountsReceivable,"540,584,000","437,797,000","390,996,000","365,385,000","405,000,000","381,464,000","352,411,000","314,491,000","509,198,000",,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,"-80,096,000",,,,,,,,,,,,,,,,
			LoansReceivable,,,,,,,,,,,,,"11,687,000","7,277,000","2,713,000","9,031,000",,,,,,,,,
			NotesReceivable,"35,106,000","29,228,000","25,691,000","31,864,000","36,115,000","27,208,000","33,093,000","33,194,000","26,687,000","26,130,000","20,853,000","15,145,000",,,,,,,,,,,,,
			TaxesReceivable,"8,161,000","18,947,000","12,788,000","14,890,000","15,147,000","23,293,000","12,354,000","14,003,000","10,081,000","13,246,000",,,,,,,,,,,,,,,
			OtherReceivables,"418,288,000","319,205,000","312,569,000","288,331,000","280,538,000","248,462,000","233,307,000","208,797,000",,"89,335,000","59,328,000","45,309,000","14,966,000",,,,"26,138,000","35,576,000","12,154,000",,,,,,
			ReceivablesAdjustmentsAllowances,"-265,500,000","-202,394,000","-180,687,000","-178,819,000","-185,754,000","-144,825,000","-109,273,000","-94,048,000",,"-63,205,000","-59,328,000","-45,309,000",,,,,,,,,,,,,
		Inventory,,,,,,,,,,,,,,,,,,,,,,,,"300,000",
		PrepaidAssets,"39,740,000","35,762,000","35,667,000","32,655,000","30,779,000","29,566,000","30,906,000","27,647,000","30,448,000","28,174,000","52,172,000","31,055,000","15,668,000","16,259,000","8,147,000","6,041,000","4,918,000","3,165,000","2,361,000",,,,,,
		RestrictedCash,,,,,,,,"1,190,000","10,213,000","10,518,000",,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,"27,332,000","26,690,000","3,615,000",,"0","20,476,000","24,372,000","10,544,000","8,393,000","6,404,000","6,287,000","4,798,000","2,364,000","1,325,000",,,,,,
			CurrentDeferredTaxesAssets,,,,,,"27,332,000","26,690,000","3,615,000",,"0","20,476,000","24,372,000","10,544,000","8,393,000","6,404,000","6,287,000","4,798,000","2,364,000","1,325,000",,,,,,
		OtherCurrentAssets,"32,909,000","14,739,000","7,194,000","12,707,000","10,040,000","7,993,000","18,540,000","8,701,000",,,,,"3,023,000",,,,,"11,084,000","1,790,000","4,270,000","2,200,000","2,100,000","800,000","500,000","600,000"
	TotalNonCurrentAssets,"1,604,481,000","1,413,768,000","1,463,062,000","1,442,197,000","1,487,393,000","1,546,354,000","1,561,086,000","1,601,077,000","1,640,130,000","1,625,644,000","1,577,423,000","1,535,715,000","1,197,097,000","1,096,207,000","661,329,000","557,956,000","561,362,000","339,165,000","103,432,000","106,294,000","53,400,000","53,500,000","11,500,000","4,700,000","3,000,000"
		NetPPE,"253,449,000","84,577,000","75,075,000","61,856,000","74,760,000","82,163,000","79,007,000","68,192,000","74,448,000","73,238,000","80,678,000","78,575,000","67,843,000","51,326,000","29,302,000","23,342,000","20,757,000","14,938,000","12,253,000","13,155,000","8,400,000","8,300,000","6,300,000","4,100,000","2,800,000"
			GrossPPE,"420,575,000","232,560,000","212,740,000","202,044,000","235,228,000","221,870,000","218,003,000","193,133,000","179,599,000","164,395,000","161,847,000","136,703,000","118,728,000","92,772,000","62,325,000","48,813,000","39,849,000","27,302,000","23,637,000","25,537,000","19,200,000","17,100,000","13,800,000","9,700,000","7,400,000"
