name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,12/31/2017,09/30/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009
MarketCap,"3,531,300,629","2,996,703,515","6,690,576,895","5,405,423,644","5,846,485,787","4,992,310,764","4,562,601,038","6,099,189,069","5,223,622,645","5,768,010,199","5,768,955,777","4,616,232,037","5,332,545,989","5,750,548,901","5,009,151,991","4,939,272,462","4,876,432,275","3,846,312,770","3,675,916,521","3,530,773,491","3,783,384,000","3,793,482,000","3,281,289,000","2,985,642,000","2,869,515,000","2,851,563,000","3,288,021,000","3,207,237,000","2,298,020,198","2,094,223,487","2,040,918,000","1,893,936,000","1,863,081,000","2,297,856,000","2,383,689,000","2,278,221,000","1,932,084,000","1,629,705,000","2,076,822,000","1,753,686,000","1,581,459,000","1,439,526,000","1,023,825,000"
EnterpriseValue,"3,089,689,356","2,682,205,422","6,209,108,014","4,886,647,804","5,764,763,380","4,674,637,214","4,199,223,428","5,914,363,830","5,047,519,935","5,455,528,992","5,737,296,871","4,359,785,964","5,120,096,515","5,483,879,069","4,826,767,098","4,756,959,912","4,684,105,018","3,643,052,588","3,712,106,082","3,568,263,377","3,854,243,244","3,700,765,398","3,226,426,117","2,930,693,204","2,856,834,061","2,806,328,023","3,281,149,125","3,200,652,049","2,269,583,019","2,039,002,429","2,011,987,880","1,734,871,119","1,703,588,815","2,119,199,330","2,182,206,198","2,174,956,055","1,707,459,894","1,392,597,411","1,906,792,054","1,673,373,940","1,529,188,350","1,385,955,623","973,949,406"
PeRatio,"14.144","12.926","23.092","19.692","20.874","18.809","17.499","23.225","20.743","23.156","29.763","24.875","28.257","28.964","31.282","31.143","31.155","25.03","21.024","19.57","19.734","18.921","21.565","19.591","18.92","18.579","21.682","21.981","13.073","13.18","11.64","19.059","18.698","33.468","20.989","18.636","17.56","15.302","19.004","19.112","13.846","12.297","9.394"
ForwardPeRatio,"55.249","11.765","21.142","17.825","20.121","17.331","16.779","21.368","20.747","24.213","20","23.474","27.397","34.483","25.317","26.11","270.27","227.273","217.391","227.273",,"217.391","185.185","163.934","158.73","163.934","185.185","8.726","6.711","27.397","19.802","17.857","15.873","17.825","20.964","21.008",,,"21.978",,"17.271",,"11.481"
PegRatio,"8.224","1.841","3.854","3.152","3.622","3.82","3.365","3.369","3.276","1.867","1.096","1.524","2.175","3.498","2.764","2.093","24.891","28.659","30.404","49.782",,"1.752","1.497","1.336","1.284","1.337","1.514","0.07","0.054","39.188","6.284",,,,,,,,"1.464",,"3.454",,"2.296"
PsRatio,"4.82","4.405","8.187","7.305","7.445","6.844","6.684","9.32","8.324","9.395","8.794","9.215","10.623","11.557","11.208","11.158","11.985","10.309","9.501","8.844","8.719","9.183","7.937","7.211","7.035","7.376","7.77","7.877","5.983","5.985","5.289","5.486","5.382","64.793","6.255","6.423","6.697","6.031","7.735","7.025","6.115","5.431","4.149"
PbRatio,"3.985","3.641","6.779","6.216","5.42","4.667","4.647","5.481","4.895","5.723","4.887","4.76","5.364","4.736","4.232","4.213","4.247","2.75","2.716","2.528","2.524","2.159","1.989","1.807","1.778","1.677","1.893","1.919","1.386","1.266","0.992","1.022","1.003","1.038","1.059","1.053","0.916","0.795","0.958","0.857","0.799","0.71","0.542"
EnterprisesValueRevenueRatio,"0.176","0.54","1.357","1.132","1.576","1.271","1.123","1.674","1.466","1.777","1.891","1.577","1.794","2.012","1.746","2.679","2.169","1.702","2.131","2.675","2.815","2.623","2.253","2.186","2.166","2.217","2.519","2.636","1.801","1.667","1.614","1.381","1.386","1.75","1.756","1.385","1.824","1.508","2.02","2.01","1.933","1.848","1.091"
EnterprisesValueEBITDARatio,"0.305","0.95","2.563","2.001","2.374","1.87","1.435","2.723","2.353","2.284","3.061","2.901","3.083","3.53","3.001","5.255","3.138","2.758","3.396","3.9","4.351","4.017","3.145","3.324","3.387","3.389","3.948","4.22","2.922","2.606","3.088","2.019","2.76","3.491","3.345","-16.331","2.013","2.283","2.998","2.532","2.889","3.068","1.616"
