name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005
TotalAssets,"7,606,000,000","5,685,900,000","5,267,800,000","5,405,200,000","5,777,500,000","5,162,700,000","5,107,200,000","5,415,300,000","5,042,400,000","5,102,000,000","4,473,800,000","3,760,300,000","3,339,900,000","2,722,200,000","1,656,600,000"
	CurrentAssets,"4,643,000,000","2,849,300,000","2,651,100,000","2,910,400,000","3,299,100,000","3,052,100,000","2,944,200,000","3,355,400,000","3,155,800,000","3,294,700,000","2,852,900,000","2,433,300,000","1,842,800,000","1,420,500,000","862,100,000"
		CashCashEquivalentsAndShortTermInvestments,"2,350,500,000","773,600,000","423,300,000","697,700,000","957,300,000","377,900,000","420,700,000","440,700,000","177,800,000","481,600,000","369,000,000","216,500,000","133,400,000","184,300,000","241,300,000"
			CashAndCashEquivalents,"2,350,500,000","773,600,000","423,300,000","697,700,000","957,300,000","377,900,000","420,700,000","440,700,000","177,800,000","481,600,000","369,000,000","216,500,000","133,400,000","184,300,000","241,300,000"
		Receivables,"1,074,700,000","1,014,500,000","722,200,000","660,500,000","537,000,000","605,600,000","550,800,000","420,700,000","267,200,000","246,100,000","205,900,000","262,000,000","279,000,000","264,900,000","98,800,000"
			AccountsReceivable,"515,200,000","527,900,000","710,500,000","647,300,000","524,300,000","598,400,000","544,200,000","415,900,000","267,200,000","200,200,000","160,400,000","149,300,000","159,900,000","200,200,000","98,800,000"
				GrossAccountsReceivable,"515,200,000","527,900,000","710,500,000","647,300,000","524,300,000","598,400,000","544,200,000","415,900,000","268,600,000",,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,"-1,400,000",,,,,,
			TaxesReceivable,,,,,,,,,,"45,900,000","45,500,000","3,800,000",,,
			OtherReceivables,"560,900,000","487,300,000","13,000,000","18,400,000","18,800,000","7,700,000","6,800,000","9,100,000",,,,"108,900,000","119,100,000","64,700,000",
