name,ttm,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996,10/31/1995,07/31/1995,04/30/1995,01/31/1995,10/31/1994,07/31/1994,04/30/1994,01/31/1994,10/31/1993,07/31/1993,04/30/1993,01/31/1993,10/31/1992,07/31/1992,04/30/1992,01/31/1992,10/31/1991,07/31/1991,04/30/1991,01/31/1991,10/31/1990,07/31/1990,04/30/1990,01/31/1990,10/31/1989,07/31/1989,04/30/1989,01/31/1989,10/31/1988,07/31/1988,04/30/1988,01/31/1988,10/31/1987,07/31/1987,04/30/1987,01/31/1987,10/31/1986,07/31/1986,04/30/1986
MarketCap,"4,952,789,367","5,099,269,538","4,306,877,082","3,643,899,101","3,919,202,790","3,532,583,771","2,666,580,788","3,198,511,258","2,921,719,363","3,826,464,935","3,539,475,796","3,906,040,115","3,646,527,600","3,013,988,067","2,712,732,510","2,742,878,441","2,412,500,437","2,188,495,982","2,571,133,364","2,080,394,805","2,071,195,863","2,184,351,992","2,284,579,701","2,401,727,483","2,389,465,874","2,052,300,613","1,975,453,478","1,955,820,320","1,776,366,882","1,924,526,242","1,673,170,635","1,891,515,129","2,188,026,050","2,132,475,062","2,029,708,370","2,165,881,101","2,474,125,005","2,191,707,769","2,002,223,488","2,006,553,419","2,209,704,697","2,073,474,100","1,932,096,303","1,755,840,037","1,446,156,334","905,817,214","1,072,875,718","1,760,703,393","1,776,869,717","1,815,005,531","2,180,629,195","2,069,430,030","1,954,798,623","2,039,950,971","2,142,902,664","2,043,503,110","2,078,380,850","2,316,755,960","1,958,334,711","2,263,387,647","2,146,132,203","2,479,099,831","2,353,328,156","2,176,733,509","1,975,368,419","2,391,809,346","1,875,387,876","1,778,032,401","1,361,932,614","1,410,394,792","1,804,011,476","1,893,366,638","2,670,342,316","2,801,557,955","2,351,427,143","1,917,247,549","1,876,479,567","1,940,060,727","2,236,802,000","2,386,142,732","2,221,518,305","1,163,771,856","980,759,316","1,888,784,382","1,196,589,625","1,603,199,750","2,010,645,000","2,134,776,000","2,406,468,750","2,044,593,750","1,978,025,000","1,631,532,375","1,063,643,000","1,103,920,500","1,104,366,000","948,897,000","745,660,500","516,809,875","459,125,250","520,396,250","449,053,125","500,956,000","746,668,500","604,288,000","674,370,125","699,356,500","486,279,000","501,372,750","419,083,000","437,625,000","338,364,750","287,462,250","244,495,125","292,713,500","186,072,000","113,092,185","77,815,625","66,875,750","31,110,000","41,998,500","36,555,494","54,433,750","82,441,500","89,431,713","98,719,931","82,378,562","74,232,000","89,639,500","88,170,000","50,956,500","41,737,500","63,202,500","79,560,101","47,229,995","26,950,711","25,014,355","34,991,368"
EnterpriseValue,"5,562,441,367","5,552,580,538","4,994,277,082","4,267,434,101","4,531,001,790","4,297,993,771","3,392,903,788","4,472,525,258","3,604,000,363","5,183,697,935","4,774,233,796","5,330,301,115","2,883,983,600","2,687,840,067","2,377,649,510","2,283,899,441","2,248,002,437","1,967,678,982","2,231,887,364","1,829,163,805","1,894,600,863","2,118,625,992","2,075,582,701","2,130,128,483","2,216,966,874","2,178,967,613","2,102,120,478","2,082,487,320","1,903,033,882","1,828,853,242","1,577,497,635","1,705,454,129","1,829,737,050","1,733,040,062","1,603,174,370","1,841,660,101","2,128,702,005","1,846,284,769","1,481,356,488","1,507,941,419","1,711,092,697","1,287,566,100","1,242,394,303","1,066,138,037","1,189,585,334","950,864,214","1,117,922,718","1,714,178,393","1,677,076,717","1,750,862,531","2,078,326,195","1,835,543,030","1,911,758,623","2,218,119,971","2,169,216,664","1,859,721,110","2,172,786,850","2,411,161,960","2,044,687,711","2,451,111,647","2,328,259,203","2,661,226,831","2,527,394,156","2,574,346,509","2,372,981,419","2,814,846,346","2,298,424,876","2,119,355,401","1,958,596,614","1,756,010,792","1,933,319,476","2,085,393,638","3,142,584,316","3,242,011,955","2,913,520,143","2,699,311,549","3,264,068,567","3,371,473,727","3,713,722,000","3,712,371,732","3,513,386,305","2,455,639,856","2,184,059,316","2,982,084,382","2,289,889,625","2,340,499,750","2,540,645,000","2,664,776,000","2,748,968,750","2,537,993,750","2,471,425,000","2,054,832,375","1,396,943,000","1,508,720,500","1,449,266,000","1,193,497,000","1,054,460,500","808,309,875","735,325,250","809,896,250","763,553,125","815,456,000","1,010,868,500","805,888,000","683,370,125","708,356,500","495,679,000","571,172,750","488,883,000","512,125,000","347,864,750","296,962,250","296,695,125","298,813,500","195,872,000","125,692,185","88,215,625","77,775,750","44,510,000","52,298,500","54,555,494","72,433,750","92,741,500","127,031,713","108,019,931","91,678,562","76,532,000","91,939,500","90,470,000","49,356,500","40,137,500","61,602,500","77,960,101","48,129,995","27,850,711","25,914,355","35,891,368"
PeRatio,"13.585","15.578","12.539","10.656","11.992","16.431","18.449","26.906","25","19.099","17.471","18.998","17.359","14.284","12.524","11.262","9.333","9.217","10.929","10.416","12.335","10.713","11.397","13.68","13.268","9.839","9.473","9.38","8.527","10.996","9.57","10.682","11.045","11.142","9.895","10.348","12.186","10.759","10.987","10.438","11.319","12.274","13.206","12.003","10.947","8.384","9.931","13.783","15.208","17.541","23.135","33.455",,,,,"95.974","105.718","36.851","14.432","13.332","15.339","18.031","18.545","16.861",,,,,,"13.257","14.277","23.552","25.515","18.889","13.755","11.505","11.485","14.403","16.667","17.922","9.522","7.905","14.296","9.203","13.524","17.898","19.091","25.317","23.673","24.86","22.364","16.443","18.889","21.639","22.348","25","24.33","25.798","24.554","13.049","14.56","19.75","17.978","21.536","22.741","18.236","20.037","16.912","24.246","20.519","17.453","16.071","21.449","15","12.947","10.417","9.954","12.5","21.094","14.688","16.827","11.042","11.593","11.339","9.464","9.091","14.12","17.045","13.816","13.672","20.703","27.799","27.504","15.704","16.398","26.215"
ForwardPeRatio,"10.46","10.811","8.969","7.722","9.066","8.15","6.406","7.843","7.734","10.246","10.417","10.341","11.793","13.717","12.361","12.771","11.236","10.438","14.451","12.376","11.82","11.001","11.377","11.962","10.695","7.93","7.987","7.918","7.849","8.117","6.15","7.158","8.606","9.058","8.857","8.46","9.56","9.862",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,"0.603","0.613",,,,,,,,"2.667","2.291","0.984","0.916","0.947","0.996","0.89","0.661","0.665","0.659","0.654","0.676","0.512","0.596","0.666","0.477","0.886","0.846","0.956","0.986",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"0.137","0.143","0.122","0.104","0.11","0.092","0.07","0.084","0.079","0.113","0.112","0.132","0.129","0.115","0.104","0.105","0.094","0.088","0.103","0.083","0.078","0.077","0.082","0.088","0.089","0.083","0.08","0.079","0.072","0.082","0.071","0.081","0.089","0.087","0.085","0.089","0.107","0.094","0.096","0.089","0.097","0.096","0.088","0.08","0.064","0.038","0.045","0.076","0.076","0.081","0.094","0.091","0.089","0.095","0.106","0.103","0.107","0.118","0.098","0.116","0.109","0.126","0.126","0.119","0.108","0.142","0.113","0.111","0.086","0.089","0.134","0.133","0.177","0.179","0.131","0.105","0.104","0.106","0.131","0.144","0.144","0.077","0.07","0.151","0.097","0.164","0.227","0.242","0.305","0.307","0.323","0.306","0.214","0.234","0.249","0.228","0.222","0.17","0.164","0.197","0.188","0.21","0.34","0.343","0.424","0.448","0.365","0.403","0.34","0.498","0.409","0.348","0.308","0.395","0.263","0.221","0.168","0.151","0.074","0.101","0.094","0.15","0.259","0.309","0.363","0.303","0.333","0.515","0.48","0.399","0.38","0.576","0.86","0.803","0.458","0.523","0.823"
PbRatio,"1.588","1.718","1.49","1.25","1.335","1.245","0.935","1.115","1","1.405","1.295","1.574","1.681","1.44","1.287","1.285","1.205","1.112","1.3","1.055","1.057","1.023","1.061","1.113","1.139","1.038","0.999","0.989","0.898","1.049","0.912","1.055","1.09","1.08","1.008","0.893","1.169","1.037","1.04","0.903","1.068","1.008","0.99","0.889","0.798","0.54","0.639","0.9","0.885","0.945","1.125","1.142","1.094","1.198","1.316","1.254","1.181","1.316","1.139","1.167","1.113","1.286","1.396","1.323","1.2","1.585","1.242","1.242","0.968","1.054","1.169","1.265","1.944","2.224","1.858","1.602","1.579","1.623","2.049","2.18","2.192","1.148","1.011","2.001","1.268","1.723","2.356","2.501","3.272","3.882","3.756","3.328","2.323","2.518","2.636","2.397","2.485","1.809","1.665","1.939","1.722","1.921","2.925","2.588","3.162","3.279","2.485","2.664","2.227","4","3.276","2.783","2.482","3.094","2.061","2.005","1.452","1.296","0.63","0.886","0.793","1.347","1.758","1.961","2.362","1.971","4.916","5.936","5.839","4.718","3.865","5.852","7.367","27.782","15.853","14.714","20.583"
EnterprisesValueRevenueRatio,"0.15","0.535","0.548","0.469","0.539","0.411","0.363","0.503","0.422","0.467","0.523","0.6","0.376","0.362","0.366","0.359","0.377","0.263","0.347","0.278","0.322","0.289","0.307","0.311","0.33","0.273","0.33","0.329","0.31","0.245","0.261","0.286","0.31","0.244","0.243","0.286","0.336","0.259","0.24","0.275","0.304","0.205","0.22","0.206","0.238","0.166","0.182","0.278","0.276","0.27","0.351","0.327","0.354","0.362","0.399","0.376","0.439","0.439","0.402","0.508","0.458","0.474","0.53","0.562","0.492","0.572","0.523","0.507","0.5","0.438","0.507","0.522","0.802","0.778","0.691","0.653","0.697","0.634","0.716","0.743","0.713","0.514","0.507","0.741","0.591","0.607","0.775","1.204","1.258","1.201","1.223","1.324","1.02","1.149","1.172","1.123","1.07","0.897","0.872","1.143","1.205","1.236","1.536","1.415","1.288","1.595","1.227","1.623","1.471","1.804","1.311","1.304","1.47","1.492","1.114","0.87","0.698","0.637","0.385","0.509","0.539","0.719","1.01","1.616","1.407","1.284","1.226","1.681","1.557","1.037","1.079","1.981","2.341","1.997","1.314","1.864","2.918"
EnterprisesValueEBITDARatio,"7.687","21.929","28.456","26.78","33.421","21.555","18.728","29.94","33.046","27.444","38.77","37.501","26.909","22.879","32.021","26.654","33.235","12.571","27.384","14.424","19.744","18.158","24.788","25.117","45.005","18.503","25.433","44.015","33.885","25.155","19.469","23.929","19.686","17.674","15.566","19.766","23.712","14.113","16.024","19.674","21.146","12.251","16.012","16.203","19.748","8.648","15.709","30.694","29.716","19.868","28.418","32.778","45.006","28.09","42.015","-17.501","44.772","33.681","32.725","52.453","34.654","35.353","44.595","40.391","35.146","37.921","41.727","48.018","41.452","-6.691","29.252","30.403","46.362","41.874","42.321","50.773","37.444","27.77","32.485","37.175","38.571","27.433","26.219","39.135","28.305","27.471","31.059","45.787","51.965","43.986","46.023","44.381","33.906","37.069","39.169","40.05","38.484","32.076","35.015","55.472","62.586","47.41","43.761","38.932","35.225","39.795","30.597","41.691","37.898","45.321","31.059","32.633","38.038","36.002","28.387","21.304","17.643","14.141","8.727","13.41","12.989","-55.718","23.78","28.229","27.005","-0.568","1.226","1.681","1.557","-0.528","1.079","1.981","2.341","-1.114","1.314","1.864","2.918"
