name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015
TotalRevenue,"672,710,000","164,841,000","163,968,000","171,482,000","172,419,000","171,784,000","157,093,000","171,380,000","171,836,000","170,367,000","172,667,000","166,317,000","163,118,000","163,933,000","163,280,000","156,431,000","154,130,000","174,574,000","147,170,000","155,585,000","155,324,000","154,299,000"
	OperatingRevenue,"672,710,000","164,841,000","163,968,000","171,482,000","172,419,000","171,784,000","157,093,000","171,380,000","171,836,000","170,367,000","172,667,000","166,317,000","163,118,000","163,933,000","163,280,000","156,431,000","154,130,000","174,574,000","147,170,000","155,585,000","155,324,000","154,299,000"
PretaxIncome,"338,085,000","50,245,000","91,019,000","99,595,000","97,226,000","93,858,000","81,972,000","91,056,000","93,315,000","91,835,000","94,260,000","93,699,000","90,483,000","89,913,000","93,868,000","86,469,000","86,425,000","105,067,000","80,616,000","88,125,000","87,592,000","86,894,000"
TaxProvision,"84,752,000","11,380,000","23,183,000","25,396,000","24,793,000","23,934,000","21,977,000","23,668,000","24,262,000","23,877,000","82,576,000","35,336,000","33,588,000","33,173,000","37,316,000","33,234,000","31,565,000","39,536,000","30,405,000","33,236,000","33,034,000","32,772,000"
NetIncomeCommonStockholders,"253,333,000","38,865,000","67,836,000","74,199,000","72,433,000","69,924,000","59,995,000","67,388,000","69,053,000","67,958,000","11,684,000","58,363,000","56,895,000","56,740,000","56,552,000","53,235,000","54,860,000","65,531,000","50,211,000","54,889,000","54,558,000","54,122,000"
	NetIncome,"253,333,000","38,865,000","67,836,000","74,199,000","72,433,000","69,924,000","59,995,000","67,388,000","69,053,000","67,958,000","11,684,000","58,363,000","56,895,000","56,740,000","56,552,000","53,235,000","54,860,000","65,531,000","50,211,000","54,889,000","54,558,000","54,122,000"
		NetIncomeIncludingNoncontrollingInterests,"253,333,000","38,865,000","67,836,000","74,199,000","72,433,000","69,924,000","59,995,000","67,388,000","69,053,000","67,958,000","11,684,000","58,363,000","56,895,000","56,740,000","56,552,000","53,235,000","54,860,000","65,531,000","50,211,000","54,889,000","54,558,000","54,122,000"
			NetIncomeContinuousOperations,"253,333,000","38,865,000","67,836,000","74,199,000","72,433,000","69,924,000","59,995,000","67,388,000","69,053,000","67,958,000","11,684,000","58,363,000","56,895,000","56,740,000","56,552,000","53,235,000","54,860,000","65,531,000","50,211,000","54,889,000","54,558,000","54,122,000"
DilutedNIAvailtoComStockholders,"253,333,000","38,865,000","67,836,000","74,199,000","72,433,000","69,924,000","59,995,000","67,388,000","69,053,000","67,958,000","11,684,000","58,363,000","56,895,000","56,740,000","56,552,000","53,235,000","54,860,000","65,531,000","50,211,000","54,889,000","54,558,000","54,122,000"
BasicEPS,,"0.3","0.52","0.56","0.54","0.52","0.44","0.5","0.5","0.49","0.08","0.42","0.41","0.41","0.41","0.38","0.393","0.47",,"0.394","0.391","0.388"
DilutedEPS,,"0.3","0.52","0.56","0.54","0.52","0.44","0.5","0.5","0.49","0.08","0.42","0.41","0.41","0.41","0.38","0.393","0.47",,"0.394","0.391","0.388"
