name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001
TotalAssets,"48,103,000,000","46,108,000,000","44,556,000,000","45,464,000,000","45,602,000,000","44,441,000,000","44,652,000,000","45,191,000,000","43,569,000,000","43,262,000,000","42,407,000,000","40,478,000,000","40,306,000,000","39,499,000,000","40,809,000,000","42,003,000,000","41,814,000,000","41,356,000,000","41,768,000,000","42,693,000,000","43,135,000,000","44,878,000,000","45,778,000,000","47,075,000,000","48,793,000,000","48,064,000,000","47,426,000,000","45,513,000,000","47,701,000,000","49,070,000,000","46,943,000,000","45,343,000,000","43,008,000,000","39,648,000,000","40,252,000,000","39,869,000,000","37,939,000,000","36,295,000,000","35,299,000,000","33,778,000,000","34,328,000,000","34,728,000,000","34,426,000,000","33,859,000,000","32,026,000,000","33,181,000,000","32,523,000,000","34,155,000,000","33,493,000,000","31,001,000,000","29,021,000,000","26,908,000,000","26,251,000,000","25,142,000,000","24,177,000,000","23,539,000,000","23,099,000,000","22,276,000,000","23,119,000,000","23,034,000,000","23,553,000,000","24,677,000,000","23,809,000,000","24,765,000,000","28,264,000,000","30,413,000,000","28,549,000,000","28,788,000,000","28,272,000,000","29,533,000,000","31,927,000,000","33,571,000,000","33,039,000,000","32,344,000,000","33,709,000,000","32,730,000,000","32,384,000,000"
	CurrentAssets,"29,031,000,000","26,458,000,000","24,964,000,000","25,321,000,000","21,807,000,000","21,865,000,000","21,955,000,000","22,343,000,000","22,311,000,000","21,939,000,000","21,595,000,000","22,089,000,000","22,207,000,000","21,940,000,000","22,902,000,000","23,470,000,000","23,083,000,000","22,760,000,000","23,067,000,000","23,600,000,000","23,999,000,000","24,986,000,000","25,814,000,000","26,384,000,000","27,510,000,000","26,425,000,000","25,920,000,000","25,069,000,000","26,946,000,000","28,002,000,000","25,614,000,000","24,354,000,000","26,760,000,000","23,787,000,000","24,670,000,000","24,535,000,000","23,081,000,000","25,348,000,000","24,331,000,000","23,516,000,000","25,021,000,000","25,229,000,000","24,950,000,000","24,753,000,000","23,323,000,000","24,347,000,000","24,071,000,000","25,935,000,000","25,227,000,000","23,145,000,000","21,773,000,000","19,722,000,000","18,635,000,000","17,177,000,000","16,056,000,000","15,332,000,000","14,997,000,000","14,148,000,000","14,961,000,000","14,515,000,000","14,600,000,000","15,350,000,000","15,489,000,000","16,254,000,000","19,588,000,000","21,513,000,000","19,346,000,000","19,717,000,000","18,779,000,000","19,955,000,000","21,209,000,000","19,967,000,000","20,034,000,000","19,514,000,000","20,318,000,000","20,013,000,000","20,156,000,000"
		CashCashEquivalentsAndShortTermInvestments,"6,522,000,000","4,110,000,000","3,148,000,000","3,228,000,000","3,567,000,000","4,157,000,000","3,557,000,000","4,077,000,000","4,902,000,000","5,628,000,000","4,647,000,000","5,927,000,000","6,786,000,000","5,597,000,000","5,365,000,000","6,357,000,000","6,061,000,000","6,198,000,000","5,234,000,000","5,187,000,000","6,155,000,000","6,768,000,000","6,216,000,000","5,912,000,000","7,267,000,000","6,485,000,000","4,676,000,000","4,691,000,000","7,046,000,000","8,481,000,000","5,425,000,000","5,148,000,000","7,588,000,000","5,767,000,000","5,594,000,000","4,911,000,000","4,511,000,000","8,610,000,000","7,622,000,000","8,014,000,000","9,413,000,000","9,552,000,000","8,281,000,000","8,138,000,000","7,127,000,000","7,806,000,000","7,189,000,000","8,600,000,000","8,362,000,000","8,110,000,000","5,942,000,000","5,041,000,000","5,051,000,000","4,790,000,000","3,888,000,000","3,569,000,000","3,707,000,000","3,594,000,000","3,628,000,000","3,575,000,000","3,651,000,000","4,200,000,000","3,596,000,000","3,405,000,000","3,820,000,000","5,142,000,000","4,263,000,000","4,113,000,000","3,814,000,000","4,613,000,000","3,855,000,000","4,608,000,000","6,583,000,000","5,713,000,000","5,385,000,000","5,506,000,000","5,641,000,000"
			CashAndCashEquivalents,"5,971,000,000","3,544,000,000","2,579,000,000","2,512,000,000","2,734,000,000","3,445,000,000","2,604,000,000","3,283,000,000","4,162,000,000","4,526,000,000","3,649,000,000","5,018,000,000","5,562,000,000","3,644,000,000","3,538,000,000","4,085,000,000","3,966,000,000","4,565,000,000","3,970,000,000","3,954,000,000","4,471,000,000","5,443,000,000","4,633,000,000","4,949,000,000","6,402,000,000","6,021,000,000","4,296,000,000","4,148,000,000","5,455,000,000","6,875,000,000","4,683,000,000","4,773,000,000","5,751,000,000","4,819,000,000","4,996,000,000","4,552,000,000","3,649,000,000","5,897,000,000","5,269,000,000","6,536,000,000","7,408,000,000","7,119,000,000","5,502,000,000","6,822,000,000","6,550,000,000","6,399,000,000","5,347,000,000","8,087,000,000","6,497,000,000","4,650,000,000","4,653,000,000","4,428,000,000","4,366,000,000","4,262,000,000","3,189,000,000","3,128,000,000","3,066,000,000","3,226,000,000","2,989,000,000","3,188,000,000","2,614,000,000","3,676,000,000","2,851,000,000","2,914,000,000","2,583,000,000","4,669,000,000","2,184,000,000","2,025,000,000","1,772,000,000","2,478,000,000","1,943,000,000","2,383,000,000","3,992,000,000","2,767,000,000","2,232,000,000","1,955,000,000","1,860,000,000"
				CashFinancial,"2,036,000,000","2,111,000,000","1,977,000,000","1,875,000,000","1,780,000,000","1,983,000,000","1,908,000,000","1,776,000,000",,"1,963,000,000","1,648,000,000","1,597,000,000","1,668,000,000","1,704,000,000","1,758,000,000","1,699,000,000","1,767,000,000","1,837,000,000","1,533,000,000","1,690,000,000","1,617,000,000","2,218,000,000","1,929,000,000","2,282,000,000","2,443,000,000","2,414,000,000","2,224,000,000","2,589,000,000","2,463,000,000","2,784,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,"3,935,000,000","1,433,000,000","602,000,000","637,000,000","954,000,000","1,462,000,000","696,000,000","1,507,000,000",,"2,563,000,000","2,001,000,000","3,421,000,000","3,894,000,000","1,940,000,000","1,780,000,000","2,386,000,000","2,199,000,000","2,728,000,000","2,437,000,000","2,264,000,000","2,854,000,000","3,225,000,000","2,704,000,000","2,667,000,000","3,959,000,000","3,607,000,000","2,072,000,000","1,559,000,000","2,992,000,000","4,091,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,"551,000,000","566,000,000","569,000,000","716,000,000","833,000,000","712,000,000","953,000,000","794,000,000","740,000,000","1,102,000,000","998,000,000","909,000,000","1,224,000,000","1,953,000,000","1,827,000,000","2,272,000,000","2,095,000,000","1,633,000,000","1,264,000,000","1,233,000,000","1,684,000,000","1,325,000,000","1,583,000,000","963,000,000","865,000,000","464,000,000","380,000,000","543,000,000","1,591,000,000","1,606,000,000","742,000,000","375,000,000","1,837,000,000","948,000,000","598,000,000","359,000,000","862,000,000","2,713,000,000","2,353,000,000","1,478,000,000","2,005,000,000","2,433,000,000","2,779,000,000","1,316,000,000","577,000,000","1,407,000,000","1,842,000,000","513,000,000","1,865,000,000","3,460,000,000","1,289,000,000","613,000,000","685,000,000","528,000,000","699,000,000","441,000,000","641,000,000","368,000,000","639,000,000","387,000,000","1,037,000,000","524,000,000","745,000,000","491,000,000","1,237,000,000","473,000,000","2,079,000,000","2,088,000,000","2,042,000,000","2,135,000,000","1,912,000,000","2,225,000,000","2,591,000,000","2,946,000,000","3,153,000,000","3,551,000,000","3,781,000,000"
		Receivables,"7,326,000,000","7,459,000,000","7,536,000,000","7,676,000,000","7,593,000,000","7,468,000,000","11,285,000,000","11,282,000,000","10,872,000,000","10,416,000,000","10,738,000,000","10,305,000,000","9,918,000,000","9,696,000,000","10,155,000,000","10,384,000,000","10,131,000,000","10,061,000,000","10,564,000,000","11,071,000,000","10,599,000,000","11,078,000,000","11,788,000,000","12,106,000,000","12,215,000,000","12,146,000,000","12,632,000,000","12,268,000,000","11,941,000,000","11,575,000,000","11,626,000,000","11,245,000,000","11,157,000,000","10,773,000,000","10,831,000,000","10,984,000,000","10,507,000,000","9,970,000,000","9,806,000,000","9,265,000,000","9,211,000,000","9,451,000,000","9,580,000,000","9,468,000,000","9,143,000,000","9,245,000,000","9,528,000,000","9,841,000,000","9,423,000,000","8,582,000,000","8,203,000,000","7,639,000,000","6,847,000,000","7,276,000,000","7,064,000,000","6,930,000,000","6,709,000,000","6,515,000,000","6,560,000,000","6,315,000,000","6,309,000,000","6,330,000,000","5,426,000,000","5,347,000,000","5,153,000,000","5,337,000,000","6,850,000,000","7,129,000,000","7,116,000,000","7,175,000,000","8,090,000,000","9,322,000,000","8,277,000,000","8,368,000,000","8,621,000,000","8,473,000,000","8,356,000,000"
			AccountsReceivable,"6,288,000,000","5,967,000,000","6,448,000,000","6,517,000,000","6,499,000,000","5,970,000,000","8,935,000,000","9,001,000,000","8,503,000,000","7,883,000,000","10,738,000,000","10,305,000,000","9,918,000,000","7,293,000,000","10,155,000,000","10,384,000,000","10,131,000,000","7,197,000,000","10,564,000,000","11,071,000,000","10,599,000,000","7,715,000,000","11,788,000,000","12,106,000,000","12,215,000,000","8,360,000,000","12,632,000,000","12,268,000,000","11,941,000,000","8,233,000,000",,,,,,,,,,,,,,,,"8,641,000,000","9,528,000,000","9,841,000,000","9,423,000,000","7,980,000,000","8,203,000,000","7,639,000,000","6,847,000,000","7,276,000,000","7,064,000,000","6,930,000,000","6,709,000,000","6,515,000,000","6,560,000,000","6,315,000,000","6,309,000,000","6,330,000,000","5,426,000,000","5,347,000,000","5,153,000,000","5,337,000,000","6,850,000,000","7,129,000,000","7,116,000,000","7,175,000,000","8,090,000,000","9,322,000,000","8,277,000,000","8,368,000,000","8,621,000,000","8,473,000,000","8,356,000,000"
			OtherReceivables,"1,038,000,000","1,720,000,000","1,088,000,000","1,159,000,000","1,094,000,000","1,717,000,000","2,350,000,000","2,281,000,000","2,369,000,000","3,738,000,000",,,,"3,645,000,000",,,,"4,050,000,000",,,,"4,788,000,000",,,,"5,354,000,000",,,,"4,756,000,000",,,,,,,,,,,,,,,,"604,000,000",,,,"602,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
