name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999
		NetIncomeIncludingNoncontrollingInterests,"717,000,000","737,000,000","707,000,000","-512,000,000","52,000,000","143,000,000","62,223,000","52,929,000","9,790,000","20,818,000","54,970,000","30,868,000","62,398,000","58,330,000","45,727,000","27,596,000","55,773,000","42,517,000","30,508,000","30,129,000","14,964,000","9,720,000"
			NetIncomeContinuousOperations,"717,000,000","737,000,000","707,000,000","-512,000,000","52,000,000","143,000,000","62,578,000","44,830,000","9,790,000","20,818,000","54,970,000","30,868,000","62,398,000","58,330,000","45,727,000","27,596,000","55,773,000","42,517,000","30,508,000","30,129,000","14,964,000","9,720,000"
			NetIncomeDiscontinuousOperations,,,,,,"0","-355,000","8,099,000",,,,,,,,,,,,,,
		MinorityInterests,,,,,,,,,,,,,,,,,,"0",,,,"-267,000"
DilutedNIAvailtoComStockholders,"717,000,000","737,000,000","707,000,000","-512,000,000","52,000,000","143,000,000","62,223,000","52,929,000","9,790,000","20,818,000","54,970,000","30,868,000","62,398,000","58,330,000","45,727,000","27,596,000","55,773,000","42,517,000","30,508,000","30,129,000","14,964,000","9,453,000"
BasicEPS,,,"11.403","-8.533","0.14","2.554","1.251","1.16","0.21","0.45","1.333","0.793","1.5","1.373","1.093","0.667","1.38","1.273","1.02","1.007","0.5","0.313"
DilutedEPS,,,"10.61","-9.07","0.14","2.554","1.251","1.13","0.21","0.45","1.32","0.793","1.5","1.367","1.08","0.653","1.36","1.253","0.987","0.973","0.487","0.313"
BasicAverageShares,,,"62,000,000","60,000,000","57,000,000","56,000,000","49,727,000","45,717,000","46,380,000","45,756,000","41,631,000","38,976,000","41,658,000","42,412,500","41,949,000","41,566,500","40,447,500","33,336,000","30,000,000","30,000,000","30,000,000","30,000,000"
DilutedAverageShares,,,"66,600,000","60,000,000","57,000,000","56,000,000","49,727,000","46,862,000","46,999,000","46,425,000","41,643,939","38,976,000","41,658,000","42,628,500","42,246,000","42,034,500","41,013,000","33,943,500","30,913,500","30,858,000","30,564,000","30,259,500"
TotalOperatingIncomeAsReported,"1,038,000,000","1,044,000,000","1,131,000,000","-555,000,000","306,000,000","387,000,000","192,917,000","136,560,000","35,473,000","80,173,000","105,001,000","57,393,000","112,605,000","98,327,000","75,811,000","45,780,000","87,563,000","67,747,000",,"50,216,000","24,238,000","17,486,000"
TotalExpenses,"16,215,000,000","15,779,000,000","17,698,000,000","19,734,000,000","17,476,000,000","13,791,000,000","9,473,684,000","6,452,374,000","5,993,290,000","4,625,192,000","3,980,976,000","3,613,495,000","2,999,761,000","2,394,127,000","1,929,184,000","1,604,278,000","1,087,705,000","725,797,000","-534,130,000","453,639,000","305,194,000","168,274,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"717,000,000","737,000,000","707,000,000","-512,000,000","52,000,000","143,000,000","62,223,000","52,929,000","9,790,000","20,818,000","54,970,000","30,868,000","62,398,000","58,330,000","45,727,000","27,596,000","55,773,000","42,517,000","30,508,000","30,129,000","14,964,000","9,453,000"
NormalizedIncome,"618,923,316.062","641,492,000","661,688,000","18,024,000","29,200,000","132,200,000","57,317,550","40,351,500","6,417,800","62,791,750","54,970,000","24,393,051.999","49,709,507.753","58,330,000","45,727,000","27,847,725.16","55,028,172.686","42,441,457.471","30,508,000","30,129,000","14,964,000","10,167,000"
InterestExpense,"85,000,000","87,000,000","115,000,000","118,000,000","101,000,000","66,000,000","56,811,000","52,071,000","16,769,000","15,519,000","15,509,000","13,777,000","8,714,000",,,,,,,,,
NetInterestIncome,"-85,000,000","-87,000,000","-115,000,000","-118,000,000","-101,000,000","-66,000,000","-56,811,000","-52,071,000","-16,769,000","-15,519,000","-15,509,000","-13,777,000","-8,714,000",,,,,,,,,
EBIT,"1,050,000,000","1,059,000,000","1,114,000,000","-494,000,000","306,000,000","388,000,000","192,115,000","133,217,000","35,834,000","80,173,000","105,001,000","57,393,000","112,605,000","98,327,000","75,811,000","45,780,000","87,563,000","67,747,000","1,178,324,000","50,216,000","24,238,000","17,486,000"
EBITDA,"1,134,000,000"
ReconciledCostOfRevenue,"14,819,000,000","14,394,000,000","16,238,000,000","17,962,000,000","15,901,000,000","12,519,000,000","8,574,587,000","5,692,512,000","5,381,899,000","3,980,288,000","3,434,443,000","3,176,236,000","2,621,312,000","2,080,083,000","1,678,652,000","1,424,872,000","984,686,000","657,921,000",,"408,410,000",,
ReconciledDepreciation,"84,000,000","89,000,000","127,000,000","178,000,000","182,000,000","126,000,000","134,404,000","93,866,000","78,764,000","74,383,000","60,765,000","38,110,000","33,688,000","27,967,000","21,475,000","15,125,000","8,869,000","6,333,000","4,112,000","2,407,000","2,085,000","1,625,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"717,000,000","737,000,000","707,000,000","-512,000,000","52,000,000","143,000,000","62,578,000","44,830,000","9,790,000","20,818,000","54,970,000","30,868,000","62,398,000","58,330,000","45,727,000","27,596,000","55,773,000","42,517,000","30,508,000","30,129,000","14,964,000","9,453,000"
TotalUnusualItemsExcludingGoodwill,"132,000,000","126,000,000","64,000,000","-634,000,000","38,000,000","18,000,000","8,093,000","6,890,000","5,188,000","-64,575,000","0","9,149,000","21,126,000","0","0","-400,000","1,171,000","118,000",,,,"-1,190,000"
TotalUnusualItems,"132,000,000","126,000,000","64,000,000","-634,000,000","38,000,000","18,000,000","8,093,000","6,890,000","5,188,000","-64,575,000","0","9,149,000","21,126,000","0","0","-400,000","1,171,000","118,000",,,,"-1,190,000"
NormalizedEBITDA,"1,002,000,000","1,022,000,000","1,177,000,000","318,000,000","450,000,000","496,000,000","318,426,000","220,193,000","109,410,000","219,131,000","165,766,000","86,354,000","125,167,000","126,294,000","97,286,000","61,305,000","95,261,000","73,962,000","1,182,436,000","52,623,000","26,323,000","20,301,000"
TaxRateForCalcs,"0.257","0.242","0.292","0.164","0.4","0.4","0.35","0.35","0.35","0.35","0.386","0.292","0.399","0.377","0.378","0.371","0.364","0.36","0.37","0.392","0.4","0.4"
TaxEffectOfUnusualItems,"33,923,316.062","30,492,000","18,688,000","-103,976,000","15,200,000","7,200,000","2,832,550","2,411,500","1,815,800","-22,601,250","0","2,674,051.999","8,437,507.753","0","0","-148,274.84","426,172.686","42,457.471","0","0","0","-476,000"
