name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003
TotalRevenue,"20,546,225,000,000","5,033,944,000,000","5,166,497,000,000","5,195,078,000,000","5,150,706,000,000","4,105,281,000,000","3,878,541,000,000","4,031,571,000,000","3,876,987,000,000","3,772,780,000,000","3,613,761,000,000","3,681,285,000,000","3,528,711,000,000","3,495,340,000,000","3,445,497,000,000","3,382,734,000,000","3,172,792,000,000","3,865,107,000,000","3,169,991,000,000","3,289,951,000,000","3,113,127,000,000","3,563,986,000,000","3,111,916,000,000","3,135,212,000,000","3,040,381,000,000","3,287,288,000,000","3,135,883,000,000","2,960,391,000,000","3,021,114,000,000","5,438,017,000,000","2,394,330,000,000","2,286,366,000,000","2,534,862,000,000","2,508,200,000,000","2,071,349,000,000","2,767,385,000,000","2,393,154,000,000","4,715,188,000,000","2,537,653,000,000","2,099,117,000,000","2,364,590,000,000",,,,,,,,,,,,,,,,,,,"984,388,750,000",
	OperatingRevenue,"20,546,225,000,000","5,033,944,000,000","5,166,497,000,000","5,195,078,000,000","5,150,706,000,000","4,105,281,000,000","3,878,541,000,000","4,031,571,000,000","3,876,987,000,000","3,772,780,000,000","3,613,761,000,000","3,681,285,000,000","3,528,711,000,000","3,495,340,000,000","3,445,497,000,000","3,382,734,000,000","3,172,792,000,000","3,865,107,000,000","3,169,991,000,000","3,289,951,000,000","3,113,127,000,000","3,563,986,000,000","3,111,916,000,000","3,135,212,000,000","3,040,381,000,000","3,287,288,000,000","3,135,883,000,000","2,960,391,000,000","3,021,114,000,000","5,438,017,000,000","2,394,330,000,000","2,286,366,000,000","2,534,862,000,000","2,508,200,000,000","2,071,349,000,000","2,767,385,000,000","2,393,154,000,000","4,715,188,000,000","2,537,653,000,000","2,099,117,000,000","2,364,590,000,000",,,,,,,,,,,,,,,,,,,"984,388,750,000",
PretaxIncome,"4,911,508,000,000","758,614,000,000","1,416,323,000,000","1,414,027,000,000","1,322,544,000,000","797,550,000,000","1,166,256,000,000","1,308,760,000,000","1,194,044,000,000","220,532,000,000","1,080,493,000,000","1,189,517,000,000","1,305,715,000,000","633,668,000,000","948,248,000,000","905,380,000,000","683,176,000,000","556,320,000,000","873,827,000,000","921,747,000,000","788,683,000,000","437,793,000,000","856,798,000,000","797,144,000,000","775,841,000,000","461,474,000,000","759,852,000,000","779,549,000,000","681,553,000,000","562,715,000,000","655,187,000,000","868,578,000,000","1,146,533,000,000","660,497,000,000","980,597,000,000","1,281,417,000,000","1,270,051,000,000","526,271,000,000","1,046,844,000,000","560,100,000,000","1,265,499,000,000",,,,,,,,,,,,,,,,,,,"86,092,500,000",
TaxProvision,"1,269,124,000,000","201,049,000,000","367,883,000,000","343,480,000,000","356,712,000,000","273,856,000,000","308,777,000,000","360,704,000,000","325,008,000,000","10,014,000,000","252,043,000,000","287,615,000,000","298,461,000,000","19,269,000,000","225,848,000,000","205,004,000,000","-104,568,000,000","133,528,000,000","175,720,000,000","210,438,000,000","174,933,000,000","97,258,000,000","205,313,000,000","185,117,000,000","180,277,000,000","81,600,000,000","194,992,000,000","187,281,000,000","158,622,000,000","137,995,000,000","128,627,000,000","194,553,000,000","277,770,000,000","109,655,000,000","233,126,000,000","275,456,000,000","301,692,000,000","-64,065,000,000","268,463,000,000","69,034,000,000","303,394,000,000",,,,,,,,,,,,,,,,,,,"37,930,000,000",
EarningsFromEquityInterestNetOfTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,279,000,000",,,"8,857,000,000",,,,"1,894,000,000",,,,,,,,,,,,,,,,,,,,,
NetIncomeCommonStockholders,"3,341,504,000,000","503,887,000,000","960,298,000,000","977,301,000,000","900,018,000,000","494,904,000,000","836,015,000,000","932,303,000,000","857,549,000,000","206,870,000,000","814,678,000,000","887,571,000,000","990,938,000,000","604,992,000,000","698,218,000,000","670,208,000,000","746,433,000,000","378,717,000,000","653,705,000,000","668,980,000,000","569,343,000,000","289,966,000,000","608,901,000,000","554,640,000,000","535,724,000,000","320,222,000,000","500,111,000,000","532,361,000,000","458,600,000,000","152,596,000,000","526,560,000,000","610,693,000,000","826,265,000,000","706,850,000,000","630,453,000,000","964,784,000,000","968,359,000,000","917,802,000,000","675,972,000,000","447,588,000,000","962,105,000,000","521,854,708,937.6","469,616,471,668.56","465,502,978,052.86","462,081,391,007.74","294,594,037,484.91","369,281,509,430.16","375,348,529,464.04","384,476,655,311.3","381,745,500,270.79","446,200,419,196.4","427,460,000,000","427,460,000,000","236,188,001,180.94","393,646,666,273.02","2,070,751,109,040.36","393,646,666,273.02","112,743,611,287.08","80,618,888,808.27","48,162,500,000","59,106,250,000"
	NetIncome,"3,403,497,000,000","507,514,000,000","981,572,000,000","996,052,000,000","918,359,000,000","513,325,000,000","847,831,000,000","938,017,000,000","857,549,000,000","211,344,000,000","817,261,000,000","892,032,000,000","997,098,000,000","612,082,000,000","707,905,000,000","683,428,000,000","771,363,000,000","404,028,000,000","679,003,000,000","692,090,000,000","592,050,000,000","313,063,000,000","632,008,000,000","577,608,000,000","558,431,000,000","343,318,000,000","523,219,000,000","555,328,000,000","481,307,000,000","253,384,000,000","526,560,000,000","631,400,000,000","826,265,000,000","506,724,000,000","704,185,000,000","964,784,000,000","968,359,000,000","745,336,000,000","734,092,000,000","447,588,000,000","962,105,000,000","521,854,708,937.6","469,616,471,668.56","465,502,978,052.86","462,081,391,007.74","294,594,037,484.91","369,281,509,430.16","375,348,529,464.04","384,476,655,311.3","381,745,500,270.79","446,200,419,196.4","427,460,000,000","427,460,000,000","236,188,001,180.94","393,646,666,273.02","2,070,751,109,040.36","393,646,666,273.02","112,743,611,287.08","80,618,888,808.27","48,162,500,000","59,106,250,000"
		NetIncomeIncludingNoncontrollingInterests,"3,642,384,000,000","557,565,000,000","1,048,440,000,000","1,070,547,000,000","965,832,000,000","523,694,000,000","857,479,000,000","948,056,000,000","869,036,000,000","210,518,000,000","828,450,000,000","901,902,000,000","1,007,254,000,000","614,399,000,000","722,400,000,000","700,376,000,000","787,744,000,000","422,792,000,000","698,107,000,000","711,309,000,000","613,750,000,000","340,535,000,000","651,485,000,000","612,027,000,000","595,564,000,000","379,874,000,000","564,860,000,000","592,268,000,000","522,931,000,000","424,720,000,000","526,560,000,000","674,025,000,000","868,763,000,000","550,842,000,000","747,471,000,000","1,005,961,000,000","968,359,000,000","590,336,000,000","778,381,000,000","491,066,000,000","962,105,000,000","616,864,072,434.9","469,616,471,668.56","465,502,978,052.86","462,081,391,007.74","311,630,318,813.46","369,281,509,430.16","375,348,529,464.04","384,476,655,311.3","397,654,364,071.59","446,200,419,196.4","427,460,000,000","427,460,000,000","384,413,001,180.94","393,646,666,273.02","2,070,751,109,040.36","393,646,666,273.02","139,847,361,287.08","80,618,888,808.27","70,211,250,000","59,106,250,000"
			NetIncomeContinuousOperations,"3,642,384,000,000","557,565,000,000","1,048,440,000,000","1,070,547,000,000","965,832,000,000","523,694,000,000","857,479,000,000","948,056,000,000","869,036,000,000","210,518,000,000","828,450,000,000","901,902,000,000","1,007,254,000,000","614,399,000,000","722,400,000,000","700,376,000,000","787,744,000,000","422,792,000,000","698,107,000,000","711,309,000,000","613,750,000,000","340,535,000,000","651,485,000,000","612,027,000,000","595,564,000,000","379,874,000,000","564,860,000,000","592,268,000,000","522,931,000,000","424,720,000,000","526,560,000,000","674,025,000,000","868,763,000,000","550,842,000,000","747,471,000,000","1,005,961,000,000","968,359,000,000","590,336,000,000","778,381,000,000","491,066,000,000","962,105,000,000","521,854,708,937.6","469,616,471,668.56","465,502,978,052.86","462,081,391,007.74","304,308,399,204.72","369,281,509,430.16","375,348,529,464.04","384,476,655,311.3","381,745,500,270.79","446,200,419,196.4","427,460,000,000","427,460,000,000","235,470,001,177.35","392,449,999,607.55","2,069,554,442,374.89","392,449,999,607.55","112,743,611,287.08","80,618,888,808.27","48,162,500,000","59,106,250,000"
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-3,710,333,351.89","-6,185,555,549.37","-6,185,555,549.37","-6,185,555,549.37",,,,
			NetIncomeFromTaxLossCarryforward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,428,333,355.48","7,382,222,214.84","7,382,222,214.84","7,382,222,214.84",,,,
		MinorityInterests,"-238,887,000,000","-50,051,000,000","-66,868,000,000","-74,495,000,000","-47,473,000,000","-10,369,000,000","-9,648,000,000","-10,039,000,000","-11,487,000,000","826,000,000","-11,189,000,000","-9,870,000,000","-10,156,000,000","-2,317,000,000","-14,495,000,000","-16,948,000,000","-16,381,000,000","-18,764,000,000","-19,104,000,000","-19,219,000,000","-21,700,000,000","-27,472,000,000","-19,477,000,000","-34,419,000,000","-37,133,000,000","-36,556,000,000","-41,641,000,000","-36,940,000,000","-41,624,000,000",,,"-42,625,000,000","-42,498,000,000","-44,118,000,000","-43,286,000,000","-41,177,000,000",,"155,000,000,000","-44,289,000,000","-43,478,000,000",,,,,,,,,,,,,,,,,,,,"-22,048,750,000",
	PreferredStockDividends,,,,,,,,,,,,,,"0",,"3,563,000,000","15,273,000,000","15,612,000,000","15,612,000,000","15,441,000,000","15,273,000,000","15,612,000,000","15,612,000,000","15,442,000,000","15,273,000,000","15,612,000,000","15,613,000,000","15,441,000,000","15,273,000,000",,,"20,707,000,000",,,"73,732,000,000",,,,"58,120,000,000",,,,,,,,,,,,,,,,,,,,,,
	OtherunderPreferredStockDividend,"61,993,000,000","3,627,000,000","21,274,000,000","18,751,000,000","18,341,000,000","18,421,000,000","11,816,000,000","5,714,000,000",,"4,474,000,000","2,583,000,000","4,461,000,000","6,160,000,000","7,090,000,000","9,687,000,000","9,657,000,000","9,657,000,000","9,699,000,000","9,686,000,000","7,669,000,000","7,434,000,000","7,485,000,000","7,495,000,000","7,526,000,000","7,434,000,000","7,484,000,000","7,495,000,000","7,526,000,000","7,434,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"3,341,504,000,000","503,887,000,000","960,298,000,000","977,301,000,000","900,018,000,000","494,904,000,000","836,015,000,000","932,303,000,000","857,549,000,000","206,870,000,000","814,678,000,000","887,571,000,000","990,938,000,000","604,992,000,000","698,218,000,000","670,208,000,000","746,433,000,000","378,717,000,000","653,705,000,000","668,980,000,000","569,343,000,000","289,966,000,000","608,901,000,000","554,640,000,000","535,724,000,000","320,222,000,000","500,111,000,000","532,361,000,000","458,600,000,000","152,596,000,000","526,560,000,000","610,693,000,000","826,265,000,000","706,850,000,000","630,453,000,000","964,784,000,000","968,359,000,000","917,802,000,000","675,972,000,000","447,588,000,000","962,105,000,000","521,854,708,937.6","469,616,471,668.56","465,502,978,052.86","462,081,391,007.74","294,594,037,484.91","369,281,509,430.16","375,348,529,464.04","384,476,655,311.3","381,745,500,270.79","446,200,419,196.4","427,460,000,000","427,460,000,000","236,188,001,180.94","393,646,666,273.02","2,070,751,109,040.36","393,646,666,273.02","112,743,611,287.08","80,618,888,808.27","48,162,500,000","59,106,250,000"
BasicEPS,,,"1,996","2,035","1,914",,"1,763","1,966","1,799",,"1,718","1,871","2,090",,"1,473","1,413","1,574",,"1,379","1,410","1,201",,"1,284","1,169","1,130",,"1,055","1,123","967",,"974","1,287","1,671",,"1,330","1,888","1,815",,"1,426","823","1,829",,"1,090.917","1,081.362","1,073.413",,"943.704","959.208","982.535",,"1,193.813","1,143.673","1,143.673",,"1,244.329","1,244.329","1,244.329",,"105.675","89.164","166.439"
DilutedEPS,,,"1,996","2,035","1,914",,"1,763","1,966","1,799",,"1,718","1,871","2,090",,"1,473","1,413","1,574",,"1,379","1,410","1,201",,"1,284","1,169","1,130",,"1,055","1,123","967",,"974","1,287","1,671",,"1,304","1,845","1,774",,"1,397","812","1,788",,"1,068.142","1,058.786","1,051.004",,"943.704","959.208","982.535",,"1,193.813","1,143.673","1,143.673",,"1,109.593","1,109.593","1,109.593",,"105.675","89.164","166.439"
BasicAverageShares,,,"480,904,128","480,292,166","470,269,261",,"474,119,152","474,199,587","474,199,587",,"474,199,587","474,199,587","474,199,587",,"474,199,587","474,199,587","474,199,587",,"474,199,587","474,199,587","474,199,587",,"474,199,587","474,199,587","474,199,587",,"474,199,587","474,199,587","474,199,587",,"474,199,587","474,199,587","474,199,587",,"474,199,587","474,199,587","474,199,587",,"474,199,587","474,199,587","474,199,587",,"430,478,497","430,478,497","430,478,497",,"391,316,267","391,316,267","391,316,267",,"373,760,715","373,760,715","373,760,715",,"316,352,614","316,352,614","316,352,614",,"275,981,183","275,981,183","355,122,847"
DilutedAverageShares,,,"480,904,128","480,292,166","470,269,261",,"474,119,152","474,199,587","474,199,587",,"474,199,587","474,199,587","474,199,587",,"474,199,587","474,199,587","474,199,587",,"474,199,587","474,199,587","474,199,587",,"474,199,587","474,199,587","474,199,587",,"474,199,587","474,199,587","474,199,587",,"488,920,587","474,199,587","474,199,587",,"488,920,587","488,920,587","488,920,587",,"488,920,587","488,920,587","488,920,587",,"439,657,143","439,657,143","439,657,143",,"391,316,267","391,316,267","391,316,267",,"373,760,715","373,760,715","373,760,715",,"354,766,860","354,766,860","354,766,860",,"276,330,260","276,330,260","355,122,847"
RentExpenseSupplemental,,,,,,"95,750,000,000","88,170,000,000","87,862,000,000","86,199,000,000","88,573,000,000","82,772,000,000","83,148,000,000","81,631,000,000","89,668,000,000","84,094,000,000","86,207,000,000","80,535,000,000","92,635,000,000","88,856,000,000","86,746,000,000","82,481,000,000","92,177,000,000","87,590,000,000","85,934,000,000","88,178,000,000","89,037,000,000","102,550,000,000","72,741,000,000","83,911,000,000",,,"82,734,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetIncomeFromContinuingAndDiscontinuedOperation,"3,403,497,000,000","507,514,000,000","981,572,000,000","996,052,000,000","918,359,000,000","513,325,000,000","847,831,000,000","938,017,000,000","857,549,000,000","211,344,000,000","817,261,000,000","892,032,000,000","997,098,000,000","612,082,000,000","707,905,000,000","683,428,000,000","771,363,000,000","404,028,000,000","679,003,000,000","692,090,000,000","592,050,000,000","313,063,000,000","632,008,000,000","577,608,000,000","558,431,000,000","343,318,000,000","523,219,000,000","555,328,000,000","481,307,000,000","253,384,000,000","526,560,000,000","631,400,000,000","826,265,000,000","506,724,000,000","704,185,000,000","964,784,000,000","968,359,000,000","745,336,000,000","734,092,000,000","447,588,000,000","962,105,000,000","521,854,708,937.6","469,616,471,668.56","465,502,978,052.86","462,081,391,007.74","304,308,399,204.72","369,281,509,430.16","375,348,529,464.04","384,476,655,311.3","381,745,500,270.79","446,200,419,196.4","427,460,000,000","427,460,000,000","235,470,001,177.35","392,449,999,607.55","2,069,554,442,374.89","392,449,999,607.55","112,743,611,287.08","80,618,888,808.27","48,162,500,000","59,106,250,000"
NormalizedIncome,"3,594,528,710,400","507,514,000,000","981,572,000,000","996,052,000,000","918,359,000,000","513,325,000,000","847,831,000,000","938,017,000,000","857,549,000,000","211,344,000,000","817,261,000,000","892,032,000,000","997,098,000,000","612,082,000,000","707,905,000,000","683,428,000,000","771,363,000,000","404,028,000,000","679,003,000,000","692,090,000,000","592,050,000,000","313,063,000,000","632,008,000,000","577,608,000,000","558,431,000,000","343,318,000,000","523,219,000,000","555,328,000,000","481,307,000,000","-810,338,774,761.647","1,034,608,059,073.211","995,568,961,336.806","1,055,003,373,076.92","1,069,365,164,289.921","857,686,101,977.673","1,159,737,189,239.724","1,145,248,211,252.934","-598,444,880,000","1,187,415,929,998.166","983,524,158,450.277","1,125,498,763,641.852","521,854,708,937.6","469,616,471,668.56","465,502,978,052.86","462,081,391,007.74","304,308,399,204.72","369,281,509,430.16","375,348,529,464.04","384,476,655,311.3","381,745,500,270.79","446,200,419,196.4","427,460,000,000","427,460,000,000","235,470,001,177.35","392,449,999,607.55","2,069,554,442,374.89","392,449,999,607.55","112,743,611,287.08","80,618,888,808.27","48,162,500,000","59,106,250,000"
InterestIncome,"15,707,362,000,000","3,945,037,000,000","3,979,887,000,000","3,939,123,000,000","3,843,315,000,000","3,600,595,000,000","3,476,673,000,000","3,334,477,000,000","3,160,711,000,000","3,104,178,000,000","2,996,109,000,000","2,879,228,000,000","2,819,139,000,000","2,864,488,000,000","2,810,755,000,000","2,792,612,000,000","2,768,447,000,000","2,755,081,000,000","2,744,317,000,000","2,777,509,000,000","2,852,797,000,000","2,991,779,000,000","3,046,156,000,000","3,025,613,000,000","2,996,959,000,000","3,115,872,000,000","3,125,787,000,000","3,153,259,000,000","3,193,097,000,000","3,335,876,000,000","3,507,296,000,000","3,486,335,000,000","3,527,604,000,000","3,586,516,000,000","3,520,001,000,000","3,430,666,000,000","3,243,817,000,000","3,368,634,000,000","3,222,986,000,000","3,227,684,000,000","3,205,154,000,000",,,,,,,,,,,,,,,,,,,"1,022,492,500,000",
InterestExpense,"5,969,398,000,000","1,460,133,000,000","1,507,226,000,000","1,540,231,000,000","1,461,808,000,000","1,372,534,000,000","1,304,860,000,000","1,212,559,000,000","1,102,414,000,000","1,031,970,000,000","1,009,270,000,000","964,533,000,000","949,928,000,000","971,880,000,000","984,705,000,000","1,020,579,000,000","1,053,772,000,000","1,025,865,000,000","1,067,363,000,000","1,124,445,000,000","1,219,098,000,000","1,259,848,000,000","1,335,594,000,000","1,336,261,000,000","1,339,004,000,000","1,418,613,000,000","1,473,465,000,000","1,506,874,000,000","1,586,207,000,000","1,653,881,000,000","1,720,083,000,000","1,744,374,000,000","1,764,563,000,000","1,802,591,000,000","1,717,839,000,000","1,650,836,000,000","1,529,763,000,000","2,026,492,000,000","1,595,524,000,000","1,617,896,000,000","1,610,517,000,000",,,,,,,,,,,,,,,,,,,"640,683,750,000",
NetInterestIncome,"9,737,964,000,000","2,484,904,000,000","2,472,661,000,000","2,398,892,000,000","2,381,507,000,000","2,228,061,000,000","2,171,813,000,000","2,121,918,000,000","2,058,297,000,000","2,072,208,000,000","1,986,839,000,000","1,914,695,000,000","1,869,211,000,000","1,892,608,000,000","1,826,050,000,000","1,772,033,000,000","1,714,675,000,000","1,729,216,000,000","1,676,954,000,000","1,653,064,000,000","1,633,699,000,000","1,731,931,000,000","1,710,562,000,000","1,689,352,000,000","1,657,955,000,000","1,697,259,000,000","1,652,322,000,000","1,646,385,000,000","1,606,890,000,000","1,681,995,000,000","1,787,213,000,000","1,741,961,000,000","1,763,041,000,000","1,783,925,000,000","1,802,162,000,000","1,779,830,000,000","1,714,054,000,000","1,342,142,000,000","1,627,462,000,000","1,609,788,000,000","1,594,637,000,000",,,,,,,,,,,,,,,,,,,"381,808,750,000",
ReconciledDepreciation,"677,152,000,000","177,353,000,000","172,416,000,000","167,319,000,000","160,064,000,000","80,349,000,000","79,256,000,000","73,476,000,000","68,835,000,000","64,533,000,000","61,957,000,000","61,364,000,000","65,490,000,000","61,915,000,000","63,825,000,000","66,545,000,000","67,656,000,000","76,460,000,000","67,561,000,000","67,505,000,000","67,356,000,000","76,519,000,000","78,245,000,000","78,608,000,000","79,594,000,000","80,855,000,000","82,626,000,000","80,563,000,000","75,686,000,000","76,913,000,000","78,561,000,000","72,516,000,000","70,846,000,000","72,510,000,000","73,307,000,000","71,308,000,000","70,609,000,000","373,261,000,000","75,221,000,000","76,214,000,000","80,063,000,000",,,,,,,,,,,,,,,,,,,,
