name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017
MarketCap,"7,765,004,187","7,797,779,225","11,778,671,158","10,441,780,124","10,160,615,989","8,865,223,486","7,600,822,188","8,002,675,386","7,639,893,027","6,780,760,202","5,047,610,163"
EnterpriseValue,"14,176,886,187","11,427,975,225","15,149,686,158","13,274,381,124","13,339,915,989","11,888,727,486","11,256,076,188","11,142,170,386","10,840,941,027","11,382,870,202","5,047,610,163"
PeRatio,"20.207","13.419","18.121","15.408","14.993","15.301","15.024","113.789","108.632","96.421",
ForwardPeRatio,"11.416","10.071","15.432","13.889","14.599","13.774","10.977","12.642","13.405","12.804",
PsRatio,"8.038","8.167","12.085","9.983","9.447","8.95","7.162","35.159","33.565","29.792","270.649"
PbRatio,"1.016","0.979","1.474","1.307","1.459","1.319","1.241","1.314","1.262","1.445","60.818"
EnterprisesValueRevenueRatio,"15.15","44.815","63.778","59.657","60.431","55.554","49.797","47.885","49.06","52.149","26.905"
EnterprisesValueEBITDARatio,"21.625","206.471","87.242","61.436","63.367","57.168","56.164","59.566","55.833","67.647","47.288"
