name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996
TotalRevenue,"18,258,600,000","17,983,200,000","16,318,400,000","7,932,400,000","6,803,800,000","5,965,671,000","5,429,603,000","4,461,591,000","3,932,830,000","3,584,544,000","2,925,613,000","2,480,736,000","2,697,586,000","2,652,075,000","2,013,578,000","1,390,610,000","1,166,958,000","941,894,000","837,848,000","873,116,000","909,130,000","749,221,000","300,553,000","221,535,000","156,233,000"
	OperatingRevenue,"10,302,000,000","10,030,600,000","9,089,500,000","7,932,400,000","6,803,800,000","5,965,671,000","5,429,603,000","4,461,591,000","3,932,830,000","3,584,544,000","2,925,613,000","2,480,736,000","2,697,586,000","2,652,075,000","2,013,578,000","1,366,805,000","1,145,456,000","924,694,000","831,096,000","865,860,000","903,959,000","736,042,000","298,296,000","219,911,000","155,466,000"
CostOfRevenue,"7,956,600,000","7,952,600,000","7,228,900,000",,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
GrossProfit,"10,302,000,000","10,030,600,000","9,089,500,000",,,,,,,"3,584,544,000","2,925,613,000","2,480,736,000","2,697,586,000","2,652,075,000","2,013,578,000","1,390,610,000","1,166,958,000","941,894,000","837,848,000","873,116,000","909,130,000","749,221,000","300,553,000","221,535,000","156,233,000"
OperatingExpense,"9,367,500,000","9,130,800,000","8,343,800,000","7,364,800,000","6,294,700,000","5,401,757,000","4,921,434,000","4,074,457,000","3,598,006,000","3,277,212,000","2,658,569,000","2,316,909,000","2,515,722,000","2,309,755,000","1,769,499,000","1,257,482,000","1,077,437,000","887,659,000","785,734,000","791,485,000","833,625,000","675,341,000","256,601,000","189,659,000","132,552,000"
	SellingGeneralAndAdministration,"9,156,600,000","8,928,400,000","8,157,700,000","7,197,600,000","6,152,900,000","5,293,615,000","4,827,097,000","3,994,604,000","3,519,196,000","3,194,380,000","2,586,996,000","2,233,574,000","2,425,138,000","2,254,586,000","407,985,000","320,934,000","277,757,000","242,994,000","218,082,000","744,065,000","790,499,000","638,665,000","243,146,000","180,566,000","127,136,000"
		GeneralAndAdministrativeExpense,"9,156,600,000","8,928,400,000","8,157,700,000","7,197,600,000","6,152,900,000","5,293,615,000","4,827,097,000","3,994,604,000","3,519,196,000","3,194,380,000","2,586,996,000","2,233,574,000","2,425,138,000","2,254,586,000",,,,,"218,082,000","744,065,000","790,499,000","638,665,000","243,146,000","180,566,000","127,136,000"
			SalariesAndWages,"5,973,400,000","5,812,700,000","5,206,800,000","4,572,200,000","3,983,100,000","3,564,536,000","3,258,673,000","2,817,059,000","2,546,965,000","2,330,520,000","1,899,181,000","1,623,795,000","1,771,673,000","1,724,174,000",,,,,"11,438,000","545,609,000","581,322,000","477,658,000","172,982,000","122,126,000","88,159,000"
			OtherGandA,"3,183,200,000","3,115,700,000","2,950,900,000","2,625,400,000","2,169,800,000","1,729,079,000","1,568,424,000","1,177,545,000","972,231,000","863,860,000","687,815,000","609,779,000","653,465,000","530,412,000",,,,,"206,644,000","198,456,000","209,177,000","161,007,000","70,164,000","58,440,000","38,977,000"
	DepreciationAmortizationDepletionIncomeStatement,"210,900,000","202,400,000","186,100,000","167,200,000","141,800,000","108,142,000","94,337,000","79,853,000","78,810,000","82,832,000","71,573,000","83,335,000","90,584,000","55,580,000","48,964,000","33,836,000","33,381,000","36,944,000","37,125,000","47,420,000","43,126,000","36,676,000","13,455,000","9,093,000","5,416,000"
		DepreciationAndAmortizationInIncomeStatement,"210,900,000","202,400,000","186,100,000","167,200,000","141,800,000","108,142,000","94,337,000","79,853,000","78,810,000","82,832,000","71,573,000","83,335,000","90,584,000","55,580,000","48,964,000","33,836,000","33,381,000","36,944,000","37,125,000","47,420,000","43,126,000","36,676,000","13,455,000","9,093,000","5,416,000"
	OtherOperatingExpenses,,,,,,,,,,,,,,"-411,000","1,312,550,000","902,712,000","766,299,000","607,721,000","530,527,000",,,,,,
OperatingIncome,"934,500,000","899,800,000","745,700,000","567,600,000","509,100,000","563,914,000","508,169,000","387,134,000","334,824,000","307,332,000","267,044,000","163,827,000","181,864,000","342,320,000","244,079,000","133,128,000","89,521,000","54,235,000","52,114,000","81,631,000","75,505,000","73,880,000","43,952,000","31,876,000","23,681,000"
NetNonOperatingInterestIncomeExpense,"-61,400,000","-56,400,000","-51,100,000","-56,200,000","-45,300,000","-28,127,000","-28,321,000","-34,718,000","-35,173,000","-35,591,000","-45,802,000","-55,018,000","-30,568,000","-13,064,000","-14,254,000","-3,999,000","-9,292,000","-17,861,000","-17,024,000","-20,156,000","-27,182,000","-18,211,000","-4,153,000","-3,995,000","-5,730,000"
	InterestExpenseNonOperating,,,,,,,,,,"35,591,000","45,802,000","55,018,000","30,568,000","13,064,000","14,254,000","3,999,000","9,292,000","17,861,000","17,024,000","20,156,000","27,182,000","18,211,000","4,153,000","3,995,000","5,730,000"
	TotalOtherFinanceCost,"61,400,000","56,400,000","51,100,000","56,200,000","45,300,000","28,127,000","28,321,000","34,718,000","35,173,000",,,"-55,018,000",,,,,,,,,,,,,
OtherIncomeExpense,"-173,400,000","-145,800,000","11,400,000","13,700,000","-21,400,000","43,359,000","5,760,000","13,028,000","-21,564,000","-49,742,000","-17,765,000","-106,290,000","-35,863,000","18,345,000","9,221,000","10,779,000","29,008,000","7,951,000","2,581,000","-68,672,000","-69,102,000","-145,183,000","-6,110,000","3,238,000","3,220,000"
	GainOnSaleOfSecurity,"3,000,000","36,300,000","32,800,000","44,400,000","33,800,000","77,475,000","48,265,000","31,343,000","23,857,000",,,,,,,,,,,,,,,,
	EarningsFromEquityInterest,"3,000,000","36,300,000","32,800,000","44,400,000","33,800,000","77,475,000","48,265,000","31,343,000","23,857,000","6,385,000","-11,379,000","-58,867,000","-5,462,000","12,216,000","9,221,000","12,156,000","17,447,000","7,951,000","2,581,000","8,560,000","16,693,000","6,218,000","3,911,000","3,238,000","3,220,000"
	SpecialIncomeCharges,"-179,900,000","-184,400,000","-38,800,000","-30,700,000","-68,500,000","-34,116,000","-42,505,000","-18,315,000","-45,421,000","-56,127,000","-6,386,000","-47,423,000","-30,401,000","6,129,000",,"-1,377,000","11,561,000",,,"-77,232,000","-85,795,000","-151,401,000","-10,021,000",,
		RestructuringAndMergernAcquisition,"179,900,000","184,400,000","38,800,000","30,700,000","62,000,000","21,300,000","8,000,000","18,315,000","45,421,000","56,127,000","6,386,000","47,423,000","30,401,000",,,"1,377,000",,,,"77,232,000","85,795,000","151,401,000","10,021,000",,
		ImpairmentOfCapitalAssets,,,,,"6,500,000",,,,,,,,,,,,,,,,,,,,
		WriteOff,,,,,,"12,800,000","34,500,000",,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,"16,000","5,000",,,,,,,,,,,,,,,,,,
		GainOnSaleOfBusiness,,,,,,,,,,,,"-58,867,000",,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"3,500,000","2,300,000","17,400,000",,"13,300,000",,,,,,,,,,,,,,,,,,,,
PretaxIncome,"699,700,000","697,600,000","706,000,000","525,100,000","442,400,000","579,146,000","485,608,000","365,444,000","278,087,000","221,999,000","203,477,000","2,519,000","115,433,000","347,601,000","239,046,000","139,908,000","86,115,000","44,325,000","37,671,000","-7,197,000","-20,779,000","-89,514,000","33,689,000","31,119,000","21,171,000"
TaxProvision,"165,400,000","159,700,000","214,300,000","267,800,000","108,000,000","132,805,000","97,588,000","92,092,000","69,244,000","56,387,000","49,038,000","5,677,000","28,743,000","87,595,000","63,825,000","36,236,000","21,873,000","8,260,000","11,037,000","7,986,000","22,053,000","5,328,000","13,224,000","5,279,000","1,207,000"
EarningsFromEquityInterestNetOfTax,,,,,,,,,,,,,,"-2,174,000",,,"0","0","-711,000","-228,000","21,000",,,,
NetIncomeCommonStockholders,"518,400,000","534,400,000","484,100,000","253,800,000","317,800,000","438,358,000","385,749,000","269,456,000","207,556,000","163,997,000","153,524,000","-4,109,000","83,515,000","256,490,000","175,344,000","103,287,000","64,242,000","36,065,000","27,110,000","-15,411,000","-57,060,000","-94,842,000","20,465,000","25,840,000","19,964,000"
	NetIncome,"519,300,000","535,300,000","484,500,000","254,200,000","318,200,000","438,672,000","386,063,000","269,865,000","208,050,000","164,384,000","153,902,000","-3,595,000","84,883,000","257,832,000","176,401,000","103,672,000","64,242,000","36,065,000","27,110,000","-15,411,000","-57,060,000","-94,842,000","20,465,000","25,840,000","19,964,000"
		NetIncomeIncludingNoncontrollingInterests,"534,300,000","537,900,000","491,700,000","257,300,000","334,400,000","446,341,000","388,020,000","273,352,000","208,843,000","165,612,000","154,439,000","-3,158,000","86,690,000","257,832,000","176,401,000","103,672,000","64,242,000","36,065,000","27,110,000","-15,411,000","-57,060,000","-94,842,000","20,465,000","25,840,000","19,964,000"
			NetIncomeContinuousOperations,"534,300,000","537,900,000","491,700,000","257,300,000","334,400,000","446,341,000","388,020,000","273,352,000","208,843,000","165,612,000","154,439,000","-3,158,000","86,690,000","257,832,000","175,221,000","103,672,000","64,242,000","36,065,000","25,923,000","-15,411,000","-42,811,000","-94,842,000","20,465,000","25,840,000","19,964,000"
			NetIncomeExtraordinary,,,,,,,,,,,,,,"0","1,180,000",,"0","0","1,187,000","0","-14,249,000",,,,
		MinorityInterests,"-15,000,000","-2,600,000","-7,200,000","-3,100,000","-16,200,000","-7,669,000","-1,957,000","-3,487,000","-793,000","-1,228,000","-537,000","-437,000","-1,807,000",,,,,,,,,,,,
	PreferredStockDividends,,,,,,,,,,,,,,"1,342,000","1,057,000","385,000",,,,,,,,,
	OtherunderPreferredStockDividend,,"900,000","400,000","400,000","400,000","314,000","314,000","409,000","494,000","387,000","378,000","514,000","1,368,000",,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"518,400,000","534,400,000","484,100,000","253,800,000","317,800,000","438,358,000","385,749,000","269,456,000","207,556,000","163,997,000","153,524,000","-4,109,000","83,515,000","256,490,000","175,344,000","103,287,000","64,242,000","36,065,000","27,110,000","-15,411,000","-57,060,000","-94,842,000","20,465,000","25,840,000","19,964,000"
BasicEPS,,"10.98","10.64","5.6","7.04","9.75","8.63","6.09","4.73","3.8","3.63","-0.11","2.52","8.01","5.5","3.29","2.08","1.17","0.89","-0.51","-2.3","-4.2","1.26","1.5","1.232"
DilutedEPS,,"10.87","10.54","5.55","6.98","9.65","8.52","5.98","4.63","3.7","3.48","-0.11","2.44","7.64","5.24","3.12","1.96","1.12","0.85","-0.51","-2.3","-4.2","1.25","1.49","1.232"
