name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,12/31/2004,12/31/2003,06/30/2003,12/31/2002,06/30/2002,12/31/2001,06/30/2001,12/31/2000,06/30/2000,12/31/1999,06/30/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1991
			OtherReceivables,"3,734,000,000","4,564,000,000","4,926,000,000","4,693,000,000","4,450,000,000","5,140,000,000","6,086,000,000","6,551,000,000","6,521,000,000","5,804,000,000","5,374,000,000","5,239,000,000","5,041,000,000","5,183,000,000","5,632,000,000","2,224,000,000","5,089,000,000","5,084,000,000","3,117,000,000","3,516,000,000","6,347,000,000","6,604,000,000","6,372,000,000","6,551,000,000","3,912,000,000","3,671,000,000","3,797,000,000","4,084,000,000","4,084,000,000","3,727,000,000","3,469,000,000","3,805,000,000","3,839,000,000","3,968,000,000","3,541,000,000","3,459,000,000","3,004,000,000","2,866,000,000","13,932,000,000","15,032,000,000","13,441,000,000","12,695,000,000","13,270,000,000","13,336,000,000","13,136,000,000","16,836,000,000","16,515,000,000","15,197,000,000","15,712,000,000","15,159,000,000","15,786,776,130","14,776,574,400","14,829,000,000","14,707,273,400","17,588,152,400","18,339,972,300","19,329,000,000","13,058,000,000","16,503,000,000","22,988,828,610","26,501,000,000","3,680,129,600","28,808,000,000",,"27,009,000,000",,,,,,,,,,
		Inventory,"11,368,000,000","9,722,000,000","11,474,000,000","11,421,000,000","11,591,000,000","10,694,000,000","13,137,000,000","14,073,000,000","13,731,000,000","12,922,000,000","13,704,000,000","12,781,000,000","13,118,000,000","12,121,000,000","12,537,000,000","12,069,000,000","11,383,000,000","11,351,000,000","12,162,000,000","12,283,000,000","12,624,000,000","12,467,000,000","12,978,000,000","12,202,000,000","11,116,000,000","10,230,000,000","11,476,000,000","10,948,000,000","10,069,000,000","9,295,000,000","10,009,000,000","10,156,000,000","9,687,000,000","9,123,000,000","9,464,000,000","8,854,000,000","4,811,000,000","4,443,000,000","8,979,000,000","9,319,000,000","9,012,000,000","8,748,000,000","10,501,000,000","11,477,000,000","11,346,000,000","12,278,000,000","11,629,000,000","10,570,000,000","9,990,000,000","9,770,000,000","9,550,079,790","9,073,295,760","8,447,000,000","9,018,990,160","8,756,511,400","8,626,304,560","7,881,000,000","15,617,000,000","15,360,000,000","16,238,451,240","15,277,000,000","15,689,874,200","15,510,000,000","15,368,749,200","14,379,000,000","14,686,841,900","12,212,685,310","10,429,788,200","9,643,499,334","10,700,443,845","9,800,727,060","8,550,621,276","7,302,770,484","8,952,869,037","6,167,243,628"
			RawMaterials,,,,,,,,,,,"13,508,000,000","12,597,000,000","12,979,000,000","12,056,000,000","12,482,000,000","11,956,000,000","11,260,000,000","11,190,000,000","11,902,000,000","12,021,000,000","12,361,000,000","10,294,000,000","10,499,000,000","9,684,000,000",,"8,859,000,000","9,792,000,000",,"8,808,000,000","8,160,000,000","8,442,000,000","8,320,000,000",,"7,555,000,000",,,,"4,308,000,000",,,"8,866,000,000","8,669,000,000",,,,,,,"9,489,000,000","9,621,000,000","9,337,314,030","8,892,144,240","8,240,000,000",,"8,434,080,200","8,252,575,030","7,499,000,000","1,155,000,000","1,099,000,000",,"1,248,000,000",,"1,485,000,000",,"1,477,000,000",,,,,,,,,,
			WorkInProcess,"4,848,000,000","3,928,000,000","4,374,000,000","4,227,000,000","4,359,000,000","3,783,000,000","4,443,000,000","5,060,000,000","4,564,000,000","4,476,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,194,000,000","2,201,534,600","2,142,378,720","2,493,000,000",,"2,316,496,000","2,369,428,720","2,550,000,000","3,675,000,000","5,021,000,000","8,876,220,430","6,375,000,000",,"6,446,000,000",,"6,093,000,000",,,,,,,,,,
			FinishedGoods,"6,320,000,000","5,600,000,000","6,934,000,000","7,115,000,000","7,131,000,000","6,776,000,000","8,479,000,000","8,752,000,000","8,920,000,000","8,261,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,711,000,000","4,052,000,000",,"3,830,000,000",,"5,055,000,000",,"4,921,000,000",,,,,,,,,,
			OtherInventories,"200,000,000","194,000,000","166,000,000","79,000,000","101,000,000","135,000,000","215,000,000","261,000,000","247,000,000","185,000,000","196,000,000","184,000,000","139,000,000","65,000,000","55,000,000","113,000,000","123,000,000","161,000,000","260,000,000","262,000,000","263,000,000","2,173,000,000","2,479,000,000","2,518,000,000",,"1,371,000,000","1,684,000,000",,"1,261,000,000","1,135,000,000","1,567,000,000","1,836,000,000",,"1,568,000,000",,,,"135,000,000",,,"292,000,000","79,000,000",,,,,,,"501,000,000","2,194,000,000","2,201,534,600","2,142,378,720",,,"2,316,496,000","2,369,428,720",,"7,076,000,000","5,188,000,000","7,362,230,810","3,824,000,000",,"2,524,000,000",,"1,888,000,000",,,,,,,,,,
			InventoriesAdjustmentsAllowances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-146,000,000",,,,,,,,,"-2,045,000,000","-1,988,768,840","-1,961,227,200","-2,286,000,000",,"-1,994,064,800","-1,995,699,190","-2,168,000,000",,,,,,,,,,,,,,,,,,
		PrepaidAssets,"556,000,000","524,000,000","385,000,000","401,000,000","419,000,000","418,000,000","408,000,000",,,"0",,,,"24,000,000",,,,"40,000,000",,,,"38,000,000",,,,"20,000,000",,,,,,,,,,"1,920,000,000","1,398,000,000",,"2,439,000,000","2,712,000,000","2,826,000,000",,"1,014,000,000","2,458,000,000","2,600,000,000","332,000,000","314,000,000","309,000,000","0","0",,,"0",,"276,257,800",,"0","0","0","866,502,670","0",,"0",,"0",,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,806,400,800",,,,,,,,,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,806,400,800",,,,,,,,,,,,,
		AssetsHeldForSaleCurrent,"316,000,000","376,000,000","51,000,000","52,000,000","5,194,000,000","4,801,000,000","4,409,000,000",,,"0","0","59,000,000","116,000,000","120,000,000","4,000,000","4,000,000","4,000,000","3,655,000,000","8,000,000","6,000,000","6,000,000","10,000,000","26,000,000","26,000,000","1,000,000","9,000,000","49,000,000","51,000,000","57,000,000","55,000,000","60,000,000","67,000,000","67,000,000","66,000,000","76,000,000",,,"31,989,000,000",,,,,,,,,,,"83,000,000","230,000,000",,,"332,000,000",,,,"151,000,000",,,,,,,,,,,,,,,,,,
		HedgingAssetsCurrent,,"93,000,000",,,,"283,000,000",,,,"265,000,000",,,,"448,000,000",,,,"813,000,000",,,,"477,000,000",,,,"513,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"1,631,000,000","1,626,000,000","2,208,000,000","2,385,000,000","1,716,000,000","1,707,000,000","2,325,000,000","2,449,000,000","1,860,000,000","1,748,000,000","2,145,000,000","2,405,000,000","1,673,000,000","1,533,000,000","2,028,000,000","5,420,000,000","1,873,000,000","1,881,000,000","5,228,000,000","5,517,000,000","2,250,000,000",,,,"2,521,000,000","2,302,000,000","2,421,000,000","2,381,000,000","2,550,000,000","2,163,000,000","2,231,000,000","2,158,000,000","2,214,000,000","2,088,000,000","1,899,000,000",,,"1,528,000,000",,,"-666,000,000","3,631,000,000",,,"37,000,000","694,000,000","913,000,000","1,116,000,000",,,"273,344,900","289,692,720",,"672,129,880","366,256,800","335,779,070",,"26,000,000","32,000,000","869,110","22,000,000","21,474,804,400","37,000,000","30,691,611,000","27,000,000","25,702,498,230","19,699,899,170","96,590",,"18,137,163,681","13,907,262,230","11,807,525,436","12,358,214,754","10,381,875,882","9,494,423,302"
	TotalNonCurrentAssets,"62,469,000,000","63,112,000,000","62,486,000,000","61,461,000,000","61,078,000,000","58,581,000,000","57,237,000,000","59,682,000,000","58,645,000,000","60,025,000,000","60,555,000,000","61,364,000,000","64,950,000,000","64,621,000,000","59,706,000,000","59,494,000,000","57,233,000,000","57,951,000,000","57,747,000,000","58,693,000,000","59,318,000,000","54,936,000,000","52,650,000,000","49,441,000,000","48,378,000,000","47,611,000,000","46,499,000,000","46,577,000,000","46,860,000,000","45,477,000,000","44,961,000,000","44,661,000,000","42,791,000,000","43,477,000,000","41,675,000,000","40,360,000,000","17,479,000,000","17,302,000,000","26,498,000,000","27,125,000,000","26,132,000,000","25,566,000,000","24,882,000,000","24,791,000,000","24,843,000,000","23,851,000,000","23,117,000,000","22,116,000,000","22,312,000,000","21,355,000,000","21,706,540,140","21,398,336,160","21,378,000,000","26,133,481,360","23,208,003,000","22,544,223,260","22,666,000,000","18,384,000,000","19,175,000,000","21,766,859,950","33,868,000,000","39,351,013,800","39,391,000,000","40,317,375,600","39,794,000,000","36,768,545,440","35,459,420,990","25,043,565,430","23,922,484,758","22,883,886,207","22,440,917,100","19,863,059,844","19,613,199,282","19,433,507,261","21,960,626,051"
		NetPPE,"28,511,000,000","28,608,000,000","28,287,000,000","27,750,000,000","27,452,000,000","26,307,000,000","26,220,000,000","28,028,000,000","28,032,000,000","29,014,000,000","29,391,000,000","29,582,000,000","30,663,000,000","30,431,000,000","28,469,000,000","28,426,000,000","27,226,000,000","27,454,000,000","27,271,000,000","28,008,000,000","28,184,000,000","26,408,000,000","25,321,000,000","23,865,000,000","23,303,000,000","22,843,000,000","22,588,000,000","22,531,000,000","22,670,000,000","22,061,000,000","21,772,000,000","21,378,000,000","20,650,000,000","20,830,000,000","19,450,000,000","18,864,000,000","9,374,000,000","9,601,000,000","13,089,000,000","13,325,000,000","13,102,000,000","12,945,000,000","12,509,000,000","12,367,000,000","12,607,000,000","12,007,000,000","11,803,000,000","11,060,000,000","11,642,000,000","10,951,000,000","10,411,485,610","10,383,275,760","10,787,000,000","10,439,682,040","11,803,173,200","10,715,229,880","12,260,000,000","11,264,000,000","11,472,000,000","10,386,733,610","15,053,000,000","12,728,457,000","17,254,000,000","15,286,387,200","20,827,000,000","17,590,616,360","15,931,447,490","15,080,017,160","15,038,364,420","15,906,165,912","16,455,869,070","16,714,953,129","16,261,250,952","15,826,262,011","12,752,495,301"
			GrossPPE,,"68,786,000,000","28,287,000,000",,,"63,601,000,000",,,,"66,247,000,000",,,,"67,138,000,000",,,,"59,736,000,000",,,,"56,890,000,000",,,,"49,552,000,000",,,,"46,773,000,000",,,,"43,418,000,000",,,,"30,653,000,000",,,"13,102,000,000","38,133,000,000",,,,,,,"34,782,000,000",,"32,842,020,350","32,808,636,240","33,219,000,000","32,798,047,040","32,532,682,000","10,715,229,880","34,641,000,000",,,"28,308,650,920",,"31,191,514,200",,"33,739,005,000",,"37,485,565,670","34,866,128,360","33,679,001,200","33,505,615,764","33,992,966,007","33,420,656,038","33,429,906,258","30,768,365,898","30,095,986,494","25,404,130,752"
				Properties,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"5,307,000,000",,,,,,,"0",,,,"0",,,,"0",,,,,,,,,,,,,,,,,,
				LandAndImprovements,,"899,000,000",,,,"851,000,000",,,,"885,000,000",,,,"948,000,000",,,,"900,000,000",,,,"945,000,000",,,,"879,000,000",,,,"716,000,000",,,,"726,000,000",,,,"372,000,000",,,,"612,000,000",,,,,,,"481,000,000",,,,"453,000,000",,,,"533,000,000",,,,,,,,,,,,,,,,,,
				BuildingsAndImprovements,,"9,427,000,000",,,,"8,339,000,000",,,,"8,494,000,000",,,,"8,930,000,000",,,,"8,108,000,000",,,,"8,025,000,000",,,,"6,959,000,000",,,,"6,416,000,000",,,,"5,995,000,000",,,,"3,863,000,000",,,,,,,,,,,"4,625,000,000",,,,"4,407,000,000",,,,"4,425,000,000",,,,,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,,"51,471,000,000",,,,"50,017,000,000",,,,"51,053,000,000",,,,"50,389,000,000",,,,"43,908,000,000",,,,"42,487,000,000",,,,"37,408,000,000",,,,"30,296,000,000",,,,"28,570,000,000",,,,"24,170,000,000",,,,"27,323,000,000",,,,,,,"25,322,000,000",,,,"24,068,000,000",,,,"24,266,000,000",,,,,,,,,,,,,,,,,,
				OtherProperties,,"3,066,000,000","28,287,000,000",,,"2,866,000,000",,,,"3,003,000,000",,,,"3,223,000,000",,,,"2,734,000,000",,,,"2,522,000,000",,,,"2,029,000,000",,,,"6,072,000,000",,,,"5,448,000,000",,,,"1,287,000,000",,,,"4,445,000,000",,,,,,,"3,595,000,000",,,,"3,642,000,000",,,,"4,802,000,000",,,,,,,,,,,,,,,,,,
				ConstructionInProgress,,"3,923,000,000",,,,"1,528,000,000",,,,"2,812,000,000",,,,"3,648,000,000",,,,"4,086,000,000",,,,"2,911,000,000",,,,"2,277,000,000",,,,"3,273,000,000",,,,"2,679,000,000",,,,"961,000,000",,,,,,,,,,,"759,000,000",,,,"649,000,000",,,,"615,000,000",,,,,,,,,,,,,,,,,,
				Leases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"446,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,,"-40,178,000,000",,,,"-37,294,000,000",,,,"-37,233,000,000",,,,"-36,707,000,000",,,,"-32,282,000,000",,,,"-30,482,000,000",,,,"-26,709,000,000",,,,"-24,712,000,000",,,,"-22,588,000,000",,,,"-21,052,000,000",,,,"-25,188,000,000",,,,,,,"-23,140,000,000",,"-22,430,534,740","-22,425,360,480","-22,432,000,000","-22,358,365,000","-20,729,508,800",,"-22,381,000,000",,,"-17,921,917,310",,"-18,463,057,200",,"-18,452,617,800",,"-19,894,949,310","-18,934,680,870","-18,598,984,040","-18,467,251,344","-18,086,800,095","-16,964,786,968","-16,714,953,129","-14,507,114,946","-14,269,724,483","-12,651,635,451"
		GoodwillAndOtherIntangibleAssets,"27,152,000,000","26,704,000,000","26,819,000,000","26,347,000,000","26,444,000,000","25,719,000,000","25,293,000,000","25,591,000,000","24,508,000,000","24,932,000,000","24,977,000,000","25,470,000,000","26,696,000,000","26,644,000,000","25,232,000,000","25,017,000,000","24,214,000,000","24,736,000,000","25,023,000,000","24,959,000,000","25,321,000,000","22,847,000,000","21,813,000,000","20,203,000,000","19,707,000,000","19,509,000,000","19,751,000,000","19,961,000,000","20,077,000,000","19,284,000,000","19,123,000,000","19,181,000,000","18,068,000,000","18,200,000,000","17,903,000,000","16,837,000,000","4,350,000,000","4,350,000,000","7,634,000,000","7,850,000,000","7,446,000,000","7,199,000,000","7,131,000,000","7,150,000,000","7,048,000,000","6,768,000,000","6,490,000,000","6,328,000,000","6,523,000,000","6,431,000,000","6,501,176,000","6,415,159,200","6,421,000,000","6,498,306,120","5,839,761,200","5,920,271,760","5,943,000,000","3,322,000,000","3,724,000,000","4,189,979,310","5,200,000,000","5,921,827,800","6,535,000,000","6,740,741,400","6,457,000,000","5,612,284,260","1,810,685,380","1,120,347,410","859,396,014","710,544,744","649,203,760","430,120,365","465,627,660","569,541,455","517,597,808"
			Goodwill,"11,341,000,000","11,065,000,000","11,425,000,000","10,934,000,000","11,070,000,000","10,834,000,000","10,716,000,000","10,692,000,000","10,122,000,000","10,396,000,000","10,560,000,000","14,067,000,000","15,010,000,000","11,817,000,000","14,432,000,000","14,508,000,000","14,150,000,000","11,497,000,000","15,166,000,000","15,183,000,000","15,753,000,000","11,059,000,000","13,550,000,000","12,553,000,000","12,443,000,000","9,839,000,000","10,055,000,000",,"10,516,000,000","10,230,000,000",,,,,,,,,,,,,,,,,"2,650,000,000",,,,"2,873,815,300","2,830,305,360",,,"2,285,974,600","2,364,478,660",,,,,,,,,,,,,,,,,,,
