name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991
TotalRevenue,"1,213,977,000","1,213,977,000","1,123,848,000","1,066,054,000","1,062,483,000","1,040,781,000","941,797,000","1,039,435,000","1,378,364,000","1,504,279,000","1,520,525,000","1,708,526,000","1,721,526,000","1,693,206,000","1,469,169,000","1,526,530,000","1,612,693,000","1,685,411,000","1,565,803,000","1,357,841,000","1,110,341,000","996,755,000","971,666,000","868,272,000","745,631,000","617,900,000","502,200,000","403,500,000","321,700,000","258,000,000"
	TotalPremiumsEarned,"1,030,988,000","1,030,988,000","975,162,000","934,747,000","925,226,000","896,222,000","844,371,000","943,051,000","1,033,170,000","1,123,835,000","1,168,747,000","1,302,341,000","1,393,180,000","1,262,390,000","1,187,409,000","1,238,692,000","1,329,428,000","1,366,011,000","1,182,098,000","1,042,267,000","890,091,000","792,581,000","763,284,000","708,744,000","617,043,000","506,500,000","404,000,000","299,300,000","226,100,000","182,900,000"
		NetPremiumsWritten,"1,001,308,000","1,001,308,000","992,262,000","997,955,000","975,091,000","1,020,277,000","881,962,000","923,481,000","1,017,832,000","1,064,380,000","1,101,795,000","1,243,027,000","1,466,047,000",,,,,,,,,,,,,,,,,
			GrossPremiumsWritten,"1,130,642,000","1,130,642,000","1,103,603,000","1,123,681,000","1,108,976,000","1,075,668,000","1,001,596,000","996,984,000","1,051,974,000","1,119,182,000","1,172,171,000","1,350,138,000","1,673,765,000",,,,,,,,,,,,,,,,,
			CededPremiums,"-129,334,000","-129,334,000","-111,341,000","-125,726,000","-133,885,000","-55,391,000","-119,634,000","-73,503,000","-34,142,000","-54,802,000","-70,376,000","-107,111,000","-207,718,000",,,,,,,,,,,,,,,,,
		IncreaseDecreaseInNetUnearnedPremiumReserves,"29,680,000","29,680,000","-17,100,000","-63,208,000","-49,865,000","-124,055,000","-37,591,000","19,570,000","15,338,000","59,455,000","66,952,000","59,314,000","-72,867,000",,,,,,,,,,,,,,,,,
	NetInvestmentIncome,"167,045,000","167,045,000","141,331,000","120,871,000","110,666,000","103,741,000","87,503,000","80,411,000","119,330,000","201,270,000","247,253,000","304,678,000","308,517,000","259,828,000","240,621,000","228,854,000","215,053,000","202,881,000","207,516,000","204,393,000","178,535,000","153,071,000","143,019,000","123,602,000","105,355,000",,,,,
	NetRealizedGainLossOnInvestments,"5,306,000","5,306,000","-1,353,000","249,000","8,932,000","28,361,000","1,501,000","6,059,000","197,719,000","142,715,000","92,937,000","51,934,000","-12,486,000","142,195,000","-4,264,000","14,857,000","17,242,000","36,862,000","29,113,000","37,352,000","1,432,000","3,406,000","18,288,000","3,261,000","1,220,000",,,,,
	FeeRevenueAndOtherIncome,"10,638,000","10,638,000","8,708,000","10,187,000","17,659,000","12,457,000","8,422,000","9,914,000","28,145,000","36,459,000","11,588,000","49,573,000","32,315,000","28,793,000","45,403,000","44,127,000","50,970,000","79,657,000","147,076,000","73,829,000","40,283,000","47,697,000","47,075,000","32,665,000","22,013,000","111,400,000","98,200,000","104,200,000","95,600,000","75,100,000"
		OtherIncomeExpense,"10,638,000","10,638,000","8,708,000","10,187,000","17,659,000","12,457,000","8,422,000","9,914,000","28,145,000","36,459,000","11,588,000","49,573,000","32,315,000","28,793,000","45,403,000","44,127,000","50,970,000","79,657,000","147,076,000","73,829,000","40,283,000","47,697,000","47,075,000","32,665,000","22,013,000","111,400,000","98,200,000","104,200,000","95,600,000","75,100,000"
TotalExpenses,"366,000,000","366,000,000","279,698,000","281,558,000","547,769,000","553,094,000","687,074,000","1,085,587,000","2,307,008,000","1,988,578,000","1,879,925,000","3,473,579,000","2,659,255,000","3,927,860,000","943,841,000","870,037,000","1,020,916,000","1,109,614,000","668,161,000","425,931,000","321,540,000","315,745,000","417,081,000","402,899,000","380,603,000","3,800,000","3,900,000","3,900,000","153,200,000","142,400,000"
	LossAdjustmentExpense,"118,575,000","118,575,000","36,562,000","53,709,000","240,157,000","319,796,000","471,367,000","813,406,000","2,006,217,000","1,670,557,000","1,607,541,000","3,640,594,000","3,828,006,000","2,365,423,000","613,635,000","553,530,000","700,999,000","766,028,000","365,752,000","160,814,000","91,723,000","97,196,000","211,354,000","242,362,000","234,350,000",,,,,
		NetPolicyholderBenefitsAndClaims,"118,575,000","118,575,000","36,562,000","53,709,000","240,157,000","319,796,000","471,367,000","813,406,000","2,006,217,000","1,670,557,000","1,607,541,000","3,640,594,000","3,828,006,000","2,365,423,000","613,635,000","553,530,000","700,999,000","766,028,000","365,752,000","160,814,000","91,723,000","97,196,000","211,354,000","242,362,000","234,350,000",,,,,
			PolicyholderBenefitsGross,"129,975,000","129,975,000","43,391,000","74,910,000","274,345,000","347,481,000","501,353,000","841,196,000","2,061,850,000",,,,,,,,,,,,,,,,,,,,,
			PolicyholderBenefitsCeded,"11,400,000","11,400,000","6,829,000","21,201,000","34,188,000","27,685,000","29,986,000","27,790,000","55,633,000",,,,,,,,,,,,,,,,,,,,,
	PolicyAcquisitionExpense,"12,001,000","12,001,000","11,932,000","11,111,000","9,646,000","8,789,000","7,618,000","10,641,000","7,452,000","0","0","26,407,000",,"309,610,000","290,858,000","275,416,000","278,786,000","302,473,000","265,633,000","234,494,000","177,837,000","200,779,000","190,031,000","157,194,000","146,483,000",,,,"119,300,000","102,200,000"
	UnderwritingExpenses,"182,768,000","182,768,000","178,211,000","159,638,000","150,763,000","155,577,000","138,441,000","181,877,000","193,995,000","207,870,000","218,080,000","239,612,000","271,314,000",,,,,,,,,,,,,,,,,
	SellingGeneralAndAdministration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30,000,000","36,300,000"
		GeneralAndAdministrativeExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30,000,000","36,300,000"
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30,000,000","36,300,000"
	NetNonOperatingInterestIncomeExpense,"-52,656,000","-52,656,000","-52,993,000","-57,035,000","-56,672,000","-68,932,000","-69,648,000","-79,663,000","-99,344,000","-103,271,000","-98,589,000","-89,266,000","-71,164,000","-41,986,000","-39,348,000","-41,091,000","-41,131,000","-41,113,000","-36,776,000","-30,623,000","-28,759,000","-20,402,000","-18,624,000","-6,399,000","-3,793,000","-3,800,000","-3,900,000","-3,900,000","-3,900,000","-3,900,000"
		InterestExpenseNonOperating,"52,656,000","52,656,000","52,993,000","57,035,000","56,672,000","68,932,000","69,648,000","79,663,000","99,344,000","103,271,000","98,589,000","89,266,000","71,164,000","41,986,000","39,348,000","41,091,000","41,131,000","41,113,000","36,776,000","30,623,000","28,759,000","20,402,000","18,624,000","6,399,000","3,793,000","3,800,000","3,900,000","3,900,000","3,900,000","3,900,000"
	SpecialIncomeCharges,"0","0","0","-65,000","-90,531,000",,,,,,,,,,,,,,,,"-23,221,000",,,,,,,,,
		OtherSpecialCharges,,,,"65,000","90,531,000",,,,,,,,,,,,,,,,,,,,,,,,,
	OtherOperatingExpenses,,,,,,,,,,"6,880,000","-44,285,000","-522,300,000","-1,511,229,000","1,210,841,000",,,,,,,,"-2,632,000","-2,928,000","-3,056,000","-4,023,000",,,,,
