name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991
PretaxIncome,"847,977,000","847,977,000","844,150,000","784,496,000","514,714,000","487,687,000","254,723,000","-46,152,000","-928,644,000","-484,299,000","-359,400,000","-1,765,053,000","-937,729,000","-2,234,654,000","525,328,000","656,493,000","591,777,000","575,797,000","897,642,000","931,910,000","788,801,000","681,010,000","554,585,000","465,373,000","365,028,000","0","0","0","0","0"
TaxProvision,"174,214,000","174,214,000","174,053,000","428,735,000","172,197,000","-684,313,000","2,774,000","3,696,000","-1,565,000","1,593,000","4,335,000","-442,776,000","-394,329,000","-833,977,000","-130,097,000","176,932,000","159,348,000","146,027,000","268,451,000","292,773,000","246,802,000","210,809,000","169,120,000","141,623,000","107,037,000","83,800,000","57,600,000","47,500,000","39,400,000","32,000,000"
EarningsFromEquityInterestNetOfTax,,,,,,,,,,,,,,"-269,341,000","-90,686,000","147,312,000","120,757,000","64,109,000",,,,,,,,"291,400,000","217,100,000","174,800,000","141,700,000","107,000,000"
NetIncomeCommonStockholders,"673,763,000","673,763,000","670,097,000","355,761,000","342,517,000","1,172,000,000","251,949,000","-49,848,000","-927,079,000","-485,892,000","-363,735,000","-1,322,277,000","-518,914,000","-1,670,018,000","564,739,000","626,873,000","553,186,000","493,879,000","629,191,000","639,137,000","541,999,000","470,201,000","385,465,000","323,750,000","257,991,000","207,600,000","159,500,000","127,300,000","102,300,000","75,000,000"
	NetIncome,"673,763,000","673,763,000","670,097,000","355,761,000","342,517,000","1,172,000,000","251,949,000","-49,848,000","-927,079,000","-485,892,000","-363,735,000","-1,322,277,000","-518,914,000","-1,670,018,000","564,739,000","626,873,000","553,186,000","493,879,000","629,191,000","639,137,000","541,999,000","470,201,000","385,465,000","323,750,000","257,991,000","207,600,000","159,500,000","127,300,000","102,300,000","75,000,000"
		NetIncomeIncludingNoncontrollingInterests,"673,763,000","673,763,000","670,097,000","355,761,000","342,517,000","1,172,000,000","251,949,000","-49,848,000","-927,079,000","-485,892,000","-363,735,000","-1,322,277,000","-518,914,000","-1,670,018,000","564,739,000","626,873,000","553,186,000","493,879,000","629,191,000","639,137,000","541,999,000","470,201,000","385,465,000","323,750,000","257,991,000","207,600,000","159,500,000","127,300,000","102,300,000","75,000,000"
			NetIncomeContinuousOperations,"673,763,000","673,763,000","670,097,000","355,761,000","342,517,000","1,172,000,000","251,949,000","-49,848,000","-927,079,000","-485,892,000","-363,735,000","-1,322,277,000","-518,914,000","-1,670,018,000","564,739,000","626,873,000","553,186,000","493,879,000","629,191,000","639,137,000","541,999,000","470,201,000","385,465,000","323,750,000","257,991,000","207,600,000","159,500,000","127,300,000","102,300,000","75,000,000"
AverageDilutionEarnings,"18,264,000","18,264,000","18,264,000","17,643,000","28,366,000","42,942,000","12,197,000",,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"692,027,000","692,027,000","688,361,000","373,404,000","370,883,000","1,214,942,000","264,146,000","-49,848,000","-927,079,000","-485,892,000","-363,735,000","-1,322,277,000","-518,914,000","-1,670,018,000","564,739,000","626,873,000","553,186,000","493,879,000","629,191,000","639,137,000","541,999,000","470,201,000","385,465,000","323,750,000","257,991,000","207,600,000","159,500,000","127,300,000","102,300,000","75,000,000"
BasicEPS,,,"1.834","0.982","0.999","3.452","0.744","-0.148","-4.589","-2.415","-1.815","-10.57","-4.149","-20.54","6.7","6.83","5.67","5","6.07","5.98","5.1","4.35","3.44","2.78","2.165","1.75","1.35","1.08","0.87","0.67"
DilutedEPS,,,"1.78","0.95","0.86","2.6","0.64","-0.16","-4.59","-2.42","-2.06","-10.65","-4.55","-20.54","6.65","6.78","5.63","4.99","6.04","5.93","5.05","4.3","3.39","2.75","2.165","1.75","1.35","1.08","0.87","0.67"
BasicAverageShares,,,"365,406,000","362,380,000","342,890,000","339,552,000","338,560,000","337,758,000","202,032,000","201,172,000","200,449,588","124,180,000","110,647,000","81,294,000","84,950,000","91,787,000","97,549,000","98,776,000","103,655,848","106,879,097","106,274,314","108,092,184","112,053,779","116,456,835","119,164,434","118,628,571","118,148,148","117,870,370","117,586,207","111,940,299"
DilutedAverageShares,,,"386,078,000","394,766,000","431,992,000","468,060,000","413,547,000","337,758,000","202,032,000","201,172,000","200,449,588","124,209,000","113,962,000","81,294,000","84,950,000","92,443,000","98,245,000","99,022,000","104,170,695","107,780,270","107,326,535","109,349,070","113,706,490","117,727,273","119,164,434","118,628,571","118,148,148","117,870,370","117,586,207","111,940,299"
NetIncomeFromContinuingAndDiscontinuedOperation,"673,763,000","673,763,000","670,097,000","355,761,000","342,517,000","1,172,000,000","251,949,000","-49,848,000","-927,079,000","-485,892,000","-363,735,000","-1,322,277,000","-518,914,000","-1,670,018,000","564,739,000","626,873,000","553,186,000","493,879,000","629,191,000","639,137,000","541,999,000","470,201,000","385,465,000","323,750,000","257,991,000","207,600,000","159,500,000","127,300,000","102,300,000","75,000,000"
NormalizedIncome,"673,763,000","673,763,000","670,097,000","355,800,000","402,720,115","1,172,000,000","251,949,000","-49,848,000","-927,079,000","-485,892,000","-363,735,000","-1,322,277,000","-518,914,000","-1,670,018,000","564,739,000","626,873,000","553,186,000","493,879,000","629,191,000","639,137,000","557,954,556.318","470,201,000","385,465,000","323,750,000","257,991,000","207,600,000","159,500,000","127,300,000","102,300,000","75,000,000"
EBIT,"900,633,000","900,633,000","897,143,000","841,531,000","571,386,000","556,619,000","324,371,000","33,511,000","-829,300,000","-381,028,000","-260,811,000","-1,675,787,000","-866,565,000","-2,192,668,000","564,676,000","697,584,000","632,908,000","616,910,000","934,418,000","962,533,000","817,560,000","701,412,000","573,209,000","471,772,000","368,821,000","3,800,000","3,900,000","3,900,000","3,900,000","3,900,000"
ReconciledDepreciation,"48,784,000","48,784,000","58,215,000","64,430,000","61,342,000","52,559,000","48,365,000","68,716,000","100,135,000","84,828,000","60,882,000","60,349,000","34,304,000","25,177,000","22,317,000","39,321,000","47,651,000","50,679,000","12,292,000","8,281,000","6,860,000","11,746,000","7,742,000","8,187,000","8,969,000","38,300,000","2,600,000","2,000,000","27,100,000","1,500,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"673,763,000","673,763,000","670,097,000","355,761,000","342,517,000","1,172,000,000","251,949,000","-49,848,000","-927,079,000","-485,892,000","-363,735,000","-1,322,277,000","-518,914,000","-1,670,018,000","564,739,000","626,873,000","553,186,000","493,879,000","629,191,000","639,137,000","541,999,000","470,201,000","385,465,000","323,750,000","257,991,000","207,600,000","159,500,000","127,300,000","102,300,000","75,000,000"
TotalUnusualItemsExcludingGoodwill,"0","0","0","-65,000","-90,531,000",,,,,,,,,,,,,,,,"-23,221,000",,,,,,,,,
TotalUnusualItems,"0","0","0","-65,000","-90,531,000",,,,,,,,,,,,,,,,"-23,221,000",,,,,,,,,
TaxRateForCalcs,"0.205","0.205","0.206","0.4","0.335","0.4","0.011","0.35","0.002","0.35","0.35","0.251","0.35","0.373","0.4","0.27","0.269","0.254","0.299","0.314","0.313","0.31","0.305","0.304","0.293","0","0","0","0","0"
TaxEffectOfUnusualItems,"0","0","0","-26,000","-30,327,885","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-7,265,443.682","0","0","0","0","0","0","0","0","0"
InterestExpense,"52,656,000","52,656,000","52,993,000","57,035,000","56,672,000","68,932,000","69,648,000","79,663,000","99,344,000","103,271,000","98,589,000","89,266,000","71,164,000","41,986,000","39,348,000","41,091,000","41,131,000","41,113,000","36,776,000","30,623,000","28,759,000","20,402,000","18,624,000","6,399,000","3,793,000","3,800,000","3,900,000","3,900,000","3,900,000","3,900,000"
