name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990
TotalAssets,"20,245,000,000","21,321,000,000","22,012,000,000","31,094,000,000","32,311,000,000","36,011,000,000","35,620,000,000","35,306,000,000","31,371,000,000","50,014,000,000","47,052,000,000","42,686,000,000","42,746,000,000","30,831,000,000","28,498,000,000","23,423,000,000","19,482,000,000","17,812,000,000","16,129,000,000","15,232,000,000","15,705,000,000","14,544,000,000","10,565,000,000","10,151,000,000","10,109,000,000","10,951,000,000","10,806,000,000","11,141,000,000","11,644,000,000","11,931,000,000"
	CurrentAssets,"2,135,000,000","2,921,000,000","2,566,000,000","3,665,000,000","2,590,000,000","4,593,000,000","2,975,000,000","3,762,000,000","3,224,000,000","13,829,000,000","10,637,000,000","8,403,000,000","10,587,000,000","10,096,000,000","9,383,000,000","8,867,000,000","6,040,000,000","4,479,000,000","4,411,000,000","4,985,000,000","4,102,000,000","2,976,000,000","2,018,000,000","2,046,000,000","1,888,000,000","1,737,000,000","1,598,000,000","1,934,000,000","2,153,000,000","2,357,000,000"
		CashCashEquivalentsAndShortTermInvestments,"858,000,000","1,462,000,000","563,000,000","2,490,000,000","1,221,000,000","2,398,000,000","264,000,000","684,000,000","493,000,000","3,951,000,000","2,057,000,000","1,285,000,000","1,199,000,000","2,585,000,000","2,617,000,000","3,369,000,000","1,396,000,000","488,000,000","657,000,000","340,000,000","111,000,000","137,000,000","36,000,000","32,000,000","77,000,000","28,000,000","185,000,000","35,000,000","200,000,000","193,000,000"
			CashAndCashEquivalents,"858,000,000","1,462,000,000","563,000,000","2,490,000,000","1,221,000,000","2,398,000,000","264,000,000","684,000,000","493,000,000","3,951,000,000","2,057,000,000","1,285,000,000","1,199,000,000","2,585,000,000","2,617,000,000","3,369,000,000","1,396,000,000","488,000,000","657,000,000","340,000,000","111,000,000","137,000,000","36,000,000","32,000,000","77,000,000","28,000,000","185,000,000","35,000,000","200,000,000","193,000,000"
		Receivables,"1,122,000,000","1,079,000,000","1,830,000,000","877,000,000","912,000,000","1,729,000,000","2,134,000,000","2,416,000,000","1,952,000,000","6,030,000,000","4,759,000,000","3,150,000,000","5,919,000,000","4,209,000,000","3,534,000,000","3,235,000,000","2,530,000,000","1,854,000,000","1,772,000,000","2,267,000,000","1,866,000,000","1,277,000,000","856,000,000","613,000,000","552,000,000","438,000,000","337,000,000","525,000,000","621,000,000","721,000,000"
			AccountsReceivable,"1,122,000,000","1,079,000,000","1,082,000,000","877,000,000","912,000,000","1,729,000,000","2,134,000,000","2,389,000,000","1,917,000,000",,,"3,094,000,000","5,919,000,000","4,114,000,000","3,476,000,000","3,146,000,000","2,463,000,000","1,854,000,000","1,772,000,000","2,267,000,000","1,866,000,000","1,277,000,000","856,000,000","613,000,000","552,000,000","438,000,000",,,,
				GrossAccountsReceivable,"1,133,000,000","1,090,000,000","1,094,000,000","883,000,000","916,000,000","1,732,000,000",,,"1,917,000,000",,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-11,000,000","-11,000,000","-12,000,000","-6,000,000","-4,000,000","-3,000,000",,,"0",,,,,,,,,,,,,,,,,,,,,
			NotesReceivable,,"0","748,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,"35,000,000",,,"56,000,000",,"95,000,000","58,000,000","89,000,000","67,000,000",,,,,,,,,,,,,
			DuefromRelatedPartiesCurrent,,,,,,,,"27,000,000",,,,,,,,,,,,,,,,,,,,,,
		Inventory,"72,000,000","96,000,000","126,000,000","227,000,000","313,000,000","357,000,000","364,000,000","361,000,000","361,000,000","3,453,000,000","3,622,000,000","3,507,000,000","3,277,000,000","3,173,000,000","3,041,000,000","1,995,000,000","1,953,000,000","1,984,000,000","1,851,000,000","1,867,000,000","1,884,000,000","1,310,000,000","980,000,000","1,282,000,000","1,152,000,000","1,137,000,000","987,000,000","1,278,000,000","1,235,000,000","1,336,000,000"
