name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998
TotalRevenue,"1,232,298,000","1,256,595,000","1,217,189,000","1,137,641,000","1,144,807,000","1,145,464,000","949,004,000","525,158,000","531,410,000","512,929,000","464,251,000","394,224,000","389,112,000","350,779,000","315,721,000","257,064,000","199,060,000","152,315,000","104,871,000","79,027,000","48,169,252","20,648,614","17,000,000"
	NetInterestIncome,"899,054,000","918,365,000","936,651,000","858,397,000","843,189,000","870,926,000","773,503,000","404,713,000","407,153,000","428,452,000","394,770,000","320,708,000","289,973,000","285,954,000","262,124,000","209,282,000","157,687,000","113,272,000","76,528,000","55,629,000","35,329,499","16,224,382","13,600,000"
		InterestIncome,"1,114,556,000","1,128,807,000","1,065,161,000","936,613,000","909,240,000","929,158,000","822,196,000","442,594,000","456,002,000","501,753,000","488,582,000","423,732,000","442,212,000","488,392,000","405,941,000","282,276,000","198,058,000","142,132,000","100,325,000","88,038,000","55,073,907","24,680,330","20,900,000"
			InterestIncomeFromLoansAndLease,"1,038,323,000","1,051,077,000","972,114,000","865,521,000","850,067,000","869,433,000","763,803,000","398,214,000","386,812,000","405,713,000","410,132,000","355,195,000","393,927,000","443,939,000","372,201,000","251,715,000","170,791,000","126,900,000","86,967,000","73,222,000","44,742,225","19,192,599","15,700,000"
				InterestIncomeFromLoans,,"1,051,077,000","972,114,000","865,521,000","850,067,000","869,433,000","763,803,000","398,214,000","386,812,000",,,"355,195,000","393,927,000","443,939,000","372,201,000","251,715,000","170,791,000","126,900,000","86,967,000","73,222,000","44,742,225","19,192,599","15,700,000"
			InterestIncomeFromSecurities,"59,647,000","63,550,000","84,382,000","66,712,000","55,255,000","57,489,000","56,129,000","43,044,000","68,262,000","94,450,000","76,227,000","68,011,000","48,285,000","44,453,000","31,327,000","28,976,000","26,655,000","15,232,000","13,358,000","14,816,000","10,331,682","5,487,731","5,200,000"
			InterestIncomeFromDeposits,"16,586,000","14,180,000","8,665,000","4,380,000","3,918,000","2,236,000","2,264,000","1,336,000","928,000","1,590,000","2,223,000","526,000",,,,,,,,,,,
			OtherInterestIncome,,,,,,,,"1,336,000","928,000",,,,"48,285,000",,"2,413,000","1,585,000","612,000",,,,,,
		InterestExpense,"215,502,000","210,442,000","128,510,000","78,216,000","66,051,000","58,232,000","48,693,000","37,881,000","48,849,000","73,301,000","93,812,000","103,024,000","152,239,000","202,438,000","143,817,000","72,994,000","40,371,000","28,860,000","23,797,000","32,409,000","19,744,408","8,455,948","7,300,000"
			InterestExpenseForDeposit,"174,137,000","167,941,000","92,685,000","45,582,000","35,240,000","29,839,000","23,815,000","20,755,000","31,133,000","55,743,000","76,241,000","88,742,000","129,370,000","180,840,000","119,881,000","59,578,000","30,999,000","23,608,000","21,545,000","30,155,000","18,158,599","7,077,495","6,500,000"
