name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999
TotalRevenue,"7,230,000,000","1,754,000,000","1,700,000,000","1,808,000,000","1,968,000,000","1,524,000,000","2,045,000,000","1,945,000,000","1,837,000,000","1,716,000,000","1,041,000,000","1,166,000,000","1,485,000,000","1,251,000,000","970,000,000","1,027,000,000","1,017,000,000","1,242,000,000","1,026,000,000","1,213,000,000","1,154,000,000","1,259,000,000","1,445,000,000","1,606,000,000","1,759,000,000","1,301,300,000","1,300,200,000","1,175,000,000","1,285,700,000","1,265,635,000","815,347,000","923,280,000","475,262,000","468,021,000","302,900,000","511,497,000","394,293,000","296,527,000","272,137,000","391,782,000","294,656,000","256,437,000","211,858,000","185,467,000","158,034,000","149,375,000","201,289,000","181,484,000","142,735,000","133,990,000","131,477,000","126,373,000","112,948,000","88,062,000","85,326,000","80,924,000","81,506,000","80,822,000","72,382,000","68,215,000","69,103,000","71,840,000","70,142,000","67,283,000","69,026,000","66,266,000","61,562,000","57,030,000","58,216,000","57,916,000","54,719,000","55,292,000","56,540,000","49,766,000","47,855,000","46,603,000","47,423,000","47,804,000","38,075,000","24,995,000","25,316,000","25,142,000","25,564,000","25,251,000","25,378,000"
	OperatingRevenue,"7,138,000,000","1,730,000,000","1,678,000,000","1,784,000,000","1,946,000,000","1,446,000,000","2,045,000,000","1,945,000,000","1,813,000,000","1,716,000,000","1,041,000,000","1,166,000,000","1,485,000,000","1,251,000,000","970,000,000","1,027,000,000","1,017,000,000","1,242,000,000","1,026,000,000","1,213,000,000","1,154,000,000","1,259,000,000","1,445,000,000","1,606,000,000","1,759,000,000","1,301,300,000","1,300,200,000","1,175,000,000","1,285,700,000","1,265,635,000","815,347,000","870,929,000","475,262,000","468,021,000","302,900,000","511,497,000","394,293,000","296,527,000","272,137,000","391,782,000","294,656,000","256,437,000","211,858,000","185,467,000","158,034,000","149,375,000","201,289,000","181,484,000","142,735,000","133,990,000","131,477,000","126,373,000","112,948,000","88,062,000","85,326,000","80,924,000","81,506,000","80,822,000","72,382,000","68,215,000","69,103,000","71,840,000","70,142,000","67,283,000","69,026,000","66,266,000","61,562,000","57,030,000","58,216,000","57,916,000","54,719,000","55,292,000","56,540,000","49,766,000","47,855,000","46,603,000","47,423,000","47,804,000","38,075,000","24,995,000","25,316,000","25,142,000","25,564,000","25,251,000","25,378,000"
CostOfRevenue,"5,187,000,000","1,224,000,000","1,221,000,000","1,292,000,000","1,450,000,000","1,084,000,000","1,541,000,000","1,475,000,000","1,357,000,000","1,249,000,000","710,000,000","895,000,000","1,117,000,000","933,000,000","724,000,000","757,000,000","779,000,000","1,018,000,000","830,000,000","1,013,000,000","942,000,000","1,134,000,000","1,236,000,000","1,388,000,000","1,459,000,000","1,065,300,000","1,116,400,000","1,003,700,000","1,089,800,000","1,102,321,000","686,578,000","762,099,000","369,052,000","382,898,000","220,289,000","416,996,000","311,801,000","205,880,000","187,089,000","300,978,000","201,424,000","166,897,000","120,385,000","100,196,000","86,056,000","66,453,000","124,379,000","109,477,000","71,546,000","68,641,000","64,594,000","63,665,000","47,781,000","32,534,000","29,171,000","27,733,000","29,572,000","28,520,000","24,480,000","24,763,000","24,973,000","25,279,000","25,481,000","27,727,000","26,541,000","25,317,000","23,065,000","23,458,000","24,311,000","24,826,000","23,528,000","21,023,000","19,595,000","16,655,000","18,325,000","18,143,000","18,245,000","21,571,000","12,410,000","9,689,000","8,805,000","8,044,000","9,514,000","9,753,000","9,265,000"
GrossProfit,"2,043,000,000","530,000,000","479,000,000","516,000,000","518,000,000","440,000,000","504,000,000","470,000,000","480,000,000","467,000,000","331,000,000","271,000,000","368,000,000","318,000,000","246,000,000","270,000,000","238,000,000","224,000,000","196,000,000","200,000,000","212,000,000","125,000,000","209,000,000","218,000,000","300,000,000","236,000,000","183,800,000","171,300,000","195,900,000","163,314,000","128,769,000","161,181,000","106,210,000","85,123,000","82,611,000","94,501,000","82,492,000","90,647,000","85,048,000","90,804,000","93,232,000","89,540,000","91,473,000","85,271,000","71,978,000","82,922,000","76,910,000","72,007,000","71,189,000","65,349,000","66,883,000","62,708,000","65,167,000","55,528,000","56,155,000","53,191,000","51,934,000","52,302,000","47,902,000","43,452,000","44,130,000","46,561,000","44,661,000","39,556,000","42,485,000","40,949,000","38,497,000","33,572,000","33,905,000","33,090,000","31,191,000","34,269,000","36,945,000","33,111,000","29,530,000","28,460,000","29,178,000","26,233,000","25,665,000","15,306,000","16,511,000","17,098,000","16,050,000","15,498,000","16,113,000"
OperatingExpense,"311,000,000","95,000,000","62,000,000","77,000,000","77,000,000","92,000,000","70,000,000","80,000,000","61,000,000","80,000,000","64,000,000","63,000,000","57,000,000","43,000,000","44,000,000","49,000,000","58,000,000","52,000,000","46,000,000","35,000,000","48,000,000","30,000,000","70,000,000","36,000,000","38,000,000","43,400,000","29,800,000","26,200,000","32,600,000","3,081,000","28,379,000","26,320,000","39,708,000","21,785,000","14,989,000","12,119,000","14,726,000","27,297,000","27,613,000","28,585,000","27,293,000","30,003,000","28,434,000","35,313,000","30,355,000","20,662,000","30,108,000","31,653,000","28,357,000","9,568,000","30,044,000","28,874,000","29,443,000","27,419,000","26,320,000","29,720,000","28,795,000","25,089,000","25,767,000","26,797,000","25,214,000","23,737,000","24,279,000","26,317,000","25,639,000","22,476,000","23,803,000","21,479,000","20,622,000","18,930,000","21,500,000","19,039,000","19,731,000","2,778,000","22,961,000","22,833,000","22,883,000","-13,874,000","-2,138,000","-5,331,000","-3,071,000","-2,958,000","-4,725,000","-5,858,000","-4,528,000"
	SellingGeneralAndAdministration,"296,000,000","82,000,000","64,000,000","76,000,000","74,000,000","73,000,000","65,000,000","80,000,000","61,000,000","64,000,000","49,000,000","63,000,000","60,000,000","49,000,000","42,000,000","46,000,000","58,000,000","42,000,000","29,000,000","37,000,000","49,000,000","28,000,000","56,000,000","35,000,000","37,000,000","43,400,000","29,800,000","26,200,000","32,600,000","3,081,000","28,379,000","25,782,000","17,577,000","18,791,000","13,765,000","12,781,000","14,646,000","10,873,000","11,569,000","12,249,000","9,395,000","16,909,000","11,132,000","12,408,000","10,918,000","1,090,000","12,127,000","14,184,000","11,231,000","6,082,000","8,626,000","7,875,000","8,896,000","5,732,000","5,892,000","7,783,000","7,228,000","4,388,000","3,995,000","5,464,000","4,646,000","5,038,000","3,967,000","3,906,000","3,876,000","2,935,000","3,001,000","3,683,000","2,939,000","3,280,000","2,772,000","2,689,000","3,086,000","2,801,000","2,410,000","2,287,000","2,336,000","2,092,000","1,996,000","1,649,000","1,478,000","1,866,000","1,641,000","1,979,000","1,752,000"
		GeneralAndAdministrativeExpense,"296,000,000","82,000,000","64,000,000","76,000,000","74,000,000","73,000,000","65,000,000","80,000,000","61,000,000","64,000,000","49,000,000","63,000,000","60,000,000","49,000,000","42,000,000","46,000,000","58,000,000","42,000,000","29,000,000","37,000,000","49,000,000","28,000,000","56,000,000","35,000,000","37,000,000","43,400,000","29,800,000","26,200,000","32,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"296,000,000","82,000,000","64,000,000","76,000,000","74,000,000","73,000,000","65,000,000","80,000,000","61,000,000","64,000,000","49,000,000","63,000,000","60,000,000","49,000,000","42,000,000","46,000,000","58,000,000","42,000,000","29,000,000","37,000,000","49,000,000","28,000,000","56,000,000","35,000,000","37,000,000","43,400,000","29,800,000","26,200,000","32,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,479,000","16,232,000","16,924,000","17,255,000","13,215,000","16,965,000","20,247,000","19,395,000","19,572,000","17,981,000","17,469,000","17,126,000","3,486,000","21,418,000","20,999,000","20,547,000","21,687,000","20,428,000","21,937,000","21,567,000","22,019,000","21,350,000","21,333,000","20,568,000","20,229,000","19,802,000","21,901,000","21,763,000","20,671,000","20,172,000","17,796,000","17,683,000","16,550,000","18,428,000","16,350,000","16,645,000","20,497,000","20,551,000","20,546,000","20,547,000","21,794,000","18,417,000","12,769,000","12,769,000","10,146,000","9,620,000","9,624,000","9,624,000"
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,479,000","16,232,000","16,924,000","17,255,000","13,215,000","16,965,000","20,247,000","19,395,000","19,572,000","17,981,000","17,469,000","17,126,000","3,486,000","21,418,000","20,999,000","20,547,000","21,687,000","20,428,000","21,937,000","21,567,000","22,019,000","21,350,000","21,333,000","20,568,000","20,229,000","19,802,000","21,901,000","21,763,000","20,671,000","20,172,000","17,796,000","17,683,000","16,550,000","18,428,000","16,350,000","16,645,000","20,497,000","20,551,000","20,546,000","20,547,000","21,794,000","18,417,000","12,769,000","12,769,000","10,146,000","9,620,000","9,624,000","9,624,000"
