name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994
MarketCap,"5,827,171,041","7,024,715,225","10,080,426,869","15,625,977,629","7,540,580,412","5,003,365,921","6,285,132,993","6,811,526,041","15,170,647,643","27,426,406,905","29,033,594,079","15,997,661,132","9,887,507,932","4,651,998,561","3,568,155,275","2,874,106,042","1,629,186,483","1,094,107,933","571,136,448","613,774,284","552,712,692","830,727,176","839,976,592","1,059,300,000","1,303,059,375","1,131,525,000","592,344,250"
EnterpriseValue,"6,543,872,041","7,675,713,225","10,571,560,869","14,782,515,629","7,874,092,412","5,439,792,921","6,886,682,993","7,616,854,041","16,190,835,643","28,134,351,905","29,786,694,079","16,084,543,132","10,221,659,932","4,992,792,561","3,983,272,275","3,105,878,042","1,788,990,483","1,361,599,933","860,414,448","959,558,284","994,661,692","1,272,676,176","1,258,176,592","1,356,500,000","1,526,059,375","1,201,125,000","592,344,250"
PeRatio,"20.441","21.962","22.825","45.817","30.171","26.752","17.46","12.595","23.336","28.768","40.29","28.462","12.77","25.841","25.839","27.3","21.95","18.895","14.467","25.911","19.535","19.727","12.523","16.923","17.46","25.134",
ForwardPeRatio,"17.699","22.422","15.385","34.843","21.692","15.337",,"9.671","19.084","19.881","28.986",,"5.155",,,,,,,,,,,,,,
PegRatio,"0.612","1.821","1.323","1.8","1.169","9.18",,,"2.399","116.982","170.629",,"0.516",,,,,,,,,,,,,,
PsRatio,"2.925","3.449","4.43","7.506","4.197","2.767","3.037","2.946","6.245","6.711","8.411","6.882","3.618","3.917","3.631","3.319","2.066","1.582","1.031","1.166","1.075","1.654","1.664","2.054","2.587","2.395",
PbRatio,"2.725","3.356","4.832","7.138","3.297","2.158","2.559","2.914","7.113","7.346","9.475","6.742","4.387","3.934","3.375","2.901","1.717","1.229","0.672","0.738","0.67","1.008","1.076","1.47","1.877","2.427",
EnterprisesValueRevenueRatio,"3.367","3.949","4.666","6.852","4.06","3.147","3.419","3.457","6.665","13.114","16.273","11.194","5.762","4.204","3.819","3.466","2.269","1.968","1.554","1.823","1.982","2.578","2.488","2.643","3.222","2.932","1.887"
EnterprisesValueEBITDARatio,"14.08","16.516","15.582","22.99","16.667","14.381","14.58","11.349","14.408","28.853","43.913","27.241","13.697","13.858","12.713","12.247","9.526","9.075","5.927","6.936","7.67","9.178","9.845","12.101","14.222","17.612","12.188"
