name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,03/31/1996,09/30/1995,06/30/1995,03/31/1995,12/31/1994,06/30/1994,03/31/1994,12/31/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,06/30/1990,03/31/1990,03/31/1989,03/31/1988,02/28/1987,02/28/1986
TotalAssets,"20,488,706,000,000","20,320,989,000,000","20,306,702,000,000","20,419,122,000,000","19,851,201,000,000","20,267,741,000,000","19,651,804,000,000","19,349,164,000,000","19,761,465,000,000","19,527,079,000,000","19,044,311,000,000","18,958,123,000,000","18,871,817,000,000","16,988,446,000,000","17,102,661,000,000","18,229,294,000,000","18,588,245,000,000","18,322,269,000,000","18,898,503,000,000","18,425,837,000,000","17,824,834,000,000","16,472,558,000,000","15,487,821,000,000","15,622,031,000,000","15,546,919,000,000","14,508,194,000,000","14,198,316,000,000","13,635,357,000,000","12,518,482,000,000","11,447,587,000,000","11,522,525,000,000","11,780,759,000,000","10,882,296,000,000","10,913,259,000,000","11,222,259,000,000","11,570,874,000,000","11,259,612,000,000","11,364,578,000,000","11,500,254,000,000","11,629,115,000,000","11,504,811,000,000","11,258,022,000,000","11,766,747,000,000","11,818,917,000,000","12,037,382,000,000","13,323,831,853,560","13,255,841,245,570","12,579,021,020,200","13,067,285,340,030","12,666,000,674,480","12,657,798,804,750","12,037,230,813,120","11,509,314,602,520","11,195,292,933,810","10,737,860,651,900","10,570,386,224,700","10,266,455,537,710","9,871,439,973,780","9,496,866,329,520","9,321,430,821,220","8,740,714,359,400","8,927,148,645,720","8,296,465,621,360","8,320,997,093,250","7,821,555,258,960","7,997,992,683,080","7,901,197,668,000","7,670,854,710,840","7,134,576,410,700","6,966,536,981,610","6,603,121,992,470","6,923,138,051,310","6,348,868,022,240","6,000,143,316,690","5,886,824,704,238.8","5,768,487,877,386","5,254,549,885,850","5,153,491,051,200","4,938,505,057,220","4,741,706,036,879.2","4,567,225,920,855","4,744,135,699,824","4,955,084,207,092","4,973,288,027,105","4,789,565,279,740","5,100,788,656,860","5,115,603,729,852","4,851,358,575,585","4,514,001,464,097","4,342,473,432,968","4,134,289,575,584","4,180,509,497,860","3,868,046,214,707","3,744,555,376,136","3,540,911,045,553","3,073,247,915,334","2,940,485,168,604","3,008,916,583,155","2,955,330,916,416","2,917,251,554,577","2,922,998,761,284","2,855,449,612,110","2,809,402,311,100","3,009,337,299,276","2,930,136,793,152","3,024,471,446,000","3,060,585,594,849","3,159,073,033,970","2,948,092,434,111","2,958,104,414,616","2,874,736,454,976","2,963,666,957,745","2,648,636,934,660","2,724,000,394,875","2,826,553,204,749","2,293,392,727,992","1,780,544,067,645","1,695,991,535,999","1,675,959,623,735"
	CurrentAssets,"7,150,259,000,000","7,004,828,000,000","7,116,408,000,000","7,347,294,000,000","6,978,927,000,000","7,070,992,000,000","6,916,501,000,000","6,925,288,000,000","6,867,350,000,000","6,663,855,000,000","6,517,513,000,000","6,555,467,000,000","6,335,611,000,000","5,668,038,000,000","5,750,826,000,000","6,241,626,000,000","6,249,329,000,000","6,061,969,000,000","6,426,166,000,000","6,296,140,000,000","6,339,307,000,000","5,869,956,000,000","5,560,384,000,000","5,771,266,000,000","5,711,109,000,000","5,324,183,000,000","5,298,059,000,000","5,323,053,000,000","4,862,340,000,000","4,399,075,000,000","4,549,074,000,000","4,739,086,000,000","4,209,359,000,000","4,323,807,000,000","4,348,554,000,000","4,690,047,000,000","4,543,984,000,000","4,563,724,000,000","4,563,155,000,000","4,613,724,000,000","4,369,412,000,000","4,174,549,000,000","4,451,184,000,000","4,621,178,000,000","4,857,864,000,000","5,435,307,882,840","5,378,823,329,870","5,216,472,305,440","5,417,793,763,630","5,178,602,168,580","5,215,591,960,920","5,252,665,506,240","4,943,515,129,840","4,834,993,618,840","4,672,469,040,000","4,625,353,177,650","4,369,470,941,150","4,151,934,665,340","4,049,137,520,400","4,010,723,429,720","3,678,329,663,800","3,776,273,785,800","3,574,007,677,880","3,649,812,531,950","3,291,045,702,290","3,326,382,618,980","3,314,251,523,520","3,287,913,641,400","2,937,522,212,450","2,932,708,735,110","2,784,338,152,960","3,080,450,202,830","2,701,026,940,080","2,609,703,335,320","2,523,363,834,702.55","2,645,288,245,972.29","2,412,666,688,050","2,383,841,034,720","2,400,806,618,560","2,377,142,167,522.4","2,157,674,719,005","2,295,498,788,764","2,194,206,751,692","2,341,157,531,805","2,251,999,716,980","2,400,371,132,640","2,387,542,929,336","2,314,622,295,570","1,971,904,319,524","1,871,800,042,688","1,797,396,585,432","1,956,206,374,888","1,814,878,924,411","1,718,645,934,277","1,648,238,255,073","1,329,867,391,076","1,280,916,186,402","1,364,883,718,513","1,293,046,853,130","1,271,683,808,032","1,421,018,597,988","1,299,558,025,995","1,223,151,667,045","1,367,818,989,152","1,284,182,812,768","1,370,226,447,256","1,400,649,184,899","1,508,736,236,606","1,615,108,860,211","1,330,983,705,012","1,302,055,374,240","1,623,603,151,260","1,359,355,716,750","1,390,043,056,650","1,530,467,172,327","1,274,124,740,044","931,884,428,534","863,062,013,482","842,043,607,125"
		CashCashEquivalentsAndShortTermInvestments,"2,695,638,000,000","2,518,172,000,000","2,543,083,000,000","2,657,395,000,000","2,423,262,000,000","2,463,132,000,000","2,425,748,000,000","2,469,665,000,000","2,434,445,000,000","2,301,945,000,000","2,167,916,000,000","2,255,403,000,000","2,002,809,000,000","1,763,304,000,000","1,766,702,000,000","1,860,491,000,000","1,782,751,000,000","1,704,926,000,000","1,741,141,000,000","1,564,438,000,000","1,331,632,000,000","1,162,705,000,000","1,107,647,000,000","1,168,914,000,000","1,214,594,000,000","1,132,283,000,000","1,139,200,000,000","1,206,128,000,000","1,158,502,000,000","981,309,000,000","1,133,944,000,000","1,247,113,000,000","1,142,719,000,000","1,319,402,000,000","1,261,356,000,000","1,279,024,000,000","1,158,669,000,000","1,266,256,000,000","1,204,122,000,000","1,119,902,000,000","1,064,973,000,000","945,764,000,000","814,473,000,000","690,369,000,000","739,414,000,000","950,831,841,240","1,051,083,272,370","1,047,861,217,560","966,804,531,500","864,133,739,540","821,602,294,590","945,625,888,320","749,122,055,290","791,983,380,100","737,975,257,200","747,292,855,050","635,784,891,910","730,398,279,380","725,417,323,200","773,899,550,620","655,961,436,600","696,599,535,600","654,486,145,680","723,728,144,100","642,252,035,290","625,334,508,640","578,323,357,920","546,687,901,480","498,277,695,250","518,009,256,270","491,944,361,160","607,929,379,460","448,130,608,960","467,127,817,300","389,735,195,168.48","424,965,459,604.62","385,779,111,300","445,064,397,120","381,811,448,620","416,810,617,073.8","281,061,472,575","446,309,195,817","241,522,238,504","373,049,894,875","312,191,314,824","319,105,425,938","229,220,903,982","339,818,824,665","265,471,797,666","274,246,132,072","243,380,974,760","358,221,519,440","384,754,192,727","370,327,053,243","301,272,553,170","175,854,309,996","153,040,253,298","202,624,834,412","163,826,742,120","143,436,530,583","186,885,681,420","124,930,245,210","121,594,943,932","150,557,022,308","108,763,478,880","171,912,275,888","151,212,092,820","205,657,640,932","120,006,000,102","182,065,582,660","145,113,937,056","220,228,021,560","160,720,829,640","169,718,275,755","231,692,164,734","248,270,655,705","129,706,125,832","134,898,484,997","118,958,370,265"
			CashAndCashEquivalents,"2,441,824,000,000","2,334,967,000,000","2,391,188,000,000","2,494,121,000,000","2,194,073,000,000","2,250,879,000,000","2,167,105,000,000","2,256,488,000,000","2,210,485,000,000","2,207,825,000,000","2,019,418,000,000","2,105,976,000,000","1,800,011,000,000","1,679,709,000,000","1,672,807,000,000","1,757,456,000,000","1,633,453,000,000","1,643,627,000,000","1,650,933,000,000","1,471,730,000,000","1,331,632,000,000","1,162,705,000,000","1,107,647,000,000","1,168,914,000,000","1,214,594,000,000","1,132,283,000,000","1,139,200,000,000","1,206,128,000,000","1,158,502,000,000","981,309,000,000","1,133,944,000,000","1,247,113,000,000","1,142,719,000,000","1,319,402,000,000","1,261,356,000,000","1,279,024,000,000","1,158,669,000,000","1,266,256,000,000","1,204,122,000,000","1,119,902,000,000","1,064,973,000,000","945,764,000,000","814,473,000,000","690,369,000,000","739,414,000,000","950,831,841,240","1,051,083,272,370","1,047,861,217,560","966,804,531,500","864,133,739,540","821,602,294,590","945,625,888,320","749,122,055,290","791,983,380,100","737,975,257,200","747,292,855,050","635,784,891,910","730,398,279,380","725,417,323,200","773,899,550,620","655,961,436,600","696,599,535,600","654,486,145,680","723,728,144,100","642,252,035,290","625,334,508,640","578,323,357,920","546,687,901,480","498,277,695,250","518,009,256,270","491,944,361,160","607,929,379,460","448,130,608,960","467,127,817,300","389,735,195,168.48","424,965,459,604.62","385,779,111,300","445,064,397,120","381,811,448,620","416,810,617,073.8","281,061,472,575","446,309,195,817","241,522,238,504","373,049,894,875","312,191,314,824","319,105,425,938","229,220,903,982","339,818,824,665","265,471,797,666","274,246,132,072","243,380,974,760","358,221,519,440","384,754,192,727","370,327,053,243","301,272,553,170","175,854,309,996","153,040,253,298","202,624,834,412","163,826,742,120","143,436,530,583","186,885,681,420","124,930,245,210","121,594,943,932","150,557,022,308","108,763,478,880","171,912,275,888","151,212,092,820","205,657,640,932","120,006,000,102","182,065,582,660","145,113,937,056","220,228,021,560","160,720,829,640","169,718,275,755","231,692,164,734","248,270,655,705","129,706,125,832","134,898,484,997","118,958,370,265"
				CashFinancial,,,,"1,815,920,000,000",,,,"1,691,645,000,000",,,,"1,528,861,000,000",,,,"1,157,781,000,000",,,,"1,091,179,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,,,,"678,201,000,000",,,,"564,843,000,000",,,,"577,115,000,000",,,,"599,675,000,000",,,,"380,551,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,"253,814,000,000","183,205,000,000","151,895,000,000","163,274,000,000","229,189,000,000","212,253,000,000","258,643,000,000","213,177,000,000","223,960,000,000","94,120,000,000","148,498,000,000","149,427,000,000","202,798,000,000","83,595,000,000","93,895,000,000","103,035,000,000","149,298,000,000","61,299,000,000","90,208,000,000","92,708,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"2,523,161,000,000","2,525,575,000,000","2,664,228,000,000","2,744,878,000,000","2,561,955,000,000","2,640,263,000,000","2,618,363,000,000","2,641,162,000,000","2,604,884,000,000","2,610,408,000,000","2,586,603,000,000","2,642,964,000,000","2,637,193,000,000","2,375,305,000,000","2,453,281,000,000","2,752,728,000,000","2,678,329,000,000","2,714,482,000,000","2,945,363,000,000","2,919,632,000,000","2,791,883,000,000","2,637,467,000,000","2,527,267,000,000","2,622,886,000,000","2,512,281,000,000","2,334,474,000,000","2,294,720,000,000","2,248,983,000,000","1,947,687,000,000","1,823,715,000,000","1,870,946,000,000","1,893,876,000,000","1,653,636,000,000","1,631,583,000,000","1,748,522,000,000","1,918,759,000,000","1,829,730,000,000","1,855,618,000,000","1,962,605,000,000","1,983,634,000,000","1,820,899,000,000","1,734,898,000,000","1,892,919,000,000","2,026,244,000,000","2,160,086,000,000","2,446,434,271,560","2,477,591,357,090","2,355,568,884,160","2,479,713,911,660","2,391,236,946,540","2,523,554,342,100","2,481,885,040,800","2,360,097,547,780","2,266,772,103,550","2,196,289,491,400","2,193,973,668,000","2,064,322,560,060","1,884,261,896,440","1,840,275,047,280","1,813,200,429,740","1,656,371,886,600","1,724,221,409,760","1,632,408,947,600","1,636,467,974,350","1,362,573,778,660","1,403,434,401,880","1,493,293,425,120","1,540,022,413,880","1,293,383,986,550","1,312,119,758,130","1,268,585,386,140","1,443,666,138,980","1,158,109,567,280","1,139,744,086,200","1,152,300,393,091.26","1,224,628,646,162.55","1,073,442,411,300","1,040,538,069,360","1,115,615,274,970","1,086,333,621,606.2","953,062,734,000","972,705,548,179","1,028,808,624,041","1,046,016,423,510","959,929,619,072","1,090,209,602,092","1,182,545,906,124","1,062,897,066,315","792,347,912,011","729,362,884,224","731,484,213,684","768,802,300,360","601,911,654,581","291,478,126,165","645,267,332,241","460,806,163,706","462,550,708,986","496,695,227,728","423,799,676,760","424,216,172,462","487,698,269,592","415,984,011,945","391,950,567,778","440,978,520,752","366,226,539,040","408,282,662,752","443,987,387,013","460,690,123,168","679,334,402,826","380,910,669,256","396,137,475,936","584,617,351,185","465,851,577,300","516,810,489,780","561,146,660,685","403,686,628,489","170,568,021,250","136,063,914,673","126,581,365,360"
			AccountsReceivable,"635,473,000,000","691,505,000,000","771,359,000,000","712,180,000,000","688,213,000,000","745,835,000,000","737,184,000,000","688,102,000,000","723,955,000,000","757,390,000,000","725,451,000,000","675,032,000,000","714,973,000,000","691,742,000,000","687,933,000,000","705,629,000,000","699,727,000,000","724,242,000,000","816,436,000,000","688,256,000,000","1,109,822,000,000","1,070,370,000,000","1,057,764,000,000","1,158,671,000,000","1,042,700,000,000","941,229,000,000","949,338,000,000","1,005,981,000,000","796,114,000,000",,"1,877,640,000,000","812,155,000,000","1,660,342,000,000","1,639,487,000,000","1,755,471,000,000","787,691,000,000","1,836,218,000,000","746,353,000,000","813,415,000,000","883,476,000,000","776,898,000,000","702,952,000,000","799,068,000,000","854,214,000,000","888,880,000,000","932,817,641,640","972,812,243,600","1,018,745,652,280","977,981,462,500","895,479,542,210","974,567,374,770","1,055,552,246,880","885,423,462,140","795,760,350,020","828,676,126,800","963,159,148,350","766,532,407,300","671,394,534,580","707,004,589,920","791,592,972,520","347,014,168,400","358,204,026,600","336,378,472,680","373,019,201,900","287,721,190,630","320,695,800,080","380,479,044,960","443,933,226,860","369,046,197,650","331,954,252,080","366,448,350,660","451,095,827,260","289,626,128,000","369,998,682,910","401,859,725,794.1","448,663,755,363.48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"796,246,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
