name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,03/31/1996,09/30/1995,06/30/1995,03/31/1995,12/31/1994,06/30/1994,03/31/1994,12/31/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,06/30/1990,03/31/1990,03/31/1989,03/31/1988,02/28/1987,02/28/1986
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-8,555,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DuefromRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,149,190,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"1,887,688,000,000","1,834,070,000,000","1,892,869,000,000","2,045,253,000,000","1,873,742,000,000","1,894,428,000,000","1,881,179,000,000","1,967,449,000,000","1,880,929,000,000","1,853,018,000,000","1,861,152,000,000","1,982,442,000,000","1,922,220,000,000","1,683,563,000,000","1,765,348,000,000","2,062,987,000,000","1,978,602,000,000","1,990,240,000,000","2,128,927,000,000","2,236,743,000,000","1,690,457,000,000","1,575,834,000,000","1,478,573,000,000","1,464,215,000,000","1,477,091,000,000","1,393,245,000,000","1,345,382,000,000","1,243,002,000,000","1,151,573,000,000",,,"1,081,721,000,000",,,,"1,131,068,000,000",,"1,109,265,000,000",,"1,100,158,000,000","1,044,001,000,000","1,031,946,000,000","1,093,851,000,000","1,172,030,000,000","1,271,206,000,000","1,513,616,629,920","1,504,779,113,490","1,336,823,231,880","1,501,732,449,160","1,495,757,404,330","1,548,986,967,330","1,426,332,793,920","1,474,674,085,640","1,471,011,753,530","1,367,613,364,600","1,230,814,519,650","1,297,790,152,760","1,212,867,361,860","1,133,270,457,360","1,021,607,457,220","1,309,357,718,200","1,366,017,383,160","1,296,030,474,920","1,263,448,772,450","1,074,852,588,030","1,082,738,601,800","1,112,814,380,160","1,096,089,187,020","924,337,788,900","980,165,506,050","902,137,035,480","992,570,311,720","868,483,439,280","769,745,403,290","750,440,667,297.16","775,964,890,799.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ReceivablesAdjustmentsAllowances,,,,"-12,555,000,000",,,,"-14,389,000,000",,,,"-14,510,000,000",,,,"-15,888,000,000",,,,"-5,367,000,000","-8,396,000,000","-8,737,000,000","-9,070,000,000",,"-7,510,000,000",,,,,,"-6,694,000,000",,"-6,706,000,000","-7,904,000,000","-6,949,000,000",,"-6,488,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"1,566,420,000,000","1,629,194,000,000","1,559,036,000,000","1,586,787,000,000","1,618,680,000,000","1,604,121,000,000","1,521,811,000,000","1,523,455,000,000","1,495,779,000,000","1,426,241,000,000","1,444,970,000,000","1,364,130,000,000","1,386,055,000,000","1,241,950,000,000","1,230,618,000,000","1,313,292,000,000","1,396,478,000,000","1,371,274,000,000","1,457,279,000,000","1,498,312,000,000","1,488,602,000,000","1,384,676,000,000","1,289,093,000,000","1,302,895,000,000","1,318,174,000,000","1,216,975,000,000","1,223,656,000,000","1,215,421,000,000","1,206,548,000,000","1,080,940,000,000","1,062,688,000,000","1,035,779,000,000","882,931,000,000","815,336,000,000","802,751,000,000","899,813,000,000","941,723,000,000","879,662,000,000","894,536,000,000","935,629,000,000","916,461,000,000","908,966,000,000","1,074,806,000,000","1,243,961,000,000","1,365,824,000,000","1,329,871,794,000","1,281,648,270,280","1,195,832,104,120","1,354,420,498,580","1,244,416,884,020","1,266,210,941,490","1,183,151,653,440","1,170,763,612,550","1,108,658,701,830","1,067,911,122,500","1,036,134,667,350","1,021,531,400,730","940,088,510,900","928,622,909,760","862,795,591,560","849,374,123,600","819,192,250,080","755,628,072,480","764,699,789,250","774,798,957,250","785,459,393,520","775,089,826,560","751,017,518,520","703,646,499,800","669,749,341,440","637,639,253,350","642,618,834,650","715,639,832,640","642,151,411,250","638,761,673,828.88","631,825,206,982.17","599,986,229,250","560,115,057,600","559,346,343,990","549,541,605,178.2","581,715,951,570","550,906,104,584","596,521,630,717","591,889,954,515","582,251,271,272","616,648,010,420","606,416,342,682","605,413,328,445","573,410,189,431","547,154,713,256","525,235,173,792","549,735,111,312","536,256,160,343","492,766,804,234","492,778,224,099","530,719,744,708","492,460,883,865","511,374,555,447","541,096,041,030","544,312,643,062","587,353,533,036","598,803,589,110","553,568,557,927","606,684,273,888","623,776,959,424","597,232,694,536","612,497,036,208","639,215,518,152","647,190,384,685","601,898,329,084","576,154,850,688","643,738,020,735","562,780,730,130","533,765,575,350","576,871,661,685","477,034,804,594","400,059,540,750","430,994,295,706","441,160,567,200"
			RawMaterials,,,,"534,984,000,000",,,,"521,979,000,000",,,,"476,094,000,000",,,,"478,452,000,000",,,,"550,827,000,000","557,847,000,000","499,863,000,000","471,793,000,000","474,065,000,000","469,772,000,000",,,"436,352,000,000","409,302,000,000","366,943,000,000","364,244,000,000","387,167,000,000",,"330,274,000,000","328,475,000,000","319,136,000,000","328,538,000,000","332,133,000,000","333,835,000,000","340,502,000,000","328,432,000,000","305,977,000,000","332,648,000,000","367,792,000,000",,"438,698,743,200","415,250,641,100","404,227,745,360",,,,"375,257,719,200",,,,"320,856,878,700",,,,"266,580,889,960",,,,"221,851,554,400",,,,"223,441,278,680",,,,"213,453,122,740",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			WorkInProcess,,,,"78,006,000,000",,,,"69,702,000,000",,,,"77,151,000,000",,,,"74,328,000,000",,,,"84,724,000,000","91,360,000,000","77,267,000,000","73,523,000,000","69,731,000,000","71,321,000,000",,,"53,035,000,000","51,784,000,000","52,453,000,000","55,071,000,000","44,891,000,000",,"44,056,000,000","41,431,000,000","49,606,000,000","38,781,000,000","37,535,000,000","39,829,000,000","35,558,000,000","41,594,000,000","39,984,000,000","43,588,000,000","45,196,000,000",,"43,657,942,560","42,799,490,630","38,687,805,920",,,,"34,874,814,720",,,,"28,248,588,000",,,,"24,985,256,380",,,,"22,206,006,150",,,,"23,712,617,220",,,,"21,531,385,980",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			FinishedGoods,,,,"973,797,000,000",,,,"931,774,000,000",,,,"810,885,000,000",,,,"760,512,000,000",,,,"862,761,000,000","839,395,000,000","807,546,000,000","743,777,000,000","759,099,000,000","777,081,000,000",,,"726,034,000,000","745,462,000,000","661,544,000,000","643,373,000,000","603,721,000,000",,"441,006,000,000","432,845,000,000","531,071,000,000","574,404,000,000","509,994,000,000","520,872,000,000","559,569,000,000","546,435,000,000","563,005,000,000","698,570,000,000","830,973,000,000",,"847,515,108,240","823,598,138,550","752,916,552,840",,,,"773,019,119,520",,,,"687,146,903,100",,,,"571,229,445,220",,,,"520,642,228,700",,,,"503,863,622,620",,,,"407,634,325,930",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherInventories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-117,702,450",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,"195,254,000,000","157,595,000,000","194,330,000,000","182,655,000,000","202,123,000,000","210,023,000,000","230,522,000,000","220,811,000,000","234,075,000,000","205,925,000,000","196,661,000,000","166,861,000,000","188,755,000,000","194,277,000,000","237,480,000,000","197,155,000,000","202,291,000,000","181,154,000,000","177,415,000,000","152,603,000,000","176,604,000,000","200,577,000,000","207,303,000,000","172,797,000,000","198,158,000,000","124,865,000,000","189,678,925,200","145,178,421,070","158,340,813,920","142,058,793,010","174,985,359,960","152,102,958,150","215,139,904,320","189,393,483,230","198,763,042,040","190,448,921,900","197,975,520,900","214,369,232,550","225,008,511,420","200,987,184,960","214,144,021,420","195,156,992,400","196,214,371,560","195,867,322,760","221,955,807,950","189,276,146,650","200,267,613,680","212,335,331,040","202,088,125,860","191,709,225,300","205,159,409,460","176,770,094,790","182,352,231,880","167,324,913,040","181,236,035,510","163,781,945,504.03","154,427,971,073.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,"195,254,000,000","157,595,000,000","194,330,000,000","182,655,000,000","202,123,000,000","210,023,000,000","230,522,000,000","220,811,000,000","234,075,000,000","205,925,000,000","196,661,000,000","166,861,000,000","188,755,000,000","194,277,000,000","237,480,000,000","197,155,000,000","202,291,000,000","181,154,000,000","177,415,000,000","152,603,000,000","176,604,000,000","200,577,000,000","207,303,000,000","172,797,000,000","198,158,000,000","124,865,000,000","189,678,925,200","145,178,421,070","158,340,813,920","142,058,793,010","174,985,359,960","152,102,958,150","215,139,904,320","189,393,483,230","198,763,042,040","190,448,921,900","197,975,520,900","214,369,232,550","225,008,511,420","200,987,184,960","214,144,021,420","195,156,992,400","196,214,371,560","195,867,322,760","221,955,807,950","189,276,146,650","200,267,613,680","212,335,331,040","202,088,125,860","191,709,225,300","205,159,409,460","176,770,094,790","182,352,231,880","167,324,913,040","181,236,035,510","163,781,945,504.03","154,427,971,073.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
