name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007
				MachineryFurnitureEquipment,"13,266,000,000","12,029,000,000","13,419,000,000","13,411,000,000","11,181,000,000","18,998,000,000","24,335,000,000","22,185,000,000","19,460,000,000","11,373,149,000","8,956,289,000","7,720,157,000","6,480,840,000"
				OtherProperties,"2,472,000,000",,,,,,,,"75,000,000",,,,
				ConstructionInProgress,"563,000,000","459,000,000","512,000,000","986,000,000","919,000,000","1,502,000,000","2,061,000,000","2,610,000,000","2,763,000,000",,,"1,183,506,000","945,186,000"
			AccumulatedDepreciation,"-9,454,000,000","-7,999,000,000","-8,316,000,000","-8,139,000,000","-6,284,000,000","-9,212,000,000","-11,709,000,000","-9,900,000,000","-7,883,000,000","-5,024,525,000","-3,730,395,000","-2,828,845,000","-2,209,951,000"
		GoodwillAndOtherIntangibleAssets,"5,688,000,000","5,670,000,000","6,562,000,000","6,953,000,000","6,447,000,000","18,002,000,000","24,546,000,000","27,565,000,000","28,601,000,000","9,675,775,000","4,975,510,000","5,673,721,000","2,840,344,000"
			Goodwill,"3,959,000,000","3,816,000,000","4,394,000,000","4,696,000,000","4,223,000,000","10,285,000,000","14,709,000,000","16,964,000,000","16,776,000,000","7,003,714,000","3,284,293,000","3,476,942,000","1,039,816,000"
			OtherIntangibleAssets,"1,729,000,000","1,854,000,000","2,168,000,000","2,257,000,000","2,224,000,000","7,717,000,000","9,837,000,000","10,601,000,000","11,825,000,000","2,672,061,000","1,691,217,000","2,196,779,000","1,800,528,000"
		InvestmentsAndAdvances,"235,000,000","58,000,000","1,955,000,000","2,485,000,000","365,000,000","867,000,000","711,000,000","2,259,000,000","388,000,000","446,130,000","436,767,000","493,550,000","5,908,000"
			LongTermEquityInvestment,,"0","1,921,000,000","2,179,000,000","201,000,000","265,000,000","449,000,000","1,168,000,000","388,000,000",,,"493,550,000","5,908,000"
				InvestmentsinAssociatesatCost,,,,,,,,,"388,000,000",,,"493,550,000","5,908,000"
			InvestmentinFinancialAssets,,"58,000,000","34,000,000","306,000,000","164,000,000","602,000,000","262,000,000","1,091,000,000",,,,,
				AvailableForSaleSecurities,,"58,000,000","34,000,000","306,000,000","164,000,000","602,000,000","262,000,000","1,091,000,000",,,,,
		NonCurrentAccountsReceivable,,"32,000,000","28,000,000","25,000,000","28,000,000","91,000,000","52,000,000","14,000,000","11,250,000","4,905,000","1,101,000","41,222,000","33,043,000"
		NonCurrentNoteReceivables,,,,,,,,,,,,"350,000,000","0"
		DuefromRelatedPartiesNonCurrent,,,,,,,,,"11,250,000","4,905,000","1,101,000",,
		NonCurrentDeferredAssets,"235,000,000","286,000,000","279,000,000","354,000,000","160,000,000","588,000,000","303,000,000","316,000,000","466,000,000",,,,
			NonCurrentDeferredTaxesAssets,"134,000,000","197,000,000","272,000,000","343,000,000","150,000,000","575,000,000","294,000,000","312,000,000","386,000,000",,,,
		NonCurrentPrepaidAssets,"30,000,000","43,000,000","15,000,000","21,000,000",,,,,,,,"113,439,000","76,273,000"
		OtherNonCurrentAssets,"32,000,000","3,000,000","177,000,000","86,000,000","95,000,000","13,000,000","9,000,000",,"1,548,000,000","576,324,000","790,986,000","220,841,000","388,580,000"
TotalLiabilitiesNetMinorityInterest,"13,839,000,000","11,323,000,000","15,594,000,000","15,150,000,000","29,960,000,000","37,066,000,000","40,669,000,000","39,988,000,000","39,137,000,000","8,593,152,000","9,715,364,000","11,115,307,000","4,868,688,000"
	CurrentLiabilities,"5,768,000,000","4,413,000,000","4,657,000,000","6,557,000,000","21,016,000,000","10,565,000,000","11,376,000,000","11,921,000,000","10,945,000,000","3,221,952,000","3,414,350,000","3,814,302,000","1,999,701,000"
		PayablesAndAccruedExpenses,"2,457,000,000","1,902,000,000","2,089,000,000","2,250,000,000","2,100,000,000","4,783,000,000","5,557,000,000","6,835,000,000","5,944,000,000","1,476,401,000","1,167,310,000","1,344,548,000","957,548,000"
			Payables,"2,457,000,000","1,902,000,000","2,089,000,000","2,250,000,000","2,100,000,000","4,783,000,000","5,557,000,000","6,835,000,000","5,944,000,000","1,310,982,000","881,036,000","1,055,793,000","782,346,000"
				AccountsPayable,"1,847,000,000","1,432,000,000","1,523,000,000","1,744,000,000","1,768,000,000","4,007,000,000","4,733,000,000","4,585,000,000","4,733,000,000","963,450,000","545,690,000","896,112,000","697,816,000"
				TotalTaxPayable,"513,000,000","384,000,000","475,000,000","422,000,000","287,000,000","652,000,000","720,000,000","866,000,000","948,000,000","233,848,000","212,767,000","152,189,000","81,757,000"
					IncomeTaxPayable,"102,000,000","32,000,000","48,000,000","57,000,000","19,000,000","72,000,000","166,000,000","202,000,000","399,000,000",,,,
				DividendsPayable,,,"26,000,000","7,000,000",,,"0","1,274,000,000",,,,,
				DuetoRelatedPartiesCurrent,,,,,,,,,"263,000,000","113,684,000","122,579,000","7,492,000","2,773,000"
				OtherPayable,"97,000,000","86,000,000","91,000,000","84,000,000","45,000,000","124,000,000","104,000,000","110,000,000",,"113,684,000",,,
			CurrentAccruedExpenses,,,,,,,,,"1,543,719,000","165,419,000","286,274,000","288,755,000","175,202,000"
				InterestPayable,,,,,,,,,,"65,438,000","94,299,000","84,606,000","24,712,000"
		CurrentProvisions,"222,000,000","398,000,000","422,000,000","474,000,000","1,020,000,000","1,368,000,000","1,880,000,000","192,000,000","182,000,000",,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,,,,,,,,,,,,"105,795,000","81,118,000"
		CurrentDebtAndCapitalLeaseObligation,"2,585,000,000",,"1,151,000,000","2,856,000,000","1,519,000,000","2,789,000,000",,,"3,118,000,000","1,162,444,000","1,813,141,000","1,909,221,000","526,512,000"
			CurrentDebt,,,"1,151,000,000","2,856,000,000","1,519,000,000","2,789,000,000",,,"2,648,845,000","1,162,444,000","1,813,141,000","1,908,482,000","526,512,000"
				OtherCurrentBorrowings,,,"1,151,000,000","2,856,000,000","1,519,000,000","2,789,000,000",,,,,,"1,908,482,000","526,512,000"
			CurrentCapitalLeaseObligation,,,,,,,,,,,,"739,000","0"
		CurrentDeferredLiabilities,"225,000,000","543,000,000","563,000,000","553,000,000","457,000,000","784,000,000","1,042,000,000","1,063,000,000","1,051,000,000","583,107,000","433,899,000","454,738,000","423,611,000"
			CurrentDeferredTaxesLiabilities,,,,,,,,,"55,693,000","50,313,000","679,000",,
			CurrentDeferredRevenue,"225,000,000","543,000,000","563,000,000","553,000,000","457,000,000","784,000,000","1,042,000,000","1,063,000,000","1,051,000,000","532,794,000","433,220,000","454,738,000","423,611,000"
		OtherCurrentLiabilities,"279,000,000","1,570,000,000","1,583,000,000","3,280,000,000","17,439,000,000","3,630,000,000","2,897,000,000","3,831,000,000","650,000,000","485,890,000",,,"10,912,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"8,071,000,000","6,910,000,000","10,937,000,000","8,593,000,000","8,944,000,000","26,501,000,000","29,293,000,000","28,067,000,000","28,192,000,000","5,371,200,000","6,301,014,000","7,301,005,000","2,868,987,000"
		LongTermProvisions,"138,000,000","110,000,000","116,000,000","148,000,000","350,000,000","527,000,000","417,000,000","548,000,000","501,000,000",,,"84,811,000","36,769,000"
		LongTermDebtAndCapitalLeaseObligation,"7,759,000,000","6,567,000,000","10,362,000,000","8,070,000,000","8,095,000,000","23,936,000,000","26,802,000,000","25,693,000,000","25,724,000,000","4,498,861,000","5,539,906,000","6,533,705,000","2,240,097,000"
			LongTermDebt,,"6,567,000,000","9,951,000,000","7,632,000,000","8,025,000,000","23,654,000,000",,,"24,387,629,000","4,498,861,000","5,539,906,000","6,533,299,000","2,240,097,000"
			LongTermCapitalLeaseObligation,,,,,,,,,,,,"406,000","0"
		NonCurrentDeferredLiabilities,"159,000,000","190,000,000","388,000,000","345,000,000","419,000,000","1,713,000,000","1,839,000,000","1,588,000,000","1,770,000,000","688,206,000","596,472,000","673,945,000","576,276,000"
			NonCurrentDeferredTaxesLiabilities,"141,000,000","180,000,000","376,000,000","331,000,000","404,000,000","1,637,000,000","1,641,000,000","1,416,000,000","1,624,000,000","688,206,000","596,472,000","644,475,000","576,276,000"
			NonCurrentDeferredRevenue,"18,000,000","10,000,000","12,000,000","14,000,000","15,000,000","76,000,000","198,000,000","172,000,000","146,000,000",,,"29,470,000","0"
		TradeandOtherPayablesNonCurrent,,,,,"34,000,000","43,000,000","52,000,000","60,000,000","109,000,000",,,,
		EmployeeBenefits,,"29,000,000","54,000,000","17,000,000","33,000,000","126,000,000","110,000,000","109,000,000",,,,,
			NonCurrentPensionAndOtherPostretirementBenefitPlans,,"29,000,000","54,000,000","17,000,000","33,000,000","126,000,000","110,000,000","109,000,000",,,,,
		DerivativeProductLiabilities,,,,,,,,,,,,"8,544,000","0"
		PreferredSecuritiesOutsideStockEquity,,,,,,,,,,"522,076,000",,,
		OtherNonCurrentLiabilities,"15,000,000","14,000,000","17,000,000","13,000,000","13,000,000","156,000,000","73,000,000","69,000,000","88,000,000","184,133,000","164,636,000",,"15,845,000"
TotalEquityGrossMinorityInterest,"2,220,000,000","2,779,000,000","3,927,000,000","6,043,000,000","3,894,000,000","3,976,000,000","9,078,000,000","15,372,000,000","14,902,000,000","11,334,743,000","5,017,177,000","4,609,846,000","5,700,196,000"
	StockholdersEquity,"1,226,000,000","3,670,000,000","4,352,000,000","5,960,000,000","3,765,000,000","5,006,000,000","9,733,000,000","14,869,000,000","14,037,000,000","10,670,603,000","4,506,543,000","4,388,806,000","5,411,786,000"
		CapitalStock,"2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","1,432,000","1,155,000","92,000","92,000"
			PreferredStock,,,,,,,,,"434,000","129,000","129,000","0","0"
			CommonStock,"2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","1,303,000","1,026,000","92,000","92,000"
		AdditionalPaidInCapital,"12,753,000,000","12,753,000,000","12,753,000,000","12,753,000,000","12,753,000,000","12,937,000,000","12,930,000,000","11,536,000,000","11,545,000,000","6,292,269,000","1,142,594,000","1,445,426,000","1,413,403,000"
		RetainedEarnings,"-1,330,000,000","-1,412,000,000","-1,464,000,000","-439,000,000","-2,706,000,000","-1,990,000,000","-1,286,000,000","4,759,000,000","3,909,000,000","5,153,819,000","4,074,492,000","3,271,878,000","3,327,716,000"
		TreasuryStock,,,,,,"191,000,000","198,000,000","204,000,000","213,000,000","215,763,000","223,421,000","239,649,000","130,668,000"
		GainsLossesNotAffectingRetainedEarnings,"-10,199,000,000","-7,673,000,000","-6,939,000,000","-6,356,000,000","-6,284,000,000","-5,752,000,000","-1,715,000,000","-1,224,000,000","-133,000,000","-561,154,000","-488,277,000","-88,941,000","801,243,000"
			ForeignCurrencyTranslationAdjustments,"-8,312,000,000","-8,416,000,000","-7,668,000,000","-7,109,000,000","-6,951,000,000","-5,836,000,000","-1,673,000,000","-1,003,000,000",,,,,
			OtherEquityAdjustments,"-1,887,000,000","743,000,000","729,000,000","753,000,000","667,000,000","84,000,000","-42,000,000","-221,000,000",,,,,
		OtherEquityInterest,,,,,,,,,"-1,073,000,000",,,,
	MinorityInterest,"994,000,000","-891,000,000","-425,000,000","83,000,000","129,000,000","-1,030,000,000","-655,000,000","503,000,000","865,000,000","664,140,000","510,634,000","221,040,000","288,410,000"
TotalCapitalization,"1,226,000,000","3,670,000,000","4,352,000,000","5,960,000,000","3,765,000,000","5,006,000,000","9,733,000,000","14,869,000,000","14,037,000,000","15,169,464,000","10,046,449,000","10,922,105,000","7,651,883,000"
PreferredStockEquity,,,,,,,,,"434,000","129,000","129,000",,
CommonStockEquity,"1,226,000,000","3,670,000,000","4,352,000,000","5,960,000,000","3,765,000,000","5,006,000,000","9,733,000,000","14,869,000,000","14,037,000,000","10,670,474,000","4,506,414,000","4,388,806,000","5,411,786,000"
CapitalLeaseObligations,,,,,,,,,,,,"1,145,000","0"
NetTangibleAssets,"-4,462,000,000","-2,000,000,000","-2,210,000,000","-993,000,000","-2,682,000,000","-12,996,000,000","-14,813,000,000","-12,696,000,000","-14,564,000,000","994,828,000","-468,967,000","-1,284,915,000","2,571,442,000"
WorkingCapital,"-3,269,000,000","-1,303,000,000","-249,000,000","-2,007,000,000","-496,000,000","-933,000,000","-2,740,000,000","-2,381,000,000","-3,074,000,000","-932,478,000","-447,742,000","-1,407,795,000","-272,784,000"
InvestedCapital,"1,226,000,000","3,670,000,000","4,352,000,000","5,960,000,000","3,765,000,000","5,006,000,000","9,733,000,000","14,869,000,000","14,037,000,000","16,331,779,000","11,859,461,000","12,830,587,000","8,178,395,000"
TangibleBookValue,"-4,462,000,000","-2,000,000,000","-2,210,000,000","-993,000,000","-2,682,000,000","-12,996,000,000","-14,813,000,000","-12,696,000,000","-14,564,000,000","994,699,000","-469,096,000","-1,284,915,000","2,571,442,000"
TotalDebt,"10,344,000,000","6,567,000,000","10,362,000,000","8,070,000,000","8,095,000,000","23,936,000,000","26,802,000,000","25,693,000,000","28,842,000,000","5,661,305,000","7,353,047,000","8,442,926,000","2,766,609,000"
NetDebt,,"4,759,000,000","9,798,000,000","7,546,000,000","5,930,000,000","20,101,000,000",,,"24,711,390,000","4,776,180,000","5,906,098,000","7,527,098,000","1,762,898,000"
ShareIssued,"1,756,731,135","1,756,731,135","1,756,731,135","1,756,731,135","1,756,731,135","1,756,731,135","1,756,731,135","1,628,199,135","1,619,202,678",,"1,619,202,678","1,619,202,678","1,619,202,678"
OrdinarySharesNumber,"1,749,127,404","1,749,127,404","1,749,127,404","1,749,004,648","1,749,004,648","1,748,598,146","1,748,243,739","1,619,202,678","1,619,202,678",,"1,619,202,678","1,619,202,678","1,619,202,678"
TreasurySharesNumber,"7,603,731","7,603,731","7,603,731","7,726,487","7,726,487","8,132,989","8,487,396","8,996,457",,,,,
