name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994
TotalAssets,"4,830,358,000","4,088,807,000","3,965,904,000","3,894,170,000","3,546,470,000","3,388,967,000","3,465,915,000","3,107,070,000","3,014,076,000","2,755,542,000","2,981,894,000","3,008,404,000","2,871,643,000","2,089,023,000","1,778,941,000","1,817,969,000","1,795,247,000","1,758,491,000","1,349,664,000","1,261,864,000","1,056,500,000","801,000,000","660,700,000","614,700,000","710,900,000","707,500,000"
	CurrentAssets,"2,659,883,000","2,386,207,000","2,284,509,000","2,210,847,000","2,067,419,000","1,886,603,000","1,930,105,000","2,044,453,000","1,936,653,000","1,980,167,000","1,977,365,000","2,010,740,000","1,935,790,000","1,662,413,000","1,389,803,000","1,425,571,000","1,389,156,000","1,334,935,000","1,217,324,000","1,138,760,000","928,000,000","732,000,000","622,700,000","578,700,000","632,900,000","614,200,000"
		CashCashEquivalentsAndShortTermInvestments,"358,818,000","363,907,000","467,430,000","464,617,000","486,831,000","432,056,000","439,813,000","605,303,000","511,322,000","710,836,000","726,975,000","405,869,000","251,637,000","273,735,000","103,785,000","70,404,000","78,260,000","93,103,000","189,766,000","137,685,000","58,600,000","83,100,000","49,400,000","50,700,000","53,000,000","52,500,000"
			CashAndCashEquivalents,"358,818,000","363,907,000","467,430,000","464,617,000","486,831,000","432,056,000","439,813,000","605,303,000","511,322,000","710,836,000","726,975,000","405,869,000","251,637,000","273,735,000","103,785,000","70,404,000","78,260,000","93,103,000","189,766,000","137,685,000","58,600,000","83,100,000","49,400,000","50,700,000","53,000,000","52,500,000"
		Receivables,"2,208,643,000","1,931,863,000","1,730,543,000","1,626,128,000","1,477,596,000","1,337,388,000","1,358,953,000","1,315,017,000","1,302,668,000","1,090,927,000","1,057,171,000","1,390,973,000","1,574,971,000","1,332,266,000","1,232,014,000","1,314,170,000","1,258,563,000","1,200,777,000","998,374,000","983,876,000","850,600,000","630,000,000","555,000,000","510,700,000","436,000,000","439,000,000"
			AccountsReceivable,"2,030,813,000","1,773,620,000","1,607,922,000","1,495,431,000","1,359,862,000","1,234,187,000","1,268,226,000","1,221,956,000","1,187,832,000","1,090,927,000","1,057,171,000","1,390,973,000","1,574,971,000","1,332,266,000","1,046,380,000","1,073,454,000","1,009,170,000","964,968,000","777,102,000",,,,,,,
				GrossAccountsReceivable,"2,045,279,000","1,788,981,000","1,625,152,000","1,507,683,000","1,371,037,000","1,244,611,000","1,280,116,000","1,233,428,000","1,204,517,000",,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-14,466,000","-15,361,000","-17,230,000","-12,252,000","-11,175,000","-10,424,000","-11,890,000","-11,472,000","-16,685,000",,,,,,,,,,,,,,,,,
			OtherReceivables,"177,830,000","158,243,000","122,621,000","130,697,000","117,734,000","103,201,000","90,727,000","93,061,000","114,836,000",,,,,,"185,634,000","240,716,000","249,393,000","235,809,000","221,272,000",,,,,,,
		Inventory,"40,446,000","42,321,000","42,724,000","37,426,000","37,545,000","46,854,000","52,123,000","50,512,000","44,914,000","32,778,000","34,468,000","54,601,000","52,247,000","18,015,000","10,175,000","10,580,000","9,863,000","12,271,000","7,158,000","6,909,000","9,800,000","7,200,000","7,400,000","9,100,000","8,000,000","6,900,000"
			RawMaterials,"31,365,000","30,006,000","23,924,000","21,997,000","23,239,000","23,330,000","32,795,000","20,994,000","21,452,000","17,749,000","16,735,000","22,845,000","21,116,000",,,,,,,,,,,,,
			WorkInProcess,"9,081,000","12,315,000","18,800,000","15,429,000","14,306,000","23,524,000","19,328,000","29,518,000","23,462,000","15,029,000","17,733,000","31,756,000","32,515,000",,,,,,,,,,,,,
			InventoriesAdjustmentsAllowances,,,,,,,,,,,,,"-1,384,000",,,,,,,,,,,,,
		PrepaidAssets,"51,976,000","48,116,000","43,812,000","82,676,000","65,447,000","70,305,000","79,216,000","73,621,000","77,749,000","57,373,000","68,702,000","53,856,000","56,935,000","38,397,000","43,829,000","30,417,000","42,470,000","28,784,000","22,026,000",,,,,,,
		OtherCurrentAssets,,,,,,,,,"114,836,000","88,253,000","90,049,000","105,441,000",,,,,,,,"10,290,000","9,000,000","11,700,000","10,900,000","8,200,000","135,900,000","115,800,000"
	TotalNonCurrentAssets,"2,170,475,000","1,702,600,000","1,681,395,000","1,683,323,000","1,479,051,000","1,502,364,000","1,535,810,000","1,062,617,000","1,077,423,000","775,375,000","1,004,529,000","997,664,000","935,853,000","426,610,000","389,138,000","392,398,000","406,091,000","423,556,000","132,340,000","123,104,000","128,500,000","69,000,000","38,000,000","36,000,000","78,000,000","93,300,000"
		NetPPE,"401,658,000","134,351,000","127,156,000","127,951,000","122,018,000","122,178,000","123,414,000","116,631,000","101,663,000","88,615,000","92,057,000","96,716,000","83,963,000","52,780,000","46,443,000","56,468,000","66,156,000","70,750,000","42,548,000","38,959,000","36,500,000","32,100,000","27,200,000","27,000,000","27,100,000","33,700,000"
			GrossPPE,"730,578,000","440,994,000","409,075,000","394,308,000","386,172,000","364,027,000","356,029,000","324,021,000","300,263,000","282,578,000","277,251,000","262,869,000","244,026,000","204,150,000","169,401,000","160,817,000","160,620,000","147,700,000","105,099,000","86,687,000","67,000,000","56,400,000","44,300,000","40,700,000","35,700,000",
				Properties,"113,020,000","97,937,000","92,145,000","90,215,000","88,877,000","81,206,000","78,796,000","69,564,000","0","35,027,000","37,456,000","36,909,000","0","0","0","0","0","0","0",,,,,,,
				LandAndImprovements,,,,,,,,,"66,028,000","68,691,000","67,793,000","63,921,000","60,790,000","46,693,000","43,934,000","45,375,000","41,586,000","38,475,000","28,016,000",,,,,,,
				MachineryFurnitureEquipment,"352,242,000","328,614,000","310,151,000","296,549,000","291,607,000","275,895,000","277,233,000","254,457,000","234,235,000","178,860,000","172,002,000","162,039,000","183,236,000","157,457,000","125,467,000","115,442,000","119,034,000","109,225,000","77,083,000",,,,,,,
				OtherProperties,"255,080,000",,,,,,,,,,,,,,,,,,,,,,,,,
				ConstructionInProgress,"10,236,000","14,443,000","6,779,000","7,544,000","5,688,000","6,926,000",,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,"-328,920,000","-306,643,000","-281,919,000","-266,357,000","-264,154,000","-241,849,000","-232,615,000","-207,390,000","-198,600,000","-193,963,000","-185,194,000","-166,153,000","-160,063,000","-151,370,000","-122,958,000","-104,349,000","-94,464,000","-76,950,000","-62,551,000","-47,728,000","-30,500,000","-24,300,000","-17,100,000","-13,700,000","-8,600,000",
		GoodwillAndOtherIntangibleAssets,"1,675,355,000","1,479,173,000","1,459,929,000","1,467,026,000","1,316,004,000","1,336,162,000","1,376,322,000","910,336,000","937,178,000","651,893,000","858,150,000","874,842,000","816,064,000","326,416,000","300,402,000","298,214,000","300,220,000","304,257,000","56,011,000","67,625,000","68,000,000",,,,,
			Goodwill,"1,063,911,000","990,887,000","964,893,000","979,628,000","843,170,000","834,102,000","834,825,000","566,588,000","566,805,000","406,804,000","593,628,000","582,714,000","563,918,000","288,165,000",,,,,,,,,,,,
			OtherIntangibleAssets,"611,444,000","488,286,000","495,036,000","487,398,000","472,834,000","502,060,000","541,497,000","343,748,000","370,373,000","245,089,000","264,522,000","292,128,000","252,146,000","38,251,000","300,402,000","298,214,000","300,220,000","304,257,000","56,011,000","67,625,000","68,000,000",,,,,
		InvestmentsAndAdvances,,"2,899,000","2,309,000","8,792,000","8,359,000","9,122,000","6,799,000","4,959,000","5,618,000","6,211,000","19,287,000","14,958,000",,,,,,,,,,,,,,
			OtherInvestments,,,,,,,,,"5,618,000",,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"93,462,000","86,177,000","92,001,000","79,554,000","32,670,000","34,902,000","29,275,000","30,691,000","32,964,000","28,656,000","35,035,000","11,148,000","35,826,000","47,414,000","42,293,000","37,716,000","39,715,000","48,549,000","33,781,000","16,520,000","24,000,000","36,900,000","10,800,000","9,000,000","50,900,000","59,600,000"
TotalLiabilitiesNetMinorityInterest,"2,772,578,000","2,347,366,000","2,291,787,000","2,356,228,000","2,066,414,000","1,959,580,000","1,986,289,000","1,749,891,000","1,768,945,000","1,592,697,000","1,755,428,000","1,965,059,000","1,986,602,000","1,378,714,000","1,163,505,000","1,255,608,000","1,273,891,000","1,268,621,000","927,731,000","1,028,361,000","886,300,000","681,200,000","565,400,000","530,800,000","640,300,000","626,400,000"
	CurrentLiabilities,"1,938,610,000","1,734,398,000","1,650,952,000","1,511,774,000","1,413,728,000","1,283,417,000","1,298,743,000","1,294,519,000","1,330,913,000","1,232,699,000","1,334,605,000","1,513,155,000","1,514,223,000","1,208,348,000","1,045,316,000","1,162,373,000","1,178,457,000","1,179,875,000","854,261,000","852,387,000","717,600,000","511,900,000","456,600,000","421,700,000","525,500,000","522,000,000"
