name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995
TotalRevenue,"1,351,522,000","1,353,215,000","1,359,132,000","1,289,386,000","1,228,179,000","1,225,456,000","1,243,862,000","1,172,558,000","1,143,692,000","1,024,173,000","873,220,000","676,594,000","820,537,000","740,378,000","660,407,000","571,841,000","514,088,000","425,892,000","390,790,000","385,275,000","410,149,000","329,600,000","274,200,000","240,900,000","200,700,000","164,800,000"
	OperatingRevenue,"1,351,522,000","1,353,215,000","1,359,132,000","1,289,386,000","1,228,179,000","1,225,456,000","1,243,862,000","1,172,558,000","1,143,692,000","1,024,173,000","873,220,000","676,594,000","820,537,000","740,378,000","660,407,000","571,841,000","514,088,000","425,892,000","390,790,000","385,275,000","410,149,000","329,600,000","274,200,000","240,900,000","200,700,000","164,800,000"
CostOfRevenue,"344,577,000","336,891,000","333,727,000","328,324,000","313,121,000","316,956,000","318,132,000","305,243,000","280,274,000","240,964,000","200,083,000","169,884,000","207,109,000","182,189,000","170,326,000","149,309,000","135,473,000","111,672,000","105,086,000","101,297,000","81,981,000","63,000,000","53,500,000","46,400,000","40,600,000","32,500,000"
GrossProfit,"1,006,945,000","1,016,324,000","1,025,405,000","961,062,000","915,058,000","908,500,000","925,730,000","867,315,000","863,418,000","783,209,000","673,137,000","506,710,000","613,428,000","558,189,000","490,081,000","422,532,000","378,615,000","314,220,000","285,704,000","283,978,000","328,168,000","266,600,000","220,700,000","194,500,000","160,100,000","132,300,000"
OperatingExpense,"870,559,000","868,612,000","852,526,000","815,284,000","795,332,000","771,328,000","780,543,000","770,014,000","739,701,000","670,497,000","544,824,000","460,179,000","517,711,000","456,098,000","402,359,000","344,320,000","315,919,000","273,871,000","245,349,000","235,534,000","251,753,000","203,600,000","167,700,000","144,600,000","122,800,000","105,800,000"
	SellingGeneralAndAdministration,"592,652,000","596,160,000","591,454,000","583,523,000","559,626,000","546,197,000","553,110,000","535,218,000","516,707,000","471,426,000","386,675,000","327,205,000","374,571,000","329,583,000","289,264,000","256,479,000","231,227,000","202,975,000","181,385,000","174,789,000","179,454,000","145,100,000","121,300,000","105,600,000","89,200,000","78,800,000"
		GeneralAndAdministrativeExpense,"121,065,000","122,768,000","108,878,000","105,602,000","98,390,000","93,935,000","91,265,000","87,418,000","85,239,000","82,658,000","67,069,000","57,938,000",,,,,,,,,,,,,,
			OtherGandA,"121,065,000","122,768,000","108,878,000","105,602,000","98,390,000","93,935,000","91,265,000","87,418,000","85,239,000","82,658,000","67,069,000","57,938,000",,,,,,,,,,,,,,
		SellingAndMarketingExpense,"471,587,000","473,392,000","482,576,000","477,921,000","461,236,000","452,262,000","461,845,000","447,800,000","431,468,000","388,768,000","319,606,000","269,267,000",,,,,,,,,,,,,,
	ResearchAndDevelopment,"277,907,000","272,452,000","261,072,000","231,761,000","235,706,000","225,131,000","227,433,000","234,796,000","222,994,000","199,071,000","158,149,000","132,974,000","143,140,000","126,515,000","113,095,000","87,841,000","84,692,000","70,896,000","63,964,000","60,745,000","55,954,000","45,500,000","34,800,000","30,300,000","24,400,000","20,000,000"
