name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998
TotalRevenue,"806,431,000","806,431,000","17,970,000","21,337,000","123,975,000","38,326,000","36,970,000","81,394,000","27,587,000","12,719,000","16,613,000","10,387,000","9,809,000","19,332,000","30,569,000","23,233,346","13,685,822","12,834,279","19,421,765","18,059,999","7,683,396","1","0"
	OperatingRevenue,"806,431,000","806,431,000","17,970,000","21,337,000","123,975,000","38,326,000","36,970,000","81,394,000","27,587,000","12,719,000","16,613,000","10,387,000","9,809,000","19,332,000","30,569,000","23,233,346","13,685,822","12,834,279","19,421,765","18,059,999","7,683,396","1","0"
CostOfRevenue,,,,,"15,341,000","13,175,000","7,759,000","6,180,000","3,671,000","8,100,000","7,414,000","6,536,000","8,515,000",,,,,,,,"787,829","399,278",
GrossProfit,,,,,"108,634,000","25,151,000","29,211,000","75,214,000","23,916,000","4,619,000","9,199,000","3,851,000","1,294,000",,,,,,,,"8,471,225","399,279",
OperatingExpense,"323,669,000","323,669,000","162,729,000","101,288,000","97,625,000","124,411,000","134,447,000","98,168,000","81,003,000","83,951,000","105,554,000","138,914,000","237,223,000","177,632,000","123,391,000","94,368,933","71,469,425","64,296,634","55,749,208","33,775,266","19,889,909","10,927,893","3,344,332"
	SellingGeneralAndAdministration,"77,600,000","77,600,000","47,700,000","30,300,000","31,200,000","36,000,000","34,100,000","31,700,000","26,200,000","24,248,000","27,936,000","25,247,000","30,535,000","26,571,000","18,466,000","12,879,578","10,449,281","8,553,910","7,499,011","5,390,446","2,678,980","1,814,023","728,806"
		GeneralAndAdministrativeExpense,"77,600,000","77,600,000","47,700,000","30,300,000","31,200,000","36,000,000","34,100,000","31,700,000","26,200,000",,,,,,,,,,,,,,
			SalariesAndWages,"46,500,000","46,500,000","24,500,000","15,500,000","15,800,000","21,200,000","19,400,000","16,100,000","13,000,000",,,,,,,,,,,,,,
			OtherGandA,"31,100,000","31,100,000","23,200,000","14,800,000","15,400,000","14,800,000","14,700,000","15,600,000","13,200,000",,,,,,,,,,,,,,
	ResearchAndDevelopment,"231,496,000","231,496,000","115,029,000","70,988,000","66,425,000","88,411,000","100,347,000","66,468,000","54,112,000","58,706,000","75,459,000","110,159,000","204,374,000","149,524,000","103,388,000","79,514,020","57,729,138","50,885,417","44,399,136","22,864,250","12,080,204","8,336,483","2,615,526"
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,"0","0","691,000","997,000","2,159,000","3,508,000","2,314,000","1,537,000","1,537,000","1,975,335","3,291,006","4,857,307","3,851,061","5,520,570","5,130,725","777,387",
		DepreciationAndAmortizationInIncomeStatement,,,,,,,"0","0","691,000","997,000","2,159,000","3,508,000","2,314,000","1,537,000","1,537,000","1,975,335","3,291,006","4,857,307","3,851,061","5,520,570","5,130,725","777,387",
			Amortization,,,,,,,"0","0","691,000","997,000","2,159,000","3,508,000","2,314,000","1,537,000","1,537,000","1,975,335","3,291,006","4,857,307","3,851,061","5,520,570",,,
				AmortizationOfIntangiblesIncomeStatement,,,,,,,"0","0","691,000","997,000","2,159,000","3,508,000","2,314,000","1,537,000","1,537,000","1,975,335","3,291,006","4,857,307","3,851,061","5,520,570",,,
	OtherOperatingExpenses,"14,573,000","14,573,000",,,,,,,,,,,,,,,,,,,,,
OperatingIncome,"482,762,000","482,762,000","-144,759,000","-79,951,000","11,009,000","-99,260,000","-105,236,000","-22,954,000","-57,087,000","-79,332,000","-96,355,000","-135,063,000","-235,929,000","-158,300,000","-92,822,000","-71,135,587","-57,783,603","-51,462,355","-36,327,443","-15,715,267","-11,418,684","-10,528,614","-3,344,332"
NetNonOperatingInterestIncomeExpense,"22,081,000","22,081,000","3,077,000","-5,627,000","-6,222,000","-6,670,000","-6,832,000","-7,002,000","-9,001,000","-14,192,000","-21,212,000","-18,029,000",,,,,,,,,,,
	InterestIncomeNonOperating,"26,872,000","26,872,000","8,772,000","492,000","290,000","158,000","83,000","89,000","119,000","117,000","469,000","689,000",,,,,,,,,,,
	InterestExpenseNonOperating,"4,791,000","4,791,000","5,695,000","6,119,000","6,512,000","6,828,000","6,915,000","7,091,000","9,120,000","14,309,000","21,681,000","18,718,000",,,,,,,,,,,
	TotalOtherFinanceCost,"-25,142,000","-25,142,000","-5,949,000","3,887,000",,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"3,061,000","3,061,000","2,872,000","-10,235,000","-27,640,000","-2,083,000","51,597,000","10,502,000","-19,363,000","-15,700,000","-6,967,000","-112,000","-3,339,000","30,000","-4,279,000","647,106","191,422","1,984,175","-817,038","1,538,440","632,726","9,420",
	GainOnSaleOfSecurity,,,,,,"474,000","53,971,000","10,150,000","-13,425,000",,,,,,,,,,,,,,
	SpecialIncomeCharges,"0","0","0","-11,975,000","-28,112,000","-3,972,000","0","0","-6,338,000","-15,700,000","-6,967,000","-112,000","-3,339,000","30,000","-4,279,000","647,106","191,422","1,984,175","-817,038","1,538,440","632,726","9,420",
		RestructuringAndMergernAcquisition,,,"0",,"6,346,000","3,972,000",,"0","0","3,467,000","0","3,324,000",,,,,,,,,,,
		ImpairmentOfCapitalAssets,,,,,"21,766,000",,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,"11,975,000",,,,,"6,338,000","12,233,000","6,967,000","-3,212,000",,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"3,061,000","3,061,000","2,872,000","1,740,000","472,000","1,415,000","-2,374,000","352,000","400,000",,,,,,,,,,,,,,
PretaxIncome,"507,888,000","507,888,000","-138,834,000","-95,813,000","-22,853,000","-108,013,000","-60,471,000","-19,454,000","-85,451,000",,,,,,,,,,,,,,
TaxProvision,"110,333,000","110,333,000","-110,265,000",,,,,,,,,,,,,,,,,,,,
