name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991
TotalAssets,"71,004,903,000","56,927,979,000","51,214,467,000","44,683,660,000","44,686,703,000","39,344,640,000","26,417,189,000","22,766,123,000","19,968,894,000","17,527,761,000","12,841,399,000","10,020,892,000","6,692,456,000","6,081,452,000","5,541,715,000","5,153,600,000","4,465,370,000","4,183,181,000","4,172,077,000","5,626,775,000","4,596,400,000","3,545,500,000","2,625,100,000","1,924,500,000","1,407,600,000","1,161,500,000","992,300,000","959,300,000","869,500,000"
	CashCashEquivalentsAndFederalFundsSold,"6,781,783,000","3,571,539,000","2,923,075,000","2,545,750,000","1,503,257,000","1,796,062,000","1,538,779,000","1,008,983,000","1,027,563,000","3,076,432,000","3,512,853,000","2,438,810,000","684,063,000","632,585,000","462,098,000","445,948,000","794,996,000","442,589,000","440,532,000","1,722,366,000","1,176,100,000","522,200,000","426,800,000","433,200,000","342,300,000","289,800,000","155,000,000","184,000,000","128,200,000"
		CashAndCashEquivalents,"6,492,443,000","3,447,928,000","2,675,199,000","2,481,722,000","1,377,866,000","1,700,451,000","1,365,790,000","875,626,000","852,010,000","2,672,725,000","3,454,611,000","1,791,396,000","325,399,000","393,284,000","286,446,000","279,653,000","252,521,000","239,927,000","228,318,000","332,632,000","1,176,100,000","522,200,000","426,800,000","433,200,000","342,300,000","289,800,000","155,000,000","184,000,000","128,200,000"
			CashFinancial,"6,492,443,000","3,444,971,000","2,672,290,000","2,476,588,000","1,372,743,000","1,694,329,000","1,349,688,000","752,056,000",,,,,,,,,,,,,,,,,,,,,
			CashEquivalents,"0","2,957,000","2,909,000","5,134,000","5,123,000","6,122,000","16,102,000","123,570,000",,,,,,,,,,,,,,,,,,,,"183,500,000","126,000,000"
			CashAndDueFromBanks,"6,781,783,000","3,571,539,000","2,923,075,000","2,545,750,000","1,503,257,000","1,796,062,000","1,538,779,000","1,008,983,000","852,010,000","2,672,725,000","3,454,611,000","1,791,396,000","325,399,000","393,284,000","286,446,000","279,653,000","252,521,000","239,927,000","228,318,000","332,632,000","1,176,100,000","522,200,000","426,800,000","433,200,000","342,300,000","289,800,000","155,000,000","500,000","2,200,000"
		MoneyMarketInvestments,"289,340,000","123,611,000","247,876,000","64,028,000","125,391,000","95,611,000","172,989,000","133,357,000","175,553,000","403,707,000","58,242,000","647,414,000","358,664,000","239,301,000","175,652,000","166,295,000","542,475,000","202,662,000","212,214,000","1,389,734,000",,,,,,,,,
			FederalFundsSoldAndSecuritiesPurchaseUnderAgreementsToResell,"289,340,000","123,611,000","247,876,000","64,028,000","125,391,000","95,611,000","172,989,000","133,357,000","175,553,000","403,707,000","58,242,000","647,414,000","358,664,000","239,301,000","175,652,000","166,295,000","542,475,000","202,662,000","212,214,000","1,389,734,000",,,,,,,,,
				SecurityAgreeToBeResell,"289,340,000","123,611,000","247,876,000","64,028,000","125,391,000","95,611,000","172,989,000","133,357,000","175,553,000",,,,,,,,,,,,,,,,,,,,
	FederalHomeLoanBankStock,"60,258,000","58,878,000","60,020,000","57,592,000","56,991,000","53,496,000","40,632,000","39,806,000","39,189,000",,,,,,,,,,,,,,,,,,,,
