name,ttm,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013
MarketCap,"4,718,660,394","6,606,532,597","6,558,970,009","6,920,737,271","7,801,706,306","7,470,028,016","6,815,198,000","8,083,524,000","7,130,382,000","7,221,873,000","6,593,157,000","6,143,859,000","8,129,669,834","8,519,220,000","6,636,300,000","7,264,092,049","6,876,922,969","5,257,584,672","5,932,541,704","7,098,201,073","6,509,468,394","5,652,035,240","5,643,879,042","4,973,318,345","5,005,567,487","4,123,966,789","3,878,103,841","3,940,032,123"
EnterpriseValue,"7,223,660,394","9,156,532,597","9,014,970,009","9,437,737,271","9,903,706,306","9,317,028,016","8,685,198,000","10,031,524,000","8,673,382,000","8,858,873,000","10,578,157,000","9,803,859,000","11,866,669,834","12,470,220,000","10,631,300,000","11,369,092,049","10,918,922,969","9,574,584,672","11,042,541,704","12,304,201,073","11,681,468,394","11,053,035,240","11,064,879,042","10,532,318,345","10,434,567,487","9,669,966,789","9,457,103,841","10,482,032,123"
PeRatio,"10.789","14.923","16.613","17.613","21.251","27.058","27.625","41.886","45.012","22.223","22.119","21.66","39.901","7.567","6.168","6.764","5.202","18.631","19.344","29.587",,"120.125","70.341",,,,,
ForwardPeRatio,"10.929","12.854","12.469","11.099","13.021","12.048","11.211","13.831","12.484","13.004","12.422","15.314","11.891","14.144","10.858","13.967","13.928","9.381","13.28","15.949","18.051","14.472","23.585","20.833","21.097","16.695","16.949",
PegRatio,"3.731","2.882","2.682","2.011","1.929","0.988","0.939","1.157","1.052","1.626","1.862","3.556","1.356","3.537","2.974","2.156","2.151","0.423","0.599","0.714","0.809","0.327","0.606","0.713","0.77",,,
PsRatio,"0.791","1.118","1.12","1.174","1.375","1.339","1.257","1.572","1.464","1.007","0.946","0.876","1.094","1.114","0.876","0.968","0.934","0.56","0.639","0.779","0.721","0.632","0.64","0.578","0.507","0.478","0.458","0.477"
PbRatio,"3.49","4.975","4.583","5.03","6.09","4.669","4.238","5.422","4.864","4.834","5.829","5.45","8.518","9.445","7.891","9.859","9.243",,,,,,,,,,,
EnterprisesValueRevenueRatio,"1.175","6.611","5.484","5.811","6.633","6.443","5.388","6.27","6.244","7.488","7.721","7.251","6.336","7.632","5.294","5.639","6.131","5.81","5.488","6.134","5.26","6.189","4.447","4.304","4.829","5.185","4.117","4.644"
EnterprisesValueEBITDARatio,"8.641","54.83","38.526","39.654","50.273","52.639","50.791","42.149","49.281","63.733","82.642","47.824","60.544","75.122","53.966","43.228","124.079","60.599","67.746","47.876","57.544","251.205","41.912","41.795","58.294","69.071","42.6","71.795"
