name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,"30,328,000",,,,,,,,,,,,,
OperatingIncome,"316,800,000","308,600,000","260,148,000","224,736,000","189,726,000","152,108,000","146,270,000","123,968,000","92,779,000","44,399,000","18,626,000","15,227,000","43,514,000","27,595,000","9,941,000","-906,000","-47,112,000","-83,159,000","19,118,000","24,511,000","28,197,000","21,393,000","16,700,000","12,400,000","8,900,000","6,700,000","5,400,000","3,900,000","2,900,000","1,800,000"
NetNonOperatingInterestIncomeExpense,"-49,800,000","-52,900,000","-55,973,000","-27,643,000","-32,327,000","-26,444,000","-12,730,000","-15,863,000","-17,823,000","-2,936,000","-8,168,000","-6,442,000",,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,,,,,,,,,,"39,000","141,000","170,000",,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"49,800,000","52,900,000","55,973,000","27,643,000","32,327,000","26,444,000","12,730,000","15,863,000","17,823,000","2,975,000","8,309,000","6,612,000",,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,,"18,900,000",,,,"3,751,000",,"14,958,000",,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,,"-18,900,000",,,,"-3,751,000",,"-14,958,000",,,"-15,399,000",,,"-1,206,000",,,"-30,328,000",,,,,,"1,300,000","800,000","500,000","400,000","200,000","100,000","100,000",
	SpecialIncomeCharges,,"-18,900,000",,"0","0","-3,751,000","0","-14,958,000","0","0","-15,399,000",,,"-1,206,000",,,"-30,328,000",,,,,,"1,300,000","800,000","500,000","400,000","200,000","100,000","100,000",
		ImpairmentOfCapitalAssets,,,,,,,,,"0","0","15,399,000",,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,"18,900,000",,,,"3,751,000",,"14,958,000",,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"248,100,000","236,800,000","204,175,000","197,093,000","157,399,000","121,913,000","133,540,000","93,147,000","74,956,000","41,463,000","-4,941,000","8,785,000","34,231,000","16,815,000","11,585,000","-225,000","-46,717,000","-82,767,000","19,818,000","27,086,000","30,639,000","23,028,000","18,000,000","13,300,000","9,400,000","7,200,000","5,500,000","4,000,000","2,900,000","1,800,000"
TaxProvision,"64,400,000","62,000,000","46,191,000","39,219,000","60,203,000","50,491,000","54,527,000","38,792,000","32,303,000","17,166,000","4,956,000","4,078,000","15,261,000","7,493,000","541,000","-129,000","-4,324,000","-967,000","7,570,000","10,046,000","11,392,000","8,566,000","6,700,000","5,000,000","3,800,000","2,900,000","2,200,000","1,500,000","1,100,000","700,000"
NetIncomeCommonStockholders,"183,600,000","174,700,000","157,706,000","157,675,000","97,201,000","97,650,000","77,184,000","84,512,000","42,653,000","24,297,000","-9,897,000","4,707,000","18,970,000","9,322,000","11,044,000","-96,000","-42,393,000","-81,800,000","12,248,000","17,040,000","19,247,000","14,462,000","11,300,000","8,300,000","5,600,000","4,300,000","3,300,000","2,500,000","1,800,000","1,100,000"
	NetIncome,"183,600,000","174,700,000","157,706,000","157,675,000","97,201,000","97,650,000","77,184,000","84,512,000","42,653,000","24,297,000","-9,897,000","4,707,000","18,970,000","9,322,000","11,044,000","-96,000","-42,393,000","-81,800,000","12,248,000","17,040,000","19,247,000","14,462,000","11,300,000","8,300,000","5,600,000","4,300,000","3,300,000","2,500,000","1,800,000","1,100,000"
		NetIncomeIncludingNoncontrollingInterests,"183,600,000","174,700,000","157,706,000","157,675,000","97,201,000","97,650,000","77,184,000","84,512,000","42,653,000","24,297,000","-9,897,000","4,707,000","18,970,000","9,322,000","11,044,000","-96,000","-42,393,000","-81,800,000","12,248,000","17,040,000","19,247,000","14,462,000","11,300,000","8,300,000","5,600,000","4,300,000","3,300,000","2,500,000","1,800,000","1,100,000"
			NetIncomeContinuousOperations,"183,700,000","174,800,000","157,984,000","157,874,000","97,196,000","71,422,000","79,013,000","54,355,000","42,653,000","24,297,000","-9,897,000","4,707,000","18,970,000","9,322,000","11,044,000","-96,000","-42,393,000","-81,800,000","12,248,000","17,040,000","19,247,000","14,462,000","11,300,000","8,300,000","5,600,000","4,300,000","3,300,000","2,500,000","1,800,000","1,100,000"
			NetIncomeDiscontinuousOperations,,"-100,000","-278,000","-199,000","5,000","26,228,000","-1,829,000","30,157,000","4,242,000",,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"183,600,000","174,700,000","157,706,000","157,675,000","97,201,000","97,650,000","77,184,000","84,512,000","42,653,000","24,297,000","-9,897,000","4,707,000","18,970,000","9,322,000","11,044,000","-96,000","-42,393,000","-81,800,000","12,248,000","17,040,000","19,247,000","14,462,000","11,300,000","8,300,000","5,600,000","4,300,000","3,300,000","2,500,000","1,800,000","1,100,000"
BasicEPS,,"3.31","3.02","3.01","1.83","1.87","1.44","1.58","0.91","0.66","-0.27","0.13","0.53","0.27","0.41","0","-1.68","-3.22","0.48","0.75","0.87","0.66","0.52","0.39","0.258","0.22","0.18","0.14","0.1","0.07"
DilutedEPS,,"3.28","2.98","2.97","1.81","1.84","1.42","1.55","0.89","0.64","-0.27","0.13","0.53","0.26","0.39","0","-1.68","-3.22","0.48","0.74","0.83","0.645","0.5","0.375","0.258","0.21","0.17","0.12","0.1","0.07"
BasicAverageShares,,"52,800,000","52,333,000","52,503,000","53,192,000","52,259,000","53,437,000","53,481,000","46,739,000","36,876,000","36,429,000","36,011,000","35,487,000","35,138,000","27,155,000","25,464,000","25,231,000","25,422,000","25,413,000","22,645,000","22,193,000","21,906,000","21,720,000","21,122,000","21,796,000","19,545,455","18,333,333","17,857,143","18,000,000","15,714,286"
DilutedAverageShares,,"53,400,000","53,061,000","53,205,000","53,747,000","53,005,000","54,294,000","54,555,000","47,826,000","37,758,000","36,429,000","36,335,000","35,858,000","35,771,000","28,052,000","25,464,000","25,231,000","25,422,000","25,542,000","23,037,000","23,080,000","22,372,000","22,604,000","22,062,000","21,796,000","20,476,190","19,411,765","20,833,333","18,000,000","15,714,286"
TotalOperatingIncomeAsReported,"316,800,000","308,600,000","260,148,000","224,736,000","189,726,000","152,108,000","146,270,000","123,968,000","92,779,000","44,399,000","3,227,000","15,227,000","43,514,000","27,595,000","9,941,000","-906,000","-47,112,000","-83,159,000","19,118,000","24,511,000","28,197,000","21,393,000","16,700,000","12,400,000","8,900,000","6,700,000","5,400,000","3,900,000","2,900,000","1,800,000"
TotalExpenses,"3,673,900,000","3,615,300,000","3,139,633,000","2,401,188,000","2,250,687,000","1,912,900,000","1,713,652,000","1,508,029,000","1,146,926,000","552,882,000","419,439,000","401,386,000","574,544,000","539,585,000","277,625,000","238,762,000","240,686,000","292,713,000","231,195,000","170,109,000","166,883,000","138,080,000","116,000,000","95,400,000","79,300,000","55,300,000","43,000,000","34,200,000","29,800,000","24,400,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"183,600,000","174,700,000","157,706,000","157,675,000","97,201,000","97,650,000","77,184,000","84,512,000","42,653,000","24,297,000","-9,897,000","4,707,000","18,970,000","9,322,000","11,044,000","-96,000","-42,393,000","-81,800,000","12,248,000","17,040,000","19,247,000","14,462,000","11,300,000","8,300,000","5,600,000","4,300,000","3,300,000","2,500,000","1,800,000","1,100,000"
NormalizedIncome,"183,700,000","188,748,200","157,984,000","157,874,000","97,196,000","73,672,600","79,013,000","64,077,700","42,653,000","24,297,000","112,350","4,707,000","18,970,000","10,105,900","11,044,000","-96,000","-14,872,078.194","-81,800,000","12,248,000","17,040,000","19,247,000","14,462,000","10,483,888.889","7,800,751.88","5,300,000","4,060,000","3,180,000","2,437,500","1,737,931.034","1,100,000"
InterestIncome,,,,,,,,,,"39,000","141,000","170,000",,,,,,,,,,,,,,,,,,
InterestExpense,"49,800,000","52,900,000","55,973,000","27,643,000","32,327,000","26,444,000","12,730,000","15,863,000","17,823,000","2,975,000","8,309,000","6,612,000",,,,,,,,,,,,,,,,,,
NetInterestIncome,"-49,800,000","-52,900,000","-55,973,000","-27,643,000","-32,327,000","-26,444,000","-12,730,000","-15,863,000","-17,823,000","-2,936,000","-8,168,000","-6,442,000",,,,,,,,,,,,,,,,,,
EBIT,"297,900,000","289,700,000","260,148,000","224,736,000","189,726,000","148,357,000","146,270,000","109,010,000","92,779,000","44,438,000","3,368,000","15,397,000","43,514,000","27,595,000","9,941,000","-906,000","-47,112,000","-83,159,000","19,118,000","24,511,000","28,197,000","21,393,000","16,700,000","12,400,000","8,900,000","6,700,000","5,400,000","3,900,000","2,900,000","1,800,000"
EBITDA,"347,300,000"
ReconciledCostOfRevenue,"2,843,700,000","2,753,800,000","2,339,661,000","1,750,691,000","1,622,609,000","1,369,161,000","1,248,115,000","1,135,460,000","848,696,000","397,176,000","288,609,000","280,245,000","418,602,000","387,643,000","209,725,000","174,627,000","143,663,000","226,128,000","176,520,000","131,343,000","129,959,000","106,494,000","89,800,000","73,900,000","60,500,000","42,400,000","32,900,000","26,200,000","22,300,000","17,700,000"
ReconciledDepreciation,"49,400,000","91,200,000","94,975,000","58,604,000","62,249,000","51,569,000","38,296,000","29,882,000","24,702,000","8,851,000","7,996,000","11,806,000","14,542,000","22,078,000","5,629,000","6,263,000","6,598,000","7,150,000","5,143,000","1,537,000","1,392,000","1,158,000","900,000","800,000","700,000","500,000","400,000","400,000","400,000","200,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"183,700,000","174,800,000","157,984,000","157,874,000","97,196,000","71,422,000","79,013,000","54,355,000","42,653,000","24,297,000","-9,897,000","4,707,000","18,970,000","9,322,000","11,044,000","-96,000","-42,393,000","-81,800,000","12,248,000","17,040,000","19,247,000","14,462,000","11,300,000","8,300,000","5,600,000","4,300,000","3,300,000","2,500,000","1,800,000","1,100,000"
TotalUnusualItemsExcludingGoodwill,,"-18,900,000",,"0","0","-3,751,000","0","-14,958,000","0","0","-15,399,000",,,"-1,206,000",,,"-30,328,000",,,,,,"1,300,000","800,000","500,000","400,000","200,000","100,000","100,000",
TotalUnusualItems,,"-18,900,000",,"0","0","-3,751,000","0","-14,958,000","0","0","-15,399,000",,,"-1,206,000",,,"-30,328,000",,,,,,"1,300,000","800,000","500,000","400,000","200,000","100,000","100,000",
NormalizedEBITDA,"347,300,000","399,800,000","355,123,000","283,340,000","251,975,000","203,677,000","184,566,000","153,850,000","117,481,000","53,289,000","26,763,000","27,203,000","58,056,000","50,879,000","15,570,000","5,357,000","-10,186,000","-3,262,000","24,261,000","26,048,000","29,589,000","22,551,000","16,300,000","12,400,000","9,100,000","6,800,000","5,600,000","4,200,000","3,200,000","2,000,000"
TaxRateForCalcs,"0.26","0.262","0.226","0.199","0.382","0.4","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.047","0.4","0.093","0.012","0.382","0.371","0.372","0.372","0.372","0.376","0.4","0.4","0.4","0.375","0.379","0.389"
TaxEffectOfUnusualItems,"0","-4,951,800","0","0","0","-1,500,400","0","-5,235,300","0","0","-5,389,650","0","0","-422,100","0","0","-2,807,078.194","0","0","0","0","0","483,888.889","300,751.88","200,000","160,000","80,000","37,500","37,931.034","0"
