name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998
TotalRevenue,"71,628,000,000","69,620,000,000","67,941,000,000","62,308,000,000","63,476,000,000","69,951,000,000","73,316,000,000","68,199,000,000","68,150,000,000","70,262,000,000","52,717,000,000","41,058,000,000","50,989,000,000","53,007,000,000","48,396,000,000","44,776,000,000","39,014,000,000","35,789,000,000","33,147,000,000","31,928,000,000","31,947,000,000","24,748,000,000","26,525,000,000"
	TotalPremiumsEarned,"42,296,000,000","42,235,000,000","43,840,000,000","38,992,000,000","39,153,000,000","38,545,000,000","39,067,000,000","37,674,000,000","37,975,000,000","36,361,000,000","27,394,000,000","26,460,000,000","25,914,000,000","27,895,000,000","26,412,000,000","28,688,000,000","25,216,000,000","23,169,000,000","21,225,000,000","19,101,000,000","18,137,000,000","1,437,000,000","1,360,000,000"
		NetPremiumsWritten,,,"43,840,000,000","38,992,000,000","39,153,000,000","38,545,000,000","39,067,000,000","37,674,000,000","37,975,000,000",,,,,,,,,,,,,,
			GrossPremiumsWritten,,,"46,220,000,000","41,368,000,000","41,676,000,000","40,970,000,000","41,521,000,000","39,948,000,000","40,207,000,000",,,,,,,,,,,,,,
			CededPremiums,,,"-2,380,000,000","-2,376,000,000","-2,523,000,000","-2,425,000,000","-2,454,000,000","-2,274,000,000","-2,232,000,000",,,,,,,,,,,,,,
	NetInvestmentIncome,"21,605,000,000","19,366,000,000","16,977,000,000","16,763,000,000","13,058,000,000","19,229,000,000","22,410,000,000","18,827,000,000","19,748,000,000","19,606,000,000","17,615,000,000","14,838,000,000","16,296,000,000","19,006,000,000","17,192,000,000","14,910,000,000","12,418,000,000","11,636,000,000","11,329,000,000","11,923,000,000","11,768,000,000","9,436,000,000","9,856,000,000"
	NetRealizedGainLossOnInvestments,"271,000,000","574,000,000","-258,000,000","-298,000,000","300,000,000","687,000,000","-137,000,000","327,000,000","-35,000,000","3,957,000,000","-657,000,000","-7,772,000,000","1,812,000,000","-738,000,000","-1,350,000,000","-93,000,000","182,000,000","-358,000,000","-784,000,000","-603,000,000","-390,000,000","-70,000,000",
	FeeRevenueAndOtherIncome,"7,456,000,000","7,445,000,000","7,382,000,000","6,851,000,000","10,965,000,000","11,490,000,000","11,976,000,000","11,371,000,000","10,462,000,000","10,338,000,000","8,365,000,000","7,532,000,000","6,967,000,000","6,844,000,000","6,142,000,000","1,271,000,000","1,198,000,000","1,342,000,000","1,377,000,000","1,507,000,000","2,432,000,000","13,945,000,000","15,309,000,000"
		FeesAndCommissions,"5,669,000,000","5,603,000,000","5,502,000,000","5,510,000,000","9,206,000,000","9,507,000,000","9,946,000,000","9,451,000,000","8,556,000,000","7,806,000,000","6,037,000,000","5,203,000,000","5,381,000,000",,,,,,,,,,
		OtherIncomeExpense,"1,787,000,000","1,842,000,000","1,880,000,000","1,341,000,000","1,759,000,000","1,983,000,000","2,030,000,000","1,920,000,000","1,906,000,000","2,532,000,000","2,328,000,000","2,329,000,000","1,586,000,000","6,844,000,000","6,142,000,000","1,271,000,000","1,198,000,000","1,342,000,000","1,377,000,000","1,507,000,000","2,432,000,000","13,945,000,000","15,309,000,000"
