name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015
TotalAssets,"20,755,891,000","20,166,734,000","20,598,220,000","20,526,367,000","20,441,136,000","20,695,678,000","19,983,838,000","20,479,719,000","20,242,942,000","20,549,461,000","20,565,627,000","20,373,974,000","19,792,785,000","19,661,829,000","19,892,693,000","19,052,593,000","19,087,504,000","19,352,681,000"
TotalLiabilitiesNetMinorityInterest,"18,091,206,000","17,526,476,000","17,943,662,000","17,866,926,000","17,827,934,000","18,170,839,000","17,560,376,000","18,020,544,000","17,722,080,000","18,016,910,000","17,983,769,000","17,821,372,000","17,286,791,000","17,185,344,000","17,368,730,000","16,551,585,000","16,615,770,000","16,615,740,000"
TotalEquityGrossMinorityInterest,"2,664,685,000","2,640,258,000","2,654,558,000","2,659,441,000","2,613,202,000","2,524,839,000","2,423,462,000","2,459,175,000","2,520,862,000","2,532,551,000","2,581,858,000","2,552,602,000","2,505,994,000","2,476,485,000","2,523,963,000","2,501,008,000","2,471,734,000","2,736,941,000"
	StockholdersEquity,"2,664,685,000","2,640,258,000","2,654,558,000","2,659,441,000","2,613,202,000","2,524,839,000","2,423,462,000","2,459,175,000","2,520,862,000","2,532,551,000","2,581,858,000","2,552,602,000","2,505,994,000","2,476,485,000","2,523,963,000","2,501,008,000","2,471,734,000","2,736,941,000"
		CapitalStock,"1,401,000","1,399,000","1,399,000","1,399,000","1,399,000","1,397,000","1,397,000","1,396,000","1,396,000","1,396,000","1,396,000","1,395,000","1,395,000","1,395,000","1,395,000","1,395,000","1,395,000",
			PreferredStock,,,,,,,,,,,,,,,,,"0",
			CommonStock,"1,401,000","1,399,000","1,399,000","1,399,000","1,399,000","1,397,000","1,397,000","1,396,000","1,396,000","1,396,000","1,396,000","1,395,000","1,395,000","1,395,000","1,395,000","1,395,000","1,395,000",
		AdditionalPaidInCapital,"2,506,477,000","2,503,677,000","2,501,324,000","2,499,946,000","2,497,770,000","2,495,853,000","2,494,436,000","2,492,656,000","2,490,910,000","2,488,643,000","2,489,273,000","2,488,091,000","2,486,596,000","2,484,251,000","2,482,679,000","2,479,980,000","2,488,712,000",
		RetainedEarnings,"429,323,000","437,072,000","403,317,000","363,748,000","326,451,000","291,919,000","264,463,000","229,615,000","193,522,000","139,177,000","158,303,000","130,767,000","104,695,000","78,850,000","50,204,000","24,860,000",,
		TreasuryStock,"276,645,000","270,141,000","232,708,000","173,668,000","133,664,000","132,135,000","132,135,000","82,082,000","282,000","282,000",,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,"4,129,000","-31,749,000","-18,774,000","-31,984,000","-78,754,000","-132,195,000","-204,699,000","-182,410,000","-164,684,000","-96,383,000","-67,114,000","-67,651,000","-86,692,000","-88,011,000","-10,315,000","-5,227,000","-18,373,000","-51,259,000"
		OtherEquityInterest,,,,,,,,,,,,,,,,,,"2,788,200,000"
TotalCapitalization,"2,864,704,000","2,840,258,000","2,854,558,000","3,059,441,000","3,213,202,000","3,124,839,000","2,823,462,000","2,659,175,000","2,520,896,000","2,532,585,000","2,581,892,000","2,552,643,000","2,506,035,000","2,476,526,000","2,524,004,000","2,501,056,000",,
CommonStockEquity,"2,664,685,000","2,640,258,000","2,654,558,000","2,659,441,000","2,613,202,000","2,524,839,000","2,423,462,000","2,459,175,000","2,520,862,000","2,532,551,000","2,581,858,000","2,552,602,000","2,505,994,000","2,476,485,000","2,523,963,000","2,501,008,000","2,471,734,000","2,736,941,000"
CapitalLeaseObligations,,"19,000","18,000","28,000","28,000","26,000","26,000","34,000","34,000","34,000",,,,"41,000",,,"48,000","48,000"
NetTangibleAssets,"1,657,214,000","1,632,098,000","1,645,436,000","1,649,376,000","1,602,311,000","1,513,192,000","1,411,033,000","1,446,023,000","1,506,711,000","1,523,863,000","1,572,386,000","1,542,233,000","1,494,702,000","1,464,184,000","1,510,917,000","1,486,452,000","1,456,028,000","1,720,014,000"
InvestedCapital,"3,264,704,000","3,240,258,000","3,254,558,000","3,259,441,000","3,213,202,000","3,124,839,000","2,853,462,000","2,659,175,000","2,520,896,000","2,532,585,000","2,581,892,000","2,552,643,000","2,506,035,000","2,485,677,000","2,524,004,000","2,501,056,000",,
TangibleBookValue,"1,657,214,000","1,632,098,000","1,645,436,000","1,649,376,000","1,602,311,000","1,513,192,000","1,411,033,000","1,446,023,000","1,506,711,000","1,523,863,000","1,572,386,000","1,542,233,000","1,494,702,000","1,464,184,000","1,510,917,000","1,486,452,000","1,456,028,000","1,720,014,000"
TotalDebt,"600,019,000","600,019,000","600,018,000","600,028,000","600,028,000","600,026,000","430,026,000","200,034,000","34,000","34,000","34,000","41,000","41,000","41,000","41,000","48,000","48,000","48,000"
ShareIssued,"140,092,172","139,917,150","139,908,699","139,857,673","139,851,508","139,656,674","139,655,841","139,620,801","139,611,795","139,599,454","139,586,282","139,546,615","139,546,615","139,530,654","139,530,654","139,530,654","139,530,654","139,459,620"
OrdinarySharesNumber,"129,827,968","129,928,479","131,260,900","133,508,212","135,012,015","134,874,302","134,873,728","136,642,060","139,601,123","139,588,782","139,586,282","139,546,615","139,546,615","139,530,654","139,530,654","139,530,654","139,530,654","139,459,620"
TreasurySharesNumber,"10,264,204","9,988,671","8,647,799","6,349,461","4,839,493","4,782,372","4,782,113","2,978,741","10,672","10,672",,,,,,,,
